ticker,name,type,price,priceChange24h,volume24h,mcapRealized,realized_mNAV,totalUsdValue,totalCost,holdings
YORK,Yorkville Acquisition Group (Will be: Trump Media Group CRO Strategy),Stock,10.31000042,-0.09689215407330873,84756,243122697.404125,0.2967938443459981,819163544.1087383,0,"{""cronos"":{""amount"":6313000212,""avgPrice"":null,""usdValue"":434706881.598108,""cost"":0,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-26"",""lastAnnouncementDate"":""2025-08-26"",""supplyPercentage"":14.910287016540549}}"
TSLA,"Tesla, Inc.",Stock,352.42001343,0.9944121216742374,53399400,1470115789318.4412,1806.6990596210314,813702637.1325,399303000,"{""bitcoin"":{""amount"":11500,""avgPrice"":34722,""usdValue"":851747500,""cost"":399303000,""transactionCount"":3,""firstAnnouncementDate"":""2021-04-26"",""lastAnnouncementDate"":""2022-07-25"",""supplyPercentage"":0.05743488813086329}}"
CLSK,"CleanSpark, Inc.",Stock,10.76000023,7.3852269064666185,21420600,2751901402.70317,3.865815332688075,711855369.663933,,"{""bitcoin"":{""amount"":10060.6,""avgPrice"":null,""usdValue"":745138339,""cost"":null,""transactionCount"":2,""firstAnnouncementDate"":""2025-08-07"",""lastAnnouncementDate"":""2025-08-11"",""supplyPercentage"":0.050246037872118544}}"
PURR,"Hyperliquid Strategies (Formerly: Sonnet BioTherapeutics Holdings, Inc.)",Stock,6.5,8.15307406402545,6779900,1605491595.5,2.3262367018322845,690166909.599276,783151561.1268569,"{""hype"":{""amount"":16888457.71428571,""avgPrice"":46.372,""usdValue"":729581373.2571427,""cost"":783151561.1268569,""transactionCount"":2,""firstAnnouncementDate"":""2025-07-14"",""lastAnnouncementDate"":""2025-12-03"",""supplyPercentage"":7.08429926461027}}"
ENLV,Enlivex Therapeutics Ltd.,Stock,0.838,-12.889813795324187,1831800,198925695.324,0.31674140422579433,628038180.8946978,222210468.48860002,"{""rain"":{""amount"":78819756062,""avgPrice"":0.002819222991680007,""usdValue"":608847934.8862827,""cost"":222210468.48860002,""transactionCount"":2,""firstAnnouncementDate"":""2025-11-24"",""lastAnnouncementDate"":""2026-03-24"",""supplyPercentage"":16.47543129188007}}"
XRPN,Evernorth Holdings Inc (Formerly Armada Acquistion Group II),Stock,10.36999989,0.0965273197702118,76000,327588296.52510005,0.5224094594893312,627071908.0112487,,"{""xrp"":{""amount"":473276430,""avgPrice"":null,""usdValue"":643655944.8000001,""cost"":null,""transactionCount"":2,""firstAnnouncementDate"":""2025-11-04"",""lastAnnouncementDate"":""2025-11-04"",""supplyPercentage"":0.7708889034845628}}"
COIN,"Coinbase Global, Inc.",Stock,174.52999878,3.9797393132176944,7357400,47060934528.454544,76.57374387500464,614583173.6433651,,"{""bitcoin"":{""amount"":7663,""avgPrice"":null,""usdValue"":567560095,""cost"":null,""transactionCount"":3,""firstAnnouncementDate"":""2025-05-08"",""lastAnnouncementDate"":""2025-10-30"",""supplyPercentage"":0.0382716128475483},""ethereum"":{""amount"":33015,""avgPrice"":null,""usdValue"":76579282.95,""cost"":null,""transactionCount"":3,""firstAnnouncementDate"":""2025-05-08"",""lastAnnouncementDate"":""2025-10-30"",""supplyPercentage"":0.027342663940619343}}"
SMLR,"Semler Scientific, Inc.",Stock,20.32999992,,,308200664.1372084,0.5217216541644505,590737727.0563918,,"{""bitcoin"":{""amount"":6687.5,""avgPrice"":null,""usdValue"":495309687.5,""cost"":null,""transactionCount"":17,""firstAnnouncementDate"":""2024-06-30"",""lastAnnouncementDate"":""2025-11-10"",""supplyPercentage"":0.03339963603262159}}"
ALTS,ALT5 Sigma Corporation,Stock,0.91680002,-2.4680829787233938,5603190,115827711.40998249,0.20280741352393516,571121683.361504,,"{""wlfi"":{""amount"":7283585650,""avgPrice"":null,""usdValue"":584522315.5838001,""cost"":null,""transactionCount"":2,""firstAnnouncementDate"":""2025-08-11"",""lastAnnouncementDate"":""2025-09-04"",""supplyPercentage"":22.939721268454328}}"
FWDI,"Forward Industries, Inc.",Stock,4.63000011,2.6607510838197883,760400,356407264.137559,0.6358670893436693,560505914.0667844,,"{""solana"":{""amount"":6873035,""avgPrice"":null,""usdValue"":575754141.9499999,""cost"":null,""transactionCount"":2,""firstAnnouncementDate"":""2025-09-15"",""lastAnnouncementDate"":""2026-03-19"",""supplyPercentage"":1.1946497377254892}}"
BTBT,"Bit Digital, Inc.",Stock,1.44000006,5.1094934306569275,17846455,470271214.9546332,0.8667214914529703,542586308.9725298,,"{""ethereum"":{""amount"":245417.3,""avgPrice"":null,""usdValue"":569252789.8690001,""cost"":null,""transactionCount"":7,""firstAnnouncementDate"":""2025-08-14"",""lastAnnouncementDate"":""2026-03-31"",""supplyPercentage"":0.20325193878885836},""bitcoin"":{""amount"":64.9,""avgPrice"":null,""usdValue"":4806818.5,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2025-11-14"",""lastAnnouncementDate"":""2025-11-14"",""supplyPercentage"":0.0003241325425820024}}"
BTDR,Bitdeer Technologies Group Ltd.,Stock,11.24499989,4.5560183634438065,7251000,2087134501.7833886,4.773801525985302,437205964.768845,,"{""bitcoin"":{""amount"":6179,""avgPrice"":null,""usdValue"":457647635,""cost"":null,""transactionCount"":14,""firstAnnouncementDate"":""2025-04-10"",""lastAnnouncementDate"":""2026-03-16"",""supplyPercentage"":0.030860015109617764}}"
NAKA,"Kindly MD, Inc.",Stock,0.23,5.022831050228315,5283400,158704198.42000002,0.4125801506243704,384662709.0029125,681208758.2808,"{""bitcoin"":{""amount"":5436.41,""avgPrice"":125304.89022733753,""usdValue"":402647706.65,""cost"":681208758.2808,""transactionCount"":4,""firstAnnouncementDate"":""2025-08-05"",""lastAnnouncementDate"":""2026-04-07"",""supplyPercentage"":0.027151269581174475}}"
BRR,Columbus Circle Capital Corp. I,Stock,1.78999996,-6.282723135330732,1519000,60928614.70846668,0.17459441729717884,348972296.20326,514619676,"{""bitcoin"":{""amount"":4932,""avgPrice"":104343,""usdValue"":365288580,""cost"":514619676,""transactionCount"":1,""firstAnnouncementDate"":""2025-07-28"",""lastAnnouncementDate"":""2025-07-28"",""supplyPercentage"":0.02463207550099285}}"
GME,GameStop Corp.,Stock,23.39999962,0.7751951565411158,5502600,10491978503.41744,31.482455765883,333264297.46905,528599999.99999994,"{""bitcoin"":{""amount"":4710,""avgPrice"":112229.29936305732,""usdValue"":348846150,""cost"":528599999.99999994,""transactionCount"":1,""firstAnnouncementDate"":""2025-09-09"",""lastAnnouncementDate"":""2025-09-09"",""supplyPercentage"":0.023523332443162268}}"
BTCS,BTCS Inc.,Stock,1.55999994,1.298700033732463,404700,77649575.77347773,0.24199894641910644,320867412.5341031,,"{""ethereum"":{""amount"":142922.44,""avgPrice"":null,""usdValue"":331512887.25320005,""cost"":null,""transactionCount"":9,""firstAnnouncementDate"":""2025-05-20"",""lastAnnouncementDate"":""2026-02-06"",""supplyPercentage"":0.11836681043444894}}"
TONX,TON Strategy Co,Stock,2.4000001,15.384624630177873,596400,135673486.4530617,0.42551489627238626,318845444.9928648,,"{""toncoin"":{""amount"":219714920,""avgPrice"":null,""usdValue"":305403738.79999995,""cost"":null,""transactionCount"":3,""firstAnnouncementDate"":""2025-08-21"",""lastAnnouncementDate"":""2026-03-31"",""supplyPercentage"":8.874301624779728}}"
BNC,BNB Network Company (Formerly: CEA Industries Inc.),Stock,2.75,4.9618364678633675,196600,117963562.75,0.38661513761557603,305118841.1233266,,"{""bnb"":{""amount"":515054,""avgPrice"":null,""usdValue"":316727306.76000005,""cost"":null,""transactionCount"":9,""firstAnnouncementDate"":""2025-08-10"",""lastAnnouncementDate"":""2025-11-19"",""supplyPercentage"":0.3776296101637837}}"
EMPD,Empery Digital Inc. (Volcon Inc.),Stock,4.88999987,2.087680810753061,797774,139128090.4712981,0.5371356633198145,259018531.01952794,,"{""bitcoin"":{""amount"":3660.69,""avgPrice"":null,""usdValue"":271129004.85,""cost"":null,""transactionCount"":10,""firstAnnouncementDate"":""2025-07-22"",""lastAnnouncementDate"":""2026-03-23"",""supplyPercentage"":0.018282723533197386}}"
TLGY,"StablecoinX, Inc.(Formerly: TLGY ACQUISITION CORP.)",Stock,11.64000034,,,69136794.69945958,0.31097608373151747,222321902.92533597,524545264.1614456,"{""ethena"":{""amount"":2146228863.5900002,""avgPrice"":0.244403228872823,""usdValue"":204477662.52081007,""cost"":524545264.1614456,""transactionCount"":2,""firstAnnouncementDate"":""2025-07-21"",""lastAnnouncementDate"":""2025-09-08"",""supplyPercentage"":24.524882025716}}"
TRON,Tron Inc.,Stock,2.36999989,-4.819281908356308,1157200,609363469.717306,2.7825152731267107,218997349.48536858,,"{""trx"":{""amount"":681253813,""avgPrice"":null,""usdValue"":220452371.379174,""cost"":null,""transactionCount"":4,""firstAnnouncementDate"":""2025-08-08"",""lastAnnouncementDate"":""2026-02-12"",""supplyPercentage"":0.7189025730213081}}"
UPXI,"Upexi, Inc.",Stock,1.10000002,5.769236760355251,2336600,76736640.49521162,0.3822016931207538,200775250.02215844,,"{""solana"":{""amount"":2367481,""avgPrice"":null,""usdValue"":198323883.37,""cost"":null,""transactionCount"":14,""firstAnnouncementDate"":""2025-01-18"",""lastAnnouncementDate"":""2026-01-14"",""supplyPercentage"":0.4115082428243242}}"
HSDT,"Solana Company (Previously: Helius Medical Technologies, Inc.)",Stock,2.02999997,7.407406388398977,408400,111719113.75897859,0.5956182579407236,187568316.232,,"{""solana"":{""amount"":2300000,""avgPrice"":null,""usdValue"":192671000,""cost"":null,""transactionCount"":2,""firstAnnouncementDate"":""2025-10-06"",""lastAnnouncementDate"":""2025-10-29"",""supplyPercentage"":0.39977890360934076}}"
DFDV,DeFi Development Corp.,Stock,3.97000003,0.5063286011857174,1198311,117382555.06702182,0.673476337876737,174293510.3512215,336625791.64959997,"{""solana"":{""amount"":2137221.69,""avgPrice"":157.50625834683532,""usdValue"":179035060.97129998,""cost"":336625791.64959997,""transactionCount"":24,""firstAnnouncementDate"":""2025-04-08"",""lastAnnouncementDate"":""2025-10-16"",""supplyPercentage"":0.3714852799992619}}"
STSS,"Sharps Technology, Inc.",Stock,1.66999996,,281300,63120809.798124276,0.3721507453861482,169610864.9,,"{""solana"":{""amount"":2000000,""avgPrice"":null,""usdValue"":167540000,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2025-09-02"",""lastAnnouncementDate"":""2025-09-02"",""supplyPercentage"":0.3476338292255137}}"
SQNS,Sequans Communications S.A.,Stock,2.57999992,0.38910467985889374,70300,658354941.9458927,4.351956201421645,151277933.75559,,"{""bitcoin"":{""amount"":2138,""avgPrice"":null,""usdValue"":158350970,""cost"":null,""transactionCount"":7,""firstAnnouncementDate"":""2025-07-31"",""lastAnnouncementDate"":""2026-02-10"",""supplyPercentage"":0.010677894854242236}}"
GEMI,Gemini Space Station Inc.,Stock,4.80000019,8.720277089198436,1622100,575929904.3972245,3.8751538610321856,148621170.93947333,,"{""bitcoin"":{""amount"":3318,""avgPrice"":null,""usdValue"":245747670,""cost"":null,""transactionCount"":6,""firstAnnouncementDate"":""2025-09-02"",""lastAnnouncementDate"":""2026-03-19"",""supplyPercentage"":0.016571213810278644},""ethereum"":{""amount"":-39299,""avgPrice"":null,""usdValue"":-91155209.47000001,""cost"":0,""transactionCount"":2,""firstAnnouncementDate"":""2025-11-10"",""lastAnnouncementDate"":""2025-11-10"",""supplyPercentage"":-0.03254700439807359}}"
EXOD,"Exodus Movement, Inc.",Stock,6.86999989,7.343746604003962,52100,204819579.8605016,1.4092775193452303,145336583.49681443,,"{""ethereum"":{""amount"":2816,""avgPrice"":null,""usdValue"":6531796.48,""cost"":null,""transactionCount"":5,""firstAnnouncementDate"":""2025-08-11"",""lastAnnouncementDate"":""2025-12-09"",""supplyPercentage"":0.002332180574187008},""bitcoin"":{""amount"":1931,""avgPrice"":null,""usdValue"":143019515,""cost"":null,""transactionCount"":5,""firstAnnouncementDate"":""2025-08-11"",""lastAnnouncementDate"":""2025-12-09"",""supplyPercentage"":0.009644066867886698},""solana"":{""amount"":31050,""avgPrice"":null,""usdValue"":2601058.5,""cost"":null,""transactionCount"":4,""firstAnnouncementDate"":""2025-09-04"",""lastAnnouncementDate"":""2025-12-09"",""supplyPercentage"":0.0053970151987261005}}"
ETHZ,ETHZilla Corp.,Stock,1.78999996,-8.673473292378091,1194987,36360467.87747556,0.26932325215586433,135006790.48845294,236713218.20069999,"{""ethereum"":{""amount"":61586.17,""avgPrice"":3843.6099890722217,""usdValue"":142850968.90010002,""cost"":236713218.20069999,""transactionCount"":7,""firstAnnouncementDate"":""2025-08-12"",""lastAnnouncementDate"":""2026-03-13"",""supplyPercentage"":0.05100499620475095}}"
CORZ,"Core Scientific, Inc.",Stock,18.70999908,2.1288176670269356,11113300,5904778455.072782,51.76910860560278,114059882.70066,,"{""bitcoin"":{""amount"":1612,""avgPrice"":null,""usdValue"":119392780,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2025-09-10"",""lastAnnouncementDate"":""2025-09-10"",""supplyPercentage"":0.008050873014517533}}"
CYPH,Cypherpunk,Stock,0.99010003,-6.5943315053395155,2389037,89088823.47128858,0.8350345111309965,106688792.24000446,,"{""zcash"":{""amount"":294743.10000000003,""avgPrice"":null,""usdValue"":104294845.93500002,""cost"":null,""transactionCount"":4,""firstAnnouncementDate"":""2025-11-12"",""lastAnnouncementDate"":""2026-03-16"",""supplyPercentage"":1.7689626987675726}}"
SUIG,Sui Group Holdings Ltd.,Stock,1.30999994,13.913040241965913,596800,100611757.71182768,0.9743073164480731,103264910.37613994,,"{""sui"":{""amount"":114580654,""avgPrice"":null,""usdValue"":106844397.403228,""cost"":null,""transactionCount"":7,""firstAnnouncementDate"":""2025-09-03"",""lastAnnouncementDate"":""2026-02-27"",""supplyPercentage"":2.898628492855915}}"
FGNX,FG Nexus (Formerly: Fundamental Global Inc.),Stock,5.67000008,4.036702342563949,52100,37026274.21241656,0.42781937871285697,86546510.1740232,,"{""ethereum"":{""amount"":39480,""avgPrice"":null,""usdValue"":91575044.4,""cost"":null,""transactionCount"":7,""firstAnnouncementDate"":""2025-08-25"",""lastAnnouncementDate"":""2025-11-21"",""supplyPercentage"":0.03269690662958206}}"
HYPD,"Hyperion DeFi, Inc.",Stock,3.54999995,-2.2038610902411238,489808,40440339.180417754,0.5127354418399729,78871745.3104,,"{""hype"":{""amount"":1930000,""avgPrice"":null,""usdValue"":83376000,""cost"":null,""transactionCount"":8,""firstAnnouncementDate"":""2025-06-27"",""lastAnnouncementDate"":""2026-03-26"",""supplyPercentage"":0.8095882887596231}}"
NA,Nano Labs Ltd.,Stock,3.03999996,-0.9771977421510882,9300,71658371.37712668,0.9450193518090115,75827411.61856,91284461.75,"{""bnb"":{""amount"":128000,""avgPrice"":713.159857421875,""usdValue"":78712320,""cost"":91284461.75,""transactionCount"":3,""firstAnnouncementDate"":""2025-07-07"",""lastAnnouncementDate"":""2025-07-28"",""supplyPercentage"":0.09384761617415711}}"
USBC,"USBC, Inc.",Stock,0.33000001,6.451616129032262,113100,128087665.4514443,1.810253630100686,70756751.055,,"{""bitcoin"":{""amount"":1000,""avgPrice"":null,""usdValue"":74065000,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-07"",""lastAnnouncementDate"":""2025-08-07"",""supplyPercentage"":0.004994338098335938}}"
FLGC,Flora Growth Corp.,Stock,5.98000002,-3.2362429692817574,49514,14536231.888616161,0.21194086482470906,68586262.96839315,392176058.95,"{""solana"":{""amount"":95333.33,""avgPrice"":240,""usdValue"":7986073.054099999,""cost"":22879999.2,""transactionCount"":1,""firstAnnouncementDate"":""2025-09-19"",""lastAnnouncementDate"":""2025-09-19"",""supplyPercentage"":0.016570545280359773},""0g"":{""amount"":123418360,""avgPrice"":2.992229517148016,""usdValue"":74519388.6762,""cost"":369296059.75,""transactionCount"":3,""firstAnnouncementDate"":""2025-09-19"",""lastAnnouncementDate"":""2025-10-21"",""supplyPercentage"":58.06069246814237}}"
WULF,TeraWulf Inc.,Stock,19.45000076,3.0736613364136045,23633900,8166994654.5716305,133.90201805166328,60992319.40941,,"{""bitcoin"":{""amount"":862,""avgPrice"":null,""usdValue"":63844030,""cost"":null,""transactionCount"":2,""firstAnnouncementDate"":""2025-08-08"",""lastAnnouncementDate"":""2025-11-10"",""supplyPercentage"":0.004305119440765579}}"
FLD,"Fold Holdings, Inc.",Stock,1.14999998,-8.000001599999997,150800,58439433.983662,0.9986943851818177,58515833.122485,,"{""bitcoin"":{""amount"":827,""avgPrice"":null,""usdValue"":61251755,""cost"":null,""transactionCount"":6,""firstAnnouncementDate"":""2025-05-15"",""lastAnnouncementDate"":""2026-03-17"",""supplyPercentage"":0.004130317607323821}}"
LITS,"Lite Strategy, Inc.",Stock,1.13999999,-1.7241362514862943,166500,41917431.41230323,0.8428217137847683,49734636.313615076,100000000,"{""litecoin"":{""amount"":929548,""avgPrice"":107.57916750937015,""usdValue"":50688252.44,""cost"":100000000,""transactionCount"":1,""firstAnnouncementDate"":""2026-02-17"",""lastAnnouncementDate"":""2026-02-17"",""supplyPercentage"":1.2062860789572245}}"
BITF,Bitfarms Ltd.,Stock,2.35500002,10.046724764171735,36663519,1419714439.6920226,29.29156290340239,48468374.472675,,"{""bitcoin"":{""amount"":685,""avgPrice"":null,""usdValue"":50734525,""cost"":null,""transactionCount"":8,""firstAnnouncementDate"":""2025-11-13"",""lastAnnouncementDate"":""2026-03-31"",""supplyPercentage"":0.003421121597360118}}"
XYZ,"Block, Inc.",Stock,64.22000122,3.247589124305983,5209600,38473945850.89712,877.0150244552856,43869198.10728819,,"{""bitcoin"":{""amount"":620.000176,""avgPrice"":null,""usdValue"":45920313.03544,""cost"":null,""transactionCount"":6,""firstAnnouncementDate"":""2023-11-02"",""lastAnnouncementDate"":""2025-11-06"",""supplyPercentage"":0.003096490499971787}}"
GAME,"GameSquare Holdings, Inc.",Stock,0.37,14.5510800448582,24014800,35431649.55,1.003247111393315,35316971.409757994,69339443.6437,"{""cryptopunks"":{""amount"":1,""avgPrice"":250000,""usdValue"":0,""cost"":250000,""transactionCount"":3,""firstAnnouncementDate"":""2025-08-15"",""lastAnnouncementDate"":""2026-04-09"",""supplyPercentage"":0},""ethereum"":{""amount"":15731.07,""avgPrice"":4391.910000000001,""usdValue"":36488688.7971,""cost"":69089443.6437,""transactionCount"":1,""firstAnnouncementDate"":""2025-09-04"",""lastAnnouncementDate"":""2025-09-04"",""supplyPercentage"":0.013028301088485801}}"
DEFT,DeFi Technologies Inc.,Stock,0.75999999,2.4258774238780916,6776794,294710697.7622276,9.506065124297452,31002385.73044788,,"{""sui"":{""amount"":4913918,""avgPrice"":3.4684998813574017,""usdValue"":4582140.084476,""cost"":17043924,""transactionCount"":1,""firstAnnouncementDate"":""2025-06-03"",""lastAnnouncementDate"":""2025-06-03"",""supplyPercentage"":0.12431088695267486},""core"":{""amount"":7100000,""avgPrice"":0.5684,""usdValue"":179038.286,""cost"":4035640,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-07"",""lastAnnouncementDate"":""2025-08-07"",""supplyPercentage"":0.6587173685954434},""bitcoin"":{""amount"":251.6,""avgPrice"":118144.52782193958,""usdValue"":18634754,""cost"":29725163.2,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-07"",""lastAnnouncementDate"":""2025-08-07"",""supplyPercentage"":0.001256575465541322},""solana"":{""amount"":61000,""avgPrice"":190.8474918032787,""usdValue"":5109970,""cost"":11641697,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-07"",""lastAnnouncementDate"":""2025-08-07"",""supplyPercentage"":0.010602831791378168},""avalanche"":{""amount"":398321,""avgPrice"":null,""usdValue"":3732267.7699999996,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-06"",""lastAnnouncementDate"":""2025-08-06"",""supplyPercentage"":0.09229004134554755}}"
GNLN,Greenlane Holdings,Stock,3.21000004,9.556312740975462,88700,2022123.4751978002,0.070977583606784,28489607.17513814,,"{""berachain"":{""amount"":70727042,""avgPrice"":null,""usdValue"":28410557.682106003,""cost"":null,""transactionCount"":3,""firstAnnouncementDate"":""2025-10-27"",""lastAnnouncementDate"":""2026-04-09"",""supplyPercentage"":28.855399149789644}}"
LMFA,"LM Funding America, Inc.",Stock,0.278,-0.7142857142857149,415700,4491893.976000001,0.16128965909170467,27849857.215247992,,"{""bitcoin"":{""amount"":393.5999999999999,""avgPrice"":null,""usdValue"":29151983.999999993,""cost"":null,""transactionCount"":17,""firstAnnouncementDate"":""2025-08-14"",""lastAnnouncementDate"":""2026-03-27"",""supplyPercentage"":0.001965771475505025}}"
IPST,IP Strategy (Formerly:Heritage Distilling Holding Co),Stock,0.47,2.6200873362445316,3345500,4833210.6899999995,0.18310587696171665,26395715.802232366,,"{""story"":{""amount"":54357293.46,""avgPrice"":null,""usdValue"":27007475.61289446,""cost"":null,""transactionCount"":7,""firstAnnouncementDate"":""2025-09-22"",""lastAnnouncementDate"":""2026-04-02"",""supplyPercentage"":15.400951542177225}}"
ICG,Intchains Group Limited,Stock,1.33500004,1.9084046675605169,6200,162100849.94695416,8.108543332028807,19991365.071289018,,"{""ethereum"":{""amount"":9073,""avgPrice"":null,""usdValue"":21045095.69,""cost"":null,""transactionCount"":5,""firstAnnouncementDate"":""2025-08-14"",""lastAnnouncementDate"":""2026-02-26"",""supplyPercentage"":0.007514159925283637},""bitcoin"":{""amount"":1.44,""avgPrice"":null,""usdValue"":106653.59999999999,""cost"":null,""transactionCount"":3,""firstAnnouncementDate"":""2025-08-14"",""lastAnnouncementDate"":""2026-02-26"",""supplyPercentage"":0.000007191846861603751}}"
