Datetime,Exchange Outflow (Total)
2025-08-26T00:00:00Z,2293504936.582773
2025-08-25T00:00:00Z,2640674115.587132
2025-08-24T00:00:00Z,1765062165.167263
2025-08-23T00:00:00Z,1976444467.273498
2025-08-22T00:00:00Z,6074776456.448905
2025-08-21T00:00:00Z,2153556394.132074
2025-08-20T00:00:00Z,2680720971.437926
2025-08-19T00:00:00Z,3377058489.543174
2025-08-18T00:00:00Z,2646302709.673377
2025-08-17T00:00:00Z,2109807508.928578
2025-08-16T00:00:00Z,2305449969.586989
2025-08-15T00:00:00Z,3308637946.214123
2025-08-14T00:00:00Z,4446713558.48797
2025-08-13T00:00:00Z,2329818360.61471
2025-08-12T00:00:00Z,2116739012.998063
2025-08-11T00:00:00Z,2089083810.959691
2025-08-10T00:00:00Z,1029406130.376961
2025-08-09T00:00:00Z,1098489701.067085
2025-08-08T00:00:00Z,2343835995.712259
2025-08-07T00:00:00Z,1583807588.909251
2025-08-06T00:00:00Z,1251334336.586215
2025-08-05T00:00:00Z,1511545179.119113
2025-08-04T00:00:00Z,1667359553.397222
2025-08-03T00:00:00Z,714090509.665704
2025-08-02T00:00:00Z,854148130.529124
2025-08-01T00:00:00Z,2010202946.060831
2025-07-31T00:00:00Z,2411750123.713693
2025-07-30T00:00:00Z,1715945798.135833
2025-07-29T00:00:00Z,2477867573.058719
2025-07-28T00:00:00Z,2672685949.944298
2025-07-27T00:00:00Z,1168575290.529149
2025-07-26T00:00:00Z,1354290841.55645
2025-07-25T00:00:00Z,6846183246.944142
2025-07-24T00:00:00Z,2246595522.110434
2025-07-23T00:00:00Z,2076694485.246274
2025-07-22T00:00:00Z,1980599906.860413
2025-07-21T00:00:00Z,1696100849.316268
2025-07-20T00:00:00Z,2278070334.68967
2025-07-19T00:00:00Z,2589207647.597098
2025-07-18T00:00:00Z,3564337128.240824
2025-07-17T00:00:00Z,5395372281.183377
2025-07-16T00:00:00Z,2463150729.037881
2025-07-15T00:00:00Z,2507392588.051216
2025-07-14T00:00:00Z,2463624589.19171
2025-07-13T00:00:00Z,1179979776.712159
2025-07-12T00:00:00Z,781312134.689298
2025-07-11T00:00:00Z,1833764785.372095
2025-07-10T00:00:00Z,1823031718.974051
2025-07-09T00:00:00Z,1331818727.407464
2025-07-08T00:00:00Z,1469231423.52119
2025-07-07T00:00:00Z,1218317007.097678
2025-07-06T00:00:00Z,314125025.627851
2025-07-05T00:00:00Z,399769076.631297
2025-07-04T00:00:00Z,1486660470.384315
2025-07-03T00:00:00Z,1519277821.226207
2025-07-02T00:00:00Z,1509823061.346212
2025-07-01T00:00:00Z,1528116896.210371
2025-06-30T00:00:00Z,1292157575.166332
2025-06-29T00:00:00Z,561813863.92261
2025-06-28T00:00:00Z,519334103.952354
2025-06-27T00:00:00Z,1684428024.764727
2025-06-26T00:00:00Z,1377241412.628573
2025-06-25T00:00:00Z,1362914560.764153
2025-06-24T00:00:00Z,1706533189.703303
2025-06-23T00:00:00Z,3689021526.384786
2025-06-22T00:00:00Z,1504182189.259278
2025-06-21T00:00:00Z,615139263.082152
2025-06-20T00:00:00Z,1153290620.897682
2025-06-19T00:00:00Z,670654174.679171
2025-06-18T00:00:00Z,1236462841.873504
2025-06-17T00:00:00Z,1026155265.367583
2025-06-16T00:00:00Z,1250113380.178644
2025-06-15T00:00:00Z,422358104.576704
2025-06-14T00:00:00Z,487551257.987816
2025-06-13T00:00:00Z,1284604883.159884
2025-06-12T00:00:00Z,1365304886.740321
2025-06-11T00:00:00Z,1824311419.280014
2025-06-10T00:00:00Z,2309591953.959177
2025-06-09T00:00:00Z,2856725489.279572
2025-06-08T00:00:00Z,580489680.937723
2025-06-07T00:00:00Z,836161035.146388
2025-06-06T00:00:00Z,1486170011.599346
2025-06-05T00:00:00Z,2066202810.458421
2025-06-04T00:00:00Z,1099105874.245345
2025-06-03T00:00:00Z,1454214141.696492
2025-06-02T00:00:00Z,1401545016.711454
2025-06-01T00:00:00Z,366239936.61301
2025-05-31T00:00:00Z,681447390.214092
2025-05-30T00:00:00Z,1484862448.256864
2025-05-29T00:00:00Z,1679335037.135099
2025-05-28T00:00:00Z,1258203885.514989
2025-05-27T00:00:00Z,1106361280.411056
2025-05-26T00:00:00Z,962330925.857566
2025-05-25T00:00:00Z,416445145.600293
2025-05-24T00:00:00Z,585595765.567418
2025-05-23T00:00:00Z,1839175205.944422
2025-05-22T00:00:00Z,1493652407.208855
2025-05-21T00:00:00Z,1857752500.283749
2025-05-20T00:00:00Z,1499860174.185654
2025-05-19T00:00:00Z,1372112581.7187
2025-05-18T00:00:00Z,662274967.943199
2025-05-17T00:00:00Z,1115710665.953988
2025-05-16T00:00:00Z,1383433288.802886
2025-05-15T00:00:00Z,3461519361.079502
2025-05-14T00:00:00Z,1752355067.238571
2025-05-13T00:00:00Z,1498519484.201476
2025-05-12T00:00:00Z,1258071077.723015
2025-05-11T00:00:00Z,476225802.192936
2025-05-10T00:00:00Z,929632418.135361
2025-05-09T00:00:00Z,2460652109.628288
2025-05-08T00:00:00Z,2445268940.121555
2025-05-07T00:00:00Z,1910935775.583122
2025-05-06T00:00:00Z,1281843757.81933
2025-05-05T00:00:00Z,1195748386.324588
2025-05-04T00:00:00Z,949802536.843357
2025-05-03T00:00:00Z,647969736.491289
2025-05-02T00:00:00Z,1380249676.880093
2025-05-01T00:00:00Z,1450306052.181028
2025-04-30T00:00:00Z,1567980344.482918
2025-04-29T00:00:00Z,1931926440.971245
2025-04-28T00:00:00Z,2030809563.709799
2025-04-27T00:00:00Z,1088342860.166345
2025-04-26T00:00:00Z,1354561454.486829
2025-04-25T00:00:00Z,3298061377.163469
2025-04-24T00:00:00Z,2388322386.301611
2025-04-23T00:00:00Z,2349238359.784116
2025-04-22T00:00:00Z,2857723797.56172
2025-04-21T00:00:00Z,2432599948.729811
2025-04-20T00:00:00Z,479373327.388048
2025-04-19T00:00:00Z,325809587.191124
2025-04-18T00:00:00Z,1002581260.345234
2025-04-17T00:00:00Z,1119305673.556387
2025-04-16T00:00:00Z,1303546640.56952
2025-04-15T00:00:00Z,1101779614.129755
2025-04-14T00:00:00Z,1328510235.224055
2025-04-13T00:00:00Z,1367200060.604399
2025-04-12T00:00:00Z,2408995082.054494
2025-04-11T00:00:00Z,1245266219.702246
2025-04-10T00:00:00Z,1268901924.919252
2025-04-09T00:00:00Z,1730250424.514033
2025-04-08T00:00:00Z,1599427507.795646
2025-04-07T00:00:00Z,2212593187.162048
2025-04-06T00:00:00Z,948072952.147309
2025-04-05T00:00:00Z,686304006.523458
2025-04-04T00:00:00Z,1273422450.932026
2025-04-03T00:00:00Z,1756917905.715782
2025-04-02T00:00:00Z,1384954385.310314
2025-04-01T00:00:00Z,1460439014.810911
2025-03-31T00:00:00Z,2158386848.21883
2025-03-30T00:00:00Z,1266381203.499581
2025-03-29T00:00:00Z,431540728.372794
2025-03-28T00:00:00Z,2180135084.604066
2025-03-27T00:00:00Z,1455990641.05358
2025-03-26T00:00:00Z,1587866250.645522
2025-03-25T00:00:00Z,1072363954.636472
2025-03-24T00:00:00Z,1920147195.070357
2025-03-23T00:00:00Z,692779912.261946
2025-03-22T00:00:00Z,711570480.282688
2025-03-21T00:00:00Z,1587934359.5805
2025-03-20T00:00:00Z,1767416644.988545
2025-03-19T00:00:00Z,3208356911.677051
2025-03-18T00:00:00Z,1758419362.901727
2025-03-17T00:00:00Z,1496930156.925168
2025-03-16T00:00:00Z,490784042.069419
2025-03-15T00:00:00Z,788057130.178287
2025-03-14T00:00:00Z,1432880929.256083
2025-03-13T00:00:00Z,1397052529.093747
2025-03-12T00:00:00Z,1647048507.603315
2025-03-11T00:00:00Z,2127084678.380194
2025-03-10T00:00:00Z,2072397700.413329
2025-03-09T00:00:00Z,556070564.645224
2025-03-08T00:00:00Z,625805737.134192
2025-03-07T00:00:00Z,1907404570.438195
2025-03-06T00:00:00Z,1843821383.19164
2025-03-05T00:00:00Z,1591724548.082721
2025-03-04T00:00:00Z,1713129427.10598
2025-03-03T00:00:00Z,2063129131.852826
2025-03-02T00:00:00Z,1031309178.875787
2025-03-01T00:00:00Z,887463428.734074
2025-02-28T00:00:00Z,2644431083.495603
2025-02-27T00:00:00Z,1996651955.369824
2025-02-26T00:00:00Z,2409371881.329505
2025-02-25T00:00:00Z,3226726921.59658
2025-02-24T00:00:00Z,2048572907.782746
2025-02-23T00:00:00Z,1392380332.394592
2025-02-22T00:00:00Z,3565993416.686122
2025-02-21T00:00:00Z,2116967904.14452
2025-02-20T00:00:00Z,1626892602.10188
2025-02-19T00:00:00Z,1218741755.942347
2025-02-18T00:00:00Z,1743591770.674131
2025-02-17T00:00:00Z,997741362.587066
2025-02-16T00:00:00Z,455965179.462414
2025-02-15T00:00:00Z,711566742.713736
2025-02-14T00:00:00Z,1435998383.643934
2025-02-13T00:00:00Z,1253710255.446166
2025-02-12T00:00:00Z,1568619107.624663
2025-02-11T00:00:00Z,1627652401.623814
2025-02-10T00:00:00Z,1424435083.786717
2025-02-09T00:00:00Z,643331397.511362
2025-02-08T00:00:00Z,1042410768.996254
2025-02-07T00:00:00Z,2027468865.752997
2025-02-06T00:00:00Z,2371228460.154072
2025-02-05T00:00:00Z,2252554729.099549
2025-02-04T00:00:00Z,2909111871.771497
2025-02-03T00:00:00Z,4589529383.095062
2025-02-02T00:00:00Z,985753241.240992
2025-02-01T00:00:00Z,756561129.452765
2025-01-31T00:00:00Z,1571859503.131497
2025-01-30T00:00:00Z,1236512756.394868
2025-01-29T00:00:00Z,1195446600.712855
2025-01-28T00:00:00Z,2338480120.722646
2025-01-27T00:00:00Z,2484818465.237492
2025-01-26T00:00:00Z,509118295.805657
2025-01-25T00:00:00Z,797349450.165862
2025-01-24T00:00:00Z,1840178137.744611
2025-01-23T00:00:00Z,2374937175.272035
2025-01-22T00:00:00Z,1716590754.845479
2025-01-21T00:00:00Z,2173651178.073871
2025-01-20T00:00:00Z,2715771928.747148
2025-01-19T00:00:00Z,3089377142.136071
2025-01-18T00:00:00Z,1676615344.293171
2025-01-17T00:00:00Z,2173019731.146822
2025-01-16T00:00:00Z,1581107386.372775
2025-01-15T00:00:00Z,1682166065.085444
2025-01-14T00:00:00Z,1239709783.888804
2025-01-13T00:00:00Z,1842533653.575822
2025-01-12T00:00:00Z,532927300.552585
2025-01-11T00:00:00Z,647315290.416311
2025-01-10T00:00:00Z,1371504974.463135
2025-01-09T00:00:00Z,1873856250.150256
2025-01-08T00:00:00Z,2179495186.959776
2025-01-07T00:00:00Z,2739285994.926896
2025-01-06T00:00:00Z,1793741831.494394
2025-01-05T00:00:00Z,446897094.980991
2025-01-04T00:00:00Z,582265168.489582
2025-01-03T00:00:00Z,1726834214.9665
2025-01-02T00:00:00Z,2146260751.484111
2025-01-01T00:00:00Z,1293473001.963537
2024-12-31T00:00:00Z,2210571273.133706
2024-12-30T00:00:00Z,2511630391.874836
2024-12-29T00:00:00Z,717391338.216877
2024-12-28T00:00:00Z,931551203.849813
2024-12-27T00:00:00Z,2185816715.661208
2024-12-26T00:00:00Z,1498962989.387984
2024-12-25T00:00:00Z,804658111.52189
2024-12-24T00:00:00Z,1933007839.808243
2024-12-23T00:00:00Z,2638354234.201687
2024-12-22T00:00:00Z,843571868.377937
2024-12-21T00:00:00Z,934425818.784817
2024-12-20T00:00:00Z,3611735901.290551
2024-12-19T00:00:00Z,3083557493.94605
2024-12-18T00:00:00Z,2442640440.145236
2024-12-17T00:00:00Z,2550706593.416105
2024-12-16T00:00:00Z,2622656130.913534
2024-12-15T00:00:00Z,929740784.887522
2024-12-14T00:00:00Z,1079729392.514543
2024-12-13T00:00:00Z,2203680198.362105
2024-12-12T00:00:00Z,2899469830.364309
2024-12-11T00:00:00Z,3989764747.083414
2024-12-10T00:00:00Z,3330838824.811071
2024-12-09T00:00:00Z,3236772318.736679
2024-12-08T00:00:00Z,1936569022.229854
2024-12-07T00:00:00Z,1962285980.974605
2024-12-06T00:00:00Z,3629153693.604064
2024-12-05T00:00:00Z,4649327544.461337
2024-12-04T00:00:00Z,3663982014.386008
2024-12-03T00:00:00Z,2446061536.384503
2024-12-02T00:00:00Z,3060885730.641662
2024-12-01T00:00:00Z,1155904156.479576
2024-11-30T00:00:00Z,1130834534.846718
2024-11-29T00:00:00Z,2312405093.719966
2024-11-28T00:00:00Z,1851365676.000137
2024-11-27T00:00:00Z,2928925281.552834
2024-11-26T00:00:00Z,2322469298.08055
2024-11-25T00:00:00Z,3487106450.793596
2024-11-24T00:00:00Z,1694527340.274808
2024-11-23T00:00:00Z,2547324708.517638
2024-11-22T00:00:00Z,4160786835.762185
2024-11-21T00:00:00Z,3627235870.218779
2024-11-20T00:00:00Z,3963873174.061176
2024-11-19T00:00:00Z,2742479435.218643
2024-11-18T00:00:00Z,3076239702.66799
2024-11-17T00:00:00Z,1049557844.973755
2024-11-16T00:00:00Z,1455300376.586827
2024-11-15T00:00:00Z,2280718806.901016
2024-11-14T00:00:00Z,3624936694.871779
2024-11-13T00:00:00Z,4120687119.517159
2024-11-12T00:00:00Z,3956297204.053599
2024-11-11T00:00:00Z,2983600323.195786
2024-11-10T00:00:00Z,1808080960.335411
2024-11-09T00:00:00Z,1449610871.205471
2024-11-08T00:00:00Z,3123928420.796392
2024-11-07T00:00:00Z,2942877067.260511
2024-11-06T00:00:00Z,3188978572.247372
2024-11-05T00:00:00Z,1438411510.397861
2024-11-04T00:00:00Z,1494801230.709796
2024-11-03T00:00:00Z,425181212.42842
2024-11-02T00:00:00Z,436391624.571215
2024-11-01T00:00:00Z,1367922455.107518
2024-10-31T00:00:00Z,1499279741.263854
2024-10-30T00:00:00Z,1499181413.304233
2024-10-29T00:00:00Z,1680655318.311568
2024-10-28T00:00:00Z,1423579003.560303
2024-10-27T00:00:00Z,403234644.600044
2024-10-26T00:00:00Z,654285499.774179
2024-10-25T00:00:00Z,2314777813.130934
2024-10-24T00:00:00Z,1611303885.894116
2024-10-23T00:00:00Z,1865800067.120505
2024-10-22T00:00:00Z,1622319258.121866
2024-10-21T00:00:00Z,1654961047.743783
2024-10-20T00:00:00Z,428484748.973735
2024-10-19T00:00:00Z,441139029.568927
2024-10-18T00:00:00Z,1170375570.098542
2024-10-17T00:00:00Z,1236092008.698151
2024-10-16T00:00:00Z,1453113668.500838
2024-10-15T00:00:00Z,1666407051.22212
2024-10-14T00:00:00Z,1226201894.080022
2024-10-13T00:00:00Z,405189848.568683
2024-10-12T00:00:00Z,399135089.168073
2024-10-11T00:00:00Z,1098116256.397695
2024-10-10T00:00:00Z,1264075793.095749
2024-10-09T00:00:00Z,1406380149.648544
2024-10-08T00:00:00Z,1397540582.208628
2024-10-07T00:00:00Z,1214725821.65771
2024-10-06T00:00:00Z,332976406.687221
2024-10-05T00:00:00Z,346190383.914901
2024-10-04T00:00:00Z,1261196720.532161
2024-10-03T00:00:00Z,984011811.21094
2024-10-02T00:00:00Z,1307353590.28015
2024-10-01T00:00:00Z,1488160149.178665
2024-09-30T00:00:00Z,1467666359.2483
2024-09-29T00:00:00Z,392268773.520298
2024-09-28T00:00:00Z,326047024.071245
2024-09-27T00:00:00Z,1248202850.373606
2024-09-26T00:00:00Z,1176935330.264217
2024-09-25T00:00:00Z,1006863040.777004
2024-09-24T00:00:00Z,1056840568.098543
2024-09-23T00:00:00Z,1094321650.133334
2024-09-22T00:00:00Z,454274932.775039
2024-09-21T00:00:00Z,485048412.006525
2024-09-20T00:00:00Z,1246995134.756354
2024-09-19T00:00:00Z,1549765082.962687
2024-09-18T00:00:00Z,995756510.980709
2024-09-17T00:00:00Z,1278354758.037033
2024-09-16T00:00:00Z,1206048759.471303
2024-09-15T00:00:00Z,332595285.279549
2024-09-14T00:00:00Z,760405001.176351
2024-09-13T00:00:00Z,1203108106.490753
2024-09-12T00:00:00Z,971606538.865446
2024-09-11T00:00:00Z,880739314.663228
2024-09-10T00:00:00Z,1004923998.425078
2024-09-09T00:00:00Z,1243421019.986493
2024-09-08T00:00:00Z,367827998.344491
2024-09-07T00:00:00Z,423635400.886703
2024-09-06T00:00:00Z,1428267151.565
2024-09-05T00:00:00Z,808020520.000458
2024-09-04T00:00:00Z,1296129776.189983
2024-09-03T00:00:00Z,1217735041.684698
2024-09-02T00:00:00Z,968687669.89215
2024-09-01T00:00:00Z,410931253.663763
2024-08-31T00:00:00Z,488479478.41872
2024-08-30T00:00:00Z,1109656890.129738
2024-08-29T00:00:00Z,1076510187.295134
2024-08-28T00:00:00Z,1173312443.957369
2024-08-27T00:00:00Z,1391161971.864723
2024-08-26T00:00:00Z,1121825780.245294
2024-08-25T00:00:00Z,560960326.335023
2024-08-24T00:00:00Z,893921541.001255
2024-08-23T00:00:00Z,1661080490.244545
2024-08-22T00:00:00Z,1548838972.165653
2024-08-21T00:00:00Z,1144111498.571557
2024-08-20T00:00:00Z,1333441801.901742
2024-08-19T00:00:00Z,1133846326.377344
2024-08-18T00:00:00Z,314094307.886216
2024-08-17T00:00:00Z,438579697.423859
2024-08-16T00:00:00Z,1226852235.454268
2024-08-15T00:00:00Z,1477850156.004916
2024-08-14T00:00:00Z,1599589923.900761
2024-08-13T00:00:00Z,1812303328.090677
2024-08-12T00:00:00Z,1405961070.843863
2024-08-11T00:00:00Z,363431355.842802
2024-08-10T00:00:00Z,424599230.697857
2024-08-09T00:00:00Z,1173850935.075015
2024-08-08T00:00:00Z,1528264814.796729
2024-08-07T00:00:00Z,1716342488.002866
