date,TVL,DEXs Volume,Perps Volume,Stablecoins Mcap
2016-12-20,,3971.0,,
2016-12-21,,4987.0,,
2016-12-22,,8771.0,,
2016-12-23,,7606.0,,
2016-12-24,,4168.0,,
2016-12-25,,1529.0,,
2016-12-26,,771.0,,
2016-12-27,,9003.0,,
2016-12-28,,10309.0,,
2016-12-29,,2281.0,,
2016-12-30,,3262.0,,
2016-12-31,,3156.0,,
2017-01-01,,4656.0,,
2017-01-02,,8928.0,,
2017-01-03,,10963.0,,
2017-01-04,,16896.0,,
2017-01-05,,11257.0,,
2017-01-06,,15155.0,,
2017-01-07,,8731.0,,
2017-01-08,,6510.0,,
2017-01-09,,7143.0,,
2017-01-10,,6647.0,,
2017-01-11,,10199.0,,
2017-01-12,,3597.0,,
2017-01-13,,11126.0,,
2017-01-14,,5520.0,,
2017-01-15,,9884.0,,
2017-01-16,,9178.0,,
2017-01-17,,10515.0,,
2017-01-18,,8310.0,,
2017-01-19,,7474.0,,
2017-01-20,,2977.0,,
2017-01-21,,3827.0,,
2017-01-22,,4749.0,,
2017-01-23,,3042.0,,
2017-01-24,,1862.0,,
2017-01-25,,2600.0,,
2017-01-26,,5157.0,,
2017-01-27,,6969.0,,
2017-01-28,,2999.0,,
2017-01-29,,4837.0,,
2017-01-30,,1725.0,,
2017-01-31,,8604.0,,
2017-02-01,,6541.0,,
2017-02-02,,2409.0,,
2017-02-03,,7062.0,,
2017-02-04,,5809.0,,
2017-02-05,,3847.0,,
2017-02-06,,7838.0,,
2017-02-07,,4185.0,,
2017-02-08,,5191.0,,
2017-02-09,,1511.0,,
2017-02-10,,6730.0,,
2017-02-11,,5162.0,,
2017-02-12,,2243.0,,
2017-02-13,,1544.0,,
2017-02-14,,5951.0,,
2017-02-15,,6793.0,,
2017-02-16,,6512.0,,
2017-02-17,,8326.0,,
2017-02-18,,4446.0,,
2017-02-19,,1928.0,,
2017-02-20,,4391.0,,
2017-02-21,,6129.0,,
2017-02-22,,3145.0,,
2017-02-23,,5228.0,,
2017-02-24,,5073.0,,
2017-02-25,,9245.0,,
2017-02-26,,3769.0,,
2017-02-27,,4594.0,,
2017-02-28,,7416.0,,
2017-03-01,,9275.0,,
2017-03-02,,15147.0,,
2017-03-03,,7518.0,,
2017-03-04,,4852.0,,
2017-03-05,,3140.0,,
2017-03-06,,8250.0,,
2017-03-07,,5137.0,,
2017-03-08,,4771.0,,
2017-03-09,,4729.0,,
2017-03-10,,6193.0,,
2017-03-11,,2754.0,,
2017-03-12,,12402.0,,
2017-03-13,,6341.0,,
2017-03-14,,12939.0,,
2017-03-15,,4460.0,,
2017-03-16,,11716.0,,
2017-03-17,,7320.0,,
2017-03-18,,5855.0,,
2017-03-19,,8328.0,,
2017-03-20,,3441.0,,
2017-03-21,,6390.0,,
2017-03-22,,4045.0,,
2017-03-23,,2573.0,,
2017-03-24,,4898.0,,
2017-03-25,,9267.0,,
2017-03-26,,4057.0,,
2017-03-27,,5317.0,,
2017-03-28,,2616.0,,
2017-03-29,,5131.0,,
2017-03-30,,5168.0,,
2017-03-31,,2307.0,,
2017-04-01,,5085.0,,
2017-04-02,,4480.0,,
2017-04-03,,5733.0,,
2017-04-04,,3171.0,,
2017-04-05,,5662.0,,
2017-04-06,,5159.0,,
2017-04-07,,5493.0,,
2017-04-08,,1726.0,,
2017-04-09,,5867.0,,
2017-04-10,,10105.0,,
2017-04-11,,5029.0,,
2017-04-12,,7050.0,,
2017-04-13,,4400.0,,
2017-04-14,,2132.0,,
2017-04-15,,5173.0,,
2017-04-16,,5469.0,,
2017-04-17,,10123.0,,
2017-04-18,,7041.0,,
2017-04-19,,7987.0,,
2017-04-20,,6073.0,,
2017-04-21,,12236.0,,
2017-04-22,,4999.0,,
2017-04-23,,7805.0,,
2017-04-24,,17436.0,,
2017-04-25,,14520.0,,
2017-04-26,,16019.0,,
2017-04-27,,18440.0,,
2017-04-28,,5945.0,,
2017-04-29,,10004.0,,
2017-04-30,,19380.0,,
2017-05-01,,17764.0,,
2017-05-02,,10782.0,,
2017-05-03,,12678.0,,
2017-05-04,,16516.0,,
2017-05-05,,9945.0,,
2017-05-06,,6793.0,,
2017-05-07,,5842.0,,
2017-05-08,,28192.0,,
2017-05-09,,25820.0,,
2017-05-10,,14908.0,,
2017-05-11,,26144.0,,
2017-05-12,,13436.0,,
2017-05-13,,9552.0,,
2017-05-14,,4404.0,,
2017-05-15,,1045.0,,
2017-05-16,,9479.0,,
2017-05-17,,2752.0,,
2017-05-18,,4129.0,,
2017-05-19,,10216.0,,
2017-05-20,,8174.0,,
2017-05-21,,20217.0,,
2017-05-22,,12804.0,,
2017-05-23,,14261.0,,
2017-05-24,,26988.0,,
2017-05-25,,29263.0,,
2017-05-26,,16922.0,,
2017-05-27,,11997.0,,
2017-05-28,,10163.0,,
2017-05-29,,7293.0,,
2017-05-30,,7437.0,,
2017-05-31,,15823.0,,
2017-06-01,,31839.0,,
2017-06-02,,25179.0,,
2017-06-03,,39420.0,,
2017-06-04,,29072.0,,
2017-06-05,,23596.0,,
2017-06-07,,44217.0,,
2017-06-09,,53383.0,,
2017-06-10,,46764.0,,
2017-06-11,,11713.0,,
2017-06-12,,23252.0,,
2017-06-13,,33593.0,,
2017-06-14,,29280.0,,
2017-06-15,,4498.0,,
2017-06-16,,7818.0,,
2017-06-17,,14352.0,,
2017-06-18,,12776.0,,
2017-06-19,,1907.0,,
2017-06-20,,39709.0,,
2017-06-21,,24861.0,,
2017-06-22,,14578.0,,
2017-06-23,,16640.0,,
2017-06-24,,99132.0,,
2017-06-25,,8887.0,,
2017-06-26,,10930.0,,
2017-06-27,,7862.0,,
2017-06-28,,9276.0,,
2017-06-29,,769.0,,
2017-06-30,,5680.0,,
2017-07-01,,7915.0,,
2017-07-02,,655.0,,
2017-07-03,,4023.0,,
2017-07-04,,3603.0,,
2017-07-05,,4538.0,,
2017-07-06,,1131.0,,
2017-07-07,,1255.0,,
2017-07-08,,4904.0,,
2017-07-09,,1872.0,,
2017-07-10,,2174.0,,
2017-07-11,,9108.0,,
2017-07-12,,15835.0,,
2017-07-13,,1966.0,,
2017-07-14,,5093.0,,
2017-07-15,,4199.0,,
2017-07-16,,4291.0,,
2017-07-17,,8056.0,,
2017-07-18,,7188.0,,
2017-07-19,,4695.0,,
2017-07-20,,10799.0,,
2017-07-21,,10609.0,,
2017-07-22,,4762.0,,
2017-07-23,,2652.0,,
2017-07-24,,16673.0,,
2017-07-25,,8891.0,,
2017-07-26,,627.0,,
2017-07-27,,5219.0,,
2017-07-28,,7738.0,,
2017-07-29,,6776.0,,
2017-07-30,,39662.0,,
2017-07-31,,5592.0,,
2017-08-01,,2909.0,,
2017-08-02,,1241.0,,
2017-08-03,,6455.0,,
2017-08-04,,12052.0,,
2017-08-05,,15765.0,,
2017-08-06,,7177.0,,
2017-08-07,,3115.0,,
2017-08-08,,10590.0,,
2017-08-09,,11935.0,,
2017-08-10,,14920.0,,
2017-08-11,,13634.0,,
2017-08-12,,16770.0,,
2017-08-13,,12903.0,,
2017-08-14,,15158.0,,
2017-08-15,,28173.0,,
2017-08-16,,19704.0,,
2017-08-17,,36774.0,,
2017-08-18,,18493.0,,
2017-08-19,,18284.0,,
2017-08-20,,19522.0,,
2017-08-21,,48222.0,,
2017-08-22,,36517.0,,
2017-08-23,,18148.0,,
2017-08-24,,15894.0,,
2017-08-25,,9240.0,,
2017-08-26,,4124.0,,
2017-08-27,,7961.0,,
2017-08-28,,28226.0,,
2017-08-29,,14573.0,,
2017-08-30,,45485.0,,
2017-08-31,,20011.0,,
2017-09-01,,30667.0,,
2017-09-02,,27394.0,,
2017-09-03,,12719.0,,
2017-09-04,,17647.0,,
2017-09-05,,12213.0,,
2017-09-06,,8362.0,,
2017-09-07,,6648.0,,
2017-09-08,,7379.0,,
2017-09-09,,3878.0,,
2017-09-10,,18969.0,,
2017-09-11,,7080.0,,
2017-09-12,,6080.0,,
2017-09-13,,10292.0,,
2017-09-14,,5117.0,,
2017-09-15,,11718.0,,
2017-09-16,,18104.0,,
2017-09-17,,7453.0,,
2017-09-18,,17979.0,,
2017-09-19,,15997.0,,
2017-09-20,,3781.0,,
2017-09-21,,7768.0,,
2017-09-22,,7262.0,,
2017-09-23,,5382.0,,
2017-09-24,,11384.0,,
2017-09-25,,20262.0,,
2017-09-26,,38908.0,,
2017-09-27,0.0,42855.0,,
2017-09-28,0.0,14575.0,,
2017-09-29,0.0,22823.0,,
2017-09-30,0.0,16675.0,,
2017-10-01,0.0,13236.0,,
2017-10-02,0.0,16578.0,,
2017-10-03,0.0,5522.0,,
2017-10-04,0.0,9483.0,,
2017-10-05,0.0,2332.0,,
2017-10-06,0.0,18899.0,,
2017-10-07,0.0,21876.0,,
2017-10-08,0.0,5931.0,,
2017-10-09,0.0,5559.0,,
2017-10-10,0.0,9865.0,,
2017-10-11,0.0,21579.0,,
2017-10-12,0.0,16301.0,,
2017-10-13,0.0,13315.0,,
2017-10-14,0.0,9530.0,,
2017-10-15,0.0,18064.0,,
2017-10-16,0.0,10427.0,,
2017-10-17,0.0,9005.0,,
2017-10-18,0.0,20288.0,,
2017-10-19,0.0,4772.0,,
2017-10-20,0.0,8811.0,,
2017-10-21,0.0,23136.0,,
2017-10-22,0.0,18593.0,,
2017-10-23,0.0,10728.0,,
2017-10-24,0.0,4679.0,,
2017-10-25,0.0,15814.0,,
2017-10-26,0.0,8766.0,,
2017-10-27,0.0,15100.0,,
2017-10-28,0.0,201.0,,
2017-10-29,0.0,12434.0,,
2017-10-30,0.0,10683.0,,
2017-10-31,0.0,36724.0,,
2017-11-01,0.0,15265.0,,
2017-11-02,0.0,47024.0,,
2017-11-03,0.0,11317.0,,
2017-11-04,0.0,10699.0,,
2017-11-05,0.0,7416.0,,
2017-11-06,0.0,23942.0,,
2017-11-07,0.0,17401.0,,
2017-11-08,0.0,21289.0,,
2017-11-09,0.0,4887.0,,
2017-11-10,0.0,18273.0,,
2017-11-11,0.0,2864.0,,
2017-11-12,0.0,10384.0,,
2017-11-13,0.0,8671.0,,
2017-11-14,0.0,9249.0,,
2017-11-15,0.0,27607.0,,
2017-11-16,0.0,17320.0,,
2017-11-17,0.0,5262.0,,
2017-11-18,0.0,6524.0,,
2017-11-19,0.0,19996.0,,
2017-11-20,0.0,16926.0,,
2017-11-21,0.0,11690.0,,
2017-11-22,0.0,21288.0,,
2017-11-23,0.0,13565.0,,
2017-11-24,0.0,16258.0,,
2017-11-25,0.0,21537.0,,
2017-11-26,0.0,36018.0,,
2017-11-27,0.0,34540.0,,
2017-11-28,0.0,18629.0,,
2017-11-29,0.0,36252.0,,110105.0
2017-11-30,0.0,22748.0,,110105.0
2017-12-01,0.0,22437.0,,110105.0
2017-12-02,0.0,27683.0,,110105.0
2017-12-03,0.0,31170.0,,110105.0
2017-12-04,0.0,25329.0,,110105.0
2017-12-05,0.0,42828.0,,110105.0
2017-12-06,0.0,77550.0,,110105.0
2017-12-07,0.0,165699.0,,110105.0
2017-12-08,0.0,49710.0,,110105.0
2017-12-09,0.0,46793.0,,110105.0
2017-12-10,0.0,37466.0,,110105.0
2017-12-11,0.0,18514.0,,110105.0
2017-12-12,0.0,40917.0,,110105.0
2017-12-13,0.0,245879.0,,110105.0
2017-12-14,0.0,328959.0,,110105.0
2017-12-15,0.0,92421.0,,110105.0
2017-12-16,0.0,529558.0,,110105.0
2017-12-17,0.0,564016.0,,110105.0
2017-12-18,0.0,340005.0,,110105.0
2017-12-19,0.0,45368.0,,110105.0
2017-12-20,0.0,58161.0,,110105.0
2017-12-21,0.0,46509.0,,110105.0
2017-12-22,0.0,115201.0,,110105.0
2017-12-23,0.0,19586.0,,110105.0
2017-12-24,0.0,7182.0,,110105.0
2017-12-25,0.0,7795.0,,110105.0
2017-12-26,0.0,20355.0,,110105.0
2017-12-27,0.0,43364.0,,110105.0
2017-12-28,0.0,29673.0,,110105.0
2017-12-29,0.0,27174.0,,110105.0
2017-12-30,0.0,11753.0,,110105.0
2017-12-31,0.0,11501.0,,110105.0
2018-01-01,0.0,19520.0,,110105.0
2018-01-02,0.0,26345.0,,110105.0
2018-01-03,0.0,64884.0,,110105.0
2018-01-04,0.0,50413.0,,110105.0
2018-01-05,0.0,63294.0,,110105.0
2018-01-06,0.0,39648.0,,110105.0
2018-01-07,0.0,97599.0,,110105.0
2018-01-08,0.0,74533.0,,110105.0
2018-01-09,0.0,65964.0,,110105.0
2018-01-10,0.0,59664.0,,110105.0
2018-01-11,0.0,51751.0,,30146817.0
2018-01-12,0.0,38460.0,,30146817.0
2018-01-13,0.0,41745.0,,30146817.0
2018-01-14,0.0,31796.0,,30146817.0
2018-01-15,0.0,66631.0,,30146817.0
2018-01-16,0.0,36738.0,,30146817.0
2018-01-17,0.0,50753.0,,30146817.0
2018-01-18,0.0,44617.0,,30146817.0
2018-01-19,0.0,22285.0,,30146817.0
2018-01-20,0.0,22653.0,,30146817.0
2018-01-21,0.0,73558.0,,30146817.0
2018-01-22,0.0,27904.0,,30146817.0
2018-01-23,0.0,36499.0,,30146817.0
2018-01-24,0.0,24866.0,,30146817.0
2018-01-25,0.0,14508.0,,30146817.0
2018-01-26,0.0,26365.0,,30146817.0
2018-01-27,0.0,30659.0,,30146817.0
2018-01-28,0.0,11812.0,,30146817.0
2018-01-29,0.0,17742.0,,60183528.0
2018-01-30,0.0,33735.0,,60183528.0
2018-01-31,0.0,17582.0,,60183528.0
2018-02-01,0.0,24363.0,,60183528.0
2018-02-02,0.0,44362.0,,60183528.0
2018-02-03,0.0,23521.0,,60183528.0
2018-02-04,0.0,24615.0,,60183528.0
2018-02-05,0.0,67027.0,,60183528.0
2018-02-06,0.0,46218.0,,60183528.0
2018-02-07,0.0,27576.0,,60183528.0
2018-02-08,0.0,11018.0,,60183528.0
2018-02-09,0.0,22651.0,,60183528.0
2018-02-10,0.0,22084.0,,60183528.0
2018-02-11,0.0,13383.0,,60183528.0
2018-02-12,6685317.0,17265.0,,60183528.0
2018-02-13,6685317.0,8332.0,,60183528.0
2018-02-14,6685317.0,11138.0,,60183528.0
2018-02-15,7335070.0,11163.0,,60183528.0
2018-02-16,11799306.0,29291.0,,60183528.0
2018-02-17,11799306.0,13684.0,,60183528.0
2018-02-18,11799306.0,7952.0,,60183528.0
2018-02-19,11799306.0,21427.0,,60183528.0
2018-02-20,11799306.0,14969.0,,60183528.0
2018-02-21,11620897.0,12909.0,,60183528.0
2018-02-22,9686994.0,35478.0,,60183528.0
2018-02-23,11924788.0,20643.0,,60183528.0
2018-02-24,11924788.0,19956.0,,60183528.0
2018-02-25,11924788.0,15272.0,,60183528.0
2018-02-26,11293138.0,11061.0,,60183528.0
2018-02-27,11293138.0,33381.0,,60183528.0
2018-02-28,18351636.0,24115.0,,60183528.0
2018-03-01,18351636.0,,,60183528.0
2018-03-02,18351636.0,,,60183528.0
2018-03-03,18351636.0,,,60183528.0
2018-03-04,18351636.0,71240.0,,60183528.0
2018-03-05,18351636.0,,,60183528.0
2018-03-06,15284730.0,,,60183528.0
2018-03-07,15284730.0,,,60183528.0
2018-03-08,14201508.0,,,60183528.0
2018-03-09,14201508.0,25074.0,,60183528.0
2018-03-10,14201508.0,10489.0,,60183528.0
2018-03-11,14201508.0,14070.0,,60183528.0
2018-03-12,14201508.0,13334.0,,60183528.0
2018-03-13,14201508.0,14716.0,,60183528.0
2018-03-14,14529180.0,13180.0,,60183528.0
2018-03-15,10883302.0,23300.0,,60183528.0
2018-03-16,10883302.0,15639.0,,60183528.0
2018-03-17,10883302.0,36391.0,,60183528.0
2018-03-18,10883302.0,42480.0,,60183528.0
2018-03-19,10883302.0,13564.0,,60183528.0
2018-03-20,10883302.0,12095.0,,60183528.0
2018-03-21,10883302.0,30140.0,,60183528.0
2018-03-22,10883302.0,19105.0,,60183528.0
2018-03-23,10883302.0,5487.0,,60183528.0
2018-03-24,10883302.0,8104.0,,60183528.0
2018-03-25,10883302.0,22790.0,,60183528.0
2018-03-26,10883302.0,16123.0,,60183528.0
2018-03-27,10883302.0,38227.0,,60183528.0
2018-03-28,10883302.0,7018.0,,60183528.0
2018-03-29,10975192.0,15649.0,,60183528.0
2018-03-30,8872233.0,38135.0,,60183528.0
2018-03-31,8872233.0,18159.0,,60183528.0
2018-04-01,8872233.0,27299.0,,60183528.0
2018-04-02,8872233.0,16903.0,,60183528.0
2018-04-03,8709109.0,8695.0,,60183528.0
2018-04-04,8709109.0,20223.0,,60183528.0
2018-04-05,8709109.0,20344.0,,60183528.0
2018-04-06,8994812.0,45876.0,,60183528.0
2018-04-07,11513795.0,16649.0,,60183528.0
2018-04-08,11513795.0,4286.0,,60183528.0
2018-04-09,11513795.0,28365.0,,60183528.0
2018-04-10,11513795.0,5907.0,,60183528.0
2018-04-11,11513795.0,4767.0,,60183528.0
2018-04-12,11513795.0,11191.0,,60183528.0
2018-04-13,11513795.0,9106.0,,60183528.0
2018-04-14,11599561.0,4492.0,,60183528.0
2018-04-15,11860237.0,7988.0,,60183528.0
2018-04-16,16745423.0,12366.0,,60183528.0
2018-04-17,16745423.0,12093.0,,60183528.0
2018-04-18,16745423.0,9752.0,,60183528.0
2018-04-19,16745423.0,13749.0,,60183528.0
2018-04-20,19173183.0,20004.0,,60183528.0
2018-04-21,19173183.0,26578.0,,60183528.0
2018-04-22,19557950.0,20485.0,,60183528.0
2018-04-23,21963401.0,18709.0,,60183528.0
2018-04-24,21963401.0,33538.0,,60183528.0
2018-04-25,21963401.0,29613.0,,60183528.0
2018-04-26,21963401.0,12699.0,,60183528.0
2018-04-27,22367479.0,13993.0,,60183528.0
2018-04-28,28948697.0,16588.0,,60183528.0
2018-04-29,28977326.0,41312.0,,60183528.0
2018-04-30,28969763.0,23413.0,,60183528.0
2018-05-01,28984307.0,13290.0,,60183528.0
2018-05-02,28977941.0,24680.0,,60183528.0
2018-05-03,35203792.0,22782.0,,60183528.0
2018-05-04,29514151.0,34130.0,,60183528.0
2018-05-05,29565821.0,23779.0,,60183528.0
2018-05-06,29590838.0,13956.0,,60183528.0
2018-05-07,29584982.0,,,60183528.0
2018-05-08,23996888.0,16501.0,,60183528.0
2018-05-09,24006329.0,30570.0,,60183528.0
2018-05-10,29220087.0,35763.0,,60183528.0
2018-05-11,29200576.0,27271.0,,60183528.0
2018-05-12,29180118.0,12953.0,,60183528.0
2018-05-13,29161024.0,8273.0,,60183528.0
2018-05-14,29172651.0,13003.0,,60183528.0
2018-05-15,29192404.0,18938.0,,60183528.0
2018-05-16,27637293.0,8541.0,,60183528.0
2018-05-17,27621514.0,11952.0,,60183528.0
2018-05-18,26702764.0,19503.0,,60183528.0
2018-05-19,30301579.0,10019.0,,60183528.0
2018-05-20,30305637.0,9495.0,,60183528.0
2018-05-21,30318592.0,19791.0,,60183528.0
2018-05-22,29046638.0,29679.0,,60183528.0
2018-05-23,29017571.0,23836.0,,60183528.0
2018-05-24,28956511.0,38410.0,,60183528.0
2018-05-25,28999900.0,10328.0,,60183528.0
2018-05-26,28971623.0,10506.0,,60183528.0
2018-05-27,24783617.0,10958.0,,60183528.0
2018-05-28,24794527.0,15475.0,,60183528.0
2018-05-29,24743844.0,7364.0,,60183528.0
2018-05-30,31952258.0,18717.0,,60183528.0
2018-05-31,31943323.0,19913.0,,60183528.0
2018-06-01,31963581.0,13995.0,,60183528.0
2018-06-02,31952510.0,16846.0,,60183528.0
2018-06-03,31986000.0,12586.0,,60183528.0
2018-06-04,30750887.0,37790.0,,60183528.0
2018-06-05,30741186.0,41239.0,,60183528.0
2018-06-06,30734367.0,24773.0,,60183528.0
2018-06-07,30749864.0,14730.0,,60183528.0
2018-06-08,30135166.0,19019.0,,60183528.0
2018-06-09,30137891.0,11956.0,,60183528.0
2018-06-10,30134960.0,21392.0,,60183060.0
2018-06-11,20200363.0,25505.0,,60183060.0
2018-06-12,20202458.0,12175.0,,60183060.0
2018-06-13,20177422.0,27161.0,,60183060.0
2018-06-14,20171150.0,20018.0,,60183060.0
2018-06-15,21673737.0,14626.0,,60183060.0
2018-06-16,21665463.0,7704.0,,60183060.0
2018-06-17,24002627.0,13097.0,,60183060.0
2018-06-18,24004364.0,21016.0,,60183060.0
2018-06-19,24031704.0,26151.0,,60183060.0
2018-06-20,24037291.0,20300.0,,60183060.0
2018-06-21,24045886.0,28975.0,,60183060.0
2018-06-22,23763827.0,50945.0,,60183060.0
2018-06-23,21165759.0,24003.0,,60183060.0
2018-06-24,21175105.0,33257.0,,60183060.0
2018-06-25,21162437.0,33483.0,,60183060.0
2018-06-26,21165475.0,13661.0,,60183060.0
2018-06-27,19744994.0,36319.0,,60183060.0
