date,Exchange Withdrawing Transactions
2016-08-31,10125
2016-09-01,11408
2016-09-02,9724
2016-09-03,9599
2016-09-04,9387
2016-09-05,8866
2016-09-06,9077
2016-09-07,8406
2016-09-08,9757
2016-09-09,9703
2016-09-10,8855
2016-09-11,9540
2016-09-12,10077
2016-09-13,9320
2016-09-14,9024
2016-09-15,9034
2016-09-16,10526
2016-09-17,9406
2016-09-18,8422
2016-09-19,8310
2016-09-20,15414
2016-09-21,11725
2016-09-22,8741
2016-09-23,8375
2016-09-24,9326
2016-09-25,10283
2016-09-26,8374
2016-09-27,9494
2016-09-28,8950
2016-09-29,11454
2016-09-30,9008
2016-10-01,8983
2016-10-02,11097
2016-10-03,10208
2016-10-04,8923
2016-10-05,7842
2016-10-06,8444
2016-10-07,9403
2016-10-08,8881
2016-10-09,10645
2016-10-10,11068
2016-10-11,9471
2016-10-12,5701
2016-10-13,4285
2016-10-14,7354
2016-10-15,5455
2016-10-16,9004
2016-10-17,8848
2016-10-18,12569
2016-10-19,6615
2016-10-20,9616
2016-10-21,10336
2016-10-22,10248
2016-10-23,9643
2016-10-24,8929
2016-10-25,9607
2016-10-26,9316
2016-10-27,9343
2016-10-28,9544
2016-10-29,9387
2016-10-30,7621
2016-10-31,9817
2016-11-01,9895
2016-11-02,8211
2016-11-03,8875
2016-11-04,7058
2016-11-05,7237
2016-11-06,7368
2016-11-07,8893
2016-11-08,9219
2016-11-09,9572
2016-11-10,8542
2016-11-11,9262
2016-11-12,8534
2016-11-13,8279
2016-11-14,8182
2016-11-15,9137
2016-11-16,8758
2016-11-17,8462
2016-11-18,9278
2016-11-19,8367
2016-11-20,8589
2016-11-21,8775
2016-11-22,7055
2016-11-23,7333
2016-11-24,4817
2016-11-25,6228
2016-11-26,6098
2016-11-27,6303
2016-11-28,7398
2016-11-29,7687
2016-11-30,6608
2016-12-01,6618
2016-12-02,7639
2016-12-03,6680
2016-12-04,6204
2016-12-05,7688
2016-12-06,9705
2016-12-07,8089
2016-12-08,7454
2016-12-09,7145
2016-12-10,7144
2016-12-11,6330
2016-12-12,6852
2016-12-13,6903
2016-12-14,6878
2016-12-15,6997
2016-12-16,6783
2016-12-17,7546
2016-12-18,6339
2016-12-19,7895
2016-12-20,7140
2016-12-21,7669
2016-12-22,7707
2016-12-23,7742
2016-12-24,6000
2016-12-25,6231
2016-12-26,6245
2016-12-27,7064
2016-12-28,7181
2016-12-29,8030
2016-12-30,6998
2016-12-31,6337
2017-01-01,6443
2017-01-02,7029
2017-01-03,8586
2017-01-04,10437
2017-01-05,10206
2017-01-06,8741
2017-01-07,8698
2017-01-08,7634
2017-01-09,8811
2017-01-10,8051
2017-01-11,8828
2017-01-12,8389
2017-01-13,7700
2017-01-14,7191
2017-01-15,6604
2017-01-16,7507
2017-01-17,7875
2017-01-18,8055
2017-01-19,7970
2017-01-20,7901
2017-01-21,7759
2017-01-22,7990
2017-01-23,7617
2017-01-24,7602
2017-01-25,7394
2017-01-26,7816
2017-01-27,7856
2017-01-28,7005
2017-01-29,6996
2017-01-30,7081
2017-01-31,7826
2017-02-01,7700
2017-02-02,7974
2017-02-03,7625
2017-02-04,8844
2017-02-05,7652
2017-02-06,7871
2017-02-07,8350
2017-02-08,9042
2017-02-09,8762
2017-02-10,8718
2017-02-11,7855
2017-02-12,8058
2017-02-13,8723
2017-02-14,12242
2017-02-15,11336
2017-02-16,10050
2017-02-17,9200
2017-02-18,11023
2017-02-19,9317
2017-02-20,9439
2017-02-21,10578
2017-02-22,9287
2017-02-23,9323
2017-02-24,11205
2017-02-25,9986
2017-02-26,10648
2017-02-27,12254
2017-02-28,14626
2017-03-01,13633
2017-03-02,16459
2017-03-03,16296
2017-03-04,12978
2017-03-05,11845
2017-03-06,12157
2017-03-07,11945
2017-03-08,12902
2017-03-09,13009
2017-03-10,14352
2017-03-11,14839
2017-03-12,15557
2017-03-13,22379
2017-03-14,17149
2017-03-15,21113
2017-03-16,33649
2017-03-17,34679
2017-03-18,26352
2017-03-19,21614
2017-03-20,21193
2017-03-21,19358
2017-03-22,20149
2017-03-23,19018
2017-03-24,25941
2017-03-25,23396
2017-03-26,19569
2017-03-27,23588
2017-03-28,20353
2017-03-29,21949
2017-03-30,21420
2017-03-31,24824
2017-04-01,18592
2017-04-02,21801
2017-04-03,26557
2017-04-04,21394
2017-04-05,21062
2017-04-06,21494
2017-04-07,19017
2017-04-08,16177
2017-04-09,15528
2017-04-10,16457
2017-04-11,15493
2017-04-12,20497
2017-04-13,18547
2017-04-14,17532
2017-04-15,15258
2017-04-16,13268
2017-04-17,15500
2017-04-18,21429
2017-04-19,21262
2017-04-20,20088
2017-04-21,19204
2017-04-22,16269
2017-04-23,16631
2017-04-24,20339
2017-04-25,19139
2017-04-26,22000
2017-04-27,27319
2017-04-28,28687
2017-04-29,24071
2017-04-30,26926
2017-05-01,35262
2017-05-02,30910
2017-05-03,25498
2017-05-04,31231
2017-05-05,32280
2017-05-06,24628
2017-05-07,30542
2017-05-08,34780
2017-05-09,33866
2017-05-10,30682
2017-05-11,28932
2017-05-12,26580
2017-05-13,23872
2017-05-14,25481
2017-05-15,30192
2017-05-16,29652
2017-05-17,41489
2017-05-18,36893
2017-05-19,45198
2017-05-20,35995
2017-05-21,44059
2017-05-22,54526
2017-05-23,53704
2017-05-24,59921
2017-05-25,58641
2017-05-26,48372
2017-05-27,42296
2017-05-28,38548
2017-05-29,43005
2017-05-30,65650
2017-05-31,67740
2017-06-01,52147
2017-06-02,54042
2017-06-03,48079
2017-06-04,53945
2017-06-05,51289
2017-06-06,55113
2017-06-07,55268
2017-06-08,49868
2017-06-09,52780
2017-06-10,66862
2017-06-11,81503
2017-06-12,87629
2017-06-13,90371
2017-06-14,64226
2017-06-15,69347
2017-06-16,58486
2017-06-17,53793
2017-06-18,56760
2017-06-19,83486
2017-06-20,71583
2017-06-21,44667
2017-06-22,67268
2017-06-23,80661
2017-06-24,57014
2017-06-25,72583
2017-06-26,70938
2017-06-27,58226
2017-06-28,62107
2017-06-29,63808
2017-06-30,58641
2017-07-01,53341
2017-07-02,51884
2017-07-03,71266
2017-07-04,61527
2017-07-05,61130
2017-07-06,52911
2017-07-07,63617
2017-07-08,56818
2017-07-09,45761
2017-07-10,53232
2017-07-11,75767
2017-07-12,67349
2017-07-13,56260
2017-07-14,51665
2017-07-15,48299
2017-07-16,59855
2017-07-17,58202
2017-07-18,77164
2017-07-19,60873
2017-07-20,51638
2017-07-21,51109
2017-07-22,43964
2017-07-23,57538
2017-07-24,60155
2017-07-25,65380
2017-07-26,52311
2017-07-27,54715
2017-07-28,58528
2017-07-29,45641
2017-07-30,38626
2017-07-31,52585
2017-08-01,57594
2017-08-02,60765
2017-08-03,69283
2017-08-04,64234
2017-08-05,71467
2017-08-06,69669
2017-08-07,81915
2017-08-08,83797
2017-08-09,75539
2017-08-10,93104
2017-08-11,107541
2017-08-12,92026
2017-08-13,102852
2017-08-14,103783
2017-08-15,111183
2017-08-16,103672
2017-08-17,118264
2017-08-18,106605
2017-08-19,94954
2017-08-20,76352
2017-08-21,106875
2017-08-22,85931
2017-08-23,98265
2017-08-24,91709
2017-08-25,88646
2017-08-26,74041
2017-08-27,75673
2017-08-28,99260
2017-08-29,116663
2017-08-30,112548
2017-08-31,106969
2017-09-01,101304
2017-09-02,87855
2017-09-03,74782
2017-09-04,118192
2017-09-05,108917
2017-09-06,126795
2017-09-07,106469
2017-09-08,115639
2017-09-09,92625
2017-09-10,80576
2017-09-11,88834
2017-09-12,98276
2017-09-13,82772
2017-09-14,93840
2017-09-15,120660
2017-09-16,78308
2017-09-17,65443
2017-09-18,115535
2017-09-19,81888
2017-09-20,64473
2017-09-21,61601
2017-09-22,54134
2017-09-23,50000
2017-09-24,49060
2017-09-25,59363
2017-09-26,59802
2017-09-27,64618
2017-09-28,71117
2017-09-29,56953
2017-09-30,57298
2017-10-01,62180
2017-10-02,72347
2017-10-03,68947
2017-10-04,60676
2017-10-05,63206
2017-10-06,57413
2017-10-07,53504
2017-10-08,58023
2017-10-09,62897
2017-10-10,71741
2017-10-11,60843
2017-10-12,67177
2017-10-13,85168
2017-10-14,63893
2017-10-15,63940
2017-10-16,64225
2017-10-17,78787
2017-10-18,69314
2017-10-19,65044
2017-10-20,65845
2017-10-21,61369
2017-10-22,53227
2017-10-23,76157
2017-10-24,82437
2017-10-25,63283
2017-10-26,61502
2017-10-27,63931
2017-10-28,55950
2017-10-29,61366
2017-10-30,66057
2017-10-31,69741
2017-11-01,81944
2017-11-02,95181
2017-11-03,79416
2017-11-04,59666
2017-11-05,58316
2017-11-06,69689
2017-11-07,74192
2017-11-08,89300
2017-11-09,98075
2017-11-10,85616
2017-11-11,72338
2017-11-12,109302
2017-11-13,90881
2017-11-14,107256
2017-11-15,114951
2017-11-16,98378
2017-11-17,94804
2017-11-18,85113
2017-11-19,93839
2017-11-20,123532
2017-11-21,114724
2017-11-22,117425
2017-11-23,131010
2017-11-24,125777
2017-11-25,115175
2017-11-26,110420
2017-11-27,143274
2017-11-28,162526
2017-11-29,179378
2017-11-30,149256
2017-12-01,129995
2017-12-02,118616
2017-12-03,132092
2017-12-04,144693
2017-12-05,132136
2017-12-06,156249
2017-12-07,155706
2017-12-08,174501
2017-12-09,163993
2017-12-10,123033
2017-12-11,134151
2017-12-12,183860
2017-12-13,205272
2017-12-14,212479
2017-12-15,184048
2017-12-16,173199
2017-12-17,184424
2017-12-18,212646
2017-12-19,252672
2017-12-20,227693
2017-12-21,244666
2017-12-22,240400
2017-12-23,191868
2017-12-24,164382
2017-12-25,181064
2017-12-26,184436
2017-12-27,207605
2017-12-28,217106
2017-12-29,252024
2017-12-30,239003
2017-12-31,207965
2018-01-01,204779
2018-01-02,287781
2018-01-03,308691
2018-01-04,347609
2018-01-05,357837
2018-01-06,296780
2018-01-07,329359
2018-01-08,357394
2018-01-09,351768
2018-01-10,350405
2018-01-11,300473
2018-01-12,276413
2018-01-13,289581
2018-01-14,244845
2018-01-15,300345
2018-01-16,300308
2018-01-17,279136
2018-01-18,263465
2018-01-19,250799
2018-01-20,238276
2018-01-21,194588
2018-01-22,212424
2018-01-23,194114
2018-01-24,218601
2018-01-25,217410
2018-01-26,190901
2018-01-27,174821
2018-01-28,221943
2018-01-29,241892
2018-01-30,230997
2018-01-31,220888
2018-02-01,248772
2018-02-02,235170
2018-02-03,175198
2018-02-04,152428
2018-02-05,205258
2018-02-06,200742
2018-02-07,167314
2018-02-08,110428
2018-02-09,144943
2018-02-10,174420
2018-02-11,134016
2018-02-12,147470
2018-02-13,142928
2018-02-14,145606
2018-02-15,144050
2018-02-16,124816
2018-02-17,129171
2018-02-18,124576
2018-02-19,132017
2018-02-20,144580
2018-02-21,135817
2018-02-22,120015
2018-02-23,115973
2018-02-24,98739
2018-02-25,104243
2018-02-26,149894
2018-02-27,141923
2018-02-28,141050
2018-03-01,133729
2018-03-02,148294
2018-03-03,124839
2018-03-04,99826
2018-03-05,134188
2018-03-06,130220
2018-03-07,133873
2018-03-08,137337
2018-03-09,127134
2018-03-10,91128
2018-03-11,90025
2018-03-12,108990
2018-03-13,117195
2018-03-14,118228
2018-03-15,129839
2018-03-16,106167
2018-03-17,84915
2018-03-18,126516
2018-03-19,123807
2018-03-20,110935
2018-03-21,128213
2018-03-22,112440
2018-03-23,130571
2018-03-24,99137
2018-03-25,85617
2018-03-26,114932
2018-03-27,119658
2018-03-28,106099
2018-03-29,118636
2018-03-30,104017
2018-03-31,88399
2018-04-01,79058
2018-04-02,93846
2018-04-03,104992
2018-04-04,89081
2018-04-05,134649
2018-04-06,84503
2018-04-07,74640
2018-04-08,91945
2018-04-09,101152
2018-04-10,98455
2018-04-11,103681
2018-04-12,146127
2018-04-13,149516
2018-04-14,113368
2018-04-15,100752
2018-04-16,107263
2018-04-17,113556
2018-04-18,114667
2018-04-19,135209
2018-04-20,137140
2018-04-21,118800
2018-04-22,136808
2018-04-23,163139
2018-04-24,188487
2018-04-25,159037
2018-04-26,154209
2018-04-27,144650
2018-04-28,140638
2018-04-29,152248
2018-04-30,162266
2018-05-01,151847
2018-05-02,160351
2018-05-03,178343
2018-05-04,169019
2018-05-05,140077
2018-05-06,126545
2018-05-07,145558
2018-05-08,151054
2018-05-09,163628
2018-05-10,186249
2018-05-11,157624
2018-05-12,128533
2018-05-13,164468
2018-05-14,179930
2018-05-15,156476
2018-05-16,163322
2018-05-17,151527
2018-05-18,151077
2018-05-19,103986
2018-05-20,106288
2018-05-21,137219
2018-05-22,130974
2018-05-23,145897
2018-05-24,138876
2018-05-25,153529
2018-05-26,125017
2018-05-27,110965
2018-05-28,168104
2018-05-29,157955
2018-05-30,178197
2018-05-31,242580
2018-06-01,154545
2018-06-02,133358
2018-06-03,125751
2018-06-04,175797
2018-06-05,160621
2018-06-06,152983
2018-06-07,144170
2018-06-08,133665
2018-06-09,108099
2018-06-10,124518
2018-06-11,131783
2018-06-12,130148
2018-06-13,142330
2018-06-14,142843
2018-06-15,138919
2018-06-16,96792
2018-06-17,94370
2018-06-18,119025
2018-06-19,130806
2018-06-20,150267
2018-06-21,137580
2018-06-22,132494
2018-06-23,98421
2018-06-24,96613
2018-06-25,130663
2018-06-26,92168
2018-06-27,120724
2018-06-28,114135
2018-06-29,100863
2018-06-30,81173
2018-07-01,70831
2018-07-02,89825
2018-07-03,94860
2018-07-04,90144
2018-07-05,139945
2018-07-06,107587
2018-07-07,88943
2018-07-08,103427
2018-07-09,103176
2018-07-10,102261
2018-07-11,91783
2018-07-12,103202
2018-07-13,100601
2018-07-14,80069
2018-07-15,78799
2018-07-16,114408
2018-07-17,123761
2018-07-18,127389
2018-07-19,117324
2018-07-20,124157
2018-07-21,94942
2018-07-22,89163
2018-07-23,143162
2018-07-24,129299
2018-07-25,130641
2018-07-26,102471
2018-07-27,101687
2018-07-28,82738
2018-07-29,79837
2018-07-30,101216
2018-07-31,104961
2018-08-01,93612
2018-08-02,97480
2018-08-03,94479
2018-08-04,72778
2018-08-05,71062
2018-08-06,118126
2018-08-07,125069
2018-08-08,141413
2018-08-09,122153
2018-08-10,115475
2018-08-11,91636
2018-08-12,70330
2018-08-13,107409
2018-08-14,119546
2018-08-15,103441
2018-08-16,84191
2018-08-17,103901
2018-08-18,67163
2018-08-19,55400
2018-08-20,79113
2018-08-21,89352
2018-08-22,94911
2018-08-23,98848
2018-08-24,82973
2018-08-25,78463
2018-08-26,80986
2018-08-27,86560
2018-08-28,97785
2018-08-29,92276
2018-08-30,91954
2018-08-31,90956
2018-09-01,78489
2018-09-02,73359
2018-09-03,97261
2018-09-04,103359
2018-09-05,113976
2018-09-06,117351
2018-09-07,96725
2018-09-08,82241
2018-09-09,85108
2018-09-10,99167
2018-09-11,103339
2018-09-12,102813
2018-09-13,94581
2018-09-14,89161
2018-09-15,75296
2018-09-16,72781
2018-09-17,98026
2018-09-18,90083
2018-09-19,121439
2018-09-20,80430
2018-09-21,100358
2018-09-22,71258
2018-09-23,65695
2018-09-24,72536
2018-09-25,86519
2018-09-26,85275
2018-09-27,86893
2018-09-28,87531
2018-09-29,72508
2018-09-30,76391
2018-10-01,82212
2018-10-02,80075
2018-10-03,78006
2018-10-04,81431
2018-10-05,91184
2018-10-06,70406
2018-10-07,64748
2018-10-08,80931
2018-10-09,76464
2018-10-10,82534
2018-10-11,102254
2018-10-12,94284
2018-10-13,66585
2018-10-14,74389
2018-10-15,106349
2018-10-16,85858
2018-10-17,93288
2018-10-18,93114
2018-10-19,87402
2018-10-20,84519
2018-10-21,73247
2018-10-22,92967
2018-10-23,90752
2018-10-24,104444
2018-10-25,96026
2018-10-26,90555
2018-10-27,71745
2018-10-28,68230
2018-10-29,102016
2018-10-30,94856
2018-10-31,92087
2018-11-01,83769
2018-11-02,81453
2018-11-03,67363
2018-11-04,74933
2018-11-05,93633
2018-11-06,94163
2018-11-07,87643
2018-11-08,95023
2018-11-09,87249
2018-11-10,67560
2018-11-11,65101
2018-11-12,99359
2018-11-13,98653
2018-11-14,117382
2018-11-15,116789
2018-11-16,101248
2018-11-17,85490
2018-11-18,83350
2018-11-19,125726
2018-11-20,141365
2018-11-21,105428
2018-11-22,97281
2018-11-23,99040
2018-11-24,85337
2018-11-25,102754
2018-11-26,103210
2018-11-27,95197
2018-11-28,107026
2018-11-29,111370
2018-11-30,127302
2018-12-01,84074
2018-12-02,74014
2018-12-03,92925
2018-12-04,95721
2018-12-05,100330
2018-12-06,95409
2018-12-07,98394
2018-12-08,64508
2018-12-09,59041
2018-12-10,70915
2018-12-11,78867
2018-12-12,77253
2018-12-13,83689
2018-12-14,83762
2018-12-15,65142
2018-12-16,60696
2018-12-17,80556
2018-12-18,85732
2018-12-19,105715
2018-12-20,93217
2018-12-21,90814
2018-12-22,62617
2018-12-23,76510
2018-12-24,94924
2018-12-25,73727
2018-12-26,76064
2018-12-27,73362
2018-12-28,79518
2018-12-29,69840
2018-12-30,63386
2018-12-31,70463
2019-01-01,58895
2019-01-02,81773
2019-01-03,75475
2019-01-04,80897
2019-01-05,63558
2019-01-06,65181
2019-01-07,78112
2019-01-08,81758
2019-01-09,78543
2019-01-10,93643
2019-01-11,74980
2019-01-12,55634
2019-01-13,72195
2019-01-14,78561
2019-01-15,74796
2019-01-16,74372
2019-01-17,69826
2019-01-18,68242
2019-01-19,63585
2019-01-20,61956
2019-01-21,68031
2019-01-22,70043
2019-01-23,66130
2019-01-24,65874
2019-01-25,75444
2019-01-26,55132
2019-01-27,63021
2019-01-28,80377
2019-01-29,72475
2019-01-30,69175
2019-01-31,70994
2019-02-01,62097
2019-02-02,52498
2019-02-03,48531
2019-02-04,49709
2019-02-05,53790
2019-02-06,62140
2019-02-07,55021
2019-02-08,61050
2019-02-09,49461
2019-02-10,50225
2019-02-11,59293
2019-02-12,59187
2019-02-13,69346
2019-02-14,58711
2019-02-15,65950
2019-02-16,63988
2019-02-17,67888
2019-02-18,95578
2019-02-19,92581
2019-02-20,80383
2019-02-21,76787
2019-02-22,74570
2019-02-23,72536
2019-02-24,88128
2019-02-25,104844
2019-02-26,92739
2019-02-27,87196
2019-02-28,133898
2019-03-01,70844
2019-03-02,68599
2019-03-03,65863
2019-03-04,83024
2019-03-05,90324
2019-03-06,84764
2019-03-07,83549
2019-03-08,94435
2019-03-09,87172
2019-03-10,79691
2019-03-11,95690
2019-03-12,92418
2019-03-13,86839
2019-03-14,86539
2019-03-15,82096
2019-03-16,72211
2019-03-17,68672
2019-03-18,94255
2019-03-19,125317
2019-03-20,109381
2019-03-21,97649
2019-03-22,97119
2019-03-23,81550
2019-03-24,83275
2019-03-25,106854
2019-03-26,108757
2019-03-27,114238
2019-03-28,122116
2019-03-29,124358
2019-03-30,108902
2019-03-31,99236
2019-04-01,130450
2019-04-02,163351
2019-04-03,154299
2019-04-04,120031
2019-04-05,99207
2019-04-06,85726
2019-04-07,102391
2019-04-08,124674
2019-04-09,119376
2019-04-10,116497
2019-04-11,123290
2019-04-12,96224
2019-04-13,81806
2019-04-14,77750
2019-04-15,90625
2019-04-16,89181
2019-04-17,92998
2019-04-18,95277
2019-04-19,90125
2019-04-20,79168
2019-04-21,85036
2019-04-22,111696
2019-04-23,104058
2019-04-24,112426
2019-04-25,107609
2019-04-26,111372
2019-04-27,79870
2019-04-28,78742
2019-04-29,92038
2019-04-30,98741
2019-05-01,86873
2019-05-02,85816
2019-05-03,95314
2019-05-04,83852
2019-05-05,87836
2019-05-06,100948
2019-05-07,100818
2019-05-08,102536
2019-05-09,111656
2019-05-10,120317
2019-05-11,108726
2019-05-12,102908
2019-05-13,119752
2019-05-14,137780
2019-05-15,158612
2019-05-16,192548
2019-05-17,150363
2019-05-18,121128
2019-05-19,114216
2019-05-20,133068
2019-05-21,138429
2019-05-22,141426
2019-05-23,144941
2019-05-24,130964
2019-05-25,118278
2019-05-26,145232
2019-05-27,149975
2019-05-28,135256
2019-05-29,132279
2019-05-30,156185
2019-05-31,146188
2019-06-01,112074
2019-06-02,101955
2019-06-03,119229
2019-06-04,128377
2019-06-05,117545
2019-06-06,106560
2019-06-07,98757
2019-06-08,96393
2019-06-09,98967
2019-06-10,119475
2019-06-11,116240
2019-06-12,115241
2019-06-13,120427
2019-06-14,127533
2019-06-15,112634
2019-06-16,105330
2019-06-17,124420
2019-06-18,120499
2019-06-19,120346
