date,timestamp_utc,Exchange Outflow (Total)
2015-09-25,2015-09-25T00:00:00Z,395451.60348513327
2015-09-26,2015-09-26T00:00:00Z,90711.08077634162
2015-09-27,2015-09-27T00:00:00Z,224519.4145395362
2015-09-28,2015-09-28T00:00:00Z,148739.97717244536
2015-09-29,2015-09-29T00:00:00Z,215224.53650264087
2015-09-30,2015-09-30T00:00:00Z,178894.31276966998
2015-10-01,2015-10-01T00:00:00Z,142764.99458780568
2015-10-02,2015-10-02T00:00:00Z,31159.16164989153
2015-10-03,2015-10-03T00:00:00Z,36922.23891472349
2015-10-04,2015-10-04T00:00:00Z,35316.529452209375
2015-10-05,2015-10-05T00:00:00Z,72356.45822996233
2015-10-06,2015-10-06T00:00:00Z,250189.42192279725
2015-10-07,2015-10-07T00:00:00Z,97583.8293948
2015-10-08,2015-10-08T00:00:00Z,70665.23898475785
2015-10-09,2015-10-09T00:00:00Z,93321.98439596198
2015-10-10,2015-10-10T00:00:00Z,35980.89810527327
2015-10-11,2015-10-11T00:00:00Z,78978.4374035151
2015-10-12,2015-10-12T00:00:00Z,110077.49973597698
2015-10-13,2015-10-13T00:00:00Z,120167.30318934076
2015-10-14,2015-10-14T00:00:00Z,503628.0034776267
2015-10-15,2015-10-15T00:00:00Z,80741.15653625022
2015-10-16,2015-10-16T00:00:00Z,200050.6893707977
2015-10-17,2015-10-17T00:00:00Z,67515.87288260137
2015-10-18,2015-10-18T00:00:00Z,39726.04395464802
2015-10-19,2015-10-19T00:00:00Z,205157.66619804592
2015-10-20,2015-10-20T00:00:00Z,212099.66841576365
2015-10-21,2015-10-21T00:00:00Z,120779.32002094702
2015-10-22,2015-10-22T00:00:00Z,345857.3614943447
2015-10-23,2015-10-23T00:00:00Z,211218.1022433976
2015-10-24,2015-10-24T00:00:00Z,36371.32044437201
2015-10-25,2015-10-25T00:00:00Z,75731.12591199228
2015-10-26,2015-10-26T00:00:00Z,374957.25221553387
2015-10-27,2015-10-27T00:00:00Z,510745.257078794
2015-10-28,2015-10-28T00:00:00Z,503180.5519533687
2015-10-29,2015-10-29T00:00:00Z,138564.95630611188
2015-10-30,2015-10-30T00:00:00Z,460107.749436245
2015-10-31,2015-10-31T00:00:00Z,94112.22272135888
2015-11-01,2015-11-01T00:00:00Z,55226.16312863536
2015-11-02,2015-11-02T00:00:00Z,123401.3388784308
2015-11-03,2015-11-03T00:00:00Z,175485.35916014187
2015-11-04,2015-11-04T00:00:00Z,352982.1257959112
2015-11-05,2015-11-05T00:00:00Z,109493.99021086031
2015-11-06,2015-11-06T00:00:00Z,67218.07862591436
2015-11-07,2015-11-07T00:00:00Z,81029.46127879697
2015-11-08,2015-11-08T00:00:00Z,58870.25338856223
2015-11-09,2015-11-09T00:00:00Z,129289.56731759165
2015-11-10,2015-11-10T00:00:00Z,457709.733329472
2015-11-11,2015-11-11T00:00:00Z,126335.6013527891
2015-11-12,2015-11-12T00:00:00Z,177561.195375259
2015-11-13,2015-11-13T00:00:00Z,39528.27436133343
2015-11-14,2015-11-14T00:00:00Z,195601.05054486552
2015-11-15,2015-11-15T00:00:00Z,77635.00499273026
2015-11-16,2015-11-16T00:00:00Z,112008.13541526
2015-11-17,2015-11-17T00:00:00Z,95698.1580553241
2015-11-18,2015-11-18T00:00:00Z,62742.29924804
2015-11-19,2015-11-19T00:00:00Z,59214.89484028
2015-11-20,2015-11-20T00:00:00Z,37194.61942335
2015-11-21,2015-11-21T00:00:00Z,44887.20391114923
2015-11-22,2015-11-22T00:00:00Z,128796.74691258
2015-11-23,2015-11-23T00:00:00Z,120172.33564198208
2015-11-24,2015-11-24T00:00:00Z,63069.2561680871
2015-11-25,2015-11-25T00:00:00Z,66693.92914270084
2015-11-26,2015-11-26T00:00:00Z,99535.72022127216
2015-11-27,2015-11-27T00:00:00Z,64071.65686184
2015-11-28,2015-11-28T00:00:00Z,32212.54453180227
2015-11-29,2015-11-29T00:00:00Z,102119.36315080886
2015-11-30,2015-11-30T00:00:00Z,75337.10618609353
2015-12-01,2015-12-01T00:00:00Z,75498.42240766525
2015-12-02,2015-12-02T00:00:00Z,166535.836774376
2015-12-03,2015-12-03T00:00:00Z,82888.55782436575
2015-12-04,2015-12-04T00:00:00Z,49355.69065471622
2015-12-05,2015-12-05T00:00:00Z,31626.88703587
2015-12-06,2015-12-06T00:00:00Z,56416.17047657413
2015-12-07,2015-12-07T00:00:00Z,162573.67368242
2015-12-08,2015-12-08T00:00:00Z,25814.41293457
2015-12-09,2015-12-09T00:00:00Z,137419.08953090268
2015-12-10,2015-12-10T00:00:00Z,134669.36906806
2015-12-11,2015-12-11T00:00:00Z,86305.6273282818
2015-12-12,2015-12-12T00:00:00Z,202475.10854308
2015-12-13,2015-12-13T00:00:00Z,205450.75356792085
2015-12-14,2015-12-14T00:00:00Z,166271.85244796332
2015-12-15,2015-12-15T00:00:00Z,101962.3717616048
2015-12-16,2015-12-16T00:00:00Z,194584.48021004949
2015-12-17,2015-12-17T00:00:00Z,65494.47389966193
2015-12-18,2015-12-18T00:00:00Z,48512.30457185367
2015-12-19,2015-12-19T00:00:00Z,99890.9477317
2015-12-20,2015-12-20T00:00:00Z,85916.98637076543
2015-12-21,2015-12-21T00:00:00Z,79732.77495547805
2015-12-22,2015-12-22T00:00:00Z,70348.85398957254
2015-12-23,2015-12-23T00:00:00Z,55852.35221851533
2015-12-24,2015-12-24T00:00:00Z,57318.2583750481
2015-12-25,2015-12-25T00:00:00Z,16399.16441485829
2015-12-26,2015-12-26T00:00:00Z,54845.32109870978
2015-12-27,2015-12-27T00:00:00Z,17696.491301025293
2015-12-28,2015-12-28T00:00:00Z,71670.52554828365
2015-12-29,2015-12-29T00:00:00Z,27984.83535438952
2015-12-30,2015-12-30T00:00:00Z,106009.63959078328
2015-12-31,2015-12-31T00:00:00Z,101634.03259230412
2016-01-01,2016-01-01T00:00:00Z,156376.08020163508
2016-01-02,2016-01-02T00:00:00Z,108281.58114101438
2016-01-03,2016-01-03T00:00:00Z,151141.31245658966
2016-01-04,2016-01-04T00:00:00Z,61495.67223337108
2016-01-05,2016-01-05T00:00:00Z,335712.6346774899
2016-01-06,2016-01-06T00:00:00Z,57501.802481850325
2016-01-07,2016-01-07T00:00:00Z,175088.3903211455
2016-01-08,2016-01-08T00:00:00Z,106864.60998565795
2016-01-09,2016-01-09T00:00:00Z,37901.04518793763
2016-01-10,2016-01-10T00:00:00Z,43300.872601628624
2016-01-11,2016-01-11T00:00:00Z,185341.49870856004
2016-01-12,2016-01-12T00:00:00Z,225206.07448395915
2016-01-13,2016-01-13T00:00:00Z,283433.71579893254
2016-01-14,2016-01-14T00:00:00Z,170375.63988447978
2016-01-15,2016-01-15T00:00:00Z,245479.76702799948
2016-01-16,2016-01-16T00:00:00Z,241551.66344358007
2016-01-17,2016-01-17T00:00:00Z,232792.21839513452
2016-01-18,2016-01-18T00:00:00Z,785695.9303991318
2016-01-19,2016-01-19T00:00:00Z,473710.77852371015
2016-01-20,2016-01-20T00:00:00Z,220828.47846033
2016-01-21,2016-01-21T00:00:00Z,242994.41193613084
2016-01-22,2016-01-22T00:00:00Z,156972.89100891424
2016-01-23,2016-01-23T00:00:00Z,597491.0515573266
2016-01-24,2016-01-24T00:00:00Z,639299.7585515263
2016-01-25,2016-01-25T00:00:00Z,741007.8114560724
2016-01-26,2016-01-26T00:00:00Z,476254.4586951039
2016-01-27,2016-01-27T00:00:00Z,539957.6683829165
2016-01-28,2016-01-28T00:00:00Z,289008.7802274464
2016-01-29,2016-01-29T00:00:00Z,287647.1257098392
2016-01-30,2016-01-30T00:00:00Z,186878.68524045096
2016-01-31,2016-01-31T00:00:00Z,584561.1558575722
2016-02-01,2016-02-01T00:00:00Z,223638.87345504065
2016-02-02,2016-02-02T00:00:00Z,179077.14342152682
2016-02-03,2016-02-03T00:00:00Z,175151.58492549503
2016-02-04,2016-02-04T00:00:00Z,174773.21391681468
2016-02-05,2016-02-05T00:00:00Z,319590.4670095617
2016-02-06,2016-02-06T00:00:00Z,137116.2623007862
2016-02-07,2016-02-07T00:00:00Z,258138.61927447148
2016-02-08,2016-02-08T00:00:00Z,581167.2012510565
2016-02-09,2016-02-09T00:00:00Z,542763.7604137876
2016-02-10,2016-02-10T00:00:00Z,740202.5940801235
2016-02-11,2016-02-11T00:00:00Z,808159.9141606227
2016-02-12,2016-02-12T00:00:00Z,422029.2080968048
2016-02-13,2016-02-13T00:00:00Z,612392.8939661674
2016-02-14,2016-02-14T00:00:00Z,553682.1738900305
2016-02-15,2016-02-15T00:00:00Z,294814.8929626589
2016-02-16,2016-02-16T00:00:00Z,682832.1731319799
2016-02-17,2016-02-17T00:00:00Z,269246.5194504895
2016-02-18,2016-02-18T00:00:00Z,412985.879910421
2016-02-19,2016-02-19T00:00:00Z,302639.2645413067
2016-02-20,2016-02-20T00:00:00Z,422490.7622314239
2016-02-21,2016-02-21T00:00:00Z,142249.1342694821
2016-02-22,2016-02-22T00:00:00Z,266403.91322252736
2016-02-23,2016-02-23T00:00:00Z,287597.67582626204
2016-02-24,2016-02-24T00:00:00Z,246744.14112113864
2016-02-25,2016-02-25T00:00:00Z,347177.077962697
2016-02-26,2016-02-26T00:00:00Z,549295.047822781
2016-02-27,2016-02-27T00:00:00Z,1578820.2355657923
2016-02-28,2016-02-28T00:00:00Z,346381.22408586415
2016-02-29,2016-02-29T00:00:00Z,408694.32195541577
2016-03-01,2016-03-01T00:00:00Z,755357.5614477966
2016-03-02,2016-03-02T00:00:00Z,568218.223994424
2016-03-03,2016-03-03T00:00:00Z,843531.0461471723
2016-03-04,2016-03-04T00:00:00Z,583787.5785352655
2016-03-05,2016-03-05T00:00:00Z,988499.9044965588
2016-03-06,2016-03-06T00:00:00Z,621997.314951809
2016-03-07,2016-03-07T00:00:00Z,555945.0664967585
2016-03-08,2016-03-08T00:00:00Z,491658.4007474471
2016-03-09,2016-03-09T00:00:00Z,353289.1547215996
2016-03-10,2016-03-10T00:00:00Z,288454.43490504764
2016-03-11,2016-03-11T00:00:00Z,270788.23402291664
2016-03-12,2016-03-12T00:00:00Z,650801.6913149094
2016-03-13,2016-03-13T00:00:00Z,818014.9476305183
2016-03-14,2016-03-14T00:00:00Z,727941.2933278955
2016-03-15,2016-03-15T00:00:00Z,570940.6033093556
2016-03-16,2016-03-16T00:00:00Z,422038.2900116841
2016-03-17,2016-03-17T00:00:00Z,575857.024832131
2016-03-18,2016-03-18T00:00:00Z,1068274.5628606756
2016-03-19,2016-03-19T00:00:00Z,270625.7859313896
2016-03-20,2016-03-20T00:00:00Z,248418.02427343544
2016-03-21,2016-03-21T00:00:00Z,289929.5306653473
2016-03-22,2016-03-22T00:00:00Z,370421.316194146
2016-03-23,2016-03-23T00:00:00Z,248218.3792078373
2016-03-24,2016-03-24T00:00:00Z,322166.1503318302
2016-03-25,2016-03-25T00:00:00Z,188346.9752902765
2016-03-26,2016-03-26T00:00:00Z,77420.18359745762
2016-03-27,2016-03-27T00:00:00Z,334376.3714569774
2016-03-28,2016-03-28T00:00:00Z,418365.448761937
2016-03-29,2016-03-29T00:00:00Z,234055.24734499888
2016-03-30,2016-03-30T00:00:00Z,350065.65901504253
2016-03-31,2016-03-31T00:00:00Z,399343.0172627465
2016-04-01,2016-04-01T00:00:00Z,132640.594732697
2016-04-02,2016-04-02T00:00:00Z,116459.09781096646
2016-04-03,2016-04-03T00:00:00Z,69908.7381112915
2016-04-04,2016-04-04T00:00:00Z,140335.63329938965
2016-04-05,2016-04-05T00:00:00Z,181413.5162257089
2016-04-06,2016-04-06T00:00:00Z,197255.31052614847
2016-04-07,2016-04-07T00:00:00Z,298532.3012517866
2016-04-08,2016-04-08T00:00:00Z,150372.5892661894
2016-04-09,2016-04-09T00:00:00Z,370683.02071834216
2016-04-10,2016-04-10T00:00:00Z,441745.6135059562
2016-04-11,2016-04-11T00:00:00Z,240450.9974810691
2016-04-12,2016-04-12T00:00:00Z,440705.7801245248
2016-04-13,2016-04-13T00:00:00Z,524573.2632320314
2016-04-14,2016-04-14T00:00:00Z,279778.9842335283
2016-04-15,2016-04-15T00:00:00Z,336767.9172346824
2016-04-16,2016-04-16T00:00:00Z,219665.6388839342
2016-04-17,2016-04-17T00:00:00Z,265488.212959891
2016-04-18,2016-04-18T00:00:00Z,259983.5504283044
2016-04-19,2016-04-19T00:00:00Z,183988.01999494372
2016-04-20,2016-04-20T00:00:00Z,229023.20572083737
2016-04-21,2016-04-21T00:00:00Z,171362.26327180993
2016-04-22,2016-04-22T00:00:00Z,223655.35247430252
2016-04-23,2016-04-23T00:00:00Z,285697.9711309602
2016-04-24,2016-04-24T00:00:00Z,109230.0032346616
2016-04-25,2016-04-25T00:00:00Z,330932.582614492
2016-04-26,2016-04-26T00:00:00Z,417072.377261207
2016-04-27,2016-04-27T00:00:00Z,303795.7748691889
2016-04-28,2016-04-28T00:00:00Z,355369.9024767676
2016-04-29,2016-04-29T00:00:00Z,267543.4834685218
2016-04-30,2016-04-30T00:00:00Z,544366.2950395994
2016-05-01,2016-05-01T00:00:00Z,481234.3503556442
2016-05-02,2016-05-02T00:00:00Z,571091.3596386645
2016-05-03,2016-05-03T00:00:00Z,414551.7051167672
2016-05-04,2016-05-04T00:00:00Z,457123.2067230361
2016-05-05,2016-05-05T00:00:00Z,391308.6288722622
2016-05-06,2016-05-06T00:00:00Z,660989.8166742027
2016-05-07,2016-05-07T00:00:00Z,471053.3492702813
2016-05-08,2016-05-08T00:00:00Z,354424.674583357
2016-05-09,2016-05-09T00:00:00Z,555804.4987868177
2016-05-10,2016-05-10T00:00:00Z,761450.233076246
2016-05-11,2016-05-11T00:00:00Z,961346.7720109596
2016-05-12,2016-05-12T00:00:00Z,1189092.1691023903
2016-05-13,2016-05-13T00:00:00Z,3177717.746293255
2016-05-14,2016-05-14T00:00:00Z,2444733.7370947707
2016-05-15,2016-05-15T00:00:00Z,719975.4648506766
2016-05-16,2016-05-16T00:00:00Z,828261.4006531395
2016-05-17,2016-05-17T00:00:00Z,522698.5115204584
2016-05-18,2016-05-18T00:00:00Z,777679.5096880884
2016-05-19,2016-05-19T00:00:00Z,700967.097390899
2016-05-20,2016-05-20T00:00:00Z,744120.2069651047
2016-05-21,2016-05-21T00:00:00Z,332564.30538357166
2016-05-22,2016-05-22T00:00:00Z,219105.7213104756
2016-05-23,2016-05-23T00:00:00Z,364288.8754461133
2016-05-24,2016-05-24T00:00:00Z,750030.5479642743
2016-05-25,2016-05-25T00:00:00Z,626684.2117165911
2016-05-26,2016-05-26T00:00:00Z,442439.1331489064
2016-05-27,2016-05-27T00:00:00Z,1209507.814356312
2016-05-28,2016-05-28T00:00:00Z,746647.020948436
2016-05-29,2016-05-29T00:00:00Z,324417.8181539666
2016-05-30,2016-05-30T00:00:00Z,343086.27445054293
2016-05-31,2016-05-31T00:00:00Z,440528.0586305879
2016-06-01,2016-06-01T00:00:00Z,339864.4502534648
2016-06-02,2016-06-02T00:00:00Z,143471.7748689911
2016-06-03,2016-06-03T00:00:00Z,291620.1708425572
2016-06-04,2016-06-04T00:00:00Z,134409.95124041964
2016-06-05,2016-06-05T00:00:00Z,135578.41419034833
2016-06-06,2016-06-06T00:00:00Z,197393.38509714344
2016-06-07,2016-06-07T00:00:00Z,173588.09651350023
2016-06-08,2016-06-08T00:00:00Z,930083.7216236102
2016-06-09,2016-06-09T00:00:00Z,156816.7332046616
2016-06-10,2016-06-10T00:00:00Z,576583.233341875
2016-06-11,2016-06-11T00:00:00Z,231358.73485514263
2016-06-12,2016-06-12T00:00:00Z,388151.5626844564
2016-06-13,2016-06-13T00:00:00Z,422853.852296825
2016-06-14,2016-06-14T00:00:00Z,541846.3339686911
2016-06-15,2016-06-15T00:00:00Z,555529.7459450654
2016-06-16,2016-06-16T00:00:00Z,465851.2078680208
2016-06-17,2016-06-17T00:00:00Z,1144455.620628659
2016-06-18,2016-06-18T00:00:00Z,1588273.6853202046
2016-06-19,2016-06-19T00:00:00Z,946236.4399035516
2016-06-20,2016-06-20T00:00:00Z,873235.6044792194
2016-06-21,2016-06-21T00:00:00Z,889914.6496791634
2016-06-22,2016-06-22T00:00:00Z,814282.864822487
2016-06-23,2016-06-23T00:00:00Z,501786.4032906146
2016-06-24,2016-06-24T00:00:00Z,494711.4836214569
2016-06-25,2016-06-25T00:00:00Z,188974.076288365
2016-06-26,2016-06-26T00:00:00Z,203991.7727849951
2016-06-27,2016-06-27T00:00:00Z,243359.78109872216
2016-06-28,2016-06-28T00:00:00Z,705822.970099695
2016-06-29,2016-06-29T00:00:00Z,479782.87546806136
2016-06-30,2016-06-30T00:00:00Z,302916.8378182981
2016-07-01,2016-07-01T00:00:00Z,339826.12994504406
2016-07-02,2016-07-02T00:00:00Z,129794.83047560138
2016-07-03,2016-07-03T00:00:00Z,225995.8079794268
2016-07-04,2016-07-04T00:00:00Z,188956.460184482
2016-07-05,2016-07-05T00:00:00Z,752150.1870380851
2016-07-06,2016-07-06T00:00:00Z,306479.00816373294
2016-07-07,2016-07-07T00:00:00Z,462559.5389081808
2016-07-08,2016-07-08T00:00:00Z,299674.24854467966
2016-07-09,2016-07-09T00:00:00Z,244202.83449576827
2016-07-10,2016-07-10T00:00:00Z,484861.497360362
2016-07-11,2016-07-11T00:00:00Z,442173.3678149736
2016-07-12,2016-07-12T00:00:00Z,437738.0380551927
2016-07-13,2016-07-13T00:00:00Z,208045.10427784
2016-07-14,2016-07-14T00:00:00Z,310403.0489403617
2016-07-15,2016-07-15T00:00:00Z,2334523.88279679
2016-07-16,2016-07-16T00:00:00Z,374724.56530445936
2016-07-17,2016-07-17T00:00:00Z,418308.3839677712
2016-07-18,2016-07-18T00:00:00Z,342008.29927261174
2016-07-19,2016-07-19T00:00:00Z,2001166.041255776
2016-07-20,2016-07-20T00:00:00Z,19137432.5973026
2016-07-21,2016-07-21T00:00:00Z,282170.3900926152
2016-07-22,2016-07-22T00:00:00Z,791558.0230228392
2016-07-23,2016-07-23T00:00:00Z,1411481.494126598
2016-07-24,2016-07-24T00:00:00Z,5975449.488697593
2016-07-25,2016-07-25T00:00:00Z,2751802.026155001
2016-07-26,2016-07-26T00:00:00Z,6680530.749963464
2016-07-27,2016-07-27T00:00:00Z,3964303.182358849
2016-07-28,2016-07-28T00:00:00Z,2873724.8074754486
2016-07-29,2016-07-29T00:00:00Z,2086013.661412583
2016-07-30,2016-07-30T00:00:00Z,1818443.575059804
2016-07-31,2016-07-31T00:00:00Z,1367137.2655080324
2016-08-01,2016-08-01T00:00:00Z,3356237.727441753
2016-08-02,2016-08-02T00:00:00Z,7051699.631828439
2016-08-03,2016-08-03T00:00:00Z,8012815.003146986
2016-08-04,2016-08-04T00:00:00Z,2998032.86236266
2016-08-05,2016-08-05T00:00:00Z,2888938.279988976
2016-08-06,2016-08-06T00:00:00Z,1345382.4931687147
2016-08-07,2016-08-07T00:00:00Z,1597166.562111757
2016-08-08,2016-08-08T00:00:00Z,1339365.279381558
2016-08-09,2016-08-09T00:00:00Z,3620438.5854216255
2016-08-10,2016-08-10T00:00:00Z,4604062.697213265
2016-08-11,2016-08-11T00:00:00Z,3521239.121863304
2016-08-12,2016-08-12T00:00:00Z,2348821.6691719885
2016-08-13,2016-08-13T00:00:00Z,3023641.6108494992
2016-08-14,2016-08-14T00:00:00Z,1288148.3835045593
2016-08-15,2016-08-15T00:00:00Z,1588134.043988734
2016-08-16,2016-08-16T00:00:00Z,780149.9740045905
2016-08-17,2016-08-17T00:00:00Z,1769768.5056316406
2016-08-18,2016-08-18T00:00:00Z,1354808.1943122142
2016-08-19,2016-08-19T00:00:00Z,790932.8829957155
2016-08-20,2016-08-20T00:00:00Z,1415954.7410092345
2016-08-21,2016-08-21T00:00:00Z,3326400.271987841
2016-08-22,2016-08-22T00:00:00Z,1389959.761904033
2016-08-23,2016-08-23T00:00:00Z,3992886.147174791
2016-08-24,2016-08-24T00:00:00Z,764731.6387085923
2016-08-25,2016-08-25T00:00:00Z,542502.9613665396
2016-08-26,2016-08-26T00:00:00Z,1741043.797379809
2016-08-27,2016-08-27T00:00:00Z,435837.3035554756
2016-08-28,2016-08-28T00:00:00Z,475022.8840490431
2016-08-29,2016-08-29T00:00:00Z,875751.6242437053
2016-08-30,2016-08-30T00:00:00Z,498656.0394746089
2016-08-31,2016-08-31T00:00:00Z,650488.097728619
2016-09-01,2016-09-01T00:00:00Z,1220276.6906280925
2016-09-02,2016-09-02T00:00:00Z,1018128.3109419856
2016-09-03,2016-09-03T00:00:00Z,866257.609027589
2016-09-04,2016-09-04T00:00:00Z,1228583.219626317
2016-09-05,2016-09-05T00:00:00Z,502255.2416789599
2016-09-06,2016-09-06T00:00:00Z,860151.3121910414
2016-09-07,2016-09-07T00:00:00Z,511812.4105566285
2016-09-08,2016-09-08T00:00:00Z,902231.2360178528
2016-09-09,2016-09-09T00:00:00Z,301235.25984237087
2016-09-10,2016-09-10T00:00:00Z,380571.0744739943
2016-09-11,2016-09-11T00:00:00Z,702779.4376569105
2016-09-12,2016-09-12T00:00:00Z,859516.0246441984
2016-09-13,2016-09-13T00:00:00Z,583898.2166778687
2016-09-14,2016-09-14T00:00:00Z,424741.7246075528
2016-09-15,2016-09-15T00:00:00Z,333224.9257275542
2016-09-16,2016-09-16T00:00:00Z,1804272.6388382085
2016-09-17,2016-09-17T00:00:00Z,383731.6587500842
2016-09-18,2016-09-18T00:00:00Z,1303981.7933050771
2016-09-19,2016-09-19T00:00:00Z,627604.5967817717
2016-09-20,2016-09-20T00:00:00Z,3126148.271858232
2016-09-21,2016-09-21T00:00:00Z,2406283.9161935663
2016-09-22,2016-09-22T00:00:00Z,1696341.1004600364
2016-09-23,2016-09-23T00:00:00Z,1413673.6912612277
2016-09-24,2016-09-24T00:00:00Z,870411.1912783385
2016-09-25,2016-09-25T00:00:00Z,1606959.4559997588
2016-09-26,2016-09-26T00:00:00Z,579399.8385314483
2016-09-27,2016-09-27T00:00:00Z,810735.877233258
2016-09-28,2016-09-28T00:00:00Z,2073446.0075584468
2016-09-29,2016-09-29T00:00:00Z,1161212.531370531
2016-09-30,2016-09-30T00:00:00Z,764387.2351138802
2016-10-01,2016-10-01T00:00:00Z,361475.6604157925
2016-10-02,2016-10-02T00:00:00Z,788101.2333812849
2016-10-03,2016-10-03T00:00:00Z,310406.26651925384
2016-10-04,2016-10-04T00:00:00Z,424753.45019226056
2016-10-05,2016-10-05T00:00:00Z,542144.0392096111
2016-10-06,2016-10-06T00:00:00Z,545698.7334384895
2016-10-07,2016-10-07T00:00:00Z,611876.3907669556
2016-10-08,2016-10-08T00:00:00Z,588049.3904543577
2016-10-09,2016-10-09T00:00:00Z,2028471.026007144
2016-10-10,2016-10-10T00:00:00Z,2272748.8855821816
2016-10-11,2016-10-11T00:00:00Z,1622025.0446327513
2016-10-12,2016-10-12T00:00:00Z,2270135.2123981253
2016-10-13,2016-10-13T00:00:00Z,581621.5462238739
2016-10-14,2016-10-14T00:00:00Z,2250821.7079159245
2016-10-15,2016-10-15T00:00:00Z,697497.1564526798
2016-10-16,2016-10-16T00:00:00Z,1749325.9022432177
2016-10-17,2016-10-17T00:00:00Z,1449365.9799648337
2016-10-18,2016-10-18T00:00:00Z,2771530.2338504475
2016-10-19,2016-10-19T00:00:00Z,343309.94348079246
2016-10-20,2016-10-20T00:00:00Z,423440.39510574186
2016-10-21,2016-10-21T00:00:00Z,276103.24421279907
2016-10-22,2016-10-22T00:00:00Z,273883.3006507618
2016-10-23,2016-10-23T00:00:00Z,200499.9862294657
2016-10-24,2016-10-24T00:00:00Z,288463.4878605018
2016-10-25,2016-10-25T00:00:00Z,647159.6244742476
2016-10-26,2016-10-26T00:00:00Z,512436.6632989519
2016-10-27,2016-10-27T00:00:00Z,615412.7343328643
2016-10-28,2016-10-28T00:00:00Z,795732.592803824
2016-10-29,2016-10-29T00:00:00Z,1281480.8357341182
2016-10-30,2016-10-30T00:00:00Z,1757439.9771696627
2016-10-31,2016-10-31T00:00:00Z,514963.9412471675
2016-11-01,2016-11-01T00:00:00Z,2312091.638250932
2016-11-02,2016-11-02T00:00:00Z,3899912.5668115
2016-11-03,2016-11-03T00:00:00Z,9618303.391666828
2016-11-04,2016-11-04T00:00:00Z,802561.6794022274
2016-11-05,2016-11-05T00:00:00Z,365515.1730628552
2016-11-06,2016-11-06T00:00:00Z,297008.92794343847
2016-11-07,2016-11-07T00:00:00Z,319398.15512501297
2016-11-08,2016-11-08T00:00:00Z,315662.5544067542
2016-11-09,2016-11-09T00:00:00Z,1670673.710815024
2016-11-10,2016-11-10T00:00:00Z,686279.4265505347
2016-11-11,2016-11-11T00:00:00Z,2013645.8749159584
2016-11-12,2016-11-12T00:00:00Z,603646.2642694273
2016-11-13,2016-11-13T00:00:00Z,930058.5598208512
2016-11-14,2016-11-14T00:00:00Z,226960.68106644825
2016-11-15,2016-11-15T00:00:00Z,424490.702792687
2016-11-16,2016-11-16T00:00:00Z,528773.2889289587
2016-11-17,2016-11-17T00:00:00Z,2430787.9734275234
2016-11-18,2016-11-18T00:00:00Z,551161.6119373885
2016-11-19,2016-11-19T00:00:00Z,407301.6037894184
