date,Exchange Withdrawing Addresses
2015-12-24,79
2015-12-25,53
2015-12-26,50
2015-12-27,50
2015-12-28,85
2015-12-29,60
2015-12-30,58
2015-12-31,92
2016-01-01,71
2016-01-02,67
2016-01-03,88
2016-01-04,95
2016-01-05,66
2016-01-06,97
2016-01-07,125
2016-01-08,132
2016-01-09,118
2016-01-10,139
2016-01-11,186
2016-01-12,213
2016-01-13,164
2016-01-14,144
2016-01-15,280
2016-01-16,182
2016-01-17,157
2016-01-18,315
2016-01-19,223
2016-01-20,215
2016-01-21,231
2016-01-22,210
2016-01-23,377
2016-01-24,489
2016-01-25,541
2016-01-26,607
2016-01-27,522
2016-01-28,334
2016-01-29,365
2016-01-30,358
2016-01-31,400
2016-02-01,303
2016-02-02,258
2016-02-03,350
2016-02-04,322
2016-02-05,293
2016-02-06,225
2016-02-07,369
2016-02-08,503
2016-02-09,670
2016-02-10,1024
2016-02-11,1165
2016-02-12,1105
2016-02-13,753
2016-02-14,561
2016-02-15,623
2016-02-16,649
2016-02-17,682
2016-02-18,586
2016-02-19,467
2016-02-20,441
2016-02-21,362
2016-02-22,483
2016-02-23,563
2016-02-24,564
2016-02-25,791
2016-02-26,560
2016-02-27,530
2016-02-28,508
2016-02-29,529
2016-03-01,776
2016-03-02,1132
2016-03-03,1466
2016-03-04,1186
2016-03-05,1814
2016-03-06,1246
2016-03-07,1099
2016-03-08,994
2016-03-09,955
2016-03-10,1067
2016-03-11,938
2016-03-12,1472
2016-03-13,1667
2016-03-14,1961
2016-03-15,1581
2016-03-16,1250
2016-03-17,1433
2016-03-18,1361
2016-03-19,910
2016-03-20,854
2016-03-21,986
2016-03-22,817
2016-03-23,790
2016-03-24,843
2016-03-25,771
2016-03-26,652
2016-03-27,610
2016-03-28,918
2016-03-29,804
2016-03-30,1316
2016-03-31,787
2016-04-01,674
2016-04-02,624
2016-04-03,521
2016-04-04,706
2016-04-05,675
2016-04-06,615
2016-04-07,655
2016-04-08,418
2016-04-09,419
2016-04-10,578
2016-04-11,485
2016-04-12,627
2016-04-13,569
2016-04-14,419
2016-04-15,406
2016-04-16,299
2016-04-17,417
2016-04-18,391
2016-04-19,383
2016-04-20,577
2016-04-21,501
2016-04-22,566
2016-04-23,496
2016-04-24,385
2016-04-25,603
2016-04-26,630
2016-04-27,703
2016-04-28,578
2016-04-29,523
2016-04-30,1574
2016-05-01,1113
2016-05-02,1359
2016-05-03,1073
2016-05-04,1104
2016-05-05,1011
2016-05-06,1115
2016-05-07,965
2016-05-08,1321
2016-05-09,1458
2016-05-10,1269
2016-05-11,2128
2016-05-12,1990
2016-05-13,2473
2016-05-14,2139
2016-05-15,1091
2016-05-16,1138
2016-05-17,1798
2016-05-18,1697
2016-05-19,1698
2016-05-20,1787
2016-05-21,1413
2016-05-22,1141
2016-05-23,1351
2016-05-24,1498
2016-05-25,1554
2016-05-26,1678
2016-05-27,2964
2016-05-28,1868
2016-05-29,992
2016-05-30,903
2016-05-31,1141
2016-06-01,1015
2016-06-02,837
2016-06-03,876
2016-06-04,723
2016-06-05,650
2016-06-06,767
2016-06-07,871
2016-06-08,909
2016-06-09,847
2016-06-10,746
2016-06-11,709
2016-06-12,966
2016-06-13,1453
2016-06-14,1855
2016-06-15,1351
2016-06-16,1760
2016-06-17,2611
2016-06-18,2543
2016-06-19,1792
2016-06-20,1506
2016-06-21,1542
2016-06-22,1900
2016-06-23,1157
2016-06-24,973
2016-06-25,679
2016-06-26,656
2016-06-27,770
2016-06-28,1169
2016-06-29,941
2016-06-30,764
2016-07-01,790
2016-07-02,580
2016-07-03,551
2016-07-04,667
2016-07-05,1219
2016-07-06,795
2016-07-07,760
2016-07-08,737
2016-07-09,657
2016-07-10,515
2016-07-11,640
2016-07-12,769
2016-07-13,630
2016-07-14,749
2016-07-15,918
2016-07-16,583
2016-07-17,617
2016-07-18,716
2016-07-19,848
2016-07-20,898
2016-07-21,1054
2016-07-22,1646
2016-07-23,1190
2016-07-24,2137
2016-07-25,2167
2016-07-26,2854
2016-07-27,2419
2016-07-28,1785
2016-07-29,1554
2016-07-30,1131
2016-07-31,1344
2016-08-01,1662
2016-08-02,2760
2016-08-03,2419
2016-08-04,1828
2016-08-05,1437
2016-08-06,1286
2016-08-07,1167
2016-08-08,1311
2016-08-09,1664
2016-08-10,1719
2016-08-11,1530
2016-08-12,1202
2016-08-13,961
2016-08-14,1034
2016-08-15,1065
2016-08-16,1011
2016-08-17,1021
2016-08-18,984
2016-08-19,875
2016-08-20,895
2016-08-21,1032
2016-08-22,784
2016-08-23,1080
2016-08-24,879
2016-08-25,1053
2016-08-26,1032
2016-08-27,736
2016-08-28,852
2016-08-29,1041
2016-08-30,1076
2016-08-31,1208
2016-09-01,1441
2016-09-02,1069
2016-09-03,1071
2016-09-04,1003
2016-09-05,922
2016-09-06,1002
2016-09-07,1104
2016-09-08,1218
2016-09-09,1131
2016-09-10,893
2016-09-11,977
2016-09-12,1032
2016-09-13,1034
2016-09-14,910
2016-09-15,951
2016-09-16,1065
2016-09-17,964
2016-09-18,965
2016-09-19,714
2016-09-20,2600
2016-09-21,1460
2016-09-22,1100
2016-09-23,1065
2016-09-24,944
2016-09-25,1321
2016-09-26,989
2016-09-27,1129
2016-09-28,983
2016-09-29,2485
2016-09-30,1084
2016-10-01,1021
2016-10-02,1001
2016-10-03,1132
2016-10-04,999
2016-10-05,1005
2016-10-06,1107
2016-10-07,1246
2016-10-08,1069
2016-10-09,1135
2016-10-10,1404
2016-10-11,988
2016-10-12,733
2016-10-13,643
2016-10-14,827
2016-10-15,821
2016-10-16,1084
2016-10-17,1003
2016-10-18,1032
2016-10-19,867
2016-10-20,1064
2016-10-21,866
2016-10-22,830
2016-10-23,821
2016-10-24,901
2016-10-25,1073
2016-10-26,970
2016-10-27,1005
2016-10-28,1010
2016-10-29,1088
2016-10-30,971
2016-10-31,1025
2016-11-01,1229
2016-11-02,1082
2016-11-03,1238
2016-11-04,1003
2016-11-05,884
2016-11-06,999
2016-11-07,1110
2016-11-08,1102
2016-11-09,1327
2016-11-10,1016
2016-11-11,1430
2016-11-12,1166
2016-11-13,933
2016-11-14,984
2016-11-15,1223
2016-11-16,1007
2016-11-17,1130
2016-11-18,1151
2016-11-19,906
2016-11-20,904
2016-11-21,880
2016-11-22,803
2016-11-23,625
2016-11-24,437
2016-11-25,479
2016-11-26,473
2016-11-27,571
2016-11-28,698
2016-11-29,781
2016-11-30,784
2016-12-01,578
2016-12-02,776
2016-12-03,591
2016-12-04,501
2016-12-05,787
2016-12-06,1123
2016-12-07,884
2016-12-08,634
2016-12-09,586
2016-12-10,502
2016-12-11,427
2016-12-12,556
2016-12-13,606
2016-12-14,572
2016-12-15,664
2016-12-16,542
2016-12-17,703
2016-12-18,396
2016-12-19,563
2016-12-20,604
2016-12-21,671
2016-12-22,738
2016-12-23,745
2016-12-24,507
2016-12-25,462
2016-12-26,580
2016-12-27,624
2016-12-28,780
2016-12-29,949
2016-12-30,730
2016-12-31,530
2017-01-01,527
2017-01-02,747
2017-01-03,1068
2017-01-04,1452
2017-01-05,1334
2017-01-06,1108
2017-01-07,830
2017-01-08,828
2017-01-09,896
2017-01-10,779
2017-01-11,900
2017-01-12,795
2017-01-13,613
2017-01-14,565
2017-01-15,574
2017-01-16,633
2017-01-17,790
2017-01-18,711
2017-01-19,785
2017-01-20,686
2017-01-21,715
2017-01-22,729
2017-01-23,655
2017-01-24,639
2017-01-25,602
2017-01-26,681
2017-01-27,604
2017-01-28,510
2017-01-29,505
2017-01-30,546
2017-01-31,649
2017-02-01,785
2017-02-02,784
2017-02-03,681
2017-02-04,833
2017-02-05,589
2017-02-06,706
2017-02-07,773
2017-02-08,945
2017-02-09,874
2017-02-10,815
2017-02-11,659
2017-02-12,707
2017-02-13,821
2017-02-14,1478
2017-02-15,1318
2017-02-16,1047
2017-02-17,929
2017-02-18,941
2017-02-19,804
2017-02-20,841
2017-02-21,1043
2017-02-22,876
2017-02-23,929
2017-02-24,1124
2017-02-25,1008
2017-02-26,1255
2017-02-27,1582
2017-02-28,2149
2017-03-01,1887
2017-03-02,2618
2017-03-03,2610
2017-03-04,1784
2017-03-05,1385
2017-03-06,1596
2017-03-07,1550
2017-03-08,1799
2017-03-09,1883
2017-03-10,1824
2017-03-11,2140
2017-03-12,2426
2017-03-13,3956
2017-03-14,2842
2017-03-15,3833
2017-03-16,6517
2017-03-17,7021
2017-03-18,5062
2017-03-19,3872
2017-03-20,3740
2017-03-21,3245
2017-03-22,3365
2017-03-23,3169
2017-03-24,4710
2017-03-25,4375
2017-03-26,3054
2017-03-27,3698
2017-03-28,3715
2017-03-29,4133
2017-03-30,3873
2017-03-31,4346
2017-04-01,3110
2017-04-02,3988
2017-04-03,4778
2017-04-04,3914
2017-04-05,3687
2017-04-06,3995
2017-04-07,3117
2017-04-08,2466
2017-04-09,2273
2017-04-10,2815
2017-04-11,2751
2017-04-12,2847
2017-04-13,3377
2017-04-14,2870
2017-04-15,2433
2017-04-16,1817
2017-04-17,2405
2017-04-18,3162
2017-04-19,3613
2017-04-20,3085
2017-04-21,2629
2017-04-22,2316
2017-04-23,2486
2017-04-24,3357
2017-04-25,3046
2017-04-26,3798
2017-04-27,4613
2017-04-28,5441
2017-04-29,4073
2017-04-30,4319
2017-05-01,5773
2017-05-02,5414
2017-05-03,4376
2017-05-04,6133
2017-05-05,6052
2017-05-06,4361
2017-05-07,4834
2017-05-08,6716
2017-05-09,6784
2017-05-10,5971
2017-05-11,5333
2017-05-12,4933
2017-05-13,4394
2017-05-14,5595
2017-05-15,6180
2017-05-16,5730
2017-05-17,8778
2017-05-18,7276
2017-05-19,9951
2017-05-20,7202
2017-05-21,9052
2017-05-22,13331
2017-05-23,11472
2017-05-24,13405
2017-05-25,13783
2017-05-26,11253
2017-05-27,9263
2017-05-28,8173
2017-05-29,9580
2017-05-30,14151
2017-05-31,17394
2017-06-01,12339
2017-06-02,10457
2017-06-03,9833
2017-06-04,11060
2017-06-05,12397
2017-06-06,13011
2017-06-07,12341
2017-06-08,11647
2017-06-09,12984
2017-06-10,16740
2017-06-11,21350
2017-06-12,25205
2017-06-13,21175
2017-06-14,15628
2017-06-15,17444
2017-06-16,14559
2017-06-17,13569
2017-06-18,14146
2017-06-19,18949
2017-06-20,21060
2017-06-21,9799
2017-06-22,14757
2017-06-23,20712
2017-06-24,14176
2017-06-25,15548
2017-06-26,16566
2017-06-27,13050
2017-06-28,13927
2017-06-29,14164
2017-06-30,12106
2017-07-01,12184
2017-07-02,11323
2017-07-03,15144
2017-07-04,14370
2017-07-05,13106
2017-07-06,12061
2017-07-07,12865
2017-07-08,9725
2017-07-09,8610
2017-07-10,11711
2017-07-11,16248
2017-07-12,14829
2017-07-13,11813
2017-07-14,11485
2017-07-15,10699
2017-07-16,11876
2017-07-17,12921
2017-07-18,13968
2017-07-19,12692
2017-07-20,10820
2017-07-21,10447
2017-07-22,8822
2017-07-23,10545
2017-07-24,12239
2017-07-25,12257
2017-07-26,10130
2017-07-27,12053
2017-07-28,11267
2017-07-29,9303
2017-07-30,7781
2017-07-31,11320
2017-08-01,12823
2017-08-02,13991
2017-08-03,15184
2017-08-04,14266
2017-08-05,14561
2017-08-06,14187
2017-08-07,17581
2017-08-08,17456
2017-08-09,17241
2017-08-10,17787
2017-08-11,20049
2017-08-12,16204
2017-08-13,18275
2017-08-14,22033
2017-08-15,25454
2017-08-16,24255
2017-08-17,26735
2017-08-18,24223
2017-08-19,16950
2017-08-20,16127
2017-08-21,23199
2017-08-22,20077
2017-08-23,21485
2017-08-24,20937
2017-08-25,22425
2017-08-26,16469
2017-08-27,17743
2017-08-28,23683
2017-08-29,27614
2017-08-30,26971
2017-08-31,27177
2017-09-01,23323
2017-09-02,18860
2017-09-03,16298
2017-09-04,25011
2017-09-05,25072
2017-09-06,25866
2017-09-07,20468
2017-09-08,21329
2017-09-09,19616
2017-09-10,16169
2017-09-11,21440
2017-09-12,23246
2017-09-13,19261
2017-09-14,20742
2017-09-15,27973
2017-09-16,17170
2017-09-17,13540
2017-09-18,22415
2017-09-19,21228
2017-09-20,16141
2017-09-21,14114
2017-09-22,12685
2017-09-23,11590
2017-09-24,11221
2017-09-25,14034
2017-09-26,13727
2017-09-27,15412
2017-09-28,16549
2017-09-29,13450
2017-09-30,13454
2017-10-01,13720
2017-10-02,17592
2017-10-03,17221
2017-10-04,15055
2017-10-05,16389
2017-10-06,15145
2017-10-07,12965
2017-10-08,14125
2017-10-09,14562
2017-10-10,18386
2017-10-11,15229
2017-10-12,16808
2017-10-13,21396
2017-10-14,15785
2017-10-15,15732
2017-10-16,15472
2017-10-17,18573
2017-10-18,16742
2017-10-19,15874
2017-10-20,15375
2017-10-21,13425
2017-10-22,11580
2017-10-23,17194
2017-10-24,19206
2017-10-25,15049
2017-10-26,14481
2017-10-27,14168
2017-10-28,12920
2017-10-29,13980
2017-10-30,16354
2017-10-31,16710
2017-11-01,18041
2017-11-02,22750
2017-11-03,18817
2017-11-04,14515
2017-11-05,13499
2017-11-06,16401
2017-11-07,17488
2017-11-08,21153
2017-11-09,23677
2017-11-10,20352
2017-11-11,16773
2017-11-12,24042
2017-11-13,23201
2017-11-14,27653
2017-11-15,32535
2017-11-16,24139
2017-11-17,23648
2017-11-18,21388
2017-11-19,22757
2017-11-20,28107
2017-11-21,30320
2017-11-22,31074
2017-11-23,33175
2017-11-24,33280
2017-11-25,29315
2017-11-26,28822
2017-11-27,39695
2017-11-28,40725
2017-11-29,46561
2017-11-30,36838
2017-12-01,32123
2017-12-02,27176
2017-12-03,30807
2017-12-04,37471
2017-12-05,35770
2017-12-06,42236
2017-12-07,37034
2017-12-08,63427
2017-12-09,56208
2017-12-10,39350
2017-12-11,37780
2017-12-12,51619
2017-12-13,59050
2017-12-14,58919
2017-12-15,50133
2017-12-16,46695
2017-12-17,49907
2017-12-18,57570
2017-12-19,70398
2017-12-20,62855
2017-12-21,66099
2017-12-22,63099
2017-12-23,51534
2017-12-24,44253
2017-12-25,46449
2017-12-26,50660
2017-12-27,59701
2017-12-28,58608
2017-12-29,70827
2017-12-30,65515
2017-12-31,57631
2018-01-01,56937
2018-01-02,83973
2018-01-03,93226
2018-01-04,110503
2018-01-05,110491
2018-01-06,89083
2018-01-07,99837
2018-01-08,105807
2018-01-09,108885
2018-01-10,109788
2018-01-11,94962
2018-01-12,85833
2018-01-13,87670
2018-01-14,72792
2018-01-15,95637
2018-01-16,94861
2018-01-17,84484
2018-01-18,79907
2018-01-19,76003
2018-01-20,66978
2018-01-21,58535
2018-01-22,65758
2018-01-23,61781
2018-01-24,69141
2018-01-25,66632
2018-01-26,57744
2018-01-27,51491
2018-01-28,66050
2018-01-29,72867
2018-01-30,69292
2018-01-31,67760
2018-02-01,78528
2018-02-02,70078
2018-02-03,51587
2018-02-04,42692
2018-02-05,59987
2018-02-06,58943
2018-02-07,50308
2018-02-08,32184
2018-02-09,40978
2018-02-10,46678
2018-02-11,36604
2018-02-12,42230
2018-02-13,39720
2018-02-14,40963
2018-02-15,40519
2018-02-16,34780
2018-02-17,35419
2018-02-18,34306
2018-02-19,37233
2018-02-20,42570
2018-02-21,39154
2018-02-22,34466
2018-02-23,32407
2018-02-24,27747
2018-02-25,28765
2018-02-26,40277
2018-02-27,41264
2018-02-28,42452
2018-03-01,38581
2018-03-02,41349
2018-03-03,36718
2018-03-04,26861
2018-03-05,38129
2018-03-06,39513
2018-03-07,35667
2018-03-08,34179
2018-03-09,32137
2018-03-10,22245
2018-03-11,23759
2018-03-12,29719
2018-03-13,32406
2018-03-14,32700
2018-03-15,34505
2018-03-16,28472
2018-03-17,22069
2018-03-18,33644
2018-03-19,33988
2018-03-20,30406
2018-03-21,36180
2018-03-22,28947
2018-03-23,39535
2018-03-24,26449
2018-03-25,23099
2018-03-26,31666
2018-03-27,37167
2018-03-28,30371
2018-03-29,32369
2018-03-30,28423
2018-03-31,22852
2018-04-01,20998
2018-04-02,26252
2018-04-03,30237
2018-04-04,25654
2018-04-05,41381
2018-04-06,22454
2018-04-07,22043
2018-04-08,27959
2018-04-09,27639
2018-04-10,26945
2018-04-11,27433
2018-04-12,40540
2018-04-13,41344
2018-04-14,32032
2018-04-15,29927
2018-04-16,30434
2018-04-17,32511
2018-04-18,33046
2018-04-19,38238
2018-04-20,38582
2018-04-21,32839
2018-04-22,37335
2018-04-23,44753
2018-04-24,53968
2018-04-25,47178
2018-04-26,43730
2018-04-27,39546
2018-04-28,38881
2018-04-29,40897
2018-04-30,44641
2018-05-01,42485
2018-05-02,48606
2018-05-03,50641
2018-05-04,48978
2018-05-05,40326
2018-05-06,34430
2018-05-07,39517
2018-05-08,42943
2018-05-09,46274
2018-05-10,51398
2018-05-11,43274
2018-05-12,35369
2018-05-13,33949
2018-05-14,45248
2018-05-15,43107
2018-05-16,42298
2018-05-17,39343
2018-05-18,36065
2018-05-19,28912
2018-05-20,28713
2018-05-21,36246
2018-05-22,35459
2018-05-23,39657
2018-05-24,39604
2018-05-25,39117
2018-05-26,34212
2018-05-27,31074
2018-05-28,43741
2018-05-29,44608
2018-05-30,47378
2018-05-31,60605
2018-06-01,38687
2018-06-02,33332
2018-06-03,29007
2018-06-04,41649
2018-06-05,38864
2018-06-06,39352
2018-06-07,36127
2018-06-08,33561
2018-06-09,26885
2018-06-10,29930
2018-06-11,32372
2018-06-12,33096
2018-06-13,37876
2018-06-14,35935
2018-06-15,36559
2018-06-16,24360
2018-06-17,23972
2018-06-18,32167
2018-06-19,34382
2018-06-20,42137
2018-06-21,39025
2018-06-22,36190
2018-06-23,28153
2018-06-24,24210
2018-06-25,50848
2018-06-26,24374
2018-06-27,44430
2018-06-28,33028
2018-06-29,27244
2018-06-30,20364
2018-07-01,18570
2018-07-02,23844
2018-07-03,24422
2018-07-04,23120
2018-07-05,32718
2018-07-06,28578
2018-07-07,22883
2018-07-08,25056
2018-07-09,27853
2018-07-10,27297
2018-07-11,24618
2018-07-12,27492
2018-07-13,25697
2018-07-14,20846
2018-07-15,19318
2018-07-16,32402
2018-07-17,35814
2018-07-18,35577
2018-07-19,33342
2018-07-20,35750
2018-07-21,27967
2018-07-22,26411
2018-07-23,41437
2018-07-24,37237
2018-07-25,33692
2018-07-26,27933
2018-07-27,28215
2018-07-28,23789
2018-07-29,21312
2018-07-30,27322
2018-07-31,26572
2018-08-01,23601
2018-08-02,27819
2018-08-03,25871
2018-08-04,19339
2018-08-05,19663
2018-08-06,36352
2018-08-07,37179
2018-08-08,42592
2018-08-09,37871
2018-08-10,35737
2018-08-11,24375
2018-08-12,18725
2018-08-13,28682
2018-08-14,31175
2018-08-15,29703
2018-08-16,23264
2018-08-17,27200
2018-08-18,15526
2018-08-19,13321
2018-08-20,19195
2018-08-21,23208
2018-08-22,25519
2018-08-23,24414
2018-08-24,22428
2018-08-25,23320
2018-08-26,23955
2018-08-27,21766
2018-08-28,24641
2018-08-29,24307
2018-08-30,22903
2018-08-31,22376
2018-09-01,18386
2018-09-02,17273
2018-09-03,23151
2018-09-04,26935
2018-09-05,28506
2018-09-06,32192
2018-09-07,26099
2018-09-08,20690
2018-09-09,21016
2018-09-10,25792
2018-09-11,28636
2018-09-12,26544
2018-09-13,24134
2018-09-14,22066
2018-09-15,18190
2018-09-16,18101
2018-09-17,23425
2018-09-18,22508
2018-09-19,22298
2018-09-20,20766
2018-09-21,24793
2018-09-22,18728
2018-09-23,17162
2018-09-24,18303
2018-09-25,22011
2018-09-26,21907
2018-09-27,23642
2018-09-28,23414
2018-09-29,17927
2018-09-30,19706
2018-10-01,20804
2018-10-02,20270
2018-10-03,19827
2018-10-04,21636
2018-10-05,24763
2018-10-06,18126
2018-10-07,17040
2018-10-08,22214
2018-10-09,20338
2018-10-10,21079
2018-10-11,25422
2018-10-12,25135
2018-10-13,16816
2018-10-14,19555
2018-10-15,27756
2018-10-16,21902
2018-10-17,24064
2018-10-18,23400
2018-10-19,21292
2018-10-20,31870
2018-10-21,21704
2018-10-22,23939
2018-10-23,23090
2018-10-24,35318
2018-10-25,30294
2018-10-26,26830
2018-10-27,21755
2018-10-28,17191
2018-10-29,27171
2018-10-30,27048
2018-10-31,26238
2018-11-01,21578
2018-11-02,21682
2018-11-03,17438
2018-11-04,19023
2018-11-05,27723
2018-11-06,27881
2018-11-07,23951
2018-11-08,23874
2018-11-09,22044
2018-11-10,17862
2018-11-11,17114
2018-11-12,25258
2018-11-13,23349
2018-11-14,26314
2018-11-15,26876
2018-11-16,23855
2018-11-17,20123
2018-11-18,18953
2018-11-19,28619
2018-11-20,31095
2018-11-21,23583
2018-11-22,23004
2018-11-23,22900
2018-11-24,18971
2018-11-25,22328
2018-11-26,23850
2018-11-27,19622
2018-11-28,21453
2018-11-29,22863
2018-11-30,26424
2018-12-01,17260
2018-12-02,14532
2018-12-03,19640
2018-12-04,20174
2018-12-05,21733
2018-12-06,22479
2018-12-07,24817
2018-12-08,15966
2018-12-09,15032
2018-12-10,18389
2018-12-11,20179
2018-12-12,20206
2018-12-13,22331
2018-12-14,20532
2018-12-15,16417
2018-12-16,15011
2018-12-17,19745
2018-12-18,20138
2018-12-19,25726
2018-12-20,22254
2018-12-21,22829
2018-12-22,15908
2018-12-23,18646
2018-12-24,23902
2018-12-25,20082
2018-12-26,19720
2018-12-27,19885
2018-12-28,21186
2018-12-29,17882
2018-12-30,16455
2018-12-31,18265
2019-01-01,15695
2019-01-02,22155
2019-01-03,20231
2019-01-04,21839
2019-01-05,16518
2019-01-06,17514
2019-01-07,20352
2019-01-08,20928
2019-01-09,20507
2019-01-10,24469
2019-01-11,20717
2019-01-12,14584
2019-01-13,22862
2019-01-14,23092
2019-01-15,18993
2019-01-16,18558
2019-01-17,17402
2019-01-18,16859
2019-01-19,16437
2019-01-20,15584
2019-01-21,17918
2019-01-22,18482
2019-01-23,18265
2019-01-24,17521
2019-01-25,23818
2019-01-26,14704
2019-01-27,17314
2019-01-28,21105
2019-01-29,19098
2019-01-30,18764
2019-01-31,18311
2019-02-01,16585
2019-02-02,13501
2019-02-03,12551
2019-02-04,12808
2019-02-05,13442
2019-02-06,14667
2019-02-07,12896
2019-02-08,14012
2019-02-09,11814
2019-02-10,11844
2019-02-11,15078
2019-02-12,15242
2019-02-13,19988
2019-02-14,15431
2019-02-15,17351
2019-02-16,16176
2019-02-17,16201
2019-02-18,25659
2019-02-19,25978
2019-02-20,20952
2019-02-21,19984
2019-02-22,19993
2019-02-23,18535
2019-02-24,22053
2019-02-25,27598
2019-02-26,22917
2019-02-27,23318
2019-02-28,24761
2019-03-01,17691
2019-03-02,18193
2019-03-03,17076
2019-03-04,22114
2019-03-05,24158
2019-03-06,22402
2019-03-07,21922
2019-03-08,25227
2019-03-09,20824
2019-03-10,20176
2019-03-11,24230
2019-03-12,23800
2019-03-13,23028
2019-03-14,23722
2019-03-15,22346
2019-03-16,18751
2019-03-17,18019
2019-03-18,26214
2019-03-19,36357
2019-03-20,29619
2019-03-21,26311
2019-03-22,27867
2019-03-23,22804
2019-03-24,22422
2019-03-25,29075
2019-03-26,29829
2019-03-27,32445
2019-03-28,36302
2019-03-29,35978
2019-03-30,30090
2019-03-31,25889
2019-04-01,38566
2019-04-02,46036
2019-04-03,39196
2019-04-04,31709
2019-04-05,24984
2019-04-06,22866
2019-04-07,26213
2019-04-08,33600
2019-04-09,33785
2019-04-10,32489
2019-04-11,34143
2019-04-12,27433
2019-04-13,23380
2019-04-14,22043
2019-04-15,25447
2019-04-16,25324
2019-04-17,25260
2019-04-18,25903
2019-04-19,25201
2019-04-20,21962
2019-04-21,22240
2019-04-22,31157
2019-04-23,28731
2019-04-24,30924
2019-04-25,31943
2019-04-26,31543
2019-04-27,23470
2019-04-28,22906
2019-04-29,27289
2019-04-30,30618
2019-05-01,26489
2019-05-02,25216
2019-05-03,26984
2019-05-04,24499
2019-05-05,27995
2019-05-06,30585
2019-05-07,29476
2019-05-08,30324
2019-05-09,32529
2019-05-10,37152
2019-05-11,30456
2019-05-12,30555
2019-05-13,36106
2019-05-14,41934
2019-05-15,47671
2019-05-16,59929
2019-05-17,46073
2019-05-18,38515
2019-05-19,32799
2019-05-20,40920
2019-05-21,40742
2019-05-22,41702
2019-05-23,45825
2019-05-24,38022
2019-05-25,32783
2019-05-26,40750
2019-05-27,48134
2019-05-28,43204
2019-05-29,40864
2019-05-30,48859
2019-05-31,47464
2019-06-01,35546
2019-06-02,31694
2019-06-03,36826
2019-06-04,39229
2019-06-05,35524
2019-06-06,31233
2019-06-07,28580
2019-06-08,27841
2019-06-09,27988
2019-06-10,32712
2019-06-11,32734
2019-06-12,31809
2019-06-13,34549
2019-06-14,35542
2019-06-15,30945
2019-06-16,28388
2019-06-17,34324
2019-06-18,33566
2019-06-19,34804
2019-06-20,36093
2019-06-21,39058
2019-06-22,40256
2019-06-23,34644
2019-06-24,40646
2019-06-25,42587
2019-06-26,52310
2019-06-27,50762
2019-06-28,44681
2019-06-29,34276
2019-06-30,29127
2019-07-01,31102
2019-07-02,31900
2019-07-03,30553
2019-07-04,29622
2019-07-05,28271
2019-07-06,24657
2019-07-07,22742
2019-07-08,29309
2019-07-09,31790
2019-07-10,29517
2019-07-11,29017
2019-07-12,24930
2019-07-13,20432
