date,timestamp_utc,Fees Burnt USD (Total)
2023-07-17,2023-07-17T00:00:00Z,4331899.326064492
2023-07-18,2023-07-18T00:00:00Z,5957379.388768185
2023-07-19,2023-07-19T00:00:00Z,5029758.66958068
2023-07-20,2023-07-20T00:00:00Z,5229663.197374284
2023-07-21,2023-07-21T00:00:00Z,5656887.630565391
2023-07-22,2023-07-22T00:00:00Z,3673173.591458946
2023-07-23,2023-07-23T00:00:00Z,3940964.690683815
2023-07-24,2023-07-24T00:00:00Z,6212200.21600653
2023-07-25,2023-07-25T00:00:00Z,5768361.104914723
2023-07-26,2023-07-26T00:00:00Z,5224395.124714976
2023-07-27,2023-07-27T00:00:00Z,6037215.412311853
2023-07-28,2023-07-28T00:00:00Z,7363539.046936998
2023-07-29,2023-07-29T00:00:00Z,4289905.333842623
2023-07-30,2023-07-30T00:00:00Z,3889635.140915672
2023-07-31,2023-07-31T00:00:00Z,4700036.120062777
2023-08-01,2023-08-01T00:00:00Z,4575056.246614667
2023-08-02,2023-08-02T00:00:00Z,4682791.617392081
2023-08-03,2023-08-03T00:00:00Z,4373203.071510928
2023-08-04,2023-08-04T00:00:00Z,3782024.579123384
2023-08-05,2023-08-05T00:00:00Z,3155230.104543668
2023-08-06,2023-08-06T00:00:00Z,2828544.128389932
2023-08-07,2023-08-07T00:00:00Z,4543168.256977856
2023-08-08,2023-08-08T00:00:00Z,4753478.514178774
2023-08-09,2023-08-09T00:00:00Z,4353761.522383963
2023-08-10,2023-08-10T00:00:00Z,4406339.501932833
2023-08-11,2023-08-11T00:00:00Z,3690705.489491322
2023-08-12,2023-08-12T00:00:00Z,2810035.71720603
2023-08-13,2023-08-13T00:00:00Z,2782092.224259997
2023-08-14,2023-08-14T00:00:00Z,4143384.449017864
2023-08-15,2023-08-15T00:00:00Z,5015882.019856727
2023-08-16,2023-08-16T00:00:00Z,5807664.324320774
2023-08-17,2023-08-17T00:00:00Z,6891560.532021791
2023-08-18,2023-08-18T00:00:00Z,4422844.317652246
2023-08-19,2023-08-19T00:00:00Z,2591517.8712381977
2023-08-20,2023-08-20T00:00:00Z,2694809.1493066326
2023-08-21,2023-08-21T00:00:00Z,4048162.3451130586
2023-08-22,2023-08-22T00:00:00Z,5481948.734559711
2023-08-23,2023-08-23T00:00:00Z,4059036.217383731
2023-08-24,2023-08-24T00:00:00Z,3559725.8922914825
2023-08-25,2023-08-25T00:00:00Z,3985737.605727778
2023-08-26,2023-08-26T00:00:00Z,2281644.9315908444
2023-08-27,2023-08-27T00:00:00Z,2255233.779021988
2023-08-28,2023-08-28T00:00:00Z,4639877.454430249
2023-08-29,2023-08-29T00:00:00Z,5874286.429102222
2023-08-30,2023-08-30T00:00:00Z,4183949.6385017983
2023-08-31,2023-08-31T00:00:00Z,3876121.259513008
2023-09-01,2023-09-01T00:00:00Z,3113976.100416015
2023-09-02,2023-09-02T00:00:00Z,2115173.955549233
2023-09-03,2023-09-03T00:00:00Z,2102317.8943374623
2023-09-04,2023-09-04T00:00:00Z,2773107.1319513614
2023-09-05,2023-09-05T00:00:00Z,3034831.940021489
2023-09-06,2023-09-06T00:00:00Z,3349146.5423660977
2023-09-07,2023-09-07T00:00:00Z,3303988.7863584794
2023-09-08,2023-09-08T00:00:00Z,2769152.802136357
2023-09-09,2023-09-09T00:00:00Z,1831347.0271506447
2023-09-10,2023-09-10T00:00:00Z,1661078.719533858
2023-09-11,2023-09-11T00:00:00Z,3514396.5522615216
2023-09-12,2023-09-12T00:00:00Z,2615916.3065666915
2023-09-13,2023-09-13T00:00:00Z,3204568.056213561
2023-09-14,2023-09-14T00:00:00Z,3171705.694920134
2023-09-15,2023-09-15T00:00:00Z,2900238.9003293063
2023-09-16,2023-09-16T00:00:00Z,1798444.996172125
2023-09-17,2023-09-17T00:00:00Z,1558279.6738438644
2023-09-18,2023-09-18T00:00:00Z,2769079.994297916
2023-09-19,2023-09-19T00:00:00Z,2214133.340429683
2023-09-20,2023-09-20T00:00:00Z,2545240.8517211275
2023-09-21,2023-09-21T00:00:00Z,3204029.5616244003
2023-09-22,2023-09-22T00:00:00Z,1625259.9302534517
2023-09-23,2023-09-23T00:00:00Z,1359249.879733568
2023-09-24,2023-09-24T00:00:00Z,1280727.7240160515
2023-09-25,2023-09-25T00:00:00Z,2140874.199913681
2023-09-26,2023-09-26T00:00:00Z,2500175.487251732
2023-09-27,2023-09-27T00:00:00Z,2047210.7149513443
2023-09-28,2023-09-28T00:00:00Z,2023940.9377818403
2023-09-29,2023-09-29T00:00:00Z,1717551.7557562164
2023-09-30,2023-09-30T00:00:00Z,1467364.7833905916
2023-10-01,2023-10-01T00:00:00Z,1455804.6861486551
2023-10-02,2023-10-02T00:00:00Z,2863101.5813481617
2023-10-03,2023-10-03T00:00:00Z,2023015.169192365
2023-10-04,2023-10-04T00:00:00Z,1664708.3479899396
2023-10-05,2023-10-05T00:00:00Z,1519416.3402988105
2023-10-06,2023-10-06T00:00:00Z,1412131.05100488
2023-10-07,2023-10-07T00:00:00Z,1072189.524285593
2023-10-08,2023-10-08T00:00:00Z,1099693.2016702984
2023-10-09,2023-10-09T00:00:00Z,1386232.780384228
2023-10-10,2023-10-10T00:00:00Z,1267923.583614746
2023-10-11,2023-10-11T00:00:00Z,1329968.9510106333
2023-10-12,2023-10-12T00:00:00Z,1385448.5707762016
2023-10-13,2023-10-13T00:00:00Z,1356938.5957953015
2023-10-14,2023-10-14T00:00:00Z,913273.8204291082
2023-10-15,2023-10-15T00:00:00Z,978923.4598430418
2023-10-16,2023-10-16T00:00:00Z,1947756.849252439
2023-10-17,2023-10-17T00:00:00Z,1499906.1982817966
2023-10-18,2023-10-18T00:00:00Z,1626573.8326240943
2023-10-19,2023-10-19T00:00:00Z,1585754.9571564728
2023-10-20,2023-10-20T00:00:00Z,2300259.257738589
2023-10-21,2023-10-21T00:00:00Z,1489060.509952452
2023-10-22,2023-10-22T00:00:00Z,1498886.5203991134
2023-10-23,2023-10-23T00:00:00Z,3980113.003859233
2023-10-24,2023-10-24T00:00:00Z,5126294.617529285
2023-10-25,2023-10-25T00:00:00Z,4786728.637856511
2023-10-26,2023-10-26T00:00:00Z,4770776.443923014
2023-10-27,2023-10-27T00:00:00Z,3573688.099476471
2023-10-28,2023-10-28T00:00:00Z,2635421.166144688
2023-10-29,2023-10-29T00:00:00Z,2714528.8445507544
2023-10-30,2023-10-30T00:00:00Z,4264711.847465946
2023-10-31,2023-10-31T00:00:00Z,4740826.856947522
2023-11-01,2023-11-01T00:00:00Z,5189028.735765812
2023-11-02,2023-11-02T00:00:00Z,5009827.906817231
2023-11-03,2023-11-03T00:00:00Z,4353909.741068846
2023-11-04,2023-11-04T00:00:00Z,3266559.7962547736
2023-11-05,2023-11-05T00:00:00Z,3883423.432212705
2023-11-06,2023-11-06T00:00:00Z,6149230.063413806
2023-11-07,2023-11-07T00:00:00Z,5642480.922755332
2023-11-08,2023-11-08T00:00:00Z,6497422.0363238
2023-11-09,2023-11-09T00:00:00Z,11388499.0798465
2023-11-10,2023-11-10T00:00:00Z,8734682.584177442
2023-11-11,2023-11-11T00:00:00Z,6465486.648623559
2023-11-12,2023-11-12T00:00:00Z,6125495.1350528775
2023-11-13,2023-11-13T00:00:00Z,10248915.748638803
2023-11-14,2023-11-14T00:00:00Z,7752491.633532425
2023-11-15,2023-11-15T00:00:00Z,7593380.451521501
2023-11-16,2023-11-16T00:00:00Z,7322384.116940709
2023-11-17,2023-11-17T00:00:00Z,5897136.506482843
2023-11-18,2023-11-18T00:00:00Z,4626122.226381806
2023-11-19,2023-11-19T00:00:00Z,4413725.404536419
2023-11-20,2023-11-20T00:00:00Z,8624203.907710789
2023-11-21,2023-11-21T00:00:00Z,8360991.1185221905
2023-11-22,2023-11-22T00:00:00Z,8659016.989381142
2023-11-23,2023-11-23T00:00:00Z,7270911.01484783
2023-11-24,2023-11-24T00:00:00Z,6370568.817263394
2023-11-25,2023-11-25T00:00:00Z,5008890.798997347
2023-11-26,2023-11-26T00:00:00Z,5356673.355431338
2023-11-27,2023-11-27T00:00:00Z,7011839.7551413765
2023-11-28,2023-11-28T00:00:00Z,8707692.819280427
2023-11-29,2023-11-29T00:00:00Z,8220909.78284923
2023-11-30,2023-11-30T00:00:00Z,9864373.048744086
2023-12-01,2023-12-01T00:00:00Z,9816673.84422288
2023-12-02,2023-12-02T00:00:00Z,7898643.940818803
2023-12-03,2023-12-03T00:00:00Z,7703445.440390521
2023-12-04,2023-12-04T00:00:00Z,11316051.98189284
2023-12-05,2023-12-05T00:00:00Z,13881442.494869985
2023-12-06,2023-12-06T00:00:00Z,13517215.862698654
2023-12-07,2023-12-07T00:00:00Z,12480193.681786662
2023-12-08,2023-12-08T00:00:00Z,10725554.792869387
2023-12-09,2023-12-09T00:00:00Z,8562950.255751682
2023-12-10,2023-12-10T00:00:00Z,7833647.040605669
2023-12-11,2023-12-11T00:00:00Z,8773077.156203518
2023-12-12,2023-12-12T00:00:00Z,10105148.17194098
2023-12-13,2023-12-13T00:00:00Z,11518744.559602922
2023-12-14,2023-12-14T00:00:00Z,11219465.185926167
2023-12-15,2023-12-15T00:00:00Z,13499690.506054154
2023-12-16,2023-12-16T00:00:00Z,12277516.849577028
2023-12-17,2023-12-17T00:00:00Z,9281719.930603623
2023-12-18,2023-12-18T00:00:00Z,13989114.589682892
2023-12-19,2023-12-19T00:00:00Z,12628732.047437057
2023-12-20,2023-12-20T00:00:00Z,12883432.541975688
2023-12-21,2023-12-21T00:00:00Z,9819333.58201397
2023-12-22,2023-12-22T00:00:00Z,8238459.507779497
2023-12-23,2023-12-23T00:00:00Z,5417337.606616212
2023-12-24,2023-12-24T00:00:00Z,5139591.43477838
2023-12-25,2023-12-25T00:00:00Z,5265512.012118199
2023-12-26,2023-12-26T00:00:00Z,4416150.597544255
2023-12-27,2023-12-27T00:00:00Z,6969000.571254935
2023-12-28,2023-12-28T00:00:00Z,7475747.712829574
2023-12-29,2023-12-29T00:00:00Z,5819636.275918703
2023-12-30,2023-12-30T00:00:00Z,4677019.654015715
2023-12-31,2023-12-31T00:00:00Z,3398650.6203527446
2024-01-01,2024-01-01T00:00:00Z,3018331.856031709
2024-01-02,2024-01-02T00:00:00Z,4718722.634246067
2024-01-03,2024-01-03T00:00:00Z,8049909.047476409
2024-01-04,2024-01-04T00:00:00Z,5396700.7790100975
2024-01-05,2024-01-05T00:00:00Z,4652749.205448501
2024-01-06,2024-01-06T00:00:00Z,4126232.8203407256
2024-01-07,2024-01-07T00:00:00Z,6952544.436641431
2024-01-08,2024-01-08T00:00:00Z,5952763.5743849045
2024-01-09,2024-01-09T00:00:00Z,5183285.46590277
2024-01-10,2024-01-10T00:00:00Z,10573308.04916118
2024-01-11,2024-01-11T00:00:00Z,8902962.569922663
2024-01-12,2024-01-12T00:00:00Z,6541948.314763431
2024-01-13,2024-01-13T00:00:00Z,4649825.986844567
2024-01-14,2024-01-14T00:00:00Z,8287291.648784741
2024-01-15,2024-01-15T00:00:00Z,5983104.362335382
2024-01-16,2024-01-16T00:00:00Z,8998319.719447022
2024-01-17,2024-01-17T00:00:00Z,9683939.358154643
2024-01-18,2024-01-18T00:00:00Z,8965565.063680554
2024-01-19,2024-01-19T00:00:00Z,7764197.697204665
2024-01-20,2024-01-20T00:00:00Z,4274100.987330689
2024-01-21,2024-01-21T00:00:00Z,3396947.0392765948
2024-01-22,2024-01-22T00:00:00Z,4432243.460450023
2024-01-23,2024-01-23T00:00:00Z,3630622.912726921
2024-01-24,2024-01-24T00:00:00Z,2929618.600065502
2024-01-25,2024-01-25T00:00:00Z,5761106.148050476
2024-01-26,2024-01-26T00:00:00Z,4687145.978342908
2024-01-27,2024-01-27T00:00:00Z,3155370.920202571
2024-01-28,2024-01-28T00:00:00Z,2892782.042548849
2024-01-29,2024-01-29T00:00:00Z,3440053.682569192
2024-01-30,2024-01-30T00:00:00Z,6670238.998642259
2024-01-31,2024-01-31T00:00:00Z,6031000.6845721165
2024-02-01,2024-02-01T00:00:00Z,6813417.264665974
2024-02-02,2024-02-02T00:00:00Z,5215985.023966518
2024-02-03,2024-02-03T00:00:00Z,4483419.660126013
2024-02-04,2024-02-04T00:00:00Z,3891989.27124169
2024-02-05,2024-02-05T00:00:00Z,4700142.887909791
2024-02-06,2024-02-06T00:00:00Z,9088981.766396236
2024-02-07,2024-02-07T00:00:00Z,10370565.26831725
2024-02-08,2024-02-08T00:00:00Z,14495129.233268209
2024-02-09,2024-02-09T00:00:00Z,17882385.50400973
2024-02-10,2024-02-10T00:00:00Z,9486193.216472114
2024-02-11,2024-02-11T00:00:00Z,7459807.037808719
2024-02-12,2024-02-12T00:00:00Z,11506356.663925065
2024-02-13,2024-02-13T00:00:00Z,8622421.323998747
2024-02-14,2024-02-14T00:00:00Z,7765131.154553288
2024-02-15,2024-02-15T00:00:00Z,10538242.900081707
2024-02-16,2024-02-16T00:00:00Z,8126638.001592961
2024-02-17,2024-02-17T00:00:00Z,5803742.189146032
2024-02-18,2024-02-18T00:00:00Z,6794195.166870858
2024-02-19,2024-02-19T00:00:00Z,10486448.208932778
2024-02-20,2024-02-20T00:00:00Z,11948254.857802412
2024-02-21,2024-02-21T00:00:00Z,12597754.369372685
2024-02-22,2024-02-22T00:00:00Z,15166286.3021556
2024-02-23,2024-02-23T00:00:00Z,12798354.975801824
2024-02-24,2024-02-24T00:00:00Z,8971817.215600142
2024-02-25,2024-02-25T00:00:00Z,9498670.14623633
2024-02-26,2024-02-26T00:00:00Z,13577220.056756746
2024-02-27,2024-02-27T00:00:00Z,16649442.83472654
2024-02-28,2024-02-28T00:00:00Z,21644809.266184945
2024-02-29,2024-02-29T00:00:00Z,24633098.826275945
2024-03-01,2024-03-01T00:00:00Z,19862092.31767605
2024-03-02,2024-03-02T00:00:00Z,17675139.813815575
2024-03-03,2024-03-03T00:00:00Z,18982008.47402006
2024-03-04,2024-03-04T00:00:00Z,30852059.24994783
2024-03-05,2024-03-05T00:00:00Z,34957033.893403314
2024-03-06,2024-03-06T00:00:00Z,31558592.25040469
2024-03-07,2024-03-07T00:00:00Z,28447723.94186453
2024-03-08,2024-03-08T00:00:00Z,25068406.20394717
2024-03-09,2024-03-09T00:00:00Z,22872890.180570114
2024-03-10,2024-03-10T00:00:00Z,24026147.650034007
2024-03-11,2024-03-11T00:00:00Z,28900632.31323764
2024-03-12,2024-03-12T00:00:00Z,25249045.379424244
2024-03-13,2024-03-13T00:00:00Z,25345719.312306903
2024-03-14,2024-03-14T00:00:00Z,21655550.97643025
2024-03-15,2024-03-15T00:00:00Z,16915867.22047874
2024-03-16,2024-03-16T00:00:00Z,12582040.005921904
2024-03-17,2024-03-17T00:00:00Z,11153294.230401391
2024-03-18,2024-03-18T00:00:00Z,13443262.278548392
2024-03-19,2024-03-19T00:00:00Z,13359087.14048034
2024-03-20,2024-03-20T00:00:00Z,13446150.170076609
2024-03-21,2024-03-21T00:00:00Z,11424896.84002972
2024-03-22,2024-03-22T00:00:00Z,8826950.9243231
2024-03-23,2024-03-23T00:00:00Z,6672612.766800536
2024-03-24,2024-03-24T00:00:00Z,6798794.960645219
2024-03-25,2024-03-25T00:00:00Z,9768042.966749998
2024-03-26,2024-03-26T00:00:00Z,11804899.178475527
2024-03-27,2024-03-27T00:00:00Z,12832474.709629824
2024-03-28,2024-03-28T00:00:00Z,12538780.945484
2024-03-29,2024-03-29T00:00:00Z,9707294.61261531
2024-03-30,2024-03-30T00:00:00Z,8188356.168116589
2024-03-31,2024-03-31T00:00:00Z,8045839.778897529
2024-04-01,2024-04-01T00:00:00Z,9112024.376289835
2024-04-02,2024-04-02T00:00:00Z,12917265.476301866
2024-04-03,2024-04-03T00:00:00Z,10935916.18683702
2024-04-04,2024-04-04T00:00:00Z,9783485.049335016
2024-04-05,2024-04-05T00:00:00Z,7027947.210763772
2024-04-06,2024-04-06T00:00:00Z,4622155.795833227
2024-04-07,2024-04-07T00:00:00Z,5495908.128864634
2024-04-08,2024-04-08T00:00:00Z,9072297.363377126
2024-04-09,2024-04-09T00:00:00Z,9865528.180362212
2024-04-10,2024-04-10T00:00:00Z,7227487.243644826
2024-04-11,2024-04-11T00:00:00Z,7306354.656293161
2024-04-12,2024-04-12T00:00:00Z,9765404.260103997
2024-04-13,2024-04-13T00:00:00Z,13733462.043563277
2024-04-14,2024-04-14T00:00:00Z,4149432.8638370847
2024-04-15,2024-04-15T00:00:00Z,4909615.584369395
2024-04-16,2024-04-16T00:00:00Z,3760049.3343073167
2024-04-17,2024-04-17T00:00:00Z,6240611.398541092
2024-04-18,2024-04-18T00:00:00Z,4037753.5237066695
2024-04-19,2024-04-19T00:00:00Z,3722789.579212104
2024-04-20,2024-04-20T00:00:00Z,2546807.353002091
2024-04-21,2024-04-21T00:00:00Z,2508209.465807053
2024-04-22,2024-04-22T00:00:00Z,3507035.2318907403
2024-04-23,2024-04-23T00:00:00Z,4170936.5412876015
2024-04-24,2024-04-24T00:00:00Z,4774093.349319575
2024-04-25,2024-04-25T00:00:00Z,3890531.845729088
2024-04-26,2024-04-26T00:00:00Z,2378858.416261534
2024-04-27,2024-04-27T00:00:00Z,2048409.001676072
2024-04-28,2024-04-28T00:00:00Z,2305967.240693167
2024-04-29,2024-04-29T00:00:00Z,3030700.26233245
2024-04-30,2024-04-30T00:00:00Z,4609301.490936876
2024-05-01,2024-05-01T00:00:00Z,2963273.615386938
2024-05-02,2024-05-02T00:00:00Z,2574782.297882038
2024-05-03,2024-05-03T00:00:00Z,2340509.561619596
2024-05-04,2024-05-04T00:00:00Z,1934132.1127808285
2024-05-05,2024-05-05T00:00:00Z,1914948.7304239755
2024-05-06,2024-05-06T00:00:00Z,1999526.178143326
2024-05-07,2024-05-07T00:00:00Z,2024231.013486259
2024-05-08,2024-05-08T00:00:00Z,1626841.647300229
2024-05-09,2024-05-09T00:00:00Z,1511738.3248214817
2024-05-10,2024-05-10T00:00:00Z,1974724.175912253
2024-05-11,2024-05-11T00:00:00Z,1460597.2356864717
2024-05-12,2024-05-12T00:00:00Z,1187523.685064084
2024-05-13,2024-05-13T00:00:00Z,2627958.373576891
2024-05-14,2024-05-14T00:00:00Z,2171581.691844326
2024-05-15,2024-05-15T00:00:00Z,2391366.426477863
2024-05-16,2024-05-16T00:00:00Z,1632414.0439038589
2024-05-17,2024-05-17T00:00:00Z,1902505.450281693
2024-05-18,2024-05-18T00:00:00Z,1143520.2320487995
2024-05-19,2024-05-19T00:00:00Z,1071167.197527119
2024-05-20,2024-05-20T00:00:00Z,5680838.035664876
2024-05-21,2024-05-21T00:00:00Z,5708219.021242013
2024-05-22,2024-05-22T00:00:00Z,4334842.195406578
2024-05-23,2024-05-23T00:00:00Z,4782230.628379511
2024-05-24,2024-05-24T00:00:00Z,3261759.6200286685
2024-05-25,2024-05-25T00:00:00Z,1833055.5781721715
2024-05-26,2024-05-26T00:00:00Z,2225313.4844737104
2024-05-27,2024-05-27T00:00:00Z,6282978.541974069
2024-05-28,2024-05-28T00:00:00Z,6599175.57865833
2024-05-29,2024-05-29T00:00:00Z,4735629.736036568
2024-05-30,2024-05-30T00:00:00Z,5172098.157574248
2024-05-31,2024-05-31T00:00:00Z,4637833.572552936
2024-06-01,2024-06-01T00:00:00Z,2835228.973124879
2024-06-02,2024-06-02T00:00:00Z,3358748.454801584
2024-06-03,2024-06-03T00:00:00Z,4792418.886531533
2024-06-04,2024-06-04T00:00:00Z,3883111.315793996
2024-06-05,2024-06-05T00:00:00Z,7141077.372831321
2024-06-06,2024-06-06T00:00:00Z,7600244.249045954
2024-06-07,2024-06-07T00:00:00Z,5921273.359817872
2024-06-08,2024-06-08T00:00:00Z,2805411.923625202
2024-06-09,2024-06-09T00:00:00Z,2546401.549892027
2024-06-10,2024-06-10T00:00:00Z,3819460.5488400375
2024-06-11,2024-06-11T00:00:00Z,4907473.101600454
2024-06-12,2024-06-12T00:00:00Z,6092923.868088137
2024-06-13,2024-06-13T00:00:00Z,5120954.544763756
2024-06-14,2024-06-14T00:00:00Z,3564977.357507707
2024-06-15,2024-06-15T00:00:00Z,1717883.4157879069
2024-06-16,2024-06-16T00:00:00Z,1401054.1296785653
2024-06-17,2024-06-17T00:00:00Z,2582540.5688759154
2024-06-18,2024-06-18T00:00:00Z,3402193.188164164
2024-06-19,2024-06-19T00:00:00Z,2832118.391170548
2024-06-20,2024-06-20T00:00:00Z,3628438.3618726735
2024-06-21,2024-06-21T00:00:00Z,1798660.9977589485
2024-06-22,2024-06-22T00:00:00Z,904601.0590769869
2024-06-23,2024-06-23T00:00:00Z,908918.4389516388
2024-06-24,2024-06-24T00:00:00Z,1971055.729024421
2024-06-25,2024-06-25T00:00:00Z,1883515.19761575
2024-06-26,2024-06-26T00:00:00Z,1925022.4967291604
2024-06-27,2024-06-27T00:00:00Z,2631686.7242658013
2024-06-28,2024-06-28T00:00:00Z,1495312.6704893296
2024-06-29,2024-06-29T00:00:00Z,708914.2867914276
2024-06-30,2024-06-30T00:00:00Z,976421.072252542
2024-07-01,2024-07-01T00:00:00Z,1903115.6020523447
2024-07-02,2024-07-02T00:00:00Z,1549492.9867458504
2024-07-03,2024-07-03T00:00:00Z,2887341.3287876984
2024-07-04,2024-07-04T00:00:00Z,2486243.444540056
2024-07-05,2024-07-05T00:00:00Z,3036570.212384109
2024-07-06,2024-07-06T00:00:00Z,694056.7535709125
2024-07-07,2024-07-07T00:00:00Z,537503.3583801365
2024-07-08,2024-07-08T00:00:00Z,1156516.6969308844
2024-07-09,2024-07-09T00:00:00Z,1257304.4183402928
2024-07-10,2024-07-10T00:00:00Z,2060167.0404902075
2024-07-11,2024-07-11T00:00:00Z,1771492.2964843789
2024-07-12,2024-07-12T00:00:00Z,1000986.8062639876
2024-07-13,2024-07-13T00:00:00Z,877451.5101629202
2024-07-14,2024-07-14T00:00:00Z,980145.7208116058
2024-07-15,2024-07-15T00:00:00Z,3135797.2426051428
2024-07-16,2024-07-16T00:00:00Z,3076631.3044250626
2024-07-17,2024-07-17T00:00:00Z,3464381.4958066554
2024-07-18,2024-07-18T00:00:00Z,3720612.916295658
2024-07-19,2024-07-19T00:00:00Z,2456308.361921106
2024-07-20,2024-07-20T00:00:00Z,1236602.2674614764
2024-07-21,2024-07-21T00:00:00Z,2060865.729736875
2024-07-22,2024-07-22T00:00:00Z,2019913.154640096
2024-07-23,2024-07-23T00:00:00Z,1697648.3062803068
2024-07-24,2024-07-24T00:00:00Z,1459492.710227473
2024-07-25,2024-07-25T00:00:00Z,1422758.431386825
2024-07-26,2024-07-26T00:00:00Z,835816.6376541613
2024-07-27,2024-07-27T00:00:00Z,1317530.9535029095
2024-07-28,2024-07-28T00:00:00Z,519451.45982343686
2024-07-29,2024-07-29T00:00:00Z,844382.6022950747
2024-07-30,2024-07-30T00:00:00Z,2380757.155059909
2024-07-31,2024-07-31T00:00:00Z,2478530.0293625845
2024-08-01,2024-08-01T00:00:00Z,2698504.82251834
2024-08-02,2024-08-02T00:00:00Z,1447753.1717660658
2024-08-03,2024-08-03T00:00:00Z,604626.7487474523
2024-08-04,2024-08-04T00:00:00Z,1357558.1278949685
2024-08-05,2024-08-05T00:00:00Z,12636833.62444748
2024-08-06,2024-08-06T00:00:00Z,1035893.6332623702
2024-08-07,2024-08-07T00:00:00Z,1128364.4870863308
2024-08-08,2024-08-08T00:00:00Z,1656867.7657897165
2024-08-09,2024-08-09T00:00:00Z,961641.8262726289
2024-08-10,2024-08-10T00:00:00Z,316391.60183509457
2024-08-11,2024-08-11T00:00:00Z,379974.8584607043
2024-08-12,2024-08-12T00:00:00Z,1221713.4358229162
2024-08-13,2024-08-13T00:00:00Z,643745.5410726495
2024-08-14,2024-08-14T00:00:00Z,860726.6204743896
2024-08-15,2024-08-15T00:00:00Z,1125335.4231146977
2024-08-16,2024-08-16T00:00:00Z,457342.5567689947
2024-08-17,2024-08-17T00:00:00Z,300871.5360091219
2024-08-18,2024-08-18T00:00:00Z,343405.1945259114
2024-08-19,2024-08-19T00:00:00Z,449977.9530075409
2024-08-20,2024-08-20T00:00:00Z,445738.1735844829
2024-08-21,2024-08-21T00:00:00Z,698147.3434151236
2024-08-22,2024-08-22T00:00:00Z,365530.81601419125
2024-08-23,2024-08-23T00:00:00Z,507721.4044149889
2024-08-24,2024-08-24T00:00:00Z,321304.27459675283
2024-08-25,2024-08-25T00:00:00Z,257698.3890055664
2024-08-26,2024-08-26T00:00:00Z,560217.9807191126
2024-08-27,2024-08-27T00:00:00Z,491110.7933086304
2024-08-28,2024-08-28T00:00:00Z,462036.3593219767
2024-08-29,2024-08-29T00:00:00Z,482591.0963085849
2024-08-30,2024-08-30T00:00:00Z,407506.8572903144
2024-08-31,2024-08-31T00:00:00Z,218464.27394564063
2024-09-01,2024-09-01T00:00:00Z,194712.10296511467
2024-09-02,2024-09-02T00:00:00Z,1102845.4666433686
2024-09-03,2024-09-03T00:00:00Z,500104.6587150714
2024-09-04,2024-09-04T00:00:00Z,1024541.8370168612
2024-09-05,2024-09-05T00:00:00Z,1069154.2813100042
2024-09-06,2024-09-06T00:00:00Z,1753545.76464015
2024-09-07,2024-09-07T00:00:00Z,416268.6428166023
2024-09-08,2024-09-08T00:00:00Z,282659.7042301864
2024-09-09,2024-09-09T00:00:00Z,1143057.2930936234
2024-09-10,2024-09-10T00:00:00Z,1362240.94952632
2024-09-11,2024-09-11T00:00:00Z,719724.1921886672
2024-09-12,2024-09-12T00:00:00Z,949494.105493288
2024-09-13,2024-09-13T00:00:00Z,818266.0375664985
2024-09-14,2024-09-14T00:00:00Z,434440.5817979756
2024-09-15,2024-09-15T00:00:00Z,449736.9058879737
2024-09-16,2024-09-16T00:00:00Z,1717528.0054107714
2024-09-17,2024-09-17T00:00:00Z,2142410.4549950366
2024-09-18,2024-09-18T00:00:00Z,2132362.7602818026
2024-09-19,2024-09-19T00:00:00Z,4171600.689741416
2024-09-20,2024-09-20T00:00:00Z,4244894.087776682
2024-09-21,2024-09-21T00:00:00Z,3561449.726730875
2024-09-22,2024-09-22T00:00:00Z,2889580.243135561
2024-09-23,2024-09-23T00:00:00Z,5944988.541149053
2024-09-24,2024-09-24T00:00:00Z,6389062.405780753
2024-09-25,2024-09-25T00:00:00Z,5928031.93325751
2024-09-26,2024-09-26T00:00:00Z,5520005.969218766
2024-09-27,2024-09-27T00:00:00Z,4161063.145453371
2024-09-28,2024-09-28T00:00:00Z,2033730.3471562555
2024-09-29,2024-09-29T00:00:00Z,2086501.7770222244
2024-09-30,2024-09-30T00:00:00Z,3083091.862876036
2024-10-01,2024-10-01T00:00:00Z,4801067.736944453
2024-10-02,2024-10-02T00:00:00Z,2835679.6247567907
2024-10-03,2024-10-03T00:00:00Z,1929016.859282808
2024-10-04,2024-10-04T00:00:00Z,1612143.4233459968
2024-10-05,2024-10-05T00:00:00Z,1409326.3558726984
2024-10-06,2024-10-06T00:00:00Z,2045483.2781120024
2024-10-07,2024-10-07T00:00:00Z,5499198.756435654
2024-10-08,2024-10-08T00:00:00Z,5110730.396071979
2024-10-09,2024-10-09T00:00:00Z,5571517.174800502
2024-10-10,2024-10-10T00:00:00Z,3264135.655519929
2024-10-11,2024-10-11T00:00:00Z,4906155.853472277
2024-10-12,2024-10-12T00:00:00Z,3358610.838524699
2024-10-13,2024-10-13T00:00:00Z,2891627.5091939927
2024-10-14,2024-10-14T00:00:00Z,5537562.150377183
2024-10-15,2024-10-15T00:00:00Z,4700267.023906218
2024-10-16,2024-10-16T00:00:00Z,3770227.774091828
2024-10-17,2024-10-17T00:00:00Z,5375987.631423887
2024-10-18,2024-10-18T00:00:00Z,6527768.135028079
2024-10-19,2024-10-19T00:00:00Z,3290409.9951323
2024-10-20,2024-10-20T00:00:00Z,2604470.9646177976
