date,Fees (Total)
2021-06-13,1466.3006311419333
2021-06-14,1929.3485776090208
2021-06-15,2035.5636310507125
2021-06-16,1937.693130086829
2021-06-17,2110.158395822696
2021-06-18,2085.182919653778
2021-06-19,1486.7727270440482
2021-06-20,1710.9110836876423
2021-06-21,4129.552271087245
2021-06-22,6598.895285370378
2021-06-23,2152.9227137482508
2021-06-24,1909.3409536466208
2021-06-25,2461.550435254394
2021-06-26,1489.398964985524
2021-06-27,2486.766300919028
2021-06-28,2250.970114808635
2021-06-29,2244.0940505014605
2021-06-30,3057.199815284184
2021-07-01,2147.393483605204
2021-07-02,1683.1372034425965
2021-07-03,1521.217753506342
2021-07-04,1278.9742872931436
2021-07-05,1755.9731725798656
2021-07-06,4818.444372526727
2021-07-07,3678.960373285917
2021-07-08,3458.547731465489
2021-07-09,2630.17020343557
2021-07-10,1626.4535729520926
2021-07-11,1253.0376040635508
2021-07-12,2679.6360701268936
2021-07-13,2928.8807110321663
2021-07-14,4347.91988034511
2021-07-15,4182.958732864484
2021-07-16,3927.152837760617
2021-07-17,2665.875887705857
2021-07-18,2562.804380310903
2021-07-19,2751.1031051403147
2021-07-20,3131.489239565976
2021-07-21,2487.7176932771454
2021-07-22,3156.5623925679715
2021-07-23,3701.57502165461
2021-07-24,2216.465955518442
2021-07-25,1990.4156819644704
2021-07-26,3878.504004584635
2021-07-27,4849.166892414357
2021-07-28,5164.437201054238
2021-07-29,3009.817989489144
2021-07-30,3534.632930088339
2021-07-31,4850.80546696185
2021-08-01,3692.386835370869
2021-08-02,4105.103747716163
2021-08-03,4922.655646646497
2021-08-04,4188.447673336405
2021-08-05,6253.961087703424
2021-08-06,5312.087766086072
2021-08-07,5386.02316307982
2021-08-08,5474.532745799409
2021-08-09,6446.17410633176
2021-08-10,7645.530103639136
2021-08-11,6777.540297004782
2021-08-12,6522.560502034253
2021-08-13,6870.413937114966
2021-08-14,6072.735958338604
2021-08-15,7635.23115405195
2021-08-16,6080.440484004445
2021-08-17,5751.675111098963
2021-08-18,5279.306655494684
2021-08-19,6206.941873062574
2021-08-20,4717.247886746197
2021-08-21,4017.839835676885
2021-08-22,3998.629208740735
2021-08-23,6649.918711728647
2021-08-24,8796.999245683706
2021-08-25,10125.300973976522
2021-08-26,9971.381941488777
2021-08-27,13519.69735429156
2021-08-28,10023.657949029186
2021-08-29,11023.756001143018
2021-08-30,12370.737327929592
2021-08-31,13552.444616545308
2021-09-01,15120.502550905658
2021-09-02,11645.60730830975
2021-09-03,16008.19349875023
2021-09-04,12468.815312722953
2021-09-05,11617.029369845312
2021-09-06,12226.61850103204
2021-09-07,21131.621459606435
2021-09-08,16548.169176825966
2021-09-09,16843.988605223065
2021-09-10,10913.772164776334
2021-09-11,6799.457325659907
2021-09-12,6615.238340678667
2021-09-13,8811.061704931293
2021-09-14,8678.054136625939
2021-09-15,7350.476949952116
2021-09-16,9381.540034023146
2021-09-17,7912.291493370155
2021-09-18,5675.515856122691
2021-09-19,7200.917714111659
2021-09-20,9331.617399578292
2021-09-21,10725.893521006012
2021-09-22,7241.077830167154
2021-09-23,9503.84830983422
2021-09-24,7640.784022848909
2021-09-25,5019.537962541415
2021-09-26,7482.458487566975
2021-09-27,17107.880041483837
2021-09-28,9418.926727354596
2021-09-29,8538.32108315432
2021-09-30,11775.658067837408
2021-10-01,9090.188010823907
2021-10-02,6712.862159461624
2021-10-03,6323.939770346633
2021-10-04,10441.147510384184
2021-10-05,13747.974108160442
2021-10-06,15037.742911452531
2021-10-07,14745.258136358256
2021-10-08,13093.14176474948
2021-10-09,8056.781213860766
2021-10-10,8651.623784722533
2021-10-11,11220.13786317824
2021-10-12,9273.661672523738
2021-10-13,10193.959914591956
2021-10-14,13596.408075123754
2021-10-15,15638.552440275264
2021-10-16,8752.975777917087
2021-10-17,7725.038216597152
2021-10-18,13205.980254923435
2021-10-19,7739.352435081213
2021-10-20,8222.214422295103
2021-10-21,10046.093379726031
2021-10-22,9048.135670863569
2021-10-23,6795.407658748532
2021-10-24,7643.912497008121
2021-10-25,10212.737434841709
2021-10-26,12813.841597837118
2021-10-27,17164.85475926344
2021-10-28,19171.13739864265
2021-10-29,17671.28061856434
2021-10-30,16363.4655632088
2021-10-31,14964.522792778316
2021-11-01,16074.76734408196
2021-11-02,17655.687803386467
2021-11-03,16453.98204556011
2021-11-04,14465.059425601978
2021-11-05,13693.968418474864
2021-11-06,11707.631414074043
2021-11-07,10117.634519072706
2021-11-08,12894.064400205143
2021-11-09,17509.78669605233
2021-11-10,17010.628921621745
2021-11-11,16195.461255652264
2021-11-12,15065.384361416136
2021-11-13,13177.298142774534
2021-11-14,11392.16530889534
2021-11-15,15416.784546119512
2021-11-16,14651.755660014836
2021-11-17,13499.093484275378
2021-11-18,14467.3049703849
2021-11-19,12140.165123914265
2021-11-20,10437.567269769404
2021-11-21,10668.714585408068
2021-11-22,14931.938876081213
2021-11-23,13693.924927396143
2021-11-24,13060.89348082498
2021-11-25,12411.629625394691
2021-11-26,11379.878561117495
2021-11-27,12144.675208193172
2021-11-28,11449.814609389408
2021-11-29,12196.501363525049
2021-11-30,14869.577777499197
2021-12-01,13659.0357631737
2021-12-02,11669.444267024632
2021-12-03,10838.543906621306
2021-12-04,14360.449740985778
2021-12-05,10216.575273636983
2021-12-06,10750.742665542555
2021-12-07,9442.821734854908
2021-12-08,8060.333936979744
2021-12-09,8478.797958591947
2021-12-10,9498.383158087128
2021-12-11,7728.595101545455
2021-12-12,6565.699338808219
2021-12-13,8881.745100653558
2021-12-14,7990.005955770559
2021-12-15,9141.095383185257
2021-12-16,10425.109543745462
2021-12-17,10099.123800673338
2021-12-18,6756.615139507179
2021-12-19,6439.495199347432
2021-12-20,7284.992226548417
2021-12-21,6958.755607479366
2021-12-22,7947.916104270631
2021-12-23,8583.231725398677
2021-12-24,7409.269643560365
2021-12-25,7258.630974595844
2021-12-26,5718.785211142995
2021-12-27,8035.15089062364
2021-12-28,10411.691727966703
2021-12-29,12660.045145446164
2021-12-30,10996.004637125492
2021-12-31,9315.933012001256
2022-01-01,8173.678752197147
2022-01-02,10295.014651545222
2022-01-03,10537.854257812518
2022-01-04,13243.289966541968
2022-01-05,14676.050525821633
2022-01-06,13357.220186271295
2022-01-07,14991.463538564542
2022-01-08,11879.025562376628
2022-01-09,15264.773168399026
2022-01-10,20877.386112368924
2022-01-11,18392.75864672189
2022-01-12,19495.38546333128
2022-01-13,16461.301924998967
2022-01-14,18664.632509562784
2022-01-15,13418.88190904917
2022-01-16,13079.732370371068
2022-01-17,14432.452930912796
2022-01-18,12207.467177508708
2022-01-19,12636.500451843587
2022-01-20,14882.163948104804
2022-01-21,18182.71594503368
2022-01-22,16293.98114090163
2022-01-23,12211.089908643684
2022-01-24,14013.314179536428
2022-01-25,13903.459038718143
2022-01-26,13917.218814867212
2022-01-27,15283.1547941818
2022-01-28,13758.048801239736
2022-01-29,11558.534002557177
2022-01-30,12824.1093426727
2022-01-31,11886.962950351655
2022-02-01,15307.636712376088
2022-02-02,14982.70866326363
2022-02-03,12051.656487164988
2022-02-04,10738.634640736997
2022-02-05,13628.2584448384
2022-02-06,7528.103780635271
2022-02-07,11457.29373379594
2022-02-08,8957.79918202755
2022-02-09,9469.092611568854
2022-02-10,10972.887502730531
2022-02-11,7594.663505719754
2022-02-12,6661.708657137014
2022-02-13,5766.386411314093
2022-02-14,6323.129600266694
2022-02-15,7729.414507424215
2022-02-16,8237.980906621393
2022-02-17,7748.348248473813
2022-02-18,9595.184303248116
2022-02-19,7074.307041057169
2022-02-20,7500.098524674492
2022-02-21,9088.069083611825
2022-02-22,8819.960158418568
2022-02-23,9935.231552248488
2022-02-24,8945.247049478083
2022-02-25,6433.46082603483
2022-02-26,5447.889320258554
2022-02-27,4587.011262525472
2022-02-28,7428.106664142582
2022-03-01,6104.056645786825
2022-03-02,5619.727323857169
2022-03-03,5167.035519897334
2022-03-04,4983.6883647420345
2022-03-05,3761.3135011779736
2022-03-06,4960.952453733115
2022-03-07,4425.694420000482
2022-03-08,4800.109571572898
2022-03-09,3998.865184740117
2022-03-10,3539.7276705844524
2022-03-11,3299.893807881306
2022-03-12,2594.381549532078
2022-03-13,3535.0268243213864
2022-03-14,3497.4882494317167
2022-03-15,3899.120515910246
2022-03-16,4317.314364018798
2022-03-17,7221.239128773043
2022-03-18,6759.52765689266
2022-03-19,3239.6347107313
2022-03-20,2850.9764552590395
2022-03-21,3530.2898333718126
2022-03-22,4425.4067111894365
2022-03-23,4006.965149538944
2022-03-24,5208.513791611844
2022-03-25,4824.857088016395
2022-03-26,3356.956897754505
2022-03-27,6173.841299332016
2022-03-28,9491.674006646688
2022-03-29,5020.956330655914
2022-03-30,5425.74245457008
2022-03-31,5387.723293140476
2022-04-01,6737.810808296065
2022-04-02,6305.861215534577
2022-04-03,5949.87631421681
2022-04-04,6549.428271787666
2022-04-05,13519.948648642649
2022-04-06,6090.201567029587
2022-04-07,7287.407288889781
2022-04-08,5748.037960622567
2022-04-09,3749.205364705103
2022-04-10,4403.816407427188
2022-04-11,4876.599347903934
2022-04-12,4917.4889076318295
2022-04-13,4853.149610566768
2022-04-14,5151.445376990763
2022-04-15,4174.605838177334
2022-04-16,3773.548939082457
2022-04-17,3006.3669176346034
2022-04-18,3894.660806611344
2022-04-19,4386.767256457424
2022-04-20,7483.310608863873
2022-04-21,6232.939637814506
2022-04-22,5752.443217010976
2022-04-23,3445.3316634913585
2022-04-24,3510.8421377708232
2022-04-25,5594.554909797786
2022-04-26,4839.858461963816
2022-04-27,5443.776491900102
2022-04-28,5448.804119142635
2022-04-29,5330.061882586859
2022-04-30,4932.134596082723
2022-05-01,81747.49396225423
2022-05-02,6906.372735255044
2022-05-03,6210.063158625296
2022-05-04,5048.041227136298
2022-05-05,6484.714025402797
2022-05-06,5424.0691682315855
2022-05-07,3294.490201016892
2022-05-08,2810.274469573956
2022-05-09,6330.302360190551
2022-05-10,6103.486001627849
2022-05-11,14476.7381284129
2022-05-12,21155.12534762388
2022-05-13,7826.319444253943
2022-05-14,3939.580455309759
2022-05-15,2646.1608638892203
2022-05-16,2743.443608878629
2022-05-17,3650.169081400905
2022-05-18,2934.2692456138216
2022-05-19,2843.6711641578854
2022-05-20,3048.5349359173592
2022-05-21,2367.513118742899
2022-05-22,2385.018711988981
2022-05-23,2755.601125705584
2022-05-24,3014.974467620457
2022-05-25,3561.1197913622946
2022-05-26,4777.888068902143
2022-05-27,4330.13282830978
2022-05-28,2225.438603325994
2022-05-29,2240.9662300488817
2022-05-30,3467.0759975854203
2022-05-31,5248.932649976447
2022-06-01,5531.808380209221
2022-06-02,6006.00233949547
2022-06-03,5973.016906248257
2022-06-04,5459.0136499146165
2022-06-05,5212.673826040041
2022-06-06,4995.445843726935
2022-06-07,5571.589482494222
2022-06-08,6755.242567580008
2022-06-09,6532.25781695688
2022-06-10,5431.423574721996
2022-06-11,3725.494098891813
2022-06-12,3412.626135811691
2022-06-13,8807.057387002107
2022-06-14,5957.987374226177
2022-06-15,6507.24251866987
2022-06-16,4018.897032992843
2022-06-17,3941.862822887791
2022-06-18,5040.360875498186
2022-06-19,2983.891595778193
2022-06-20,2793.831068886535
2022-06-21,3573.768608965117
2022-06-22,3178.420154850716
2022-06-23,4358.624497915013
2022-06-24,3815.819481028414
2022-06-25,3132.0348199075142
2022-06-26,3214.9550152655625
2022-06-27,4355.666176640363
2022-06-28,4058.575207887418
2022-06-29,4976.362823673726
2022-06-30,4757.80434597558
2022-07-01,3574.1799187559263
2022-07-02,1887.7617000241687
2022-07-03,2103.298574405541
2022-07-04,2624.112979468772
2022-07-05,3262.220776239135
2022-07-06,3402.090638384395
2022-07-07,3985.409328194092
2022-07-08,3012.6636593211115
2022-07-09,2907.6892842107527
2022-07-10,2101.0877467611867
2022-07-11,3229.4158772451274
2022-07-12,2765.7929109912543
2022-07-13,3305.02511642618
2022-07-14,3796.408629312338
2022-07-15,3446.781727451272
2022-07-16,2675.316202369553
2022-07-17,2492.0704632626607
2022-07-18,3481.566009967239
2022-07-19,3500.5404375838184
2022-07-20,3335.7595054864805
2022-07-21,2437.556528941982
2022-07-22,1897.5748805935884
2022-07-23,1580.8524340154995
2022-07-24,1305.749725171952
2022-07-25,2273.947167476877
2022-07-26,2612.9960765729925
2022-07-27,2413.159958028222
2022-07-28,2680.2517906055764
2022-07-29,1926.8469565066096
2022-07-30,1177.6661983082397
2022-07-31,1119.7724876546115
2022-08-01,2370.811481318341
2022-08-02,1733.392221507747
2022-08-03,1534.4822980646877
2022-08-04,1613.0558837344022
2022-08-05,1725.9113003972714
2022-08-06,1110.4240546826095
2022-08-07,1188.2372645192
2022-08-08,2050.172869419727
2022-08-09,2145.391856038674
2022-08-10,3164.573850011576
2022-08-11,2584.305705005409
2022-08-12,2002.916304204872
2022-08-13,1293.5008243462412
2022-08-14,1376.401644287294
2022-08-15,2265.147785731916
2022-08-16,1471.0815041736223
2022-08-17,1520.4221646380286
2022-08-18,1485.9915353816837
2022-08-19,2033.8336184904065
2022-08-20,1359.6394148750137
2022-08-21,983.8135186171996
2022-08-22,1673.8446330315098
2022-08-23,1583.4497416863126
2022-08-24,1482.7144259960578
2022-08-25,1757.0930917220098
2022-08-26,1685.6483327267604
2022-08-27,1074.657304041021
2022-08-28,1070.8408749143766
2022-08-29,1862.7474341643467
2022-08-30,2223.892904147412
2022-08-31,2455.016006290553
2022-09-01,2227.3139936880098
2022-09-02,1611.335422574783
2022-09-03,961.468894623152
2022-09-04,1062.7207764520483
2022-09-05,1314.9946694561784
2022-09-06,1852.3280627299423
2022-09-07,2305.7136263144544
2022-09-08,2472.472192802542
2022-09-09,2319.3859236226467
2022-09-10,1378.743419423271
2022-09-11,1207.69869692046
2022-09-12,1928.107212711872
2022-09-13,2162.5048139386054
2022-09-14,1543.2727051212362
2022-09-15,2298.8175058417883
2022-09-16,1435.6740731069297
2022-09-17,956.8687971786586
2022-09-18,1181.414930860612
2022-09-19,1455.3760458755223
2022-09-20,1629.5078597654046
2022-09-21,1874.9617119516404
2022-09-22,1440.498357408334
2022-09-23,1329.9210032507929
2022-09-24,911.6126576481516
2022-09-25,1108.9111704435188
2022-09-26,1673.1758581448714
2022-09-27,2306.7525015834835
2022-09-28,2047.906377282888
2022-09-29,1918.969872563067
2022-09-30,2034.835822045004
2022-10-01,1203.3301199640648
2022-10-02,886.4800533041263
2022-10-03,1903.6832262170112
2022-10-04,1884.205776177218
2022-10-05,2057.144451228765
2022-10-06,1655.6595310389023
2022-10-07,1482.9458735623157
2022-10-08,2297.0008778505858
2022-10-09,3358.812115508892
2022-10-10,4064.6119959320777
2022-10-11,3161.3292456082154
2022-10-12,2398.5169018771467
2022-10-13,2859.351455443276
2022-10-14,2229.526934704772
2022-10-15,2061.4708614755136
2022-10-16,1841.875786870495
2022-10-17,2799.480326693973
2022-10-18,3023.3979256098146
2022-10-19,3324.602226304395
2022-10-20,3854.179735666276
2022-10-21,3743.1499154871112
2022-10-22,2287.091881243729
2022-10-23,1820.0222158658505
2022-10-24,2416.0636917748034
2022-10-25,2659.2616738743336
2022-10-26,2437.7219407366724
2022-10-27,2049.3701118641766
2022-10-28,2146.3743523509925
2022-10-29,1753.1567013829508
2022-10-30,1222.394930297442
2022-10-31,2552.678153202716
2022-11-01,1880.3975123332311
2022-11-02,2161.9665899938823
2022-11-03,3175.389634610196
2022-11-04,2408.403095063295
2022-11-05,1606.5199289261916
2022-11-06,1580.2807848869716
2022-11-07,2271.8424892198545
2022-11-08,5797.709434037099
2022-11-09,6723.87585216345
2022-11-10,4862.425612959759
2022-11-11,3143.049309896162
2022-11-12,2108.816758874674
2022-11-13,2082.500767326998
2022-11-14,2514.053658636461
2022-11-15,2485.00292575304
2022-11-16,2195.5987453660127
2022-11-17,2175.7745236644087
2022-11-18,1899.432811013471
2022-11-19,1556.9265639288608
2022-11-20,1627.563213139022
2022-11-21,1795.530969381815
2022-11-22,2017.828438140141
2022-11-23,1736.5354872211578
2022-11-24,1594.5399354296171
2022-11-25,1430.7790374374026
2022-11-26,1374.307151263765
2022-11-27,1326.9290957602036
2022-11-28,1822.1715696561623
2022-11-29,1534.0505176477864
2022-11-30,1713.687471896575
2022-12-01,1677.4464898111491
2022-12-02,1624.0108897307343
2022-12-03,1506.6340080274313
2022-12-04,1472.2970287758535
2022-12-05,1784.8544455519143
2022-12-06,1936.921820801033
2022-12-07,2169.2779111492423
2022-12-08,1971.53471299434
2022-12-09,3655.1375708888713
2022-12-10,1893.693250966591
2022-12-11,1922.2972049574605
2022-12-12,2096.1841810010123
2022-12-13,2347.4614703034754
2022-12-14,2048.698496671141
2022-12-15,2194.349754463834
2022-12-16,2450.7451628329527
2022-12-17,1785.561040731234
2022-12-18,1736.5622042962189
2022-12-19,1858.274544666972
2022-12-20,2036.4245875016247
2022-12-21,1922.242780647864
2022-12-22,1869.604626079957
2022-12-23,1741.9832449781766
2022-12-24,1420.3163461125798
2022-12-25,1393.8579792927362
2022-12-26,1509.1584533384353
2022-12-27,1909.4752714378503
2022-12-28,2039.3603457820373
2022-12-29,2059.1873529164136
2022-12-30,2129.6400531299314
2022-12-31,1977.8610829654128
2023-01-01,1811.432243299732
2023-01-02,2070.695111359641
2023-01-03,2290.1346527369
2023-01-04,3192.37622096835
2023-01-05,2583.473562627763
2023-01-06,2534.382457332103
2023-01-07,1931.2142899926444
2023-01-08,2276.966002171652
2023-01-09,2792.1707368215143
2023-01-10,2597.0832448923493
2023-01-11,2706.305599702345
2023-01-12,2721.763844733164
2023-01-13,3064.6261273201067
2023-01-14,3011.626276929488
2023-01-15,2398.0532814896387
2023-01-16,2879.143362221385
2023-01-17,2798.8291264286204
2023-01-18,3325.56932142205
2023-01-19,2558.16219445871
2023-01-20,2623.5059831735284
2023-01-21,2210.6867730108183
2023-01-22,1956.018162783438
2023-01-23,2326.5967595922725
2023-01-24,3065.790028911823
2023-01-25,2657.008095506163
2023-01-26,2746.665977213508
2023-01-27,2648.645953020494
2023-01-28,1952.831092897255
2023-01-29,2396.5231889379816
2023-01-30,2298.5242373433207
2023-01-31,3109.765040535496
2023-02-01,3242.643566495576
2023-02-02,3446.3253518741444
2023-02-03,3538.409055952284
2023-02-04,2804.182240748066
2023-02-05,2496.966069157488
2023-02-06,3031.7883490559952
2023-02-07,3931.030684732421
2023-02-08,4118.78920755717
2023-02-09,4280.595381825726
2023-02-10,3130.6851132723373
2023-02-11,2236.0097637941385
2023-02-12,2176.6140786218275
2023-02-13,3067.737182799346
2023-02-14,6270.725255417548
2023-02-15,4611.643924864271
2023-02-16,4795.605241233586
2023-02-17,4237.42199382549
2023-02-18,3218.3003030479454
2023-02-19,3108.929915334456
2023-02-20,3951.055596707033
2023-02-21,3910.256993279632
2023-02-22,4272.322327618509
2023-02-23,4427.872986129105
2023-02-24,3646.266880413917
2023-02-25,2568.073633940761
2023-02-26,2549.804025570668
2023-02-27,2877.47459363785
2023-02-28,3018.6247158391348
2023-03-01,3779.8036144647417
2023-03-02,3443.477208688115
2023-03-03,3728.394834968312
2023-03-04,2828.275836292218
2023-03-05,3115.210068391996
2023-03-06,4026.6919752959534
2023-03-07,3943.1815983356287
2023-03-08,3923.955021402845
2023-03-09,4263.123340126736
2023-03-10,3932.054636455924
2023-03-11,11346.361170491644
2023-03-12,3480.8956393596814
2023-03-13,4028.764901565413
2023-03-14,3815.0077028375495
2023-03-15,3470.212190031532
2023-03-16,3124.7896246352666
2023-03-17,3113.7744359693165
2023-03-18,2271.3387302238502
2023-03-19,2329.9526645746023
2023-03-20,2718.190771703608
2023-03-21,2425.631800497892
2023-03-22,2536.67221383717
2023-03-23,2789.3376095501767
2023-03-24,2841.020783026267
2023-03-25,2135.6557323271386
2023-03-26,2284.318257294301
2023-03-27,3370.842044101444
2023-03-28,3555.380056657168
2023-03-29,3658.590614593917
2023-03-30,3944.0018498680456
2023-03-31,3315.878460138997
2023-04-01,2601.72586858082
2023-04-02,2472.491596889493
2023-04-03,3509.596866437799
2023-04-04,3598.7568067344496
2023-04-05,4065.78351152704
2023-04-06,3403.0287849073884
2023-04-07,2872.963392146584
2023-04-08,2611.068024363509
2023-04-09,2460.749119934621
2023-04-10,2928.181429491097
2023-04-11,3438.570792518204
2023-04-12,2786.036677633138
2023-04-13,3494.6537565802
2023-04-14,3653.4422124075263
2023-04-15,2853.0757073179816
2023-04-16,3129.2462978305944
2023-04-17,4183.919844275083
2023-04-18,6368.508635297047
2023-04-19,8768.99475591574
2023-04-20,8112.438239749129
2023-04-21,4912.825040423097
2023-04-22,4574.129915046357
2023-04-23,5067.454063825263
2023-04-24,5397.773494587575
2023-04-25,4683.301459259961
2023-04-26,4946.584512004843
2023-04-27,4563.562312572533
2023-04-28,4658.317406059486
2023-04-29,4310.365856505147
2023-04-30,5317.539544798515
2023-05-01,8326.160569381294
2023-05-02,10313.81270534
2023-05-03,9047.388530317445
2023-05-04,9348.764905192817
2023-05-05,16720.441094463007
2023-05-06,16438.037011023764
2023-05-07,13465.9998645548
2023-05-08,13212.109721368315
