date,Fees (Total)
2025-11-13,286.222271492248
2025-11-14,339.6021188360956
2025-11-15,102.86952329852072
2025-11-16,184.6814924369383
2025-11-17,282.647529801365
2025-11-18,231.8057720724973
2025-11-19,255.07505993887096
2025-11-20,332.5381172236202
2025-11-21,508.2932320821895
2025-11-22,139.80667786034908
2025-11-23,100.35792337054696
2025-11-24,169.95493845805234
2025-11-25,171.4376568568556
2025-11-26,135.702629177888
2025-11-27,125.63090987987948
2025-11-28,130.58469463572132
2025-11-29,86.2185612882334
2025-11-30,87.19746440947631
2025-12-01,194.8544077516041
2025-12-02,143.1692116067832
2025-12-03,132.9787709608012
2025-12-04,123.85708176981598
2025-12-05,111.84754295548348
2025-12-06,82.71144864139592
2025-12-07,157.14170586275154
2025-12-08,176.49808124805077
2025-12-09,184.6900056703935
2025-12-10,162.4610260469448
2025-12-11,138.42135925146482
2025-12-12,124.45303323021751
2025-12-13,84.97714570432615
2025-12-14,89.47299143018536
2025-12-15,147.765687415165
2025-12-16,124.342681374686
2025-12-17,139.4657795972959
2025-12-18,159.4502351901645
2025-12-19,157.87865726473115
2025-12-20,78.44532259987359
2025-12-21,83.7935342775412
2025-12-22,114.72997118862276
2025-12-23,103.72616822969697
2025-12-24,97.6362953979615
2025-12-25,79.75622081954121
2025-12-26,107.39250408907338
2025-12-27,71.59048930723701
2025-12-28,79.97964677899871
2025-12-29,113.6760877109027
2025-12-30,122.37656663882852
2025-12-31,106.4656455986416
2026-01-01,79.2787564561664
2026-01-02,133.19612621546128
2026-01-03,90.35826493377888
2026-01-04,93.92967921459042
2026-01-05,149.9201817547959
2026-01-06,181.06753614781977
2026-01-07,128.77607292000033
2026-01-08,128.60995888395604
2026-01-09,111.30867130425878
2026-01-10,67.11294559048092
2026-01-11,78.35488228055718
2026-01-12,107.81052880239186
2026-01-13,141.52120351381365
2026-01-14,144.18465591690202
2026-01-15,138.9133546633784
2026-01-16,95.52574151666045
2026-01-17,73.26819599838711
2026-01-18,105.21244520391863
2026-01-19,117.63278554083615
2026-01-20,193.1378426426309
2026-01-21,187.9473147470854
2026-01-22,142.3359679853492
2026-01-23,123.43859788337802
2026-01-24,93.41797289591516
2026-01-25,131.76094520902984
2026-01-26,153.1501804503279
2026-01-27,115.36016071859488
2026-01-28,128.915119859255
2026-01-29,268.9115778567978
2026-01-30,318.78801815901346
2026-01-31,699.6362629117135
2026-02-01,284.946680362764
2026-02-02,385.4825951809498
2026-02-03,373.5638578906864
2026-02-04,373.24399159825487
2026-02-05,1652.5798451250314
2026-02-06,707.9813621560622
2026-02-07,295.4050094035729
2026-02-08,145.9899902871321
2026-02-09,178.50213548655114
2026-02-10,147.77796506115507
2026-02-11,345.8286088553211
2026-02-12,210.42707239310045
2026-02-13,152.22774321895773
2026-02-14,101.49357030059136
2026-02-15,145.46854644110036
2026-02-16,131.58889317968925
2026-02-17,167.23930514447932
2026-02-18,158.39913462583613
2026-02-19,147.43468817899642
2026-02-20,161.88316009290173
2026-02-21,98.73440117516672
2026-02-22,92.19519891724484
2026-02-23,155.795385898012
2026-02-24,171.38508179035227
2026-02-25,249.9788171019904
2026-02-26,193.729305984983
2026-02-27,174.4964630563563
2026-02-28,184.69215774449475
2026-03-01,177.46731083195945
2026-03-02,218.93690091726563
2026-03-03,225.80053827146057
2026-03-04,299.97636181731843
2026-03-05,181.4667118305684
2026-03-06,164.73637146815776
2026-03-07,91.7414820654815
2026-03-08,108.94257967246094
2026-03-09,157.03510201454273
2026-03-10,158.8973108169451
2026-03-11,150.88955546060947
2026-03-12,239.44488509745003
2026-03-13,202.5322940130583
2026-03-14,85.0265833612647
2026-03-15,97.65507747867478
2026-03-16,190.7624095651712
2026-03-17,132.47525136914996
2026-03-18,142.010996451773
2026-03-19,146.83390640359966
2026-03-20,124.88824702855608
2026-03-21,68.70818733806347
2026-03-22,345.676606552265
2026-03-23,224.269796623322
2026-03-24,134.8286224785152
2026-03-25,120.42379195200692
2026-03-26,190.766353360288
2026-03-27,183.43131009592105
2026-03-28,102.095929090632
2026-03-29,115.04060728282518
2026-03-30,136.7829586542984
2026-03-31,189.68751247053947
2026-04-01,175.54936048329284
2026-04-02,157.80974981536326
2026-04-03,112.14870827791272
2026-04-04,76.64641485855333
2026-04-05,92.55032771360462
2026-04-06,126.04839065740724
2026-04-07,208.1060184585201
2026-04-08,144.20409600514893
2026-04-09,110.67219306835354
2026-04-10,121.66126409836806
