date,timestamp_utc,Fees Burnt (Total)
2023-07-17,2023-07-17T00:00:00Z,2274.3900939728846
2023-07-18,2023-07-18T00:00:00Z,3151.8089148328213
2023-07-19,2023-07-19T00:00:00Z,2663.056790805354
2023-07-20,2023-07-20T00:00:00Z,2780.7226723674103
2023-07-21,2023-07-21T00:00:00Z,2995.188440720732
2023-07-22,2023-07-22T00:00:00Z,1967.4561781714683
2023-07-23,2023-07-23T00:00:00Z,2082.033608442312
2023-07-24,2023-07-24T00:00:00Z,3358.0522030582306
2023-07-25,2023-07-25T00:00:00Z,3105.2606170398226
2023-07-26,2023-07-26T00:00:00Z,2787.713065017196
2023-07-27,2023-07-27T00:00:00Z,3258.981444015442
2023-07-28,2023-07-28T00:00:00Z,3921.714893354759
2023-07-29,2023-07-29T00:00:00Z,2276.2326108531333
2023-07-30,2023-07-30T00:00:00Z,2089.0536204920672
2023-07-31,2023-07-31T00:00:00Z,2530.75642573199
2023-08-01,2023-08-01T00:00:00Z,2436.666149100427
2023-08-02,2023-08-02T00:00:00Z,2543.674540630041
2023-08-03,2023-08-03T00:00:00Z,2384.1596108860635
2023-08-04,2023-08-04T00:00:00Z,2064.8746068652085
2023-08-05,2023-08-05T00:00:00Z,1717.37834381507
2023-08-06,2023-08-06T00:00:00Z,1544.7606855916588
2023-08-07,2023-08-07T00:00:00Z,2482.281549682603
2023-08-08,2023-08-08T00:00:00Z,2560.0530029700817
2023-08-09,2023-08-09T00:00:00Z,2346.366774435276
2023-08-10,2023-08-10T00:00:00Z,2378.558704994551
2023-08-11,2023-08-11T00:00:00Z,1998.5499507398777
2023-08-12,2023-08-12T00:00:00Z,1522.8849583351584
2023-08-13,2023-08-13T00:00:00Z,1512.6221051631228
2023-08-14,2023-08-14T00:00:00Z,2246.94344868179
2023-08-15,2023-08-15T00:00:00Z,2745.3165714313286
2023-08-16,2023-08-16T00:00:00Z,3210.5287733445343
2023-08-17,2023-08-17T00:00:00Z,4098.153087094619
2023-08-18,2023-08-18T00:00:00Z,2660.5621113107545
2023-08-19,2023-08-19T00:00:00Z,1551.8849804972542
2023-08-20,2023-08-20T00:00:00Z,1599.0297320724997
2023-08-21,2023-08-21T00:00:00Z,2427.630784704812
2023-08-22,2023-08-22T00:00:00Z,3354.4908636345467
2023-08-23,2023-08-23T00:00:00Z,2417.251041224331
2023-08-24,2023-08-24T00:00:00Z,2141.7097819392707
2023-08-25,2023-08-25T00:00:00Z,2408.0111268040364
2023-08-26,2023-08-26T00:00:00Z,1385.9098419528489
2023-08-27,2023-08-27T00:00:00Z,1360.589524970887
2023-08-28,2023-08-28T00:00:00Z,2808.591478160532
2023-08-29,2023-08-29T00:00:00Z,3398.102179600045
2023-08-30,2023-08-30T00:00:00Z,2453.7260710140863
2023-08-31,2023-08-31T00:00:00Z,2355.7841070006543
2023-09-01,2023-09-01T00:00:00Z,1911.6560763746377
2023-09-02,2023-09-02T00:00:00Z,1292.4064318574967
2023-09-03,2023-09-03T00:00:00Z,1284.5707269324166
2023-09-04,2023-09-04T00:00:00Z,1700.3361367808766
2023-09-05,2023-09-05T00:00:00Z,1857.1269500636995
2023-09-06,2023-09-06T00:00:00Z,2051.640083239843
2023-09-07,2023-09-07T00:00:00Z,2005.5981861529349
2023-09-08,2023-09-08T00:00:00Z,1692.23037768171
2023-09-09,2023-09-09T00:00:00Z,1119.8990429203852
2023-09-10,2023-09-10T00:00:00Z,1027.4834296586828
2023-09-11,2023-09-11T00:00:00Z,2265.365044573171
2023-09-12,2023-09-12T00:00:00Z,1642.191608002291
2023-09-13,2023-09-13T00:00:00Z,1993.0627760291447
2023-09-14,2023-09-14T00:00:00Z,1950.0083313220944
2023-09-15,2023-09-15T00:00:00Z,1767.5412904306208
2023-09-16,2023-09-16T00:00:00Z,1100.1828205481777
2023-09-17,2023-09-17T00:00:00Z,960.2306710681344
2023-09-18,2023-09-18T00:00:00Z,1692.9112513087323
2023-09-19,2023-09-19T00:00:00Z,1347.2764390170064
2023-09-20,2023-09-20T00:00:00Z,1569.1860904458167
2023-09-21,2023-09-21T00:00:00Z,2022.723171994806
2023-09-22,2023-09-22T00:00:00Z,1020.2235021803584
2023-09-23,2023-09-23T00:00:00Z,852.9564216775346
2023-09-24,2023-09-24T00:00:00Z,809.3775319737465
2023-09-25,2023-09-25T00:00:00Z,1347.3040365440568
2023-09-26,2023-09-26T00:00:00Z,1569.1641667084964
2023-09-27,2023-09-27T00:00:00Z,1281.3686919557438
2023-09-28,2023-09-28T00:00:00Z,1224.5792783965392
2023-09-29,2023-09-29T00:00:00Z,1030.2789160639911
2023-09-30,2023-09-30T00:00:00Z,878.4227121474269
2023-10-01,2023-10-01T00:00:00Z,839.4270275221021
2023-10-02,2023-10-02T00:00:00Z,1722.075664575094
2023-10-03,2023-10-03T00:00:00Z,1220.4959434447144
2023-10-04,2023-10-04T00:00:00Z,1011.164328073597
2023-10-05,2023-10-05T00:00:00Z,942.7177302884496
2023-10-06,2023-10-06T00:00:00Z,858.0103761742943
2023-10-07,2023-10-07T00:00:00Z,655.9411941277103
2023-10-08,2023-10-08T00:00:00Z,673.1339635791664
2023-10-09,2023-10-09T00:00:00Z,876.360800813338
2023-10-10,2023-10-10T00:00:00Z,808.9525173082202
2023-10-11,2023-10-11T00:00:00Z,848.6950452449543
2023-10-12,2023-10-12T00:00:00Z,899.9009245292801
2023-10-13,2023-10-13T00:00:00Z,874.2883510855054
2023-10-14,2023-10-14T00:00:00Z,587.2808959465709
2023-10-15,2023-10-15T00:00:00Z,628.2538447943886
2023-10-16,2023-10-16T00:00:00Z,1217.2163406185543
2023-10-17,2023-10-17T00:00:00Z,958.0362038507044
2023-10-18,2023-10-18T00:00:00Z,1039.9643919220998
2023-10-19,2023-10-19T00:00:00Z,1012.2908964652024
2023-10-20,2023-10-20T00:00:00Z,1434.2134039650398
2023-10-21,2023-10-21T00:00:00Z,914.0407380514932
2023-10-22,2023-10-22T00:00:00Z,900.9645642462552
2023-10-23,2023-10-23T00:00:00Z,2255.652105918856
2023-10-24,2023-10-24T00:00:00Z,2871.983401843873
2023-10-25,2023-10-25T00:00:00Z,2678.330512836312
2023-10-26,2023-10-26T00:00:00Z,2645.019573362857
2023-10-27,2023-10-27T00:00:00Z,2007.952753203902
2023-10-28,2023-10-28T00:00:00Z,1483.508892891251
2023-10-29,2023-10-29T00:00:00Z,1511.6856350451587
2023-10-30,2023-10-30T00:00:00Z,2358.2378345537804
2023-10-31,2023-10-31T00:00:00Z,2612.082944653708
2023-11-01,2023-11-01T00:00:00Z,2810.622730237879
2023-11-02,2023-11-02T00:00:00Z,2782.076149155368
2023-11-03,2023-11-03T00:00:00Z,2376.9415832180566
2023-11-04,2023-11-04T00:00:00Z,1760.7772025952918
2023-11-05,2023-11-05T00:00:00Z,2054.109503295861
2023-11-06,2023-11-06T00:00:00Z,3233.8557224581705
2023-11-07,2023-11-07T00:00:00Z,2991.647230338387
2023-11-08,2023-11-08T00:00:00Z,3439.768685606408
2023-11-09,2023-11-09T00:00:00Z,5368.659714521441
2023-11-10,2023-11-10T00:00:00Z,4203.005098060821
2023-11-11,2023-11-11T00:00:00Z,3149.0973773360106
2023-11-12,2023-11-12T00:00:00Z,2994.5294355656893
2023-11-13,2023-11-13T00:00:00Z,4992.862184682279
2023-11-14,2023-11-14T00:00:00Z,3914.9113693177296
2023-11-15,2023-11-15T00:00:00Z,3686.027565858345
2023-11-16,2023-11-16T00:00:00Z,3732.863855688213
2023-11-17,2023-11-17T00:00:00Z,3005.3696660119813
2023-11-18,2023-11-18T00:00:00Z,2355.417420810482
2023-11-19,2023-11-19T00:00:00Z,2193.1945635581515
2023-11-20,2023-11-20T00:00:00Z,4267.4394867409255
2023-11-21,2023-11-21T00:00:00Z,4328.431473796706
2023-11-22,2023-11-22T00:00:00Z,4220.691431362554
2023-11-23,2023-11-23T00:00:00Z,3525.6762666539594
2023-11-24,2023-11-24T00:00:00Z,3061.201115424434
2023-11-25,2023-11-25T00:00:00Z,2404.4016734030674
2023-11-26,2023-11-26T00:00:00Z,2597.2316258091128
2023-11-27,2023-11-27T00:00:00Z,3458.6371204808133
2023-11-28,2023-11-28T00:00:00Z,4251.206097935975
2023-11-29,2023-11-29T00:00:00Z,4051.85203340576
2023-11-30,2023-11-30T00:00:00Z,4805.954811389811
2023-12-01,2023-12-01T00:00:00Z,4702.638916249766
2023-12-02,2023-12-02T00:00:00Z,3648.414511611376
2023-12-03,2023-12-03T00:00:00Z,3512.447410819333
2023-12-04,2023-12-04T00:00:00Z,5044.358912192609
2023-12-05,2023-12-05T00:00:00Z,6052.55723369867
2023-12-06,2023-12-06T00:00:00Z,6054.042212157159
2023-12-07,2023-12-07T00:00:00Z,5297.091252750271
2023-12-08,2023-12-08T00:00:00Z,4547.170063952731
2023-12-09,2023-12-09T00:00:00Z,3658.1489729218406
2023-12-10,2023-12-10T00:00:00Z,3330.148918994058
2023-12-11,2023-12-11T00:00:00Z,3943.217178667662
2023-12-12,2023-12-12T00:00:00Z,4586.848909167633
2023-12-13,2023-12-13T00:00:00Z,5096.906375805484
2023-12-14,2023-12-14T00:00:00Z,4845.624356170182
2023-12-15,2023-12-15T00:00:00Z,6079.957315211881
2023-12-16,2023-12-16T00:00:00Z,5508.987046657898
2023-12-17,2023-12-17T00:00:00Z,4225.830745780037
2023-12-18,2023-12-18T00:00:00Z,6303.665197536348
2023-12-19,2023-12-19T00:00:00Z,5799.701846500886
2023-12-20,2023-12-20T00:00:00Z,5850.125698659472
2023-12-21,2023-12-21T00:00:00Z,4384.170469284333
2023-12-22,2023-12-22T00:00:00Z,3543.5790619362747
2023-12-23,2023-12-23T00:00:00Z,2346.735466245561
2023-12-24,2023-12-24T00:00:00Z,2269.7715993636807
2023-12-25,2023-12-25T00:00:00Z,2318.244379459795
2023-12-26,2023-12-26T00:00:00Z,1979.5878803222065
2023-12-27,2023-12-27T00:00:00Z,2929.093903581529
2023-12-28,2023-12-28T00:00:00Z,3188.9541674879574
2023-12-29,2023-12-29T00:00:00Z,2531.0825012092746
2023-12-30,2023-12-30T00:00:00Z,2041.114505373887
2023-12-31,2023-12-31T00:00:00Z,1489.6925178125805
2024-01-01,2024-01-01T00:00:00Z,1283.2341387720844
2024-01-02,2024-01-02T00:00:00Z,2003.1617968715464
2024-01-03,2024-01-03T00:00:00Z,3642.433008695079
2024-01-04,2024-01-04T00:00:00Z,2379.643970767012
2024-01-05,2024-01-05T00:00:00Z,2050.7311096211724
2024-01-06,2024-01-06T00:00:00Z,1841.2886788361648
2024-01-07,2024-01-07T00:00:00Z,3129.699960942086
2024-01-08,2024-01-08T00:00:00Z,2554.1427602307726
2024-01-09,2024-01-09T00:00:00Z,2210.827994367577
2024-01-10,2024-01-10T00:00:00Z,4091.092334926454
2024-01-11,2024-01-11T00:00:00Z,3400.529587845161
2024-01-12,2024-01-12T00:00:00Z,2593.468850311206
2024-01-13,2024-01-13T00:00:00Z,1803.534634950952
2024-01-14,2024-01-14T00:00:00Z,3351.32260882828
2024-01-15,2024-01-15T00:00:00Z,2382.127418202813
2024-01-16,2024-01-16T00:00:00Z,3477.751795971889
2024-01-17,2024-01-17T00:00:00Z,3828.2346995445423
2024-01-18,2024-01-18T00:00:00Z,3629.134409854267
2024-01-19,2024-01-19T00:00:00Z,3115.94964348573
2024-01-20,2024-01-20T00:00:00Z,1729.0760539061944
2024-01-21,2024-01-21T00:00:00Z,1382.6521086444266
2024-01-22,2024-01-22T00:00:00Z,1915.578897331436
2024-01-23,2024-01-23T00:00:00Z,1619.1367351416834
2024-01-24,2024-01-24T00:00:00Z,1310.9154751490862
2024-01-25,2024-01-25T00:00:00Z,2597.19085683753
2024-01-26,2024-01-26T00:00:00Z,2067.0151665134254
2024-01-27,2024-01-27T00:00:00Z,1391.280937105771
2024-01-28,2024-01-28T00:00:00Z,1281.7992331649975
2024-01-29,2024-01-29T00:00:00Z,1484.3516159088997
2024-01-30,2024-01-30T00:00:00Z,2846.3591626910456
2024-01-31,2024-01-31T00:00:00Z,2643.31718900344
2024-02-01,2024-02-01T00:00:00Z,2957.4165490502987
2024-02-02,2024-02-02T00:00:00Z,2259.9684195451728
2024-02-03,2024-02-03T00:00:00Z,1952.639034707156
2024-02-04,2024-02-04T00:00:00Z,1700.0830399710756
2024-02-05,2024-02-05T00:00:00Z,2044.3356440704465
2024-02-06,2024-02-06T00:00:00Z,3831.3582785787903
2024-02-07,2024-02-07T00:00:00Z,4278.061471095649
2024-02-08,2024-02-08T00:00:00Z,5990.255796574775
2024-02-09,2024-02-09T00:00:00Z,7188.456227204725
2024-02-10,2024-02-10T00:00:00Z,3792.997026031691
2024-02-11,2024-02-11T00:00:00Z,2974.183965234735
2024-02-12,2024-02-12T00:00:00Z,4324.744972132568
2024-02-13,2024-02-13T00:00:00Z,3265.912250008169
2024-02-14,2024-02-14T00:00:00Z,2795.7033452156093
2024-02-15,2024-02-15T00:00:00Z,3729.211908651518
2024-02-16,2024-02-16T00:00:00Z,2898.5408709074954
2024-02-17,2024-02-17T00:00:00Z,2083.019315602985
2024-02-18,2024-02-18T00:00:00Z,2357.708298656657
2024-02-19,2024-02-19T00:00:00Z,3560.4240468897865
2024-02-20,2024-02-20T00:00:00Z,3966.0425735133153
2024-02-21,2024-02-21T00:00:00Z,4244.498509839431
2024-02-22,2024-02-22T00:00:00Z,5107.344757760677
2024-02-23,2024-02-23T00:00:00Z,4380.150733791817
2024-02-24,2024-02-24T00:00:00Z,2997.710990684277
2024-02-25,2024-02-25T00:00:00Z,3051.483551390565
2024-02-26,2024-02-26T00:00:00Z,4271.962899921121
2024-02-27,2024-02-27T00:00:00Z,5132.591055560595
2024-02-28,2024-02-28T00:00:00Z,6391.181311017592
2024-02-29,2024-02-29T00:00:00Z,7370.291764946205
2024-03-01,2024-03-01T00:00:00Z,5784.305946915777
2024-03-02,2024-03-02T00:00:00Z,5165.398596957157
2024-03-03,2024-03-03T00:00:00Z,5441.942983304424
2024-03-04,2024-03-04T00:00:00Z,8502.565231789507
2024-03-05,2024-03-05T00:00:00Z,9834.511838516217
2024-03-06,2024-03-06T00:00:00Z,8263.615756212632
2024-03-07,2024-03-07T00:00:00Z,7351.195985932762
2024-03-08,2024-03-08T00:00:00Z,6447.120216644172
2024-03-09,2024-03-09T00:00:00Z,5855.12847247918
2024-03-10,2024-03-10T00:00:00Z,6190.927776010118
2024-03-11,2024-03-11T00:00:00Z,7109.4652284565145
2024-03-12,2024-03-12T00:00:00Z,6347.091585820739
2024-03-13,2024-03-13T00:00:00Z,6327.828034923086
2024-03-14,2024-03-14T00:00:00Z,5579.297297988187
2024-03-15,2024-03-15T00:00:00Z,4520.049840700995
2024-03-16,2024-03-16T00:00:00Z,3572.012617905996
2024-03-17,2024-03-17T00:00:00Z,3061.483793429368
2024-03-18,2024-03-18T00:00:00Z,3818.448505701698
2024-03-19,2024-03-19T00:00:00Z,4229.653113760562
2024-03-20,2024-03-20T00:00:00Z,3823.852238053823
2024-03-21,2024-03-21T00:00:00Z,3271.227520311484
2024-03-22,2024-03-22T00:00:00Z,2645.426330401543
2024-03-23,2024-03-23T00:00:00Z,2003.919727606412
2024-03-24,2024-03-24T00:00:00Z,1967.8470864122096
2024-03-25,2024-03-25T00:00:00Z,2720.433010711997
2024-03-26,2024-03-26T00:00:00Z,3290.599734088148
2024-03-27,2024-03-27T00:00:00Z,3665.535771321212
2024-03-28,2024-03-28T00:00:00Z,3521.488993054196
2024-03-29,2024-03-29T00:00:00Z,2765.51461223943
2024-03-30,2024-03-30T00:00:00Z,2335.3803656203286
2024-03-31,2024-03-31T00:00:00Z,2207.150110832013
2024-04-01,2024-04-01T00:00:00Z,2600.1516633515
2024-04-02,2024-04-02T00:00:00Z,3939.300266936479
2024-04-03,2024-04-03T00:00:00Z,3302.7169700419568
2024-04-04,2024-04-04T00:00:00Z,2939.548126309994
2024-04-05,2024-04-05T00:00:00Z,2118.0411736226524
2024-04-06,2024-04-06T00:00:00Z,1379.07783959737
2024-04-07,2024-04-07T00:00:00Z,1591.1303353827907
2024-04-08,2024-04-08T00:00:00Z,2455.31692114579
2024-04-09,2024-04-09T00:00:00Z,2813.8359891237
2024-04-10,2024-04-10T00:00:00Z,2038.28033989565
2024-04-11,2024-04-11T00:00:00Z,2086.820433804745
2024-04-12,2024-04-12T00:00:00Z,3016.3077651673634
2024-04-13,2024-04-13T00:00:00Z,4566.926769009952
2024-04-14,2024-04-14T00:00:00Z,1314.9593763198625
2024-04-15,2024-04-15T00:00:00Z,1582.6397129547577
2024-04-16,2024-04-16T00:00:00Z,1219.1152744080582
2024-04-17,2024-04-17T00:00:00Z,2090.413499095728
2024-04-18,2024-04-18T00:00:00Z,1317.5530617694862
2024-04-19,2024-04-19T00:00:00Z,1217.844146464788
2024-04-20,2024-04-20T00:00:00Z,807.0151202704997
2024-04-21,2024-04-21T00:00:00Z,796.8006440185222
2024-04-22,2024-04-22T00:00:00Z,1095.831748072606
2024-04-23,2024-04-23T00:00:00Z,1295.5480887450512
2024-04-24,2024-04-24T00:00:00Z,1520.2426634434769
2024-04-25,2024-04-25T00:00:00Z,1232.8595426378286
2024-04-26,2024-04-26T00:00:00Z,759.9791964207891
2024-04-27,2024-04-27T00:00:00Z,629.1835624282847
2024-04-28,2024-04-28T00:00:00Z,706.6872701179269
2024-04-29,2024-04-29T00:00:00Z,942.09038896628
2024-04-30,2024-04-30T00:00:00Z,1529.3763299500592
2024-05-01,2024-05-01T00:00:00Z,997.2172670908576
2024-05-02,2024-05-02T00:00:00Z,862.2211455446748
2024-05-03,2024-05-03T00:00:00Z,754.2995966172638
2024-05-04,2024-05-04T00:00:00Z,620.4715028854263
2024-05-05,2024-05-05T00:00:00Z,610.5217836906129
2024-05-06,2024-05-06T00:00:00Z,652.8817952584413
2024-05-07,2024-05-07T00:00:00Z,673.4688566048518
2024-05-08,2024-05-08T00:00:00Z,547.0297007460715
2024-05-09,2024-05-09T00:00:00Z,497.9145202608252
2024-05-10,2024-05-10T00:00:00Z,678.6113196842543
2024-05-11,2024-05-11T00:00:00Z,501.5260559948222
2024-05-12,2024-05-12T00:00:00Z,405.4894292238632
2024-05-13,2024-05-13T00:00:00Z,890.5820278787046
2024-05-14,2024-05-14T00:00:00Z,753.5812352082955
2024-05-15,2024-05-15T00:00:00Z,788.5223485819903
2024-05-16,2024-05-16T00:00:00Z,554.3455259856529
2024-05-17,2024-05-17T00:00:00Z,615.1740398985971
2024-05-18,2024-05-18T00:00:00Z,366.0926228948864
2024-05-19,2024-05-19T00:00:00Z,348.77740942251086
2024-05-20,2024-05-20T00:00:00Z,1551.548254114615
2024-05-21,2024-05-21T00:00:00Z,1506.2635034362893
2024-05-22,2024-05-22T00:00:00Z,1159.9138677398769
2024-05-23,2024-05-23T00:00:00Z,1264.1156920789526
2024-05-24,2024-05-24T00:00:00Z,874.9668427916787
2024-05-25,2024-05-25T00:00:00Z,488.9098764067935
2024-05-26,2024-05-26T00:00:00Z,581.6492987541891
2024-05-27,2024-05-27T00:00:00Z,1613.6203931559398
2024-05-28,2024-05-28T00:00:00Z,1717.1210658473258
2024-05-29,2024-05-29T00:00:00Z,1257.5310718301364
2024-05-30,2024-05-30T00:00:00Z,1380.0443262302283
2024-05-31,2024-05-31T00:00:00Z,1232.9284648014311
2024-06-01,2024-06-01T00:00:00Z,743.2304114154605
2024-06-02,2024-06-02T00:00:00Z,888.4533137948753
2024-06-03,2024-06-03T00:00:00Z,1272.1886553332054
2024-06-04,2024-06-04T00:00:00Z,1019.1056835721174
2024-06-05,2024-06-05T00:00:00Z,1847.123392068468
2024-06-06,2024-06-06T00:00:00Z,1992.9464554637464
2024-06-07,2024-06-07T00:00:00Z,1610.307979096104
2024-06-08,2024-06-08T00:00:00Z,762.2010161137459
2024-06-09,2024-06-09T00:00:00Z,687.2054615270891
2024-06-10,2024-06-10T00:00:00Z,1041.533493809003
2024-06-11,2024-06-11T00:00:00Z,1403.2044723918543
2024-06-12,2024-06-12T00:00:00Z,1711.4997803608644
2024-06-13,2024-06-13T00:00:00Z,1476.164779523047
2024-06-14,2024-06-14T00:00:00Z,1024.0761192763237
2024-06-15,2024-06-15T00:00:00Z,481.4178497147167
2024-06-16,2024-06-16T00:00:00Z,386.63317871570337
2024-06-17,2024-06-17T00:00:00Z,735.511326739799
2024-06-18,2024-06-18T00:00:00Z,976.8008933459632
2024-06-19,2024-06-19T00:00:00Z,795.5077411232932
2024-06-20,2024-06-20T00:00:00Z,1033.1944977278467
2024-06-21,2024-06-21T00:00:00Z,511.2536566192389
2024-06-22,2024-06-22T00:00:00Z,258.792909025598
2024-06-23,2024-06-23T00:00:00Z,265.7366968948385
2024-06-24,2024-06-24T00:00:00Z,587.9734523217484
2024-06-25,2024-06-25T00:00:00Z,554.8753151791873
2024-06-26,2024-06-26T00:00:00Z,571.0942392824132
2024-06-27,2024-06-27T00:00:00Z,762.8129507571655
2024-06-28,2024-06-28T00:00:00Z,442.81741315817465
2024-06-29,2024-06-29T00:00:00Z,209.85749375100616
2024-06-30,2024-06-30T00:00:00Z,284.1795235615041
2024-07-01,2024-07-01T00:00:00Z,553.0229840883312
2024-07-02,2024-07-02T00:00:00Z,452.98600956841625
2024-07-03,2024-07-03T00:00:00Z,876.3877137595463
2024-07-04,2024-07-04T00:00:00Z,812.6528962524064
2024-07-05,2024-07-05T00:00:00Z,1018.3674769420156
2024-07-06,2024-07-06T00:00:00Z,226.30339251433807
2024-07-07,2024-07-07T00:00:00Z,183.3808913041185
2024-07-08,2024-07-08T00:00:00Z,383.0830966692699
2024-07-09,2024-07-09T00:00:00Z,410.00434232439005
2024-07-10,2024-07-10T00:00:00Z,664.4192356090606
2024-07-11,2024-07-11T00:00:00Z,571.5334091516445
2024-07-12,2024-07-12T00:00:00Z,319.3709096107709
2024-07-13,2024-07-13T00:00:00Z,276.2584894621816
2024-07-14,2024-07-14T00:00:00Z,302.01355850715134
2024-07-15,2024-07-15T00:00:00Z,900.0161363492358
2024-07-16,2024-07-16T00:00:00Z,892.8172670761631
2024-07-17,2024-07-17T00:00:00Z,1022.707241659422
2024-07-18,2024-07-18T00:00:00Z,1086.0214374597945
2024-07-19,2024-07-19T00:00:00Z,700.9246087183099
2024-07-20,2024-07-20T00:00:00Z,351.54632821376015
2024-07-21,2024-07-21T00:00:00Z,582.8727088443462
2024-07-22,2024-07-22T00:00:00Z,587.1652612541367
2024-07-23,2024-07-23T00:00:00Z,487.4734450895797
2024-07-24,2024-07-24T00:00:00Z,437.56925445053736
2024-07-25,2024-07-25T00:00:00Z,448.1200170840687
2024-07-26,2024-07-26T00:00:00Z,255.2290092744891
2024-07-27,2024-07-27T00:00:00Z,405.49980304230974
2024-07-28,2024-07-28T00:00:00Z,158.84767560456964
2024-07-29,2024-07-29T00:00:00Z,254.50474061200944
2024-07-30,2024-07-30T00:00:00Z,726.0688001494655
2024-07-31,2024-07-31T00:00:00Z,766.7468388069345
2024-08-01,2024-08-01T00:00:00Z,842.541389215771
2024-08-02,2024-08-02T00:00:00Z,484.35875729126167
2024-08-03,2024-08-03T00:00:00Z,208.32156074271003
2024-08-04,2024-08-04T00:00:00Z,504.8766581665535
2024-08-05,2024-08-05T00:00:00Z,5222.449401352448
2024-08-06,2024-08-06T00:00:00Z,420.8119634672366
2024-08-07,2024-08-07T00:00:00Z,481.5981593397124
2024-08-08,2024-08-08T00:00:00Z,617.5811813085255
2024-08-09,2024-08-09T00:00:00Z,370.0223335144095
2024-08-10,2024-08-10T00:00:00Z,121.22576129975842
2024-08-11,2024-08-11T00:00:00Z,148.6904841635334
2024-08-12,2024-08-12T00:00:00Z,448.6897386308963
2024-08-13,2024-08-13T00:00:00Z,238.1996245580659
2024-08-14,2024-08-14T00:00:00Z,323.41594611259285
2024-08-15,2024-08-15T00:00:00Z,437.8712853655796
2024-08-16,2024-08-16T00:00:00Z,176.39065208950652
2024-08-17,2024-08-17T00:00:00Z,115.07809400412978
2024-08-18,2024-08-18T00:00:00Z,131.4504668485132
2024-08-19,2024-08-19T00:00:00Z,170.65417071532198
2024-08-20,2024-08-20T00:00:00Z,173.23890200842197
2024-08-21,2024-08-21T00:00:00Z,265.3503107149983
2024-08-22,2024-08-22T00:00:00Z,139.36540311139893
2024-08-23,2024-08-23T00:00:00Z,183.75577570497128
2024-08-24,2024-08-24T00:00:00Z,116.06425901403712
2024-08-25,2024-08-25T00:00:00Z,93.83182325819956
2024-08-26,2024-08-26T00:00:00Z,208.9929817880829
2024-08-27,2024-08-27T00:00:00Z,199.84886888557227
2024-08-28,2024-08-28T00:00:00Z,182.7431830903211
2024-08-29,2024-08-29T00:00:00Z,190.91612293721545
2024-08-30,2024-08-30T00:00:00Z,161.351662076868
2024-08-31,2024-08-31T00:00:00Z,86.93477200282454
2024-09-01,2024-09-01T00:00:00Z,80.26562649799354
2024-09-02,2024-09-02T00:00:00Z,434.5408747472605
2024-09-03,2024-09-03T00:00:00Z,206.2333542219762
2024-09-04,2024-09-04T00:00:00Z,418.0820910171093
2024-09-05,2024-09-05T00:00:00Z,451.40978983012167
2024-09-06,2024-09-06T00:00:00Z,788.0715663828115
2024-09-07,2024-09-07T00:00:00Z,183.09714855988813
2024-09-08,2024-09-08T00:00:00Z,123.04034008194856
2024-09-09,2024-09-09T00:00:00Z,484.4543384160831
2024-09-10,2024-09-10T00:00:00Z,570.372388785839
2024-09-11,2024-09-11T00:00:00Z,307.51061345690295
2024-09-12,2024-09-12T00:00:00Z,402.0342690971401
2024-09-13,2024-09-13T00:00:00Z,335.4341512352193
2024-09-14,2024-09-14T00:00:00Z,179.6661307766303
2024-09-15,2024-09-15T00:00:00Z,194.17425598227743
2024-09-16,2024-09-16T00:00:00Z,748.2030699410186
2024-09-17,2024-09-17T00:00:00Z,914.8258681819397
2024-09-18,2024-09-18T00:00:00Z,897.9467426136545
2024-09-19,2024-09-19T00:00:00Z,1692.17290142047
2024-09-20,2024-09-20T00:00:00Z,1657.1961234030146
2024-09-21,2024-09-21T00:00:00Z,1362.9645776167145
2024-09-22,2024-09-22T00:00:00Z,1119.250379810078
2024-09-23,2024-09-23T00:00:00Z,2245.7444421734244
2024-09-24,2024-09-24T00:00:00Z,2407.987581207517
2024-09-25,2024-09-25T00:00:00Z,2297.712702190727
2024-09-26,2024-09-26T00:00:00Z,2097.222248048471
2024-09-27,2024-09-27T00:00:00Z,1544.186427914657
2024-09-28,2024-09-28T00:00:00Z,760.1619903936953
2024-09-29,2024-09-29T00:00:00Z,785.0900546278494
2024-09-30,2024-09-30T00:00:00Z,1184.9518735506178
2024-10-01,2024-10-01T00:00:00Z,1961.262567798224
2024-10-02,2024-10-02T00:00:00Z,1199.5345625689513
2024-10-03,2024-10-03T00:00:00Z,820.9029360632361
2024-10-04,2024-10-04T00:00:00Z,667.7113797558525
2024-10-05,2024-10-05T00:00:00Z,583.6551821478719
2024-10-06,2024-10-06T00:00:00Z,838.3068791505544
2024-10-07,2024-10-07T00:00:00Z,2270.033542154329
2024-10-08,2024-10-08T00:00:00Z,2094.17264017997
2024-10-09,2024-10-09T00:00:00Z,2350.419856574128
2024-10-10,2024-10-10T00:00:00Z,1368.288686435025
2024-10-11,2024-10-11T00:00:00Z,2011.1613383459187
2024-10-12,2024-10-12T00:00:00Z,1356.264920582992
2024-10-13,2024-10-13T00:00:00Z,1171.4589290571323
2024-10-14,2024-10-14T00:00:00Z,2105.9933228980303
2024-10-15,2024-10-15T00:00:00Z,1802.714739204691
2024-10-16,2024-10-16T00:00:00Z,1444.2120437077358
2024-10-17,2024-10-17T00:00:00Z,2063.5899921436708
2024-10-18,2024-10-18T00:00:00Z,2470.359600021095
2024-10-19,2024-10-19T00:00:00Z,1242.5165475197423
