date,0 ~ 1 USD,1 ~ 10 USD,10 ~ 100 USD,100 ~ 1K USD,1K ~ 10K USD,10K ~ 100K USD,100K ~ 1M USD,1M ~ USD
2022-05-06,13578.32084724,541176.26526246,18057629.25113132,102594662.11269264,323130448.3269445,1417402730.7155566,5330071495.540749,297484658950.24664
2022-05-07,12159.52716779,381834.81252764,12384481.08598385,85009886.13814484,244417012.07095128,1062963933.1080518,3445071760.7110305,149146713435.37067
2022-05-08,12381.71286453,469262.16779106,13014760.70639133,75462202.6706373,237836438.1904508,1048327095.7440306,3425019648.327492,169895477154.54187
2022-05-09,13882.84946365,512754.5719476,15533065.75624919,93408902.43428265,343349938.5443291,1531581450.0124383,5340357038.006236,247866253062.59503
2022-05-10,10677.5838177,341496.84760534,13144422.68406568,87869298.47123489,311638082.155619,1479928639.7473066,5022578304.319947,258580960404.08896
2022-05-11,7736.86847547,509584.61856921,13519831.70345945,89598430.8399558,337871191.37871826,1708204306.39527,6147715478.230918,214232626341.08777
2022-05-12,2847.08559562,599538.67123614,12782563.20117098,97694954.95896654,397688282.609293,1985685639.7411315,7078997214.885678,275581509777.1203
2022-05-13,3503.59380363,804363.48736005,15083650.62321589,103002436.12694402,371171108.1434212,1532404143.949936,5922417691.583078,195946952429.51093
2022-05-14,4913.1135343,510252.45500663,18354789.40210545,101567635.6682463,352855150.4529568,1519419126.46977,4919758831.702538,128243268860.2644
2022-05-15,16347.68623501,426031.60965106,18762416.66268955,94088094.4908484,245225706.50080404,977564547.9900364,3820301023.9866953,79147085187.26834
2022-05-16,69364.67900046,621006.85583142,17267106.2591753,93444146.305592,300034719.1468542,1229878732.7969966,4785847173.428023,129227330205.16536
2022-05-17,24207.60147686,567854.04036198,15877542.48824437,101299187.56959258,323958177.71074075,1278296494.680801,4891386374.480679,115210906135.24876
2022-05-18,9584.15836034,338058.72842967,12799168.48113998,82289848.80849592,296669960.6152009,1254573948.3929293,4768743257.161656,80389190482.75471
2022-05-19,7149.40455393,315522.47739862,12711944.08770933,88900559.37987363,315572853.4007872,1326214057.9731183,4299487082.671489,75562690836.7556
2022-05-20,10568.83700881,468558.58577603,14847791.30552082,91664868.4426782,296204302.3244283,1319523164.5647058,4512516607.212739,65893492877.50129
2022-05-21,11646.83554144,337623.94530442,11475523.18639847,70747658.92536785,234051342.4278653,907264298.4446402,3128272733.324186,40441007921.24241
2022-05-22,8761.56463367,312475.11157879,11542792.5004075,67262011.34448355,213857557.9357257,856390553.4771985,2922797585.86422,31438864251.6212
2022-05-23,11155.18341019,367060.25854968,14475284.12086309,90031858.05666076,319135383.8350825,1238677877.7465136,4368248920.076225,57467215686.46946
2022-05-24,5386.85368443,243033.19782428,11818474.70305054,77496214.3159735,274497087.07025653,1157987325.5318491,3990300743.708253,69709895331.56525
2022-05-25,9826.84669434,368151.52005696,16128201.35561789,97998154.4370059,339933322.59922475,1320475073.6757755,4132897327.08305,51440837867.85208
2022-05-26,6030.58606795,316155.70150306,13622033.24051634,84133027.07034828,312037178.9107751,1288906486.3929608,4977209381.455825,61502830742.0563
2022-05-27,6700.18674345,362472.01199624,14030792.8049328,86043529.1900297,313244652.71623576,1264282821.639813,4668096407.133735,74634983505.86859
2022-05-28,6897.0730561,376064.8074632,12311626.08444778,68293226.35765772,240845466.81229976,927726903.1401602,3296435704.7159114,40915590131.22892
2022-05-29,6393.66337946,397598.17696666,12000269.77333612,67115528.61050384,209280305.43702123,859205002.1592314,3163279438.532697,39626255106.47597
2022-05-30,9982.5542688,436980.9886251,15353598.56112911,96089038.50703348,339980484.792811,1333041408.639228,4900703962.106592,62485351097.76716
2022-05-31,7741.61123982,342425.0451708,14536471.57481081,91757427.56540129,345136243.98460835,1398707056.5592334,5033350530.829446,135978649206.32803
2022-06-01,6050.4812162,351393.96245605,14360384.28606828,86597009.25849088,307259168.1892727,1421463723.5145526,4233021032.11606,102657509912.2768
2022-06-02,5914.27590585,368425.40469802,14320085.31529186,94144830.60256872,302412560.3901727,1336147116.997821,4150889408.311173,61826697738.24996
2022-06-03,7385.28741334,434669.75668277,14041119.51317382,87698344.01494507,293490341.80378056,1283050879.648571,4370089684.210002,54213799868.273766
2022-06-04,6196.88048573,308544.23497415,12085351.03923113,71362266.41058326,206830323.15618,961032504.5466554,2988239707.608146,34953584880.532524
2022-06-05,6063.58396455,281603.71053927,11231762.97491456,63774399.53030379,192106298.7963575,884601604.4438231,2800449200.225164,41207607394.04708
2022-06-06,7253.73181836,358046.93093274,15027945.07496803,95555152.07545096,307979965.51345026,1374883673.999684,4477045239.884836,63261071319.42887
2022-06-07,8267.79113814,588862.41913847,15374246.24367425,86774947.58910497,289837971.6125184,1299927619.7562056,4465061133.739249,68552981894.748924
2022-06-08,8513.88395065,464813.34530904,13421155.63821969,88510741.92848255,286376395.1539012,1308206667.959609,4138868832.561854,51661284576.01609
2022-06-09,7763.16463245,363951.042083,14546936.08579779,83247005.28374806,276519856.5479952,1289145388.2337515,3967408694.854372,43868287976.19792
2022-06-10,7957.75693084,387781.0085744,14151172.84132646,81854167.33503821,280208805.6371797,1300504801.8359334,4391014563.72928,65023612479.72899
2022-06-11,7332.95085933,379888.95933347,13898496.20898626,76288225.15217692,226506107.5368952,1073419028.1740144,3922959590.830137,58303115103.99616
2022-06-12,6630.54210342,334716.17866523,11903546.53066469,65563106.40360834,209203953.8030076,1007703560.5300474,4043160096.321878,60126502640.694496
2022-06-13,5023.76340481,352042.86944651,14288676.84656078,99052605.96467713,372261969.2087479,1952425909.090868,6539081660.917988,180980203216.61627
2022-06-14,9268.91684154,583898.79277905,17761122.3180389,98675309.29052845,355706441.03082395,1723973856.519292,5039457889.669532,296213002773.8884
2022-06-15,7443.86983958,519205.88432904,16782086.92750495,98424005.1691452,380961223.9250778,1759248697.4723313,5369826206.503716,368751550630.3857
2022-06-16,5658.78995451,378055.43376104,12942226.48291601,80426785.39227141,296709607.8898986,1351544255.8366706,4038346027.9838686,281507015909.7609
2022-06-17,4836.62454887,329330.7067482,12245249.02299646,75550781.6532464,272179802.35794115,1275126198.0267088,4207482355.139383,236438436096.9745
2022-06-18,10263.77347715,503044.71744936,15462533.11618781,83898494.99396703,291174683.895968,1350562709.4002166,4585468884.9395895,198420491381.0901
2022-06-19,7802.79432596,341999.08257934,11873431.09407694,59323760.19681036,203388200.26861432,1012439641.1224568,3177600613.371121,92617779620.8196
2022-06-20,6771.5780169,330518.40955819,11577731.30332586,71375248.4673241,263921521.5350038,1213170454.1917317,3953892940.462032,84424573558.9577
2022-06-21,7228.21360903,403139.54485269,13922429.14262831,78834733.16161688,279457625.03444463,1281224726.21673,4164012118.648667,82246789053.70805
2022-06-22,6585.19758124,404730.47785201,13636267.62279778,79057630.91043706,276831649.9836427,1302818666.4563324,4056147118.979543,60108623653.14703
2022-06-23,6586.05724041,389624.94244015,13572227.79050593,75243701.1280178,271522791.81705433,1252323790.2964425,3710310136.79524,54961843413.6604
2022-06-24,6827.5966639,383402.79817696,13344441.65044722,79655010.73057804,266903491.5708948,1251829472.0709708,3674616454.755581,71882323107.5759
2022-06-25,13880.37097386,776118.85547437,11733420.87097296,61928506.86801056,201787564.56502032,949693336.8953727,2691655343.8350034,33615031607.27536
2022-06-26,11802.91132276,1747271.10715648,11474663.96502325,53112429.57977711,177134916.43070027,819593575.9605613,2846333026.520081,25372448144.03145
2022-06-27,16398.36033673,857880.78867696,15862968.22256782,78482962.1257829,266293996.0008829,1165970890.991645,3493629274.1967325,57468705796.61551
2022-06-28,13543.50182076,477975.77449908,13792568.21206402,79083488.39416903,275167603.14485186,1284244405.053231,3037135520.6889725,77684047025.20583
2022-06-29,11577.12578275,455604.8179145,14213924.37658881,88850553.38421151,315066568.6042499,1465654197.565428,3667075031.665137,87636555432.11963
2022-06-30,9851.57588716,491424.79407773,15640236.16177571,86157679.74707615,305249362.59385103,1463953255.3590262,3513339318.7647414,85686092394.86897
2022-07-01,7231.20222302,376011.67745921,12809074.0525058,86792450.22250292,309290154.1002734,1399866206.766095,4146225363.326948,91445758857.79724
2022-07-02,8194.16988692,413266.97545902,13736319.49024005,80602959.10095401,237527147.3847144,1044343213.7837344,3045457047.481452,59415994701.28974
2022-07-03,7506.31917364,335124.48710389,11560442.79674072,63505187.06111222,206489719.48267508,904432276.6499436,2738083183.4382925,60021019431.9961
2022-07-04,6261.50031274,366365.20282505,13528161.15578119,76969299.23565361,263628941.1746049,1213778709.7455733,3431470044.145426,66522145028.51327
2022-07-05,4562.13018598,351104.07646881,13038099.35473634,73225927.36217006,266069274.57873145,1209598322.58331,3568313889.382326,67762823124.85909
2022-07-06,5532.79026447,348219.84898006,15232236.33138902,85233347.0954558,292368980.3867723,1314014713.3274124,3787883247.504285,62461186220.7149
2022-07-07,9077.41724881,476662.96832753,16348204.28990418,93179584.17706712,325250676.7655881,1416041239.78258,3772442438.148285,49457024512.34704
2022-07-08,7316.94589895,391261.53423532,14578587.77587937,84784980.73009355,298393494.3985304,1346823853.0996077,3607444483.4693527,75906603522.73111
2022-07-09,5294.53675703,346384.94836352,12455137.03252975,65162532.83190024,212698697.95607448,996113265.9695638,2762622945.87994,47926733326.39434
2022-07-10,5414.73509913,318504.88521535,11982713.74973901,58438601.12642492,188651689.54472893,859921172.4323087,2295779139.952155,34567929484.08043
2022-07-11,5250.21329068,455272.09280666,12419009.62230122,67393000.694111,248458300.2460688,1109262675.913797,3007807586.082312,90094415826.84184
2022-07-12,11807.08005504,467150.41926489,15702092.64113967,89699104.38867341,303388544.58467823,1332826618.2338562,3675756664.3221016,85440341674.90355
2022-07-13,6856.48792181,450773.65724089,10773562.26739363,61457963.99589085,225115047.022328,1187186951.0261614,3097386865.349473,99789687639.20917
2022-07-14,8271.90281471,421326.65082333,15384661.39684578,91413631.06912065,324155550.71126044,1561868316.9947617,3847666854.8039184,58507137120.01104
2022-07-15,14971.82532924,430976.6163976,15049821.38889796,90496990.92178214,292369279.3850146,1333153519.110282,3574432040.0120096,69909598330.52687
2022-07-16,5592.020411,394415.51119993,12429980.60230192,71700795.53798488,215556973.62704167,1096716793.8044012,2825688150.048496,52895963936.42792
2022-07-17,5724.31822334,306828.11959013,12623846.44486584,61463306.70669253,187022516.2902729,931640786.5058314,2771455591.9204826,32218309242.212
2022-07-18,4839.61163438,418507.92739702,12647549.1280644,76794123.81001563,272744284.848448,1310591878.2404718,3780601203.0900273,67145841540.37451
2022-07-19,6174.88856027,461238.74503782,16507088.19692672,91781072.69304268,316005826.91294193,1477286267.7804637,4683866442.753315,68690686920.14935
2022-07-20,4273.83123897,326461.09605206,14261656.60773925,91721860.22581676,295057641.7010331,1457088816.918497,4577092077.67897,54112868150.279854
2022-07-21,7811.80675398,427199.84679755,16215648.38777509,90933702.56678554,305046442.5484854,1396740023.316434,4007290982.717084,80319806185.83353
2022-07-22,5692.13627653,303929.0145562,12848951.58667521,79931314.78039443,268912847.62442744,1332803621.2891085,3676308696.682554,69370462301.0076
2022-07-23,6761.31448727,346109.37216075,13015966.28777165,68090782.89976177,214566853.49698275,1065868860.1508354,2536314697.6305027,55779608020.13317
2022-07-24,5792.26524619,339172.39525854,12316353.92621531,57791417.47190621,190926803.88466904,957127561.3723792,2166060180.500086,35122342566.99573
2022-07-25,7538.30634906,387744.21368632,14707955.8160843,82382893.32117175,273890951.729648,1297923408.3412328,3255055831.879599,77422021158.02013
2022-07-26,8093.34304618,394858.21513255,17666262.19764531,82690902.25422607,285345181.3685454,1336661805.672335,3239790333.424896,104431686655.8051
2022-07-27,8899.65222423,356442.77228249,13464291.73317765,78258208.24699843,269456555.26818264,1278928018.263549,3246675930.191235,76530579086.00513
2022-07-28,9170.89761483,376158.83881485,15156207.97280054,96518027.29187413,325734819.6292089,1450013545.0815086,3695774614.54026,68852192227.17424
2022-07-29,8059.06709037,369941.47634148,14846434.04373268,88918777.43879145,306080244.1593404,1449030299.0899663,3819471359.081163,76054777833.78667
2022-07-30,6604.1960082,317975.5161205,12466311.64216031,70850471.59673864,223913883.84900904,1060494300.6729784,2774649576.6838846,39331332534.636406
2022-07-31,6777.86952237,335965.77055955,12331162.96937402,65183586.64597122,194591070.0510816,951279902.3070697,2523429070.5931134,33376088233.652
2022-08-01,8265.79867727,367920.34749734,15557654.71057098,83646126.47386377,276172190.5312643,1284073829.6121318,3636949539.791126,74617362453.67169
2022-08-02,7647.37671659,428294.84806777,14421320.83823724,85204967.83589347,285859902.4700798,1369468560.1411393,4327589709.2341,82426849792.67831
2022-08-03,9125.19243372,397056.16543804,15771879.65138597,96455059.894974,309387447.7136097,1369789624.530332,4021328971.9594526,95025475145.75809
2022-08-04,10439.43242271,429900.28795684,15140797.71599656,85028922.31508322,282221108.602715,1327153859.3434448,3780555115.297244,78954780330.09964
2022-08-05,7012.45964771,348707.67600974,14003699.67180248,84239078.62062363,286091170.2749647,1326504486.2060168,3791579382.350133,96469199839.1212
2022-08-06,6801.59831155,380623.99748106,15179896.0745321,76755264.46240161,225280477.1745726,1117355983.4231305,2704958086.310943,50967855131.353
2022-08-07,5123.94305329,311307.02310737,12252337.30028931,58510503.51780719,179446074.5200392,868178263.8411322,2314561855.832678,25295402290.226444
2022-08-08,5842.93962439,336942.79484599,13870178.60820201,80366253.12767363,282670884.34098107,1257466762.3173091,3440987031.8402243,127025638229.69498
2022-08-09,4870.74301555,351197.46945326,16518263.89916875,86994761.20952737,286834904.9063262,1265582532.8360603,3678478306.918248,88029778488.00893
2022-08-10,7368.01871834,672052.06354851,15177619.48674647,88211759.22811566,288275079.2061465,1288354599.0095096,3600361678.617249,105506214895.36864
2022-08-11,7718.2575115,379953.36731922,15785590.68388492,88855220.49274594,302066260.8335525,1405149597.6763785,3839437622.459696,87465855921.09993
2022-08-12,7611.41061039,374791.05412362,15683527.2990203,93553143.71129756,290659588.50747657,1305246009.056821,3462905952.666571,56078168933.13303
2022-08-13,6324.76989867,296029.81690804,13085297.08025197,73932174.9848082,232281807.7580947,1077199354.40505,2897683436.92349,39000831395.03659
2022-08-14,7044.7448432,334805.35147614,14719983.98431784,65001897.9633274,195171200.1514117,924467519.7879106,2828104929.135005,26146221246.39082
2022-08-15,7452.82668516,320737.083814,15257345.57930071,76666072.38445374,262581025.9875765,1214690239.183024,3646236134.088169,78051726467.94128
2022-08-16,8652.75182387,516066.5437708,16964186.81182214,85085491.90377696,290963116.33031124,1282585067.931976,3480395594.316095,73618191096.28288
2022-08-17,6595.44391204,294831.17041636,12788847.21763196,107336926.05518878,287519476.47150147,1269243925.372612,3764207212.2992377,76861506206.3341
2022-08-18,15078.73679694,498854.21382174,17526047.31436605,92310625.7161814,302858676.1244339,1325813732.2203617,3999746578.3014,52130481988.2364
2022-08-19,13881.11893298,399122.86260347,16251527.46048644,89176126.76111832,291386476.7697517,1421736296.6342876,3746021975.267888,92436341439.81123
2022-08-20,9097.62344407,309430.12237264,13754467.71082835,66017748.365907,205452440.83263305,982741677.7324108,2614571891.920023,86090819323.90933
2022-08-21,6556.95355659,322287.53685462,12647850.86127371,63254613.32162195,186692934.5299516,916609784.0614076,2429783084.010296,44170765349.68441
2022-08-22,7103.16953149,362067.43267268,14343830.60702332,79018460.91312228,259883902.7058052,1129733986.9448338,3293840492.054669,104324992149.4098
2022-08-23,8877.14993356,406119.43256241,15317273.31722275,87639855.26167144,271443816.7560105,1222266735.6635685,3370415750.386471,105970826850.13805
2022-08-24,7809.46998986,370052.32959076,13956789.87920435,89899873.35753438,274545471.8724948,1207229167.556491,3127717208.5981703,72685665297.79756
2022-08-25,9050.26323606,400512.11203408,14734019.36920897,83780866.72733346,277648259.9114058,1241274466.6843967,3527505064.278735,65131825617.05356
2022-08-26,7681.43810147,375240.81735553,15026997.8794603,89988433.48650727,273460132.62240887,1294309251.3357008,3510867910.473589,55917364995.62402
2022-08-27,7901.95764098,401968.15348567,14045274.83912973,74049106.96218196,221569404.9711728,1069878069.301901,2554788283.226863,56393822658.38084
2022-08-28,6946.09989678,333929.75271104,12767851.84207665,69363678.1494829,188208579.7339916,899570597.1391644,2444033988.1444454,32391007193.981422
2022-08-29,9775.48038703,477215.91063947,15328790.56776353,86214630.27261421,269422192.53228235,1227620859.8818407,3500234072.662235,69099042498.09879
2022-08-30,12174.92956733,415620.02810129,15720244.0055885,85860000.6716545,282436036.2272906,1281823533.8929455,3430551660.981247,64062700768.87985
2022-08-31,7862.59073362,379947.64963353,14960067.62789634,87142538.2097079,287664806.80466896,1314110199.4257016,3380410516.636772,80638427426.6772
2022-09-01,9381.17623836,442143.111817,14630149.09101994,86807935.59878881,280648624.0884247,1354872374.1782248,3867483243.694018,78041038049.03491
2022-09-02,6896.81920711,477517.24828086,14116666.01046085,91186909.37183473,290315004.6180009,1302420837.125142,3258873736.6287484,73588180387.09938
2022-09-03,10191.70914743,598438.17995359,16602124.71067303,80645801.96935031,235952738.3973829,1025893570.2859236,2889348164.216752,34867211669.97812
2022-09-04,7189.48900873,592286.6329716,13173515.08479673,65180649.2928643,187526799.28638905,883462642.2668676,2177630593.7608204,46546179692.59201
2022-09-05,14608.83595336,509396.28866842,16731109.73841689,79612013.4973092,270776786.50018567,1130827344.5624468,2990942324.9898567,81784738103.76477
2022-09-06,8812.89105265,435185.35696206,14912530.66814484,86075474.30677158,286174189.9968285,1241886986.5468285,3867228501.0157785,120034352557.77614
2022-09-07,10452.36022014,463343.90242614,16169868.06257585,87190107.49497293,287778696.56488764,1299890153.0565135,4337861311.127091,103581578489.60074
2022-09-08,8881.32000367,456613.68454211,14452622.27562593,86612096.18155204,296510732.4478698,1286816063.457983,3725145952.416077,89587580667.75998
2022-09-09,8869.67958145,444686.80309873,16458583.16543361,100826376.39660116,314998210.1737808,1474509649.422243,3661682101.97799,80422068880.9468
2022-09-10,7706.51485247,350503.11539136,14891508.31231729,77484676.67548709,244116835.53832328,1023981491.6732452,2817241784.47308,45672148576.19543
2022-09-11,8201.06413805,373981.11661631,14869693.71916838,74036993.05555381,220007377.8838364,915591205.313384,2554245749.4011173,24485372455.35621
2022-09-12,11374.89726436,549440.0221011,15652145.86594705,84760459.09671108,297807492.37432903,1228215063.1510808,3483509799.004656,48668220085.83883
2022-09-13,10352.70709025,520754.44094127,13356538.64830736,81381006.41955145,288758732.4157444,1264835640.369023,3658418138.480176,55025005471.55972
2022-09-14,10175.96103246,447610.95674568,16076190.01552236,85187898.63072048,281754700.12887573,1242496841.3438344,3564384637.9210014,87209092427.77315
2022-09-15,9795.96633194,428358.16800981,15984877.06288683,88708316.79703303,297393804.5313659,1360749051.0762808,3334020325.9327226,76295280355.9099
2022-09-16,7352.4087409,366713.02842592,13743008.61019684,82858753.80792095,276064165.0946423,1250494342.3026571,3412673682.607035,56412183490.07504
2022-09-17,9378.03859281,429887.46305203,16368161.11874759,81740558.00642285,236733881.50147897,1086488156.6719823,2590403731.9849834,33118189551.791893
2022-09-18,8259.97320359,377789.37421275,13352629.23561387,67331749.57019924,205319792.7930616,897916741.55257,2464243395.700735,35188814787.73747
2022-09-19,11606.48492656,408021.4116446,13580170.48110526,80514351.28705747,284930412.0510267,1172626101.5533333,3935908493.17264,86586325493.56631
2022-09-20,11641.73340176,466657.79207713,16380141.35791994,92175905.66759317,294342504.5080367,1260193268.5347672,3669203801.6834297,80679903688.97812
2022-09-21,9399.23629039,382164.14337765,15243547.42083205,88404124.82396409,282701372.9225698,1218812953.22678,3613023935.60872,83257056472.5457
2022-09-22,8702.6859227,362913.68918595,12723956.09847871,80211292.47690351,261144637.7712989,1220682369.7269983,3385167849.0050983,60831201246.01395
2022-09-23,10330.27189659,448937.41883348,16376950.49019362,92037436.31410088,308814529.27192473,1326870812.085533,3375452846.9229617,49427589245.79481
2022-09-24,9871.46155794,364575.54266814,14018970.64717999,71385730.31365186,215940694.91580856,982362048.5381812,2268781229.7961698,26467214582.0022
2022-09-25,8292.11219168,352439.84759568,13064264.4036456,66922350.64780787,199234714.2982529,827056672.6618541,2142375393.472851,30997527738.45037
2022-09-26,9410.9054385,474758.66527901,15948168.96423859,84708924.25770424,281497581.3486686,1194302430.8738244,2869051224.879453,53459000910.3129
2022-09-27,8297.57148812,440242.43307947,15807567.56171147,87084919.62059264,306938364.06860524,1304404805.9932752,3578923646.500791,49756065225.39165
2022-09-28,9716.88900321,450054.23490828,12846027.33365991,87333598.9614726,281325397.1921896,1242576851.816249,3218883669.409345,57232267964.48801
2022-09-29,10362.95606329,386229.94724412,14436726.15618953,88287548.58076677,279130270.98386943,1273820741.6185403,3605615111.644988,48573889139.70509
2022-09-30,10082.318177,406431.59240223,17469216.72552264,93141089.14565592,306444942.9303566,1365451215.5377169,3516168987.3286858,45275392863.31121
2022-10-01,10462.26693596,389327.68651587,15303071.16005591,83424982.92314778,237263269.47914144,1051252891.7113476,2358939721.9490333,24258514662.23237
2022-10-02,9026.94244456,390892.80277961,14379929.84596841,77230007.59612516,205562027.7594589,853929240.0232209,2271574167.531276,19578714720.322056
2022-10-03,11830.45003933,427766.11096891,17513683.63763852,92260860.85879733,301658029.4537533,1272354477.4473257,3134141673.856118,42016235632.63979
2022-10-04,12120.40970316,395399.9068012,15216936.05698311,89311813.91751333,304814731.4732181,1245214291.6972506,3245620243.671779,44443360545.3038
2022-10-05,11880.21357126,364773.59062731,13888504.38126472,87793020.7483139,290079154.60885924,1175264245.17177,3894362178.0870967,37661699830.35247
2022-10-06,10676.55196133,380254.88461536,15251128.69257391,90253052.64784393,299481335.7023856,1264081709.6561184,3856832753.3959,29046022318.90264
2022-10-07,11879.17963426,400795.64442565,23580859.70327484,91231996.01981774,297754601.36954826,1193717766.6232493,3767214416.7226286,29630289890.873096
2022-10-08,10476.24217424,333416.42068295,13307569.6573105,72824165.90527394,217738137.7603168,944026540.5189146,2761211894.282874,24291356324.25828
2022-10-09,9882.29841248,358226.81627361,12869805.12548769,63731394.69864822,193463617.92147103,871936176.5536242,2011420725.420149,26265295273.33761
2022-10-10,11376.18179515,408644.5679006,16160276.58069556,84488032.82322061,261999712.0735632,1112666657.4806776,2757363889.43934,40462084527.744354
2022-10-11,10390.35342521,412658.26374122,14779855.75768581,84828290.6444939,279020468.7438045,1194897909.3913217,3426688663.679824,45639946394.49749
2022-10-12,10825.27596826,391834.47652313,13958442.47961334,79713118.48226292,272932469.78096706,1168902067.9568076,3047955273.295451,40901559708.07659
2022-10-13,10130.93281463,651263.42133517,15798071.91625273,92187537.5062205,299616313.014398,1298891772.6864705,3534171290.465485,46838364723.37473
2022-10-14,11981.35944025,669238.16086008,17342752.03079366,87902114.17546596,291433903.35143805,1352157399.9790723,3392046926.8357034,33414711714.957203
2022-10-15,12036.02584141,376866.40277205,15118282.05860029,78201529.96613406,218532306.507907,1014012295.493354,2479321688.9685874,13354586322.675478
2022-10-16,9355.40410519,332992.84694874,12615486.18885842,65234136.44379944,191057301.67059368,875780407.3126149,2380546520.620025,12491043338.672756
2022-10-17,11373.11906865,367969.92175074,14228782.06452905,86349122.87933515,277896395.6873159,1175857659.8318584,2893691225.118746,25235283154.823414
2022-10-18,16854.96336904,314856.84951325,16614020.35375633,78978060.6964174,275270640.3755901,1198788670.8939936,3334038790.0000315,38806887583.88886
2022-10-19,35940.41263223,411077.28618084,18098412.06839267,91674355.11285605,289782577.8657151,1092547909.9324467,3687678249.037729,39840409735.46757
2022-10-20,11611.70569478,404762.21037023,15134429.92935738,89012086.34363858,274723168.06804204,1187632895.3087263,3258861307.1738086,29183769860.764114
2022-10-21,12103.89386141,586758.90807891,14301929.34947358,86040631.0111432,274113945.40723336,1219834039.734295,3026679512.607498,30876661075.51002
2022-10-22,12192.58551444,395003.05353377,13650079.2497592,73826154.73051026,219630406.0891914,922389605.7940744,2269013123.4991536,20670501936.917194
2022-10-23,9264.43564441,323849.01541424,13363321.18619132,65054909.93486703,197138500.15321755,875105549.2930483,2711060000.35907,21154906296.507977
2022-10-24,10216.42376255,384850.75507809,15380955.82333236,88017765.66021499,285080821.726018,1202249929.4154062,2948192586.2062893,31129659258.04565
2022-10-25,7174.53720347,283055.15029199,11617095.87868201,76282863.80541566,270886803.79792833,1210845194.4694176,3456419962.400824,32274239900.18549
2022-10-26,11172.23316898,481619.41491638,18959205.92267848,101773560.0500727,339156665.5604646,1368841246.126443,4494730422.20864,46655784849.37792
2022-10-27,10700.3367703,348072.11132941,14693293.18174993,84529083.16222915,289541077.739037,1227246977.5388713,3720922706.361617,49391318461.43946
2022-10-28,12481.09532728,411314.03705945,14955440.42867504,92430066.41482756,289241198.4671108,1279546734.8336794,3771909889.075732,31683405219.46772
2022-10-29,11003.90975515,375439.58556,13746935.49932158,76815538.14043166,235243973.66727883,1022569969.9505488,3063453751.5280795,33982152788.69816
2022-10-30,7656.33485779,342079.58570818,13755917.59286119,71695050.46803214,216964755.5104712,920870522.036449,2606007116.156883,23572151454.46991
2022-10-31,11368.86820556,415503.08741884,16112375.74875753,94943630.7147882,315085385.14109,1338473897.3460977,3550104571.9833155,37752228348.27746
2022-11-01,10518.42045896,366969.06020597,16014821.38754616,92533208.79916243,299732953.2463909,1252547420.8704925,3771251771.91036,37849249874.893295
2022-11-02,7689.98739278,319378.37280726,12764144.57852856,77938931.3143938,275698470.03883666,1163691283.406744,3823296003.2578,44768215170.23353
2022-11-03,11348.05046724,426373.94423556,16752944.00614896,95577080.42536776,306254142.375319,1282001387.201203,4313759457.381505,63333159665.54597
2022-11-04,9049.4439857,318131.88514911,13755864.36756081,90319620.67647254,296609416.2964013,1324794291.493164,4030732148.887038,70609197866.17183
2022-11-05,10075.82153378,385803.0137096,15849783.1792171,81792929.38572295,247752412.97340128,1128945014.5213509,3502956087.5360174,35800791606.54633
2022-11-06,9973.78608668,386390.89920509,12559231.57692246,66431399.71102903,209047707.91559,972414558.8989795,3370872070.9773574,78163209077.93477
2022-11-07,7670.23565974,499219.93678901,14186038.02886057,86246314.68508573,285559208.5689727,1299574664.855924,4975675925.09032,74831467409.40114
2022-11-08,10565.04396756,615830.60799791,17036728.69205354,96421473.96926396,345940309.05430746,1574085556.730804,6500929006.960837,32621621253.44224
2022-11-09,14836.93030199,546534.94481712,14504040.27281548,91371477.29587509,356015933.06165487,1743896016.6934893,7361530864.152436,54268510927.870895
2022-11-10,15839.08726906,533000.14621493,15144183.51479441,92283012.01892722,338072328.90999824,1672875475.2143214,6155779744.499525,57966729847.53557
2022-11-11,10578.16391051,339355.71063395,14881380.58297014,84646240.06738268,312155735.4184966,1468143299.7572134,5576326184.048407,62053010020.07894
2022-11-12,12584.57251945,436862.94441492,16102293.18004302,81285005.55696514,256017282.514044,1167586668.4623058,3831410312.094447,36911917247.02252
2022-11-13,9163.07740448,347874.63201096,14435319.00344787,70472897.60777475,232030729.2007715,1050631982.9970244,3946995586.24888,50636001830.32547
2022-11-14,7134.73370742,386256.89763428,13077578.23326352,76173755.94930165,291386360.0409659,1342595033.3822708,4684311105.969596,45788758359.81724
2022-11-15,5986.70676371,704172.66166316,18523332.76690176,106296272.92017116,351355154.2929688,1525302881.8692975,4459255451.959369,39051306947.55172
2022-11-16,5810.15024979,698352.03141913,16693024.25687079,110711372.83314247,348314215.61848146,1543093650.419948,4491049635.929863,30144587824.8942
2022-11-17,5165.19733255,614301.85585643,15533298.76274906,98411881.5129179,309680952.36465335,1454424211.2387471,3653781117.688015,21171673929.850582
2022-11-18,5288.40750172,538406.76053263,16383002.09560807,101281592.20414448,333476823.0030921,1497708579.6536467,3797499831.02609,24351934802.8834
2022-11-19,14524.32455575,615026.07068458,24173241.2774073,91414810.24098976,264705676.64139545,1077953242.1456232,3651784319.1217446,14648828047.13746
2022-11-20,29048.47096116,702855.8791304,18257244.51006519,91920468.56443892,258478836.4550068,950176261.01181,3443592959.392549,22300190553.030914
