date,0 ~ 0.01 BTC,0.01 ~ 0.1 BTC,0.1 ~ 1 BTC,1 ~ 10 BTC,10 ~ 100 BTC,100 ~ 1K BTC,1K ~ 10K BTC,10K ~ BTC
2023-08-29,1356.03583975,5470.59693567,19365.89661991,91985.76987854,210453.39222118,307818.00963337,310285.57037086,48623.73911734
2023-08-30,1139.9369651,4808.74424527,17959.95395158,90594.35405849,165706.77567543,292884.0947508,351615.27220806,71227.96254357
2023-08-31,1286.98112415,6416.98187449,19566.82654543,85531.90210122,177643.97547719,283407.12516711,196337.09179299,48666.32516852
2023-09-01,1356.90725544,6154.2480487,20462.53942225,87510.25792635,178344.05175403,340031.58412606,261450.60674522,31915.18950894
2023-09-02,1136.785952,4651.59131001,14372.45931054,66906.28171062,133018.90799027,194275.22934161,159189.98928726,32420.29403187
2023-09-03,957.72605224,3635.9588596,12124.78844403,54486.14261068,136997.40458178,136512.66270093,107179.9873719,32613.97160953
2023-09-04,1046.87373068,4675.46563108,16144.33936841,74355.10119406,148129.60247113,196883.45249716,172414.74624374,32608.03746757
2023-09-05,1029.67832666,4822.68409532,16451.14454924,76832.62151433,155097.58729552,182623.43189698,256804.99751039,16285.79237308
2023-09-06,1074.99750565,5068.29827156,17275.48562901,82181.5239687,209902.38558549,166282.24599311,176313.67974606,38259.33519721
2023-09-07,1097.79192112,5461.96530398,17952.82729203,93373.52311436,176385.40384084,167622.57251097,217342.10860185,16309.94365063
2023-09-08,1183.66402806,4945.05078167,16933.80290373,86400.79722553,170849.5554985,165080.1104078,132868.56150233,65407.37608607
2023-09-09,1010.05724994,4358.76828764,13568.93631004,59277.29253039,120803.05751898,136201.25938409,183048.83921255,32687.96741035
2023-09-10,979.61941574,3665.97102061,12404.94670146,52449.37374942,122429.66711607,134248.97851731,261429.83578127,49073.72936025
2023-09-11,1565.26162444,6287.8265622,20305.95316635,86454.16378966,179480.84346761,198578.50234373,193109.73975471,48982.87646982
2023-09-12,1260.2374136,5420.19315542,18701.33542745,92145.63649272,186054.78792785,210247.68827496,271737.88505729,32727.08604511
2023-09-13,1231.95864029,5536.30366616,19260.22996899,84906.40796106,176350.50221438,171525.80600876,198512.73993131,16371.15750066
2023-09-14,1215.98574867,5437.59792164,18909.72757918,83347.26533306,180346.42633769,222068.69962844,221413.52725557,32643.45681787
2023-09-15,1250.93648832,5544.31437746,20165.84095327,90482.29214599,193761.82064098,254410.15349695,246813.1360716,48998.32772177
2023-09-16,1027.58195368,4336.2861287,13858.57483103,64308.57695239,118769.83967692,239594.87321751,187252.20780755,16336.71462246
2023-09-17,860.18843545,3502.68995868,11847.25638012,58344.02190973,105187.33645058,198675.33852953,134534.6872415,65429.8991758
2023-09-18,1027.64518089,4640.2573126,16590.93520109,83276.34074408,161652.0946841,259516.97339719,226396.84199678,32723.78243417
2023-09-19,1176.4197824,5176.13229798,17315.58857437,88880.35261288,180585.47209143,260633.10616466,270377.44647314,32687.46383249
2023-09-20,1216.41835554,5590.74584995,18399.93704395,105041.36542375,169100.40638881,295531.2090448,262214.20336184,76862.41231357
2023-09-21,1277.18905163,5516.50548575,17572.48440631,81679.01911778,154304.37280773,269549.31830404,150590.53709959,32588.21520422
2023-09-22,1242.6228444,5068.08050665,17680.58689892,84909.18314577,138888.504785,201560.66248752,141984.2243269,48900.15598065
2023-09-23,1154.69557212,4271.01479523,13863.38750205,59343.05773393,121089.21833749,135188.32972315,90418.15474259,48918.33068452
2023-09-24,1773.63914585,4592.57469252,12929.42245244,55816.08340548,105075.30323711,117537.87528807,136663.87189082,48947.52040487
2023-09-25,2644.32596518,5638.94151956,18469.43742256,80887.98885577,158149.47777909,255117.12632552,263032.97169051,32634.1595678
2023-09-26,1630.00765704,5590.76162345,19737.47265636,84238.8191637,151668.81448509,256335.42910272,110531.87849377,32666.24291826
2023-09-27,1787.95538618,5737.72766438,18683.47447685,84278.79079789,164399.33003426,240349.65684234,229128.16686022,16332.22182207
2023-09-28,1485.26991218,5951.97249602,19368.49808758,83941.40156732,182366.24741148,248025.72651028,212879.99027235,56249.0559126
2023-09-29,1643.80974427,6788.31940689,20527.66064118,84037.86920166,175970.21027632,257755.09619054,255520.26007656,86640.42635398
2023-09-30,1496.79170893,4837.53884089,15203.34234659,70729.14004138,125045.15790184,196823.20955324,177891.02828533,60691.17979468
2023-10-01,1392.22719178,4519.91588382,14581.54849613,61564.60444878,141582.40162862,189004.95731588,125299.07670162,16348.5275315
2023-10-02,1581.06276276,6409.93107246,21746.50209809,92241.75996582,208905.29548346,388202.10931698,322242.80540062,64113.94371928
2023-10-03,1673.57528708,5915.12955168,20266.7104666,91075.60789324,177261.72827688,313762.83754398,195659.77332498,32736.724533
2023-10-04,1296.19560271,5633.56363047,18639.00163525,84795.09454953,187999.75754696,410863.45910658,239455.48418693,32740.29051169
2023-10-05,1286.00272773,5452.42960288,19781.9261107,105093.66995649,191513.51715731,517725.01054418,187821.04366771,45948.26076522
2023-10-06,1826.22019975,6481.44523193,19663.93589454,84025.33728468,199395.60372649,464328.61846713,267378.61385691,16361.71393082
2023-10-07,1699.25912556,4865.80578417,24493.27992224,85138.68532221,151196.60832587,393972.00882942,113790.74745983,32758.38788361
2023-10-08,1084.07593802,4208.95994147,13088.45628794,53593.52226024,111019.4757688,249801.54140852,166809.22156241,32843.86135176
2023-10-09,1427.15724195,5211.29636077,17172.41346873,67967.94488417,149029.42294104,258989.24258069,198157.96119425,50491.69497664
2023-10-10,1308.35566637,5298.40302594,18172.2410747,76926.69890618,150786.3410018,308242.50377233,220144.13415317,50347.6448491
2023-10-11,1167.82086863,9410.43380364,17595.01865628,86650.58658576,173830.24267338,295636.68329482,257772.02646472,32813.09240378
2023-10-12,1270.04746735,8020.23579839,17918.88002069,81039.79607263,181755.60189663,266363.02506618,170511.08994668,32852.44787259
2023-10-13,1335.22716986,6492.08096939,18051.49823511,79495.02479949,159938.00219711,265652.01162157,67657.82773819,49461.64497844
2023-10-14,1272.19752067,4386.7006023,14171.92029242,86722.49308165,128982.00560333,310037.02571434,127931.59457363,49537.61548719
2023-10-15,1042.97294601,3793.53259846,12154.60220823,56627.22785383,122707.1175246,180670.96301458,110288.05174981,33076.25958999
2023-10-16,1502.68869539,5897.54136027,20291.37047607,89753.81251512,219003.83471413,328910.60296878,264957.34706008,49632.89601393
2023-10-17,1888.31902431,6032.10675627,20031.60010933,94939.03251648,213623.81885539,282760.1453644,188816.10824961,62114.19180741
2023-10-18,1897.03896821,5429.9562373,18169.36426328,95868.65528011,162397.1602021,241390.1252483,236293.07580446,62140.77325612
2023-10-19,1588.52805453,5156.26102616,17910.23677604,102023.13034286,172024.00300435,255912.47508436,149159.29286644,159167.68879303
2023-10-20,1502.99979568,6158.93511957,21383.42694159,99093.25320381,226042.42717411,344836.11250679,261868.14558489,62010.5272986
2023-10-21,1995.37434552,4756.48510689,16481.82362738,67258.61374516,159096.28786,187496.54185127,148584.29658431,49143.26354605
2023-10-22,1695.31116766,4263.00331044,14482.11448932,59233.83620376,160252.72092271,184249.57081815,161501.87125562,49308.80006996
2023-10-23,1486.8569101,6313.62319984,21878.62744929,92445.16308502,246353.0882336,355456.14581708,305445.08892256,113095.49217159
2023-10-24,1235.27117053,6800.92413471,24790.87879569,112903.3723851,279388.48647647,489951.99969357,435773.29734937,97486.89714584
2023-10-25,1288.27134592,5461.52929881,20667.0436693,98864.57066236,210763.5513565,329325.03550213,297567.71681796,78819.90051746
2023-10-26,1366.23543399,5793.31386733,20347.99980841,89195.78862561,192581.45676409,262857.16721456,270482.90305189,86630.10015172
2023-10-27,1324.01125459,5423.09986916,19914.56445435,86155.05337255,181365.74905718,254617.4256835,284373.85140329,32404.68782602
2023-10-28,1207.95631451,4248.0176287,14245.41930201,66494.44529385,152106.08422324,200848.06470849,138837.02126859,45090.52199425
2023-10-29,1081.51537309,3733.61803095,13016.92222579,56272.06047676,143590.38153867,182048.70685776,182738.97629622,48684.30406351
2023-10-30,1300.60944155,5186.73934757,18674.89025584,86801.65627264,210603.17151022,272266.25956259,292236.60446997,83336.7781724
2023-10-31,1310.01836698,5648.98229769,19848.40337202,86719.86404521,209562.69746211,289965.39801608,147922.96920975,32358.44145733
2023-11-01,1236.04273321,5730.09612619,19591.68860679,94391.17651061,215632.6975499,275429.20292675,195650.1334868,32418.19095531
2023-11-02,1411.21652315,5860.03728526,20278.84273928,102512.52884951,194196.01782158,310742.19598802,142577.30790732,62621.13970701
2023-11-03,1087.31011081,5123.566825,18842.54934488,90315.38338181,185540.77148187,224362.32231426,263935.42681272,54707.66377511
2023-11-04,960.37780906,4528.10284869,14212.71600353,67007.61853367,146725.59079355,185486.23938084,151904.17024109,49056.86842658
2023-11-05,1027.98965054,4168.2327024,14042.95073568,62504.41940937,134532.96159057,157772.32212881,140457.72144813,32773.22436885
2023-11-06,1117.97228011,4559.54645331,18613.89559577,78726.7560907,161434.16454255,210703.93159543,202131.65697081,101122.98841566
2023-11-07,1173.35517025,5448.31575617,19434.45348273,90569.28638594,179111.05772361,232697.29883589,215870.72840951,48973.95724641
2023-11-08,1028.00091452,5406.21329141,17307.69350544,105202.40979935,174982.52791336,237378.16334487,268720.78380544,49135.40477402
2023-11-09,1011.40284793,5122.59281999,18148.57183558,122079.76355024,212622.62008514,279096.95657056,322114.59155036,138597.6512566
2023-11-10,1385.4981659,6489.78812746,21455.32758497,106353.83364854,170828.78543627,259710.37045678,242565.16542729,32506.50173369
2023-11-11,1057.84222367,4468.42917691,14897.41363027,82735.46144693,147400.92237466,222870.71765691,155386.15391159,62119.34159456
2023-11-12,784.64076779,3281.0819305,11385.87457695,60682.22488892,126251.89377396,220029.35770979,143198.08419285,48891.47876201
2023-11-13,1065.08444581,4793.00880673,17581.15768325,73200.96717217,147072.22111576,304183.98230104,167243.1861823,71514.17615697
2023-11-14,1155.209736,5216.43851339,17812.01013735,81144.60477287,166861.34574621,291241.12793239,309324.98664458,67211.50100669
2023-11-15,1151.94883592,5082.09696863,16947.9704238,90827.41930717,182826.59239457,288999.06116233,211288.42177181,32386.90994318
2023-11-16,894.87524031,4553.55657518,16434.07285041,85458.52964515,160802.81452743,259177.13955849,309865.9123016,32472.69209911
2023-11-17,1214.20363272,6027.41966774,20041.74062685,84225.50333333,162537.69060098,275585.91384809,153699.3995558,48775.22976865
2023-11-18,869.73173548,4290.31748395,13345.67526235,51310.80138942,93060.24784261,211973.66857294,97052.31140014,16262.77280505
2023-11-19,964.12016045,4159.22092218,13248.90920907,49426.46142602,97760.76293885,197583.70168248,150054.15208514,48865.3910557
2023-11-20,1135.74084591,5257.38685436,17996.19364682,92305.1431797,159439.33529485,292488.04777426,300523.43957786,65471.08031175
2023-11-21,1110.14735641,5250.0640629,18298.96263548,82555.9372077,162019.44080244,407547.83412979,224391.9282515,59087.07872674
2023-11-22,1131.16987189,4892.09740378,17301.77063558,80500.11842694,163782.35515429,343508.14508537,278477.18869685,35738.01489137
2023-11-23,907.91199622,4436.61658231,16168.68558485,76821.31930737,143206.1167125,269468.53953945,141028.51071363,65902.05085453
2023-11-24,1258.64849221,5406.94864995,18818.96199732,92432.63421681,171516.77236055,343647.89560304,194993.8009601,64785.24289881
2023-11-25,906.28448549,3863.14513834,13155.6306727,64762.32803153,118593.66253376,245877.5028805,150645.33330295,45668.15736111
2023-11-26,822.43165076,3405.11229444,11668.42219224,58170.86313091,142839.35052282,294161.1551381,145121.18322718,16345.26175575
2023-11-27,1009.92923009,4481.60835547,15807.56048237,73134.1696565,188616.72378829,326611.01877959,181940.27271866,59045.89708669
2023-11-28,1294.4666299,5362.72181055,18282.97349378,80240.7534322,187227.00198782,313825.04077391,163485.20951888,47667.89057324
2023-11-29,1365.4554526,5242.38204995,18176.55356434,79761.73820872,203727.2857786,344154.74297856,181542.18214054,42737.91972689
2023-11-30,1281.13619037,5230.13629517,17784.49724188,87306.46493125,199984.50194662,350777.49901386,185786.30856206,43641.01605755
2023-12-01,1512.75875309,6029.546316,20141.22465123,88406.79138396,190144.05825684,442779.69533075,218595.82856898,65893.60551268
2023-12-02,1035.67964373,4226.9130201,14435.29809297,70320.57601338,169904.51365923,335852.67576849,106316.87101645,49342.39422032
2023-12-03,863.24052953,3997.67697303,14070.58629935,61448.27460575,150454.36409557,293856.42956885,177335.27100503,32842.9657965
2023-12-04,1261.98648693,6308.27656875,23041.01073723,94226.40424484,243950.83537347,424306.63366436,221109.44516949,88478.04614675
2023-12-05,1213.9244835,6796.57389387,19910.54204992,88951.25769166,192173.73427896,378245.23891916,233645.72359773,59231.96769616
2023-12-06,1291.97343251,8077.62419743,26577.34013628,106444.52407761,206409.903523,378551.92278141,242777.49053077,44800.42480692
2023-12-07,1045.79061262,4890.15563266,19510.22679288,80734.89094151,177959.94760889,324154.135309,225727.60666072,48866.70846383
2023-12-08,1200.2561858,5616.46576919,19676.94461782,81398.99804304,178387.50205809,417823.44315678,251254.76664673,32554.70868395
2023-12-09,1123.20885564,4948.40672541,16563.48307997,68406.87372945,152370.05915301,263278.29076382,96156.45631659,16310.30527049
2023-12-10,1063.80356568,4238.11294401,13463.08216699,59118.18881858,127352.30915037,193887.44412899,93709.95089629,48721.73334839
2023-12-11,1533.48120122,5541.02436817,18934.17339849,87038.15250506,191879.7005705,388469.69587421,252297.49946666,42568.75497313
2023-12-12,1132.97132145,5638.17431828,19420.42271527,90396.75787023,170245.87562915,394333.95586488,202328.45082889,48685.35642558
2023-12-13,1111.41027528,7913.81857613,21368.88695188,85086.43039162,162556.54332763,308784.46764702,222844.9772227,32534.39103013
2023-12-14,1068.2552185,8953.05226614,24532.57069897,85498.18937493,151143.5790195,324178.08406221,187375.2802555,48866.64925794
2023-12-15,1090.89485374,7023.13217826,22318.83631611,92517.79665757,147393.12152505,314102.78591573,128372.71518757,48876.28985016
2023-12-16,874.0876023,5109.25974323,16939.22456036,67840.691021,95595.71311101,192878.90164247,115243.75847499,67192.23394137
2023-12-17,992.93723788,5829.76011478,17597.43834234,53340.61742673,95338.10647476,162468.67562745,70091.42488639,32655.02391073
2023-12-18,1211.26909674,6483.18603242,20804.95553489,90415.4202175,146409.05904445,285136.86971843,176990.87875539,33005.75569017
2023-12-19,1030.05203121,6180.37435565,20159.4437393,71857.07661532,138083.44658034,286585.37463587,165442.94902791,48987.82352536
2023-12-20,911.4737127,5565.93816973,19432.83380676,79769.25179037,150757.90390181,277139.9830718,267579.64182053,16373.31652694
2023-12-21,972.24945808,5635.17519648,19164.66322826,76724.52690958,137778.42081532,223677.51728805,209347.99517395,65685.92403457
2023-12-22,1404.81314869,6459.08488117,21698.61222062,93909.91846904,147557.77278759,221370.60177873,273052.83326618,75406.61520918
2023-12-23,1147.24730853,5516.01161559,14367.79056823,58330.33585388,102038.10593616,174207.35934654,65766.99646023,32651.48831312
2023-12-24,994.55335156,4167.15835898,12928.87933969,49596.83799197,106836.48717997,210924.88814357,120357.59987937,49138.20864673
2023-12-25,865.13567098,4348.97099797,13281.10762117,51785.27917845,109484.74017042,208141.94689901,61788.95212374,32730.0171573
2023-12-26,945.4935921,4382.21907618,14763.70438656,61565.87041604,135416.09541116,230055.66788215,201043.85045134,143360.97781224
2023-12-27,866.24002443,4413.81306437,14827.98450611,57564.01135957,143114.82228083,246682.66480636,268813.47500207,32716.55018617
2023-12-28,1184.5168678,5200.30772332,16496.52418581,65843.62843342,136966.03214644,239773.75081814,183068.55459515,50507.9927476
2023-12-29,1326.82106139,6125.77714575,17740.89443216,66094.97193218,144846.35447534,317533.91164691,184741.31280831,74738.11827977
2023-12-30,1603.16026649,6365.77261423,15140.69243954,51555.30574656,123088.01310455,245491.59371483,162451.00538251,16462.22599155
2023-12-31,1003.4317768,5658.90649212,13528.03311979,46341.93220319,114247.80889037,166671.39823704,181926.27919751,46206.04478081
2024-01-01,1360.74979899,6020.4016314,14988.93844736,46990.4250949,106700.7471723,176541.39040889,146512.90833943,30999.83910831
2024-01-02,1269.54492518,5601.65578744,19251.6405354,71014.39227839,191779.5189296,265332.25279566,244818.67368121,49363.66823009
2024-01-03,1235.99249771,5487.38547722,19108.32126766,79798.83979259,182492.98715572,245259.32110644,259296.96819601,65708.78949701
2024-01-04,1518.4147908,5533.82325237,19886.69395725,127393.03648558,206726.76003036,237094.02302194,212477.21183513,242768.50290976
2024-01-05,1042.33659349,4725.3619858,18156.44021736,113299.32445207,186771.29433733,229262.69361833,166489.47712088,65499.51055142
2024-01-06,1120.92468699,4008.95646319,15895.76519157,74504.10430612,115268.41122199,201707.97045266,100532.86061352,49043.53109783
2024-01-07,919.34666178,3864.05003758,15781.02151584,62366.93136504,140600.98661556,195491.1153269,105274.91230736,49123.32638626
2024-01-08,1043.81537078,4993.13961645,20062.92139368,79524.97110849,180673.26465109,247613.2095704,263924.03432488,49119.7546498
2024-01-09,1239.30056787,5614.88425398,22439.82584345,96460.8746065,207711.94068876,320418.47557782,425375.90818829,61217.99331422
2024-01-10,1143.65506529,5081.21134178,23303.42150502,99972.36647806,196040.34007829,521336.37536907,434224.70761937,32548.77970304
2024-01-11,1572.31428714,5612.85091261,24664.64912304,94257.29961418,233079.69777689,356377.38632554,418956.92618335,16310.33953546
2024-01-12,1683.31551639,5896.09768879,20160.51391613,83346.89892766,266485.9574309,364520.98638696,586563.6971736,119537.24580896
2024-01-13,832.35528187,3102.44940992,12803.20821409,63516.76164263,157497.03501549,157526.34305963,281420.70819208,32691.76152675
2024-01-14,601.49260736,2832.75089055,10888.93043306,49661.58953244,127499.49455619,109618.3999382,171064.45033603,32925.61329982
2024-01-15,866.26829842,4070.61316512,16107.05925177,71555.62940715,163232.35662395,227182.0281965,190610.4345507,32925.62512711
2024-01-16,872.95137226,3988.61612644,15050.75806055,66991.34545605,180747.20529112,257368.10018376,297250.15596562,98498.19310933
2024-01-17,935.00741488,4697.82565266,18009.11091091,100616.51604565,182177.62699471,292789.20863966,472729.19564613,139409.92118744
2024-01-18,1138.03566712,5411.77855408,17728.4908169,108145.05536039,173470.04375452,268382.65896418,429838.1130375,130733.00059855
2024-01-19,1095.59396038,5582.21008046,16988.66617653,89849.34667812,173019.22850879,266774.03379199,323444.96292112,66263.33288324
2024-01-20,1121.37413699,5722.23141416,14395.63191447,74288.08873844,115945.39555077,133565.78302272,121556.91733706,64439.92421352
2024-01-21,1142.91071315,6061.01120097,13389.23124881,64594.40372233,104447.14307756,217078.99937356,97483.81232728,64558.28937272
2024-01-22,1397.33285429,5032.7956521,17431.43564196,86563.08059863,184802.06000825,308615.29203389,368524.7855672,127832.9169943
2024-01-23,1410.48492744,4541.82530046,18110.82150708,89263.34939584,193370.63775153,268177.27123843,287093.76755427,112398.72686954
2024-01-24,1304.20934465,5811.36703997,16998.09446763,85263.18803351,172881.74299544,279081.56045817,368771.05930324,178765.22208077
2024-01-25,2061.12435917,5087.45086108,15944.57672299,85547.0858078,167294.62849955,260366.32518077,399381.12513505,74533.44702597
2024-01-26,1085.17909669,4705.5849918,17656.67440271,87235.55813476,190518.08766709,279440.58280004,396301.56918683,90467.4209652
2024-01-27,1037.39216482,3871.87074083,13156.68866677,63381.93568547,138382.45783136,149850.29769678,208564.84345726,65520.26159698
2024-01-28,764.47423831,3153.95271901,12392.08658671,58383.16007132,113778.12327506,135477.59553252,65193.0916117,63220.94675705
2024-01-29,1134.78299562,4264.90037289,16628.443572,84022.64273706,173549.03969521,226318.42731451,297612.7190333,110271.77087083
2024-01-30,1035.66830415,4958.7734764,17223.46396358,92407.52967769,182684.57791309,254509.19546234,483429.24577837,94716.68063641
2024-01-31,1195.5123927,5451.3828185,17480.19269395,87970.4163292,173550.64306012,227573.09060127,445862.84016077,404556.71699027
2024-02-01,1259.43046794,5124.8718802,18836.13756844,98325.2036606,185171.41084496,213097.55815853,344831.24657848,112235.33075323
2024-02-02,1549.39227801,5101.72070076,18310.67714541,84558.28231235,178547.75322105,197928.138697,273698.46634629,94423.91388393
2024-02-03,932.94611483,3478.35063313,11581.88985518,61673.35601857,111662.81226839,102023.89545737,226491.79700511,79213.79065491
2024-02-04,1425.42634052,3733.61281313,13412.04244364,66330.65760111,116410.64661863,98496.97812477,194178.54102357,48790.77426507
2024-02-05,1759.93321554,4582.49877747,17283.34443332,90190.51919163,157313.22832586,216404.12827881,280768.21471536,79145.57187622
2024-02-06,1939.75099458,4649.2136288,18068.35260031,83674.87310001,191798.49543494,204516.59146772,348277.15967661,77947.1582944
2024-02-07,1331.95259835,4449.59085899,17051.98243765,79880.5123871,159358.84175913,209773.34727677,309675.87532131,62753.93844635
2024-02-08,1387.90152189,4798.44353794,18345.83689484,84486.2714812,168431.88383513,275228.23806538,343019.61761417,63807.17822014
2024-02-09,1703.95029559,5165.74349704,20320.55564805,92337.12960602,193738.4524588,263283.17436343,389534.51678913,77721.77527944
2024-02-10,1458.17687088,4098.6070395,14726.63748232,71320.07789007,144330.65480527,154581.06074484,190966.2065653,46393.29884212
2024-02-11,1130.78582479,3871.58406924,14551.51650231,65386.47680618,146834.36323614,130417.64887,210927.44447896,63296.27166425
2024-02-12,1566.19222736,5525.44842151,21346.51791036,94624.75449466,209273.12020827,260156.06481244,299942.86893905,78480.12562712
2024-02-13,1324.9695229,5462.87284355,19742.56292938,100367.0733141,195027.56199117,274854.11183087,372829.6765303,103353.36368344
2024-02-14,938.5576949,4515.44479668,19184.34091444,107546.11418258,220608.80822785,273960.7416896,377991.83986521,225591.30661679
2024-02-15,1314.23832092,5081.06466626,20100.2300609,113693.41355253,211888.74298388,252839.48031021,309562.18554432,61819.19357258
2024-02-16,1224.39178785,4794.89821504,17934.04588897,97184.18484883,200545.39918637,279699.11034056,270850.97969293,62761.54189448
2024-02-17,1428.896897,3916.28394737,15565.44664171,74316.98230584,127004.80380266,145302.5122344,159397.02791551,31910.06503039
2024-02-18,974.67805765,3568.41665389,14460.6677911,65190.78557684,119326.13233948,115861.17886687,176999.67420257,78744.55331815
2024-02-19,1205.32460038,4377.32929021,17912.8950678,79627.09009144,152636.31473217,206586.32039884,302184.11925327,63822.25578757
2024-02-20,1124.2688644,4463.89059338,18974.5339186,104128.75076499,177217.46111735,281694.0180769,349218.95361371,61496.9193251
2024-02-21,978.71273796,4313.77593199,17209.41874395,111271.77380459,160411.65440095,272355.9872821,338029.73949892,121338.64408628
2024-02-22,1177.04967126,4512.10787773,17664.61375003,95308.22491208,158189.14241097,229532.66503218,360179.08272302,48145.99620679
2024-02-23,1426.24567118,4889.49088103,17702.79891174,82379.96915695,156008.17454233,208615.99888986,230341.72551823,98013.17008412
2024-02-24,1195.81790457,3632.59242457,13954.19078814,56254.93342724,122148.1621378,138243.17347668,119287.10251153,78334.40102236
2024-02-25,1294.46293783,4096.72376016,15415.32284022,59197.99059305,136750.48045586,115669.84825322,175180.66861558,31951.01303366
2024-02-26,1139.75657741,4537.60834435,19257.10477753,85723.57698205,186545.81487869,304852.66732496,275715.92591103,92906.49704275
2024-02-27,1046.79310173,5198.8889189,23083.0599506,91708.91195965,224547.74943592,341719.52906382,420971.65648588,137551.59285468
2024-02-28,1250.86034262,6552.06524152,29960.1297138,119223.03761099,244744.73601621,482223.60614682,575487.23209654,81117.03284575
2024-02-29,1164.34822683,6252.27808486,25872.72063535,113596.47652715,225885.46935566,479020.87444903,415593.26720691,89557.35807873
2024-03-01,1316.79143042,5571.57068569,22671.79373241,101134.54887845,249650.18584024,386164.63216745,337250.05014459,79966.44896215
2024-03-02,1037.8679387,4306.17124687,17129.55371964,65984.89047895,133124.52231168,275715.89493848,83420.75979992,15825.14172607
2024-03-03,1106.7354013,4298.20978859,16147.70997892,62510.22086487,138815.78979233,235932.6563595,129904.77941172,47360.38742588
2024-03-04,1084.91983246,5091.4792079,21821.69811333,98629.82549468,228002.91054405,411322.04369236,361290.74834953,91260.12585398
2024-03-05,1407.96680302,6958.61295405,28534.3971094,130398.18379624,246709.96110842,522103.1171465,669554.6102671,70581.62307169
2024-03-06,1150.5719155,5244.21413815,22990.66778633,112081.31419542,231520.48106867,419422.28262404,411387.53862395,216669.41435186
2024-03-07,1402.59174278,5375.88132173,22606.95580417,104270.14080566,209930.17616891,395413.43420044,290859.6686606,213940.92834455
2024-03-08,1169.27451826,4580.87862953,19427.71704293,93224.578177,207980.78168283,394040.86026714,313038.08055008,167778.8451663
2024-03-09,1402.95576312,4950.11234032,16213.08211691,69794.01535179,162874.49470377,234872.90160547,144698.2930219,43076.57700975
2024-03-10,1138.30064223,4137.42969045,15876.51157497,66324.9679469,170897.54932039,223005.97531006,195707.2303091,46405.32951549
2024-03-11,1510.38210737,5344.91067499,22732.54770438,101242.9283935,261276.18265191,427309.68692036,451758.8271039,85683.6526988
2024-03-12,1264.24903688,5305.24423251,21448.15623487,91875.84138329,216755.67080899,445465.04564345,497363.64518005,102500.3709442
2024-03-13,1304.92919234,5641.35384147,22396.59479771,101483.3033998,253840.50979778,413829.13711536,567112.87739108,260399.61544706
2024-03-14,1563.24409703,5254.05606835,21049.5089659,123401.10619139,229781.19538914,391674.29080375,414539.70093836,88305.24304069
2024-03-15,1084.25291546,5103.64741046,21253.63622702,96640.73373343,228481.36775291,374149.00714808,349092.20169611,77765.17813476
2024-03-16,1244.19576332,4357.01832757,16979.68458379,73241.13388141,176599.29146236,194254.83764923,118615.82508214,46834.30319883
2024-03-17,1078.84556353,4313.39851577,15721.96138199,66646.41117654,167615.70023529,224325.10223991,156290.58126831,48452.71730626
2024-03-18,1062.93073302,4179.52189094,16833.31588609,73927.27440407,212332.42777251,269944.73365185,318766.49646379,63954.57521103
2024-03-19,1223.44880773,5113.04827409,22005.32532755,103868.89707942,251093.46239585,359542.38705493,278881.29689369,79031.67786319
2024-03-20,1231.68502203,4974.72507722,19360.99092483,110334.45388425,217480.61418992,220568.13777596,359442.16986527,174610.44122345
2024-03-21,947.5614706,3965.1438674,15516.73504754,105170.49393512,193025.92698678,276283.38222795,182116.22992201,93467.27712561
2024-03-22,1103.19266576,4260.92272299,16183.59554704,74714.46847668,177046.77200421,326154.17525476,249417.49245806,31085.79261251
2024-03-23,1216.11897379,3712.25069991,13739.57606166,59772.29766889,122466.22822778,153588.97622643,164125.03367588,197116.26980946
2024-03-24,1329.32384359,3353.68163332,13607.26598624,53161.3743677,130818.27722485,145527.95941522,133828.77451304,31142.66926157
2024-03-25,1110.67913802,4157.29288665,17325.20312354,78844.60879317,185355.64861626,400097.46149937,500167.59117349,62441.23043316
2024-03-26,1007.31964659,4488.80216752,18573.63864817,76056.75532208,182215.84560312,296250.47459536,318603.78530453,263727.59344459
2024-03-27,1125.34240804,4077.5282043,16844.40600929,72849.86486683,172085.1854743,310376.66782303,364205.37856459,44093.74994481
2024-03-28,1271.25004357,4478.80023757,17998.1312766,85187.4262862,196782.87523908,372519.15876236,235037.36039664,59569.87300771
2024-03-29,1092.40869589,4235.04190619,15882.28846133,69798.32919994,167055.2254628,333331.52045385,249796.03880324,80941.23500912
2024-03-30,994.60393845,3811.33743384,13247.74275521,55709.37927262,112968.62008134,223008.58960103,44605.42907933,65859.6961086
2024-03-31,752.90264055,3249.85816042,11680.44819661,49963.52225384,114663.22646159,162092.04863222,70100.9974759,43226.10826148
2024-04-01,1141.02656589,4058.06879688,16634.63508754,76859.56442428,168963.41698483,370769.7887058,424752.5530885,199633.67237868
2024-04-02,1207.21427589,4247.21166246,16909.63860864,78683.89433587,190006.35899082,343978.95640637,312584.49107001,141352.81397507
2024-04-03,1129.70567143,3894.9214971,16217.75733806,78330.03480889,166375.66247529,256774.37494625,324954.35172494,61428.80872298
2024-04-04,1237.52139776,4418.77807708,16613.11826944,93265.5986232,161953.97041069,291453.99039583,244793.99661193,50099.94431083
2024-04-05,1176.70118607,4161.28414822,15677.20991489,78693.90842242,185590.00752904,294943.68817472,305251.1344502,76108.1435664
