date,timestamp_utc,Supply in Profit
2022-02-22,2022-02-22T00:00:00Z,12460303.96452535
2022-02-23,2022-02-23T00:00:00Z,11834200.54430084
2022-02-24,2022-02-24T00:00:00Z,12525986.75870898
2022-02-25,2022-02-25T00:00:00Z,13039437.72497025
2022-02-26,2022-02-26T00:00:00Z,12900408.39329744
2022-02-27,2022-02-27T00:00:00Z,12018804.00285536
2022-02-28,2022-02-28T00:00:00Z,14137925.65642061
2022-03-01,2022-03-01T00:00:00Z,14579724.07582027
2022-03-02,2022-03-02T00:00:00Z,14316078.36740924
2022-03-03,2022-03-03T00:00:00Z,13824514.59442637
2022-03-04,2022-03-04T00:00:00Z,12464625.42593241
2022-03-05,2022-03-05T00:00:00Z,12721832.07849046
2022-03-06,2022-03-06T00:00:00Z,12044038.79265865
2022-03-07,2022-03-07T00:00:00Z,11899703.54596501
2022-03-08,2022-03-08T00:00:00Z,12428723.70201471
2022-03-09,2022-03-09T00:00:00Z,13717912.65093333
2022-03-10,2022-03-10T00:00:00Z,12876260.53169014
2022-03-11,2022-03-11T00:00:00Z,12387663.82911925
2022-03-12,2022-03-12T00:00:00Z,12421613.21908006
2022-03-13,2022-03-13T00:00:00Z,11718584.77165229
2022-03-14,2022-03-14T00:00:00Z,13199745.31266517
2022-03-15,2022-03-15T00:00:00Z,12974714.97717234
2022-03-16,2022-03-16T00:00:00Z,13518589.7533863
2022-03-17,2022-03-17T00:00:00Z,13529983.87678648
2022-03-18,2022-03-18T00:00:00Z,14102639.89153616
2022-03-19,2022-03-19T00:00:00Z,14299609.43127948
2022-03-20,2022-03-20T00:00:00Z,13500274.64466533
2022-03-21,2022-03-21T00:00:00Z,13384218.94576045
2022-03-22,2022-03-22T00:00:00Z,14076709.9302787
2022-03-23,2022-03-23T00:00:00Z,14438287.47110238
2022-03-24,2022-03-24T00:00:00Z,14686414.12494086
2022-03-25,2022-03-25T00:00:00Z,14852058.85362114
2022-03-26,2022-03-26T00:00:00Z,14908382.35589597
2022-03-27,2022-03-27T00:00:00Z,15334241.98435444
2022-03-28,2022-03-28T00:00:00Z,14999019.01916104
2022-03-29,2022-03-29T00:00:00Z,15287267.34396972
2022-03-30,2022-03-30T00:00:00Z,15034052.32817857
2022-03-31,2022-03-31T00:00:00Z,14409728.68670664
2022-04-01,2022-04-01T00:00:00Z,14697572.11460707
2022-04-02,2022-04-02T00:00:00Z,14550526.26341491
2022-04-03,2022-04-03T00:00:00Z,14941094.05527867
2022-04-04,2022-04-04T00:00:00Z,15033581.3791809
2022-04-05,2022-04-05T00:00:00Z,14311493.6766383
2022-04-06,2022-04-06T00:00:00Z,13701950.75348011
2022-04-07,2022-04-07T00:00:00Z,13808986.22024069
2022-04-08,2022-04-08T00:00:00Z,13426483.54955775
2022-04-09,2022-04-09T00:00:00Z,13723445.6211383
