date,Supply in Loss
2026-02-27,9327122.31590912
2026-02-28,9089708.17901851
2026-03-01,9355799.26839989
2026-03-02,8481833.82594352
2026-03-03,8485117.45516688
2026-03-04,8016708.21617639
2026-03-05,8208285.11459474
2026-03-06,8688378.70288225
2026-03-07,9103085.80827256
2026-03-08,9425762.7653106
2026-03-09,8599429.39741502
2026-03-10,8271503.10016579
2026-03-11,8221608.94666086
2026-03-12,8040890.61862999
2026-03-13,8072554.04177259
2026-03-14,7961490.24165489
2026-03-15,7722198.71115719
2026-03-16,7657501.037961
2026-03-17,7786717.24941869
2026-03-18,8098187.05389001
2026-03-19,8473573.4874176
2026-03-20,8190257.01542228
2026-03-21,8397836.33482467
2026-03-22,8958861.20232227
2026-03-23,8046722.03088436
2026-03-24,8105025.14884585
2026-03-25,7876133.98036588
2026-03-26,8847329.79010436
2026-03-27,9428654.45858573
2026-03-28,9396717.49820707
2026-03-29,9589527.4796532
2026-03-30,9295136.44927649
2026-03-31,8619470.09257855
2026-04-01,8748392.12460207
2026-04-02,9190635.10648378
2026-04-03,9141602.08074885
2026-04-04,8961991.36656382
2026-04-05,8347952.46305042
2026-04-06,8492408.37583047
2026-04-07,7567165.47675036
2026-04-08,7857332.84268077
2026-04-09,7640939.54176544
2026-04-10,7579086.50864468
