date,Supply in Loss
2021-05-24,4522751.45881911
2021-05-25,4608065.36899089
2021-05-26,4397211.97162349
2021-05-27,4710919.94064592
2021-05-28,5348019.72426995
2021-05-29,5471607.83656856
2021-05-30,5295467.11192222
2021-05-31,4846787.90864551
2021-06-01,5002234.83055101
2021-06-02,4715766.65701318
2021-06-03,4192170.01751034
2021-06-04,5082156.84292872
2021-06-05,5424687.04497165
2021-06-06,5379431.65154858
2021-06-07,5815798.33512399
2021-06-08,5672356.57456484
2021-06-09,4585624.27611136
2021-06-10,4915960.83392528
2021-06-11,4581573.7117558
2021-06-12,5398316.35748607
2021-06-13,3945663.83293918
2021-06-14,3714742.06975357
2021-06-15,3770834.04361234
2021-06-16,4442991.7638808
2021-06-17,4484151.1252807
2021-06-18,5497013.29649011
2021-06-19,5483174.31388896
2021-06-20,5384533.69893475
2021-06-21,6077840.16523496
2021-06-22,5966960.04450398
2021-06-23,5570646.62783195
2021-06-24,5347127.05706347
2021-06-25,6188641.39095295
2021-06-26,5736904.56880085
2021-06-27,5112190.72598401
2021-06-28,5112648.24094583
2021-06-29,4791203.71604047
2021-06-30,4983574.48747082
2021-07-01,5462438.1920996
2021-07-02,5249969.80402715
2021-07-03,4916744.41386935
2021-07-04,4743649.41032703
2021-07-05,5371271.67180685
2021-07-06,5166319.45903127
2021-07-07,5391051.37780915
2021-07-08,5746617.3059438
2021-07-09,5230917.17469519
2021-07-10,5382759.86580827
2021-07-11,4999423.65696481
2021-07-12,5642138.77844053
2021-07-13,5801942.51287249
2021-07-14,5711166.59134389
2021-07-15,5884661.93583946
2021-07-16,6328953.13018588
2021-07-17,6242718.85259916
2021-07-18,5846510.47085053
2021-07-19,6390715.01984584
2021-07-20,6365081.65001316
2021-07-21,5578656.48749727
2021-07-22,5546226.18058293
2021-07-23,4898766.57438575
2021-07-24,4636330.69296121
2021-07-25,4310831.27329774
2021-07-26,3974244.22873593
2021-07-27,3346099.48571502
2021-07-28,3267066.19461759
2021-07-29,3284896.52512392
2021-07-30,2886732.63966733
2021-07-31,2922598.88135062
2021-08-01,3409964.20934652
2021-08-02,3906438.02236971
2021-08-03,4215037.0675866
2021-08-04,3401005.34001161
2021-08-05,3002848.02171988
2021-08-06,2867792.46256088
2021-08-07,2777568.91741303
2021-08-08,2918357.89574077
2021-08-09,2700541.10294345
2021-08-10,2939253.20944565
2021-08-11,2941743.9956675
2021-08-12,3141254.31190973
2021-08-13,2388030.27200081
2021-08-14,2601316.22044871
2021-08-15,2628534.39358924
2021-08-16,2984048.16580601
2021-08-17,3311979.61403633
2021-08-18,3224824.12666655
2021-08-19,2707220.15131145
2021-08-20,2154995.01580061
2021-08-21,2285363.06288943
2021-08-22,2176350.09575619
2021-08-23,2231518.27070839
2021-08-24,2770571.53978376
2021-08-25,2344603.73055158
2021-08-26,2871457.63643836
2021-08-27,2280249.71311232
2021-08-28,2386816.77292969
2021-08-29,2408548.34245636
2021-08-30,3153819.28261307
2021-08-31,3097381.38941638
2021-09-01,2326520.61131256
2021-09-02,2344209.29016243
2021-09-03,2169004.49241196
2021-09-04,2234938.12201752
2021-09-05,1808910.67206546
2021-09-06,1695989.43750664
2021-09-07,3378379.99894959
2021-09-08,3562887.41999058
2021-09-09,3547872.18312245
2021-09-10,3988253.47812704
2021-09-11,3911927.61031443
2021-09-12,3512889.40464568
2021-09-13,3876558.81963009
2021-09-14,3002632.88831414
2021-09-15,2619667.42863672
2021-09-16,2821601.68089009
2021-09-17,3150448.57436399
2021-09-18,2662467.07973208
2021-09-19,3274397.15908485
2021-09-20,4243818.38204019
2021-09-21,4306648.90334134
2021-09-22,4003860.62506178
2021-09-23,3858179.40788039
2021-09-24,4048891.89846832
2021-09-25,4030549.80989886
2021-09-26,3984686.42808049
2021-09-27,4286991.74893388
2021-09-28,4487396.6759991
2021-09-29,4284409.81704164
2021-09-30,3828064.84085821
2021-10-01,2489661.68994006
2021-10-02,2596502.12419915
2021-10-03,2496201.22792595
2021-10-04,2201540.4992311
2021-10-05,1776317.11213155
2021-10-06,1175636.67090684
2021-10-07,1928565.24545745
2021-10-08,1975306.23267435
2021-10-09,1403386.17060621
2021-10-10,1750209.71511158
2021-10-11,694039.29026432
2021-10-12,1207313.70026864
2021-10-13,758221.19489612
2021-10-14,1028730.9760577
2021-10-15,149373.62344124
2021-10-16,319353.76883236
2021-10-17,166526.38203826
2021-10-18,157810.44289806
2021-10-19,49810.1703045
2021-10-20,149834.66538637
2021-10-21,650316.50666367
2021-10-22,912666.16523863
2021-10-23,682482.21873869
2021-10-24,856043.00863824
2021-10-25,336537.09963217
2021-10-26,1163181.81490267
2021-10-27,1512302.56422362
2021-10-28,1024618.19846638
2021-10-29,688888.90315176
2021-10-30,715874.48640561
2021-10-31,827493.79695366
2021-11-01,976380.15931547
2021-11-02,275670.44141561
2021-11-03,553682.15906242
2021-11-04,984274.66399717
2021-11-05,1265211.63041271
2021-11-06,929510.19194382
2021-11-07,189716.74247886
2021-11-08,106167.73219197
2021-11-09,256217.40716625
2021-11-10,572279.77596898
2021-11-11,613414.59957756
2021-11-12,656506.13088205
2021-11-13,547602.96349331
2021-11-14,316895.25999707
2021-11-15,768048.50012717
2021-11-16,1985408.71834776
2021-11-17,2117228.20907459
2021-11-18,2941030.05302507
2021-11-19,2255727.89959501
2021-11-20,1921716.7120657
2021-11-21,2198710.18764086
2021-11-22,2987126.89471571
2021-11-23,2318309.04385055
2021-11-24,2671754.5572897
2021-11-25,1890983.4632117
2021-11-26,3880733.09920468
2021-11-27,3454078.79281536
2021-11-28,2508130.9986281
2021-11-29,2155850.71093117
2021-11-30,2607726.49172926
2021-12-01,2637510.55202604
2021-12-02,3118785.64788762
2021-12-03,4006472.23587334
2021-12-04,4389512.12702942
2021-12-05,4350689.46407508
2021-12-06,4032483.95235253
2021-12-07,4124419.2078618
2021-12-08,4098751.807347
2021-12-09,4967106.17008425
2021-12-10,5360819.39488159
2021-12-11,4178949.47059059
2021-12-12,4044613.55295346
2021-12-13,5382805.83361065
2021-12-14,4584170.67956251
2021-12-15,4283522.2340684
2021-12-16,5058170.22968795
2021-12-17,5538966.74400514
2021-12-18,5272831.34885071
2021-12-19,5405253.69618671
2021-12-20,5102899.61223763
2021-12-21,4025062.86507811
2021-12-22,4338370.18608005
2021-12-23,3502520.76919729
2021-12-24,3651545.66165364
2021-12-25,3753478.04743143
2021-12-26,3547325.83757985
2021-12-27,3759624.89517599
2021-12-28,5150335.91433879
2021-12-29,5578618.37972706
2021-12-30,5299796.84040073
2021-12-31,5703710.16250772
2022-01-01,4947478.52331939
2022-01-02,5096369.34438364
2022-01-03,5537626.46762046
2022-01-04,5872205.75792527
2022-01-05,6041356.52607939
2022-01-06,5948017.40604165
2022-01-07,6205260.93838421
2022-01-08,5979756.27295197
2022-01-09,5988064.61656094
2022-01-10,5894779.67255111
2022-01-11,5737163.9650127
2022-01-12,5441296.19462699
2022-01-13,5988182.63848667
2022-01-14,5712165.14566243
2022-01-15,5763194.26959269
2022-01-16,5754473.47677442
2022-01-17,5905790.15905774
2022-01-18,5817546.60308817
2022-01-19,6121848.5310473
2022-01-20,6363112.39494954
2022-01-21,7184661.11651637
2022-01-22,7294172.13250455
2022-01-23,6979260.00967061
2022-01-24,6843345.30867526
2022-01-25,6751267.61703258
2022-01-26,6929592.60612129
2022-01-27,6603993.51246181
2022-01-28,6460055.67068123
2022-01-29,6220986.4446128
2022-01-30,6378208.00482452
2022-01-31,5956785.66828167
2022-02-01,5982426.81585162
2022-02-02,6961676.09954883
2022-02-03,6749836.08513471
2022-02-04,5134747.83510795
2022-02-05,5352980.98659754
2022-02-06,4996314.92302311
2022-02-07,4845124.39774305
2022-02-08,4784116.54077997
2022-02-09,4781227.75037863
2022-02-10,5110106.91297096
2022-02-11,5397937.77111886
2022-02-12,5538972.56989049
2022-02-13,5442258.92895921
2022-02-14,5150476.95221933
2022-02-15,4571126.3208322
2022-02-16,4725023.6062874
2022-02-17,5940820.38626996
2022-02-18,6042145.24740675
2022-02-19,5858246.97411427
2022-02-20,6320408.43179062
2022-02-21,7143727.22623375
2022-02-22,6501857.77650731
2022-02-23,7130527.60025372
2022-02-24,6438640.71756993
2022-02-25,5927538.27479496
2022-02-26,6032590.8374742
2022-02-27,6947948.17760703
2022-02-28,4797911.69144864
2022-03-01,4361963.11904501
2022-03-02,4651088.5831548
2022-03-03,5118683.24160808
2022-03-04,6480442.48650174
2022-03-05,6252564.13396428
2022-03-06,6931199.15709443
2022-03-07,7076041.00127991
2022-03-08,6547278.02842347
2022-03-09,5259071.47696458
2022-03-10,6099194.55727991
2022-03-11,6558248.09434291
2022-03-12,6559126.09279298
2022-03-13,7235068.81107261
2022-03-14,5781103.51332556
2022-03-15,5979573.95469717
2022-03-16,5422775.84105334
2022-03-17,5455604.8474398
2022-03-18,4840325.57493622
2022-03-19,4686424.98447043
2022-03-20,5488454.40832959
2022-03-21,5576330.87832981
2022-03-22,4874684.88179079
2022-03-23,4553541.54166576
2022-03-24,4275995.57572993
2022-03-25,4130059.37163777
2022-03-26,4085387.70678433
2022-03-27,3658447.84555561
2022-03-28,3990445.59645466
2022-03-29,3696948.81436513
2022-03-30,3960753.8186291
2022-03-31,4548919.65207287
2022-04-01,4298862.81680053
2022-04-02,4414798.48871748
2022-04-03,4059791.77683268
2022-04-04,3934170.57361186
2022-04-05,4691956.52321134
2022-04-06,5273330.73276327
2022-04-07,5167723.36048851
2022-04-08,5541610.65837418
2022-04-09,5279047.11652452
2022-04-10,5532937.78390017
2022-04-11,6626892.53272805
2022-04-12,6301109.48436402
2022-04-13,6002258.7580083
2022-04-14,6453677.95444209
2022-04-15,6063312.03215921
2022-04-16,6217811.21437695
2022-04-17,6721489.91478609
2022-04-18,5937967.65167595
2022-04-19,5550049.38729766
2022-04-20,5614367.5739747
2022-04-21,6239921.00176625
2022-04-22,6646126.0808265
2022-04-23,6645038.048667
2022-04-24,6983973.47577204
2022-04-25,6064677.8269445
2022-04-26,7579153.30220046
2022-04-27,6772702.60759974
2022-04-28,6364593.11456211
2022-04-29,7142653.35043328
2022-04-30,7802783.38331794
2022-05-01,7331137.70062384
2022-05-02,7288819.69447861
2022-05-03,7744907.16273825
2022-05-04,6170176.61848199
2022-05-05,7974040.34910277
2022-05-06,8179113.2130775
2022-05-07,8286909.89108724
2022-05-08,8535247.53317846
2022-05-09,8924698.50542684
2022-05-10,8670920.23580937
2022-05-11,8812225.29617467
2022-05-12,8724154.53449931
2022-05-13,8798692.83685407
2022-05-14,8440649.33392967
2022-05-15,7943222.50651106
2022-05-16,8395948.03727151
2022-05-17,8161265.95472686
2022-05-18,8946220.29935057
2022-05-19,8033990.19446964
2022-05-20,8826806.46629413
2022-05-21,8666616.73729758
2022-05-22,8061695.66963566
2022-05-23,8897646.32459932
2022-05-24,8350479.09347837
2022-05-25,8680593.22488782
2022-05-26,8852214.72640335
2022-05-27,9002247.62733811
2022-05-28,8551222.55658191
2022-05-29,8329657.4663763
2022-05-30,7454488.72542557
2022-05-31,7546003.2612277
2022-06-01,8318635.9566953
2022-06-02,7905504.66851379
2022-06-03,8475245.10414689
2022-06-04,8371203.17646511
2022-06-05,8198543.75714149
2022-06-06,7554449.29230952
2022-06-07,7694568.16643467
2022-06-08,8151196.2470276
2022-06-09,8249714.30556112
2022-06-10,8901505.1900286
2022-06-11,9134176.21829183
2022-06-12,9343526.15559995
2022-06-13,9410825.89816815
2022-06-14,9187446.38418844
2022-06-15,8866657.2633152
2022-06-16,9396902.58661995
2022-06-17,9498149.33455642
2022-06-18,9647323.36221337
2022-06-19,8997681.36720249
2022-06-20,8813331.29042602
2022-06-21,9061352.43850468
2022-06-22,9269002.28889308
2022-06-23,8527305.77463436
2022-06-24,8497023.69901433
2022-06-25,8305499.64164636
2022-06-26,8739865.69529195
2022-06-27,8972263.11624806
2022-06-28,9210321.96669051
2022-06-29,9318093.53327346
2022-06-30,9171747.19568392
2022-07-01,9203815.58436868
2022-07-02,9388152.48829666
2022-07-03,9291490.37538144
2022-07-04,8752488.93482025
2022-07-05,8814812.31311083
2022-07-06,8520711.79226917
2022-07-07,7990434.52281151
2022-07-08,7902660.90242468
2022-07-09,8109557.0819927
2022-07-10,8555426.96586093
2022-07-11,9089032.22511191
2022-07-12,9299829.14444085
2022-07-13,8801661.44535165
2022-07-14,8448817.5444908
2022-07-15,8423733.55086025
2022-07-16,8018389.56567095
2022-07-17,8522783.44952772
2022-07-18,7617775.21554612
2022-07-19,7510374.8295
2022-07-20,7721880.21939047
2022-07-21,7628458.53997124
2022-07-22,7943763.18755249
2022-07-23,8046328.44420372
2022-07-24,7981119.77352144
2022-07-25,8314563.18307263
2022-07-26,8291909.71062209
2022-07-27,7577407.9437519
2022-07-28,7181503.07428817
2022-07-29,7375525.60264462
2022-07-30,7435813.44679603
2022-07-31,7536394.5101645
2022-08-01,7464921.26335371
2022-08-02,7673610.73754521
2022-08-03,7995063.96553317
2022-08-04,8077463.80222338
2022-08-05,7543163.96916333
2022-08-06,7916860.62029489
2022-08-07,7666587.83337691
2022-08-08,7227684.05253054
2022-08-09,7626756.18742041
2022-08-10,7162628.80130181
2022-08-11,7232869.19712983
2022-08-12,6987675.97248064
2022-08-13,7125527.29002038
2022-08-14,7111492.29987016
2022-08-15,7123805.41919564
2022-08-16,7377868.53890193
2022-08-17,7836766.05273443
2022-08-18,7915947.66528137
2022-08-19,9021664.76261739
2022-08-20,8833723.11164099
2022-08-21,8516783.52272525
2022-08-22,8548875.34147288
2022-08-23,8460708.99459434
2022-08-24,8662279.98306507
2022-08-25,8333255.71795746
2022-08-26,9420606.4060101
2022-08-27,9349878.75758781
2022-08-28,9553361.76513597
2022-08-29,9116725.16925076
2022-08-30,9466310.16202015
2022-08-31,9295226.83732441
2022-09-01,9111870.50372548
2022-09-02,9276988.7461759
2022-09-03,9331626.31379119
2022-09-04,9147184.85636115
2022-09-05,9327352.39636942
2022-09-06,9959678.90768753
2022-09-07,9524644.5945359
2022-09-08,9489856.41022235
2022-09-09,8174064.53338883
2022-09-10,7920212.23371339
2022-09-11,7820668.9821045
2022-09-12,7745745.42753831
2022-09-13,9021887.66201848
2022-09-14,8848797.83927522
2022-09-15,9411469.35793421
2022-09-16,9260178.18055449
2022-09-17,8915074.7418692
2022-09-18,9566771.30913609
2022-09-19,9375734.11737854
2022-09-20,9905914.68575934
2022-09-21,9990713.29320954
2022-09-22,9219763.70896663
2022-09-23,9370082.69325872
2022-09-24,9829510.20799412
2022-09-25,9929906.52190275
2022-09-26,9380352.08435439
2022-09-27,9636793.51422855
2022-09-28,9123493.84243024
2022-09-29,8900177.67059569
2022-09-30,9056098.05072597
2022-10-01,9393226.7619917
2022-10-02,9816139.11536847
2022-10-03,8827344.87835159
2022-10-04,8219228.0605955
2022-10-05,8411728.07753642
2022-10-06,8709277.11652596
2022-10-07,9091348.57620207
2022-10-08,9288707.14329186
2022-10-09,9367742.88828995
2022-10-10,9836676.41453198
2022-10-11,9834774.0213625
2022-10-12,9508446.80620184
2022-10-13,9109037.47120182
2022-10-14,9396379.95564408
2022-10-15,9837669.85711225
2022-10-16,9246892.19853031
2022-10-17,8754612.80278623
2022-10-18,9181207.35925899
2022-10-19,9840023.02777771
2022-10-20,10016508.70394975
2022-10-21,9511661.62844482
2022-10-22,9305885.67252651
2022-10-23,8673959.27248085
2022-10-24,9090083.04205346
2022-10-25,8218273.05138609
2022-10-26,7800570.8525527
2022-10-27,8267362.38584443
2022-10-28,8007406.97740527
2022-10-29,7790270.64631735
2022-10-30,8002023.20238452
2022-10-31,8111093.02715349
2022-11-01,8094534.47300765
2022-11-02,8502487.62743674
2022-11-03,8504905.60435537
2022-11-04,7476738.87750907
2022-11-05,7421545.80785278
2022-11-06,7710558.78541757
2022-11-07,8148003.09522935
2022-11-08,10210654.56215615
2022-11-09,10488089.09904657
2022-11-10,10031980.0737519
2022-11-11,9992764.53543408
2022-11-12,10235695.87017679
2022-11-13,10474364.72302022
2022-11-14,10117655.09151523
2022-11-15,9787054.71895941
2022-11-16,10037463.46751214
2022-11-17,9816226.46732774
2022-11-18,9823066.67612235
2022-11-19,9727857.59718389
2022-11-20,10545295.41988922
2022-11-21,10621291.79194154
2022-11-22,10223763.79988453
2022-11-23,9714075.08988391
2022-11-24,9720644.20560862
2022-11-25,10062075.75470798
2022-11-26,10236998.18641231
2022-11-27,10256068.78048141
2022-11-28,10172968.06612973
2022-11-29,10030063.88998065
2022-11-30,8675145.99336705
2022-12-01,8888099.67596004
2022-12-02,8738464.76648822
2022-12-03,9063344.22282059
2022-12-04,8624902.17797649
2022-12-05,8901362.31277093
2022-12-06,8644332.17061418
2022-12-07,9186058.06023244
2022-12-08,8512123.42985986
2022-12-09,8613365.87716977
2022-12-10,8751280.35605434
2022-12-11,8801094.48164189
2022-12-12,8515753.40654151
2022-12-13,8382913.1336608
2022-12-14,8446346.21412888
2022-12-15,8701610.61550915
2022-12-16,9862308.29603932
2022-12-17,9519314.92064233
2022-12-18,9575726.75078053
2022-12-19,10302026.61978093
2022-12-20,9017275.46360026
2022-12-21,9312565.97776025
2022-12-22,9161673.83693723
2022-12-23,9498901.05255341
2022-12-24,9129867.75226349
2022-12-25,9139795.46557305
2022-12-26,8815048.86443369
2022-12-27,9639788.73822732
2022-12-28,10156798.60033457
2022-12-29,9688299.3131191
2022-12-30,9738531.57427439
2022-12-31,10222907.82055122
2023-01-01,9639610.17369973
2023-01-02,9454389.9485161
2023-01-03,9427032.52319865
2023-01-04,8630941.58639201
2023-01-05,8852326.79025008
2023-01-06,8419343.99479053
2023-01-07,8427307.66721926
2023-01-08,8246714.29396207
2023-01-09,8238033.50104682
2023-01-10,7995128.10902339
2023-01-11,7808144.5755513
2023-01-12,7667245.89293541
2023-01-13,7007358.04564666
2023-01-14,6380727.00793083
2023-01-15,6468114.34539283
2023-01-16,6336807.57318066
2023-01-17,6430378.02516832
2023-01-18,6975465.99224247
2023-01-19,6520815.65079216
2023-01-20,5864809.58853799
2023-01-21,5953615.14702548
2023-01-22,6029336.34252139
2023-01-23,5925153.08919178
2023-01-24,6186244.29383288
2023-01-25,5752020.37430426
2023-01-26,5929257.19743488
2023-01-27,5858377.8990787
2023-01-28,6050333.8508945
2023-01-29,5462978.36056308
2023-01-30,6293470.88219537
2023-01-31,5845146.09364993
2023-02-01,5480041.37156253
2023-02-02,5718135.19526158
2023-02-03,5758056.1313323
2023-02-04,5891232.71322015
2023-02-05,6518208.18909177
2023-02-06,6722604.87308399
2023-02-07,5826216.24983016
2023-02-08,6554429.42906931
2023-02-09,6948876.2278604
2023-02-10,6928330.4064098
2023-02-11,6749324.27965952
2023-02-12,6842898.67848732
2023-02-13,6768415.33478341
2023-02-14,6560942.26658405
2023-02-15,5312863.68440172
2023-02-16,5705762.70381978
2023-02-17,5395887.3172832
2023-02-18,5378527.12644835
2023-02-19,5547693.34724089
2023-02-20,5342415.34331175
2023-02-21,5558624.11813109
2023-02-22,5572674.33617924
2023-02-23,5734489.58563722
2023-02-24,6212498.11585432
2023-02-25,6166428.7011486
2023-02-26,5890406.84462239
2023-02-27,5915345.36578649
2023-02-28,6382461.95309696
2023-03-01,5826307.8635933
2023-03-02,5962465.30701671
2023-03-03,6978936.37179505
2023-03-04,6977084.04431974
2023-03-05,6907285.74031576
2023-03-06,6917628.16086837
2023-03-07,7101750.90568363
2023-03-08,7311469.54933067
2023-03-09,8082098.13229194
2023-03-10,7969489.90425448
2023-03-11,7760287.18642394
2023-03-12,6918842.3206223
2023-03-13,5359137.63835465
2023-03-14,5304584.51555976
2023-03-15,5530449.46970735
2023-03-16,5169780.92657945
2023-03-17,4948108.23479811
2023-03-18,5243126.88400587
2023-03-19,4971147.79853766
2023-03-20,5163174.00737124
2023-03-21,4986359.71516566
2023-03-22,5362042.76744644
2023-03-23,4970139.15154011
2023-03-24,5426068.62049295
2023-03-25,5390324.04681219
2023-03-26,5127411.29457408
2023-03-27,5649219.53226409
2023-03-28,5413422.13433475
2023-03-29,5010889.33345809
2023-03-30,5254071.38542943
2023-03-31,4770801.16093676
2023-04-01,4810164.8918079
2023-04-02,5206318.66056803
2023-04-03,5538281.89749637
2023-04-04,5264296.63742443
2023-04-05,5257876.7015494
2023-04-06,5394896.21859003
2023-04-07,5610685.86867204
2023-04-08,5562818.35269346
2023-04-09,4846677.96471948
2023-04-10,4522684.08472087
2023-04-11,4454621.17051842
2023-04-12,4778148.94898409
2023-04-13,4370454.78249782
2023-04-14,4417142.41162126
2023-04-15,4527183.83352159
2023-04-16,4536234.81665966
2023-04-17,5033111.89661777
2023-04-18,4444609.80913558
2023-04-19,5308788.23252823
2023-04-20,5696677.84729258
2023-04-21,6237703.7293333
2023-04-22,6002531.26601431
2023-04-23,6123415.30243716
2023-04-24,6061147.66984526
2023-04-25,5246730.09289229
2023-04-26,5271672.22260817
2023-04-27,4926013.18661512
2023-04-28,5043088.18312578
2023-04-29,5119963.38300862
2023-04-30,5103972.98857999
2023-05-01,5898562.37256837
2023-05-02,5260483.79085203
2023-05-03,5131552.4123467
2023-05-04,5215210.34377657
2023-05-05,4854379.2850567
2023-05-06,5296492.83431402
2023-05-07,5706966.6968623
2023-05-08,6539872.12931334
2023-05-09,6561130.09919306
2023-05-10,6559946.1861149
2023-05-11,6889605.77417852
2023-05-12,6861207.71228718
2023-05-13,6893776.56273618
2023-05-14,6794011.91231857
2023-05-15,6619387.19363214
2023-05-16,6800704.92460671
2023-05-17,6413342.10845952
2023-05-18,6973776.31164649
2023-05-19,6860639.31539523
2023-05-20,6603086.05368333
2023-05-21,7038122.03763045
2023-05-22,6992363.68580965
2023-05-23,6489972.08296713
2023-05-24,7202729.99657601
2023-05-25,7046688.65195654
2023-05-26,7001300.73618038
2023-05-27,6756239.30038541
2023-05-28,5732574.41807702
2023-05-29,6049296.92924397
2023-05-30,6127399.06106358
2023-05-31,6428632.76294004
2023-06-01,7084879.47614335
2023-06-02,6363782.98849429
2023-06-03,6672720.60281698
2023-06-04,6652391.60988435
2023-06-05,7410660.67261735
2023-06-06,6338432.38457045
2023-06-07,7240741.15583026
2023-06-08,7088024.14077271
2023-06-09,7118091.99504574
2023-06-10,7339701.53770672
2023-06-11,7299474.74777287
2023-06-12,7258612.24353448
2023-06-13,7274696.41385075
2023-06-14,7543642.52616219
2023-06-15,7412074.63959359
2023-06-16,6966061.71682959
2023-06-17,6843866.81155649
2023-06-18,7024276.76647625
2023-06-19,6425600.19526787
2023-06-20,4960460.37496297
2023-06-21,4426858.85623565
2023-06-22,4547894.94749068
2023-06-23,4239182.99814141
2023-06-24,4326752.44806237
2023-06-25,4355034.62815872
2023-06-26,4429580.22437876
2023-06-27,4209771.36221058
2023-06-28,4817716.85821035
2023-06-29,4451541.01744296
2023-06-30,4478336.67781028
2023-07-01,4348553.74972039
2023-07-02,4286739.2221381
2023-07-03,4100965.95457183
2023-07-04,4315931.86095185
2023-07-05,4607296.261084
2023-07-06,5295886.20812243
2023-07-07,4785271.81582485
2023-07-08,4956847.16421115
2023-07-09,5139306.25699378
2023-07-10,4644140.98274812
2023-07-11,4360309.92620249
2023-07-12,4783826.29978906
2023-07-13,4018294.38354737
2023-07-14,4987029.23832299
2023-07-15,5065627.71389036
2023-07-16,5131331.50457039
2023-07-17,5266586.49048012
2023-07-18,5563475.20848135
2023-07-19,5515300.06711764
2023-07-20,5688903.1890609
2023-07-21,5470697.70685876
2023-07-22,5775467.80012559
2023-07-23,5193935.92222633
2023-07-24,5898580.95502494
2023-07-25,5848480.67656032
2023-07-26,5742888.64824927
2023-07-27,5885459.74273418
