date,Supply in Loss (%)
2022-04-13,31.57260481
2022-04-14,33.94558415
2022-04-15,31.89064904
2022-04-16,32.7018138
2022-04-17,35.34893278
2022-04-18,31.22694185
2022-04-19,29.18574443
2022-04-20,29.52241852
2022-04-21,32.80998719
2022-04-22,34.9442946
2022-04-23,34.93670254
2022-04-24,36.7166136
2022-04-25,31.88193381
2022-04-26,39.84167936
2022-04-27,35.60038499
2022-04-28,33.45372635
2022-04-29,37.54153521
2022-04-30,41.00913477
2022-05-01,38.52819025
2022-05-02,38.30377843
2022-05-03,40.69857749
2022-05-04,32.42199877
2022-05-05,41.89847597
2022-05-06,42.97399858
2022-05-07,43.53833018
2022-05-08,44.8407811
2022-05-09,46.88441479
2022-05-10,45.54894484
2022-05-11,46.28902648
2022-05-12,45.82437572
2022-05-13,46.21358856
2022-05-14,44.33097605
2022-05-15,41.7167793
2022-05-16,44.0920618
2022-05-17,42.85754031
2022-05-18,46.97753234
2022-05-19,42.18562818
2022-05-20,46.34667522
2022-05-21,45.5035554
2022-05-22,42.32575884
2022-05-23,46.71223979
2022-05-24,43.83791053
2022-05-25,45.5687735
2022-05-26,46.46755091
2022-05-27,47.25297281
2022-05-28,44.88335421
2022-05-29,43.71827429
2022-05-30,39.12296774
2022-05-31,39.60136174
2022-06-01,43.65418431
2022-06-02,41.4844707
2022-06-03,44.47212204
2022-06-04,43.9241809
2022-06-05,43.01616748
2022-06-06,39.63477928
2022-06-07,40.36777526
2022-06-08,42.76087333
2022-06-09,43.27562383
2022-06-10,46.69248063
2022-06-11,47.91052809
2022-06-12,49.00656884
2022-06-13,49.35740244
2022-06-14,48.18352738
2022-06-15,46.49863524
2022-06-16,49.27743241
2022-06-17,49.80660816
2022-06-18,50.58626392
2022-06-19,47.17777451
2022-06-20,46.20916811
2022-06-21,47.50723236
2022-06-22,48.59385348
2022-06-23,44.70319433
2022-06-24,44.54256217
2022-06-25,43.53641296
2022-06-26,45.81123549
2022-06-27,47.02728401
2022-06-28,48.27273859
2022-06-29,48.83517068
2022-06-30,48.06549232
2022-07-01,48.23143315
2022-07-02,49.19520388
2022-07-03,48.68620968
2022-07-04,45.85976407
2022-07-05,46.18453055
2022-07-06,44.64175696
2022-07-07,41.86137348
2022-07-08,41.39952689
2022-07-09,42.48152634
2022-07-10,44.81494947
2022-07-11,47.60815793
2022-07-12,48.70989982
2022-07-13,46.09897698
2022-07-14,44.24914991
2022-07-15,44.11572649
2022-07-16,41.99087537
2022-07-17,44.63048479
2022-07-18,39.88960025
2022-07-19,39.32543444
2022-07-20,40.4312408
2022-07-21,39.94027446
2022-07-22,41.58931668
2022-07-23,42.12417108
2022-07-24,41.7806441
2022-07-25,43.52417657
2022-07-26,43.40332059
2022-07-27,39.66117885
2022-07-28,37.58722543
2022-07-29,38.60087522
2022-07-30,38.91475827
2022-07-31,39.43918072
2022-08-01,39.06341196
2022-08-02,40.15343387
2022-08-03,41.83350712
2022-08-04,42.26283303
2022-08-05,39.46533844
2022-08-06,41.41831425
2022-08-07,40.10688725
2022-08-08,37.80903162
2022-08-09,39.89476886
2022-08-10,37.46515396
2022-08-11,37.83082495
2022-08-12,36.54652558
2022-08-13,37.26581407
2022-08-14,37.19079562
2022-08-15,37.25342365
2022-08-16,38.5801621
2022-08-17,40.97808963
2022-08-18,41.3901788
2022-08-19,47.16890684
2022-08-20,46.18402331
2022-08-21,44.52489167
2022-08-22,44.69054715
2022-08-23,44.2271587
2022-08-24,45.27868274
2022-08-25,43.55657448
2022-08-26,49.23714906
2022-08-27,48.86517386
2022-08-28,49.92600939
2022-08-29,47.64169703
2022-08-30,49.46592239
2022-08-31,48.56961565
2022-09-01,47.60939262
2022-09-02,48.4700912
2022-09-03,48.7532194
2022-09-04,47.78698082
2022-09-05,48.72578297
2022-09-06,52.02662383
2022-09-07,49.75175272
2022-09-08,49.56798232
2022-09-09,42.69321115
2022-09-10,41.36521835
2022-09-11,40.84288996
2022-09-12,40.44958697
2022-09-13,47.11171002
2022-09-14,46.20593104
2022-09-15,49.14168575
2022-09-16,48.34970406
2022-09-17,46.54525065
2022-09-18,49.94522267
2022-09-19,48.94579902
2022-09-20,51.7110296
2022-09-21,52.15129765
2022-09-22,48.12494855
2022-09-23,48.90742352
2022-09-24,51.30297554
2022-09-25,51.82448702
2022-09-26,48.9539503
2022-09-27,50.29014448
2022-09-28,47.60913229
2022-09-29,46.44163543
2022-09-30,47.25263252
2022-10-01,49.00879964
2022-10-02,51.21270669
2022-10-03,46.05166236
2022-10-04,42.87687917
2022-10-05,43.87858181
2022-10-06,45.42834911
2022-10-07,47.41862372
2022-10-08,48.44524215
2022-10-09,48.85493681
2022-10-10,51.2977241
2022-10-11,51.28517888
2022-10-12,49.58127372
2022-10-13,47.49636215
2022-10-14,48.99213324
2022-10-15,51.29045046
2022-10-16,48.20806345
2022-10-17,45.63936657
2022-10-18,47.86106612
2022-10-19,51.29290799
2022-10-20,52.21040523
2022-10-21,49.57640289
2022-10-22,48.50171471
2022-10-23,45.20586996
2022-10-24,47.37247388
2022-10-25,42.82738164
2022-10-26,40.64858373
2022-10-27,43.07912889
2022-10-28,41.72240672
2022-10-29,40.58913277
2022-10-30,41.69058035
2022-10-31,42.25645424
2022-11-01,42.16821179
2022-11-02,44.291671
2022-11-03,44.30190138
2022-11-04,38.94456369
2022-11-05,38.65517585
2022-11-06,40.15871108
2022-11-07,42.43505225
2022-11-08,53.17458364
2022-11-09,54.61674587
2022-11-10,52.23905785
2022-11-11,52.03258344
2022-11-12,53.29463671
2022-11-13,54.53503472
2022-11-14,52.67570899
2022-11-15,50.95192918
2022-11-16,52.25302019
2022-11-17,51.09901043
2022-11-18,51.13230521
2022-11-19,50.63428898
2022-11-20,54.88645878
2022-11-21,55.27968714
2022-11-22,53.20852795
2022-11-23,50.55358686
2022-11-24,50.58565108
2022-11-25,52.36034575
2022-11-26,53.26870681
2022-11-27,53.36558119
2022-11-28,52.93078912
2022-11-29,52.18502385
2022-11-30,45.13354961
2022-12-01,46.2391678
2022-12-02,45.45886429
2022-12-03,47.14693006
2022-12-04,44.86414084
2022-12-05,46.30000546
2022-12-06,44.96110239
2022-12-07,47.77606843
2022-12-08,44.26857676
2022-12-09,44.79289028
2022-12-10,45.50782197
2022-12-11,45.76467559
2022-12-12,44.27887711
2022-12-13,43.585818
2022-12-14,43.9135177
2022-12-15,45.23862314
2022-12-16,51.27078454
2022-12-17,49.48545986
2022-12-18,49.77636761
2022-12-19,53.54944025
2022-12-20,46.86923365
2022-12-21,48.40182128
2022-12-22,47.61547516
2022-12-23,49.36601137
2022-12-24,47.44676505
2022-12-25,47.49618291
2022-12-26,45.80667409
2022-12-27,50.09049595
2022-12-28,52.77411533
2022-12-29,50.33751626
2022-12-30,50.59591217
2022-12-31,53.10976739
2023-01-01,50.07691534
2023-01-02,49.11222523
2023-01-03,48.96766473
2023-01-04,44.83037827
2023-01-05,45.97794215
2023-01-06,43.72652554
2023-01-07,43.76569774
2023-01-08,42.82569195
2023-01-09,42.77850163
2023-01-10,41.51486424
2023-01-11,40.54201436
2023-01-12,39.8084793
2023-01-13,36.38045259
2023-01-14,33.12530276
2023-01-15,33.57719498
2023-01-16,32.89398804
2023-01-17,33.37801733
2023-01-18,36.20574867
2023-01-19,33.84432065
2023-01-20,30.43821634
2023-01-21,30.89773189
2023-01-22,31.28917294
2023-01-23,30.74693946
2023-01-24,32.10045686
2023-01-25,29.8455726
2023-01-26,30.76365693
2023-01-27,30.39438535
2023-01-28,31.38857962
2023-01-29,28.33995353
2023-01-30,32.64678727
2023-01-31,30.3200142
2023-02-01,28.42487596
2023-02-02,29.65847018
2023-02-03,29.86424204
2023-02-04,30.55361735
2023-02-05,33.80362595
2023-02-06,34.86196101
2023-02-07,30.21209486
2023-02-08,33.98675554
2023-02-09,36.03019327
2023-02-10,35.92195115
2023-02-11,34.99216344
2023-02-12,35.47544173
2023-02-13,35.08752632
2023-02-14,34.01028708
2023-02-15,27.53910491
2023-02-16,29.57397281
2023-02-17,27.96633927
2023-02-18,27.87484619
2023-02-19,28.7500613
2023-02-20,27.68492169
2023-02-21,28.80377888
2023-02-22,28.87527532
2023-02-23,29.71208909
2023-02-24,32.18738572
2023-02-25,31.94758994
2023-02-26,30.51589097
2023-02-27,30.64369859
2023-02-28,33.06207047
2023-03-01,30.17945128
2023-03-02,30.88328786
2023-03-03,36.14625302
2023-03-04,36.13488122
2023-03-05,35.77159543
2023-03-06,35.8236264
2023-03-07,36.77516042
2023-03-08,37.85952165
2023-03-09,41.84808529
2023-03-10,41.263198
2023-03-11,40.1778751
2023-03-12,35.81953792
2023-03-13,27.74338158
2023-03-14,27.45967181
2023-03-15,28.62752108
2023-03-16,26.75941577
2023-03-17,25.61079298
2023-03-18,27.13635073
2023-03-19,25.72746288
2023-03-20,26.71993601
2023-03-21,25.80369438
2023-03-22,27.74637329
2023-03-23,25.71691069
2023-03-24,28.07454836
2023-03-25,27.88829781
2023-03-26,26.52681246
2023-03-27,29.22500409
2023-03-28,28.00394441
2023-03-29,25.92038713
2023-03-30,27.17696022
2023-03-31,24.67609478
2023-04-01,24.87857052
2023-04-02,26.92621366
2023-04-03,28.64185946
2023-04-04,27.22348779
2023-04-05,27.1890666
2023-04-06,27.89616726
2023-04-07,29.01065056
2023-04-08,28.76178013
2023-04-09,25.05789344
2023-04-10,23.38187777
2023-04-11,23.02885258
2023-04-12,24.70010252
2023-04-13,22.59153701
2023-04-14,22.83183969
2023-04-15,23.39944022
2023-04-16,23.44528245
2023-04-17,26.01206216
2023-04-18,22.96934186
2023-04-19,27.43410617
2023-04-20,29.43733014
2023-04-21,32.23154799
2023-04-22,31.01486919
2023-04-23,31.63797088
2023-04-24,31.31482565
2023-04-25,27.10605576
2023-04-26,27.23377052
2023-04-27,25.44700738
2023-04-28,26.05056196
2023-04-29,26.44649853
2023-04-30,26.36264265
2023-05-01,30.46500376
2023-05-02,27.1683124
2023-05-03,26.50122682
2023-05-04,26.93199802
2023-05-05,25.06765854
2023-05-06,27.34938527
2023-05-07,29.46761835
2023-05-08,33.76678826
2023-05-09,33.87489715
2023-05-10,33.86692683
2023-05-11,35.56712206
2023-05-12,35.41890764
2023-05-13,35.5853697
2023-05-14,35.06842038
2023-05-15,34.16544568
2023-05-16,35.0995705
2023-05-17,33.09861823
2023-05-18,35.98932638
2023-05-19,35.40375132
2023-05-20,34.07322978
2023-05-21,36.3163329
2023-05-22,36.07854678
2023-05-23,33.48469047
2023-05-24,37.16044013
2023-05-25,36.35361906
2023-05-26,36.11768262
2023-05-27,34.8518523
2023-05-28,29.56978319
2023-05-29,31.20187266
2023-05-30,31.60314933
2023-05-31,33.1553087
2023-06-01,36.53830922
2023-06-02,32.81771844
2023-06-03,34.40945288
2023-06-04,34.3029854
2023-06-05,38.21129219
2023-06-06,32.68101417
2023-06-07,37.33170221
2023-06-08,36.54251276
2023-06-09,36.69553019
2023-06-10,37.83610496
2023-06-11,37.62676014
2023-06-12,37.41423287
2023-06-13,37.49536245
2023-06-14,38.88005352
2023-06-15,38.20012936
2023-06-16,35.89971201
2023-06-17,35.26838822
2023-06-18,36.19633155
2023-06-19,33.10981707
2023-06-20,25.5591287
2023-06-21,22.80881974
2023-06-22,23.43140888
2023-06-23,21.84000143
2023-06-24,22.29010578
2023-06-25,22.43470172
2023-06-26,22.81764634
2023-06-27,21.68438991
2023-06-28,24.8150338
2023-06-29,22.92786238
2023-06-30,23.06470153
2023-07-01,22.39532393
2023-07-02,22.07576016
2023-07-03,21.11813766
2023-07-04,22.22410725
2023-07-05,23.72324426
2023-07-06,27.26761538
2023-07-07,24.63716146
2023-07-08,25.51906227
2023-07-09,26.45696764
2023-07-10,23.90668969
2023-07-11,22.44463494
2023-07-12,24.62353887
2023-07-13,20.68235805
2023-07-14,25.66734435
2023-07-15,26.07071928
2023-07-16,26.40755327
2023-07-17,27.10243523
2023-07-18,28.62876565
2023-07-19,28.37951314
2023-07-20,29.27159994
2023-07-21,28.14783479
2023-07-22,29.7146575
2023-07-23,26.7214254
2023-07-24,30.34517395
2023-07-25,30.08609876
2023-07-26,29.5415383
2023-07-27,30.27358381
2023-07-28,29.04722082
2023-07-29,28.76736628
2023-07-30,29.30743677
2023-07-31,30.77098046
2023-08-01,27.39222817
2023-08-02,31.04796927
2023-08-03,30.3411768
2023-08-04,31.60533434
2023-08-05,31.28848835
2023-08-06,31.05682197
2023-08-07,29.6987542
2023-08-08,26.97490991
2023-08-09,27.61477994
2023-08-10,28.4185545
2023-08-11,28.26202797
2023-08-12,28.20456698
2023-08-13,29.59894109
2023-08-14,27.96737153
2023-08-15,31.10999855
2023-08-16,33.18464673
2023-08-17,39.02971483
2023-08-18,40.59999961
2023-08-19,40.30221137
2023-08-20,40.17378132
2023-08-21,39.91708424
2023-08-22,39.92085398
2023-08-23,38.10016897
2023-08-24,39.5488288
2023-08-25,40.34327342
2023-08-26,40.64984754
2023-08-27,39.31032356
2023-08-28,39.10537132
2023-08-29,33.39520759
2023-08-30,34.25964694
2023-08-31,41.23398834
2023-09-01,41.24116839
2023-09-02,40.87904576
2023-09-03,40.31122516
2023-09-04,41.28097686
2023-09-05,40.97753327
2023-09-06,40.7176631
2023-09-07,37.60965815
2023-09-08,39.91464927
2023-09-09,39.84479742
2023-09-10,40.43851896
2023-09-11,42.16361251
2023-09-12,40.12007668
2023-09-13,37.39866844
2023-09-14,35.87919185
2023-09-15,35.49451113
2023-09-16,35.91559966
2023-09-17,36.15633055
2023-09-18,35.4230838
2023-09-19,33.25761949
2023-09-20,34.03874342
2023-09-21,36.8184766
2023-09-22,36.7474509
2023-09-23,36.64324383
2023-09-24,38.98678361
2023-09-25,38.42283666
2023-09-26,39.08417442
2023-09-27,38.08781954
2023-09-28,33.98408073
2023-09-29,34.80533559
2023-09-30,34.59885134
2023-10-01,30.59694561
2023-10-02,32.30891127
2023-10-03,32.43431883
2023-10-04,31.34311456
2023-10-05,32.87433085
2023-10-06,30.71654244
2023-10-07,30.61706678
2023-10-08,31.10260434
2023-10-09,32.44831965
2023-10-10,34.04316234
2023-10-11,36.809717
2023-10-12,37.25515012
2023-10-13,36.58587159
2023-10-14,36.7374914
2023-10-15,34.46074558
2023-10-16,27.92589323
2023-10-17,28.66710236
2023-10-18,29.16147996
2023-10-19,27.18210672
2023-10-20,23.52260237
2023-10-21,22.78331055
2023-10-22,22.57097089
2023-10-23,18.26372973
2023-10-24,18.9719586
2023-10-25,17.94674667
2023-10-26,19.04905746
2023-10-27,19.77011327
2023-10-28,19.4631673
2023-10-29,17.89791027
2023-10-30,18.03573791
2023-10-31,17.45295619
2023-11-01,16.87410285
2023-11-02,17.50961083
2023-11-03,17.90534646
2023-11-04,17.21037648
2023-11-05,17.33871745
2023-11-06,17.60918052
2023-11-07,17.07163522
2023-11-08,16.89094479
2023-11-09,16.6638821
2023-11-10,16.14493632
2023-11-11,17.10988185
2023-11-12,16.97397727
2023-11-13,18.38415147
2023-11-14,19.50416602
2023-11-15,15.45731056
2023-11-16,18.9823699
2023-11-17,18.19577706
2023-11-18,18.1761065
2023-11-19,15.73229936
2023-11-20,16.09971357
2023-11-21,20.67402573
2023-11-22,16.15569206
2023-11-23,16.78950394
2023-11-24,15.90369942
2023-11-25,15.61957877
2023-11-26,16.85996128
2023-11-27,18.13633525
2023-11-28,15.68962057
2023-11-29,16.17127842
2023-11-30,16.97766636
2023-12-01,14.29552707
2023-12-02,13.18483782
2023-12-03,12.45760486
2023-12-04,11.2635278
2023-12-05,10.34013615
2023-12-06,11.17304962
2023-12-07,11.89379426
2023-12-08,10.29787365
2023-12-09,11.75902212
2023-12-10,11.655877
