date,Total Onchain Mcap,Securitize,Maple,Tether,Ondo,Circle,Paxos,Centrifuge,Spiko,Libeara,Franklin Templeton,WisdomTree,Superstate,Hastra,xStock,Re Protocol,Matrixdock,Fidelity,Theo,OnRe,OpenEden,Aktionariat,Unknown,Midas,Pleasing Golden,Stobox,Mt Pelerin,Republic,Reental,T-Rize Group,PreStocks,BlackOpal,Resolv,Backed Finance,Asseto,Mu Digital,ComTech Gold,AXC,Oro Finance,Denario,Remora Markets,VNX,Klima DAO,Toucan Nature,Maseer Finance,Xend Finance,Moss,Fortunafi,ST0x,Anchored Finance,Altai,Gold DAO,Aurus,CACHE.Gold,Dinari,GoldenAsset,Mineral Vault,Robinhood,Solid World,Sygnum,Trovio,RWA Perps OI
2021-10-18,414251698.0,,,,,,320894605.0,,,,,,,,,,,,,,,,,,,,61343271.0,,,,,,,,,,,,,,,,,,,,24470821.0,,,,,,1306396.0,4629986.0,,,,,,,1606619.0,
2021-10-19,423804718.0,,,,,,321440783.0,,,,,,,,,,,,,,,,,,,,70366343.0,,,,,,,,,,,,,,,,,,,,24466325.0,,,,,,1301064.0,4748102.0,,,,,,,1482101.0,
2021-10-20,420851402.0,,,,,,323407811.0,,,,,,,,,,,,,,,,,,,,66157903.0,,,,,,,,,,,,,,,,,,,,22947691.0,,,,,,1303104.0,5467401.0,,,,,,,1567492.0,
2021-10-21,453339866.0,,,,,,322739549.0,,,,,,,,,,,,,,,,,,,,60963219.0,,,,,,,,,,,,,,,,,38631841.0,,,22712261.0,,,,,,1316881.0,5396448.0,,,,,,,1579667.0,
2021-10-22,449417895.0,,,,,,320797071.0,,,,,,,,,,,,,,,,,,,,54077515.0,,,,,,,,,,,,,,,,,36468978.0,,,29845605.0,,,,,,1313878.0,5335485.0,,,,,,,1579363.0,
2021-10-23,467221493.0,,,,,,324483447.0,,,,,,,,,,,,,,,,,,,,63938998.0,,,,,,,,,,,,,,,,,41713624.0,,,28802370.0,,,,,,1322517.0,5371565.0,,,,,,,1588972.0,
2021-10-24,473211986.0,,,,,,325032997.0,,,,,,,,,,,,,,,,,,,,67680772.0,,,,,,,,,,,,,,,,,42057091.0,,,30071781.0,,,,,,1324462.0,5457991.0,,,,,,,1586892.0,
2021-10-25,480242371.0,,,,,,323975227.0,,,,,,,,,,,,,,,,,,,,72709087.0,,,,,,,,,,,,,,,,,45136997.0,,,30085138.0,,,,,,1324806.0,5422666.0,,,,,,,1588450.0,
2021-10-26,491114113.0,,,,,,324566425.0,,,,,,,,,,,,,,,,,,,,74950022.0,,,,,,,,,,,,,,,,,54731177.0,,,28468887.0,,,,,,1335013.0,5468131.0,,,,,,,1594458.0,
2021-10-27,486394664.0,,,,,,322014054.0,,,,,,,,,,,,,,,,,,,,76093027.0,,,,,,,,,,,,,,,,,51574996.0,,,28012360.0,,,,,,1317992.0,5785714.0,,,,,,,1596521.0,
2021-10-28,476133076.0,,,,,,321899388.0,,,,,,,,,,,,,,,,,,,,64866975.0,,,,,,,,,,,,,,,,,53591874.0,,,27038012.0,,,,,,1320314.0,5830252.0,,,,,,,1586261.0,
2021-10-29,485937686.0,,,,,,322642953.0,,,,,,,,,,,,,,,,,,,,75992726.0,,,,,,,,,,,,,,,,,49300322.0,,,29232063.0,,,,,,1326019.0,5840125.0,,,,,,,1603478.0,
2021-10-30,466962274.0,,,,,,317927615.0,,,,,,,,,,,,,,,,,,,,64768439.0,,,,,,,,,,,,,,,,,40429555.0,,,35133364.0,,,,,,1314524.0,5800151.0,,,,,,,1588626.0,
2021-10-31,471528407.0,,,,,,318888318.0,,,,,,,,,,,,,,,,,,,,64981427.0,,,,,,,,,,,,,,,,,45275549.0,,,33715435.0,,,,,,1314850.0,5764613.0,,,,,,,1588215.0,
2021-11-01,463090395.0,,,,,,318549028.0,,,,,,,,,,,,,,,,,,,,60619293.0,,,,,,,,,,,,,,,,,44344317.0,,,30935241.0,,,,,,1297554.0,5773708.0,,,,,,,1571254.0,
2021-11-02,488404480.0,,,,,,321424411.0,,,,,,,,,,,,,,,,,,,,77933741.0,,,,,,,,,,,,,,,,,50639883.0,,,29689111.0,,,,,,1319513.0,5802657.0,,,,,,,1595164.0,
2021-11-03,486751923.0,,,,,,320290119.0,,,,,,,,,,,,,,,,,,,,77249385.0,,,,,,,,,,,,,,,,,50513453.0,,,30000891.0,,,,,,1319145.0,5788537.0,,,,,,,1590393.0,
2021-11-04,495050257.0,,,,,,316371288.0,,,,,,,,,,,,,,,,,,,,79939371.0,,,,,,,,,,,,,,,,,60947583.0,,,29153846.0,,,,,,1302822.0,5756643.0,,,,,,,1578704.0,
2021-11-05,515163217.0,,,,,,322274024.0,,,,,,,,,,,,,,,,,,,,86777654.0,,,,,,,,,,,,,,,,,63202680.0,,,34149329.0,,,,,,1321175.0,5846681.0,,,,,,,1591674.0,
2021-11-06,527600374.0,,,,,,327548190.0,,,,,,,,,,,,,,,,,,,,94891512.0,,,,,,,,,,,,,,,,,65243412.0,,,31083506.0,,,,,,1334289.0,5890557.0,,,,,,,1608908.0,
2021-11-07,514228179.0,,,,,,328251353.0,,,,,,,,,,,,,,,,,,,,79539423.0,,,,,,,,,,,,,,,,,62945864.0,,,34637372.0,,,,,,1334703.0,5904680.0,,,,,,,1614784.0,
2021-11-08,510543224.0,,,,,,331053072.0,,,,,,,,,,,,,,,,,,,,70100330.0,,,,,,,,,,,,,,,,,67305314.0,,,33231292.0,,,,,,1339945.0,5902397.0,,,,,,,1610874.0,
2021-11-09,685102717.0,,,157219621.0,,,329207295.0,,,,,,,,,,,,,,,,,,,,88872559.0,,,,,,,,,,,,,,,,,70321353.0,,,30603221.0,,,,,,1337733.0,5937289.0,,,,,,,1603646.0,
2021-11-10,690475790.0,,,157919025.0,,,333423656.0,,,,,,,,,,,,,,,,,,,,88732038.0,,,,,,,,,,,,,,,,,69769408.0,,,31712598.0,,,,,,1346563.0,5967324.0,,,,,,,1605178.0,
2021-11-11,674071409.0,,,159171172.0,,,335441495.0,,,,,,,,,,,,,,,,,,,,69304226.0,,,,,,,,,,,,,,,,,71196305.0,,,29977242.0,,,,,,1365439.0,5996761.0,,,,,,,1618769.0,
2021-11-12,677480011.0,,,161254526.0,,,337919658.0,,,,,,,,,,,,,,,,,,,,69304226.0,,,,,,,,,,,,,,,,,70984180.0,,,28945260.0,,,,,,1373352.0,6039799.0,,,,,,,1659010.0,
2021-11-13,708606881.0,,,198269730.0,,,326223268.0,,,,,,,,,,,,,,,,,,,,72080586.0,,,,,,,,,,,,,,,,,70076944.0,,,32792923.0,,,,,,1375500.0,6061010.0,,,,,,,1726920.0,
2021-11-14,705024034.0,,,198253255.0,,,327257681.0,,,,,,,,,,,,,,,,,,,,62247110.0,,,,,,,,,,,,,,,,,74575775.0,,,33504498.0,,,,,,1382906.0,6073166.0,,,,,,,1729643.0,
2021-11-15,711695235.0,,,199211024.0,,,326405408.0,,,,,,,,,,,,,,,,,,,,67064065.0,,,,,,,,,,,,,,,,,75864718.0,,,33983795.0,,,,,,1379088.0,6054747.0,,,,,,,1732390.0,
2021-11-16,707991175.0,,,197309796.0,,,317149968.0,,,,,,,,,,,,,,,,,,,,82257629.0,,,,,,,,,,,,,,,,,73689190.0,,,28393195.0,,,,,,1373661.0,6052214.0,,,,,,,1765522.0,
2021-11-17,690220580.0,,,196216806.0,,,319299135.0,,,,,,,,,,,,,,,,,,,,68340537.0,,,,,,,,,,,,,,,,,70883213.0,,,26307756.0,,,,,,1361318.0,6045000.0,,,,,,,1766815.0,
2021-11-18,724436228.0,,,197985460.0,,,326660726.0,,,,,,,,,,,,,,,,,,,,88706772.0,,,,,,,,,,,,,,,,,75314650.0,,,26411805.0,,,,,,1378645.0,6105535.0,,,,,,,1872635.0,
2021-11-19,718542224.0,,,198226140.0,,,322966479.0,,,,,,,,,,,,,,,,,,,,83053240.0,,,,,,,,,,,,,,,,,77132692.0,,,27955379.0,,,,,,1369883.0,5978114.0,,,,,,,1860297.0,
2021-11-20,735743931.0,,,196733272.0,,,324263777.0,,,,,,,,,,,,,,,,,,,,89501579.0,,,,,,,,,,,,,,,,,86895168.0,,,29106148.0,,,,,,1361906.0,6041413.0,,,,,,,1840668.0,
2021-11-21,731342706.0,,,196322625.0,,,321687475.0,,,,,,,,,,,,,,,,,,,,85605525.0,,,,,,,,,,,,,,,,,91808167.0,,,27009667.0,,,,,,1363523.0,5997095.0,,,,,,,1548629.0,
2021-11-22,737452837.0,,,195994228.0,,,320714658.0,,,,,,,,,,,,,,,,,,,,94663590.0,,,,,,,,,,,,,,,,,89910076.0,,,27341126.0,,,,,,1360258.0,5918664.0,,,,,,,1550237.0,
2021-11-23,737738926.0,,,191769130.0,,,315764131.0,,,,,,,,,,,,,,,,,,,,101149648.0,,,,,,,,,,,,,,,,,92012167.0,,,28301289.0,,,,,,1332047.0,5833580.0,,,,,,,1576934.0,
2021-11-24,737977413.0,,,189073457.0,,,311604093.0,,,,,,,,,,,,,,,,,,,,104506328.0,,,,,,,,,,,,,,,,,94491835.0,,,29599391.0,,,,,,1322186.0,5806501.0,,,,,,,1573622.0,
2021-11-25,746957554.0,,,189281638.0,,,314928690.0,,,,,,,,,,,,,,,,,,,,105206829.0,,,,,,,,,,,,,,,,,98568753.0,,,30261148.0,,,,,,1309130.0,5831873.0,,,,,,,1569493.0,
2021-11-26,760156688.0,,,189065512.0,,,315164087.0,,,,,,,,,,,,,,,,,,,,116345955.0,,,,,,,,,,,,,,,,,102767993.0,,,28126873.0,,,,,,1308879.0,5803368.0,,,,,,,1574021.0,
2021-11-27,787758783.0,,,225639640.0,,,317936025.0,,,,,,,,,,,,,,,,,,,,105012004.0,,,,,,,,,,,,,,,,,102594752.0,,,27904663.0,,,,,,1307938.0,5782894.0,,,,,,,1580867.0,
2021-11-28,798765229.0,,,225865011.0,,,317241482.0,,,,,,,,,,,,,,,,,,,,112350727.0,,,,,,,,,,,,,,,,,106485004.0,,,28146028.0,,,,,,1307014.0,5816963.0,,,,,,,1553000.0,
2021-11-29,793628800.0,,,225012534.0,,,316323048.0,,,,,,,,,,,,,,,,,,,,112834876.0,,,,,,,,,,,,,,,,,103115193.0,,,27641347.0,,,,,,1307546.0,5806721.0,,,,,,,1587535.0,
2021-11-30,785434399.0,,,224478067.0,,,321144572.0,,,,,,,,,,,,,,,,,,,,92685220.0,,,,,,,,,,,,,,,,,110967666.0,,,27504466.0,,,,,,1305561.0,5801791.0,,,,,,,1547056.0,
2021-12-01,799619758.0,,,222557613.0,,,319043276.0,,,,,,,,,,,,,,,,,,,,117096583.0,,,,,,,,,,,,,,,,,104675238.0,,,27554012.0,,,,,,1304293.0,5736217.0,,,,,,,1652526.0,
2021-12-02,804130203.0,,,224135107.0,,,319114657.0,,,,,,,,,,,,,,,,,,,,123744866.0,,,,,,,,,,,,,,,,,99931561.0,,,28510008.0,,,,,,1304138.0,5761707.0,,,,,,,1628159.0,
2021-12-03,803261599.0,,,221985878.0,,,317780801.0,,,,,,,,,,,,,,,,,,,,134124014.0,,,,,,,,,,,,,,,,,93173470.0,,,27568095.0,,,,,,1295430.0,5721070.0,,,,,,,1612841.0,
2021-12-04,775268735.0,,,223795794.0,,,320123359.0,,,,,,,,,,,,,,,,,,,,107217463.0,,,,,,,,,,,,,,,,,87655634.0,,,27773715.0,,,,,,1301075.0,5771105.0,,,,,,,1630590.0,
2021-12-05,838912072.0,,,260960704.0,,,321186745.0,,,,,,,,,,,,,,,,,,,,127878894.0,,,,,,,,,,,,,,,,,94709640.0,,,25473969.0,,,,,,1302418.0,5767106.0,,,,,,,1632596.0,
2021-12-06,805984475.0,,,259797715.0,,,318263976.0,,,,,,,,,,,,,,,,,,,,96479065.0,,,,,,,,,,,,,,,,,97897761.0,,,24874529.0,,,,,,1300499.0,5755212.0,,,,,,,1615718.0,
2021-12-07,882093971.0,,,296535299.0,,,319869123.0,,,,,,,,,,,,,,,,,,,,117200784.0,,,,,,,,,,,,,,,,,92686706.0,,,47098722.0,,,,,,1302790.0,5782316.0,,,,,,,1618231.0,
2021-12-08,858577826.0,,,295828110.0,,,319835257.0,,,,,,,,,,,,,,,,,,,,93232496.0,,,,,,,,,,,,,,,,,91519844.0,,,49475286.0,,,,,,1302076.0,5772623.0,,,,,,,1612134.0,
2021-12-09,856647542.0,,,298111080.0,,,320697450.0,,,,,,,,,,,,,,,,,,,,103103526.0,,,,,,,,,,,,,,,,,88869361.0,,,37133493.0,,,,,,1302304.0,5820728.0,,,,,,,1609600.0,
2021-12-10,840129590.0,,,294680652.0,,,318987743.0,,,,,,,,,,,,,,,,,,,,104644253.0,,,,,,,,,,,,,,,,,80279858.0,,,32860699.0,,,,,,1302058.0,5751637.0,,,,,,,1622690.0,
2021-12-11,842900080.0,,,296364726.0,,,321263001.0,,,,,,,,,,,,,,,,,,,,105091421.0,,,,,,,,,,,,,,,,,77336258.0,,,34222421.0,,,,,,1301006.0,5697048.0,,,,,,,1624199.0,
2021-12-12,866146648.0,,,296178796.0,,,323098794.0,,,,,,,,,,,,,,,,,,,,117501174.0,,,,,,,,,,,,,,,,,83716333.0,,,36908294.0,,,,,,1302064.0,5807661.0,,,,,,,1633532.0,
2021-12-13,881359189.0,,,296204181.0,,,321224705.0,,,,,,,,,,,,,,,,,,,,123149258.0,,,,,,,,,,,,,,,,,96589815.0,,,35515942.0,,,,,,1302057.0,5766212.0,,,,,,,1607019.0,
2021-12-14,869894134.0,,,297185184.0,,,321794753.0,,,,,,,,,,,,,,,,,,,,119194364.0,,,,,,,,,,,,,,,,,88129675.0,,,34932476.0,,,,,,1301974.0,5756866.0,,,,,,,1598842.0,
2021-12-15,866501379.0,,,294334412.0,,,320731111.0,,,,,,,,,,,,,,,,,,,,123469355.0,,,,,,,,,,,,,,,,,87369859.0,,,31955730.0,,,,,,1303867.0,5740060.0,,,,,,,1596985.0,
2021-12-16,864430146.0,,,295242990.0,,,325795915.0,,,,,,,,,,,,,,,,,,,,116688593.0,,,,,,,,,,,,,,,,,83088119.0,,,34922211.0,,,,,,1309431.0,5768431.0,,,,,,,1614456.0,
2021-12-17,866836111.0,,,298568591.0,,,332607198.0,,,,,,,,,,,,,,,,,,,,105753671.0,,,,,,,,,,,,,,,,,85964058.0,,,35134116.0,,,,,,1316703.0,5852290.0,,,,,,,1639484.0,
2021-12-18,853190034.0,,,297794023.0,,,335993796.0,,,,,,,,,,,,,,,,,,,,99568311.0,,,,,,,,,,,,,,,,,79169037.0,,,31913897.0,,,,,,1328937.0,5777579.0,,,,,,,1644454.0,
2021-12-19,853280634.0,,,298486284.0,,,336923254.0,,,,,,,,,,,,,,,,,,,,97542651.0,,,,,,,,,,,,,,,,,79806210.0,,,31768480.0,,,,,,1316132.0,5798570.0,,,,,,,1639053.0,
2021-12-20,849078565.0,,,297757912.0,,,336105831.0,,,,,,,,,,,,,,,,,,,,88698088.0,,,,,,,,,,,,,,,,,84497725.0,,,32308280.0,,,,,,2261070.0,5810598.0,,,,,,,1639061.0,
2021-12-21,849264789.0,,,297079645.0,,,335491322.0,,,,,,,,,,,,,,,,,,,,96081554.0,,,,,,,,,,,,,,,,,81412916.0,,,30429118.0,,,,,,1316315.0,5822975.0,,,,,,,1630944.0,
2021-12-22,870017129.0,,,297155265.0,,,334353438.0,,,,,,,,,,,,,,,,,,,,115975919.0,,,,,,,,,,,,,,,,,82749415.0,,,31033455.0,,,,,,1318613.0,5805121.0,,,,,,,1625903.0,
2021-12-23,875254993.0,,,299938695.0,,,318985119.0,,,,,,,,,,,,,,,,,,,,118900000.0,,,,,,,,,,,,,,,,,93371006.0,,,35201604.0,,,,,,1325846.0,5892081.0,,,,,,,1640642.0,
2021-12-24,858958454.0,,,300576713.0,,,320246699.0,,,,,,,,,,,,,,,,,,,,97576706.0,,,,,,,,,,,,,,,,,99304397.0,,,32372981.0,,,,,,1332617.0,5910059.0,,,,,,,1638282.0,
2021-12-25,861936241.0,,,299744910.0,,,323592802.0,,,,,,,,,,,,,,,,,,,,96341119.0,,,,,,,,,,,,,,,,,103337645.0,,,30055696.0,,,,,,1334397.0,5882177.0,,,,,,,1647495.0,
2021-12-26,867029800.3333333,,,299982963.3333333,,,323500304.3333333,,,,,,,,,,,,,,,,,,,,100118113.0,,,,,,,,,,,,,,,,,104675407.66666669,,,29892270.666666668,,,,,,1334660.3333333333,5876217.666666667,,,,,,,1649863.3333333333,
2021-12-27,872123359.6666667,,,300221016.6666667,,,323407806.6666667,,,,,,,,,,,,,,,,,,,,103895107.0,,,,,,,,,,,,,,,,,106013170.33333331,,,29728845.33333333,,,,,,1334923.6666666667,5870258.333333333,,,,,,,1652231.6666666667,
2021-12-28,877216919.0,,,300459070.0,,,323315309.0,,,,,,,,,,,,,,,,,,,,107672101.0,,,,,,,,,,,,,,,,,107350933.0,,,29565420.0,,,,,,1335187.0,5864299.0,,,,,,,1654600.0,
2021-12-29,875215920.0,,,299580179.0,,,321838955.0,,,,,,,,,,,,,,,,,,,,102630265.0,,,,,,,,,,,,,,,,,114036111.0,,,28300521.0,,,,,,1328586.0,5849648.0,,,,,,,1651655.0,
2021-12-30,876801128.0,,,300142645.0,,,323114152.0,,,,,,,,,,,,,,,,,,,,103082845.0,,,,,,,,,,,,,,,,,113617023.0,,,28017010.0,,,,,,1321515.0,5845776.0,,,,,,,1660162.0,
2021-12-31,888520699.0,,,301427550.0,,,325013584.0,,,,,,,,,,,,,,,,,,,,106669128.0,,,,,,,,,,,,,,,,,118694604.0,,,27846650.0,,,,,,1335396.0,5889576.0,,,,,,,1644211.0,
2022-01-01,882014135.0,,,302629653.0,,,325567318.0,,,,,,,,,,,,,,,,,,,,103629658.0,,,,,,,,,,,,,,,,,113207234.0,,,28041894.0,,,,,,1339980.0,5934948.0,,,,,,,1663450.0,
