date,all_Carbon & Environment,all_Gold & Commodities,all_Stocks & Equities,all_Real Estate,all_Bond & MMF Funds,all_RWA Wrappers,all_Private Credit,all_Crypto Funds,all_ETFs,all_RWA Perps,all_Other RWAs,all_Commodities
2021-11-12,99929440.0,508246345.0,69304226.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-13,102869867.0,533656428.0,72080586.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-14,108080273.0,534696651.0,62247110.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-15,109848513.0,534782657.0,67064065.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-16,102082385.0,523651161.0,82257629.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-17,97190969.0,524689074.0,68340537.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-18,101726455.0,534003001.0,88706772.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-19,105088071.0,530400913.0,83053240.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-20,116001316.0,530241036.0,89501579.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-21,118817834.0,526919347.0,85605525.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-22,117251202.0,525538045.0,94663590.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-23,120313456.0,516275822.0,101149648.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-24,124091226.0,509379859.0,104506328.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-25,128829901.0,512920824.0,105206829.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-26,130894866.0,512915867.0,116345955.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-27,130499415.0,552247364.0,105012004.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-28,134631032.0,551783470.0,112350727.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-29,130756540.0,550037384.0,112834876.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-11-30,138472132.0,554277047.0,92685220.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-01,132229250.0,550293925.0,117096583.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-02,128441569.0,551943768.0,123744866.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-03,120741565.0,548396020.0,134124014.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-04,115429349.0,552621923.0,107217463.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-05,120183609.0,590849569.0,127878894.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-06,122772290.0,586733120.0,96479065.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-07,139785428.0,625107759.0,117200784.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-08,140995130.0,624350200.0,93232496.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-09,126002854.0,627541162.0,103103526.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-10,113140557.0,622344780.0,104644253.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-11,111558679.0,626249980.0,105091421.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-12,120624627.0,628020847.0,117501174.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-13,132105757.0,626104174.0,123149258.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-14,123062151.0,627637619.0,119194364.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-15,119325589.0,623706435.0,123469355.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-16,118010330.0,629731223.0,116688593.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-17,121098174.0,639984266.0,105753671.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-18,111082934.0,642538789.0,99568311.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-19,111574690.0,644163293.0,97542651.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-20,116806005.0,643574472.0,88698088.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-21,111842034.0,641341201.0,96081554.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-22,113782870.0,640258340.0,115975919.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-23,128572610.0,627782383.0,118900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-24,131677378.0,629704370.0,97576706.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-25,133393341.0,632201781.0,96341119.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-26,134567678.33333334,632344009.0,100118113.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-27,135742015.66666666,632486237.0,103895107.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-28,136916353.0,632628465.0,107672101.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-29,142336632.0,630249023.0,102630265.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-30,141634033.0,632084250.0,103082845.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2021-12-31,146541254.0,635310317.0,106669128.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-01,141249128.0,637135349.0,103629658.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-02,139134196.0,753896121.0,111753801.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-03,128578081.0,750091283.0,124128463.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-04,135655191.0,740627225.0,107285257.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-05,135569670.0,747039422.0,112220173.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-06,122323145.0,750738850.0,103956981.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-07,115160808.0,735331659.0,135602153.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-08,120132542.0,742515537.0,111996626.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-09,120710027.0,737797989.0,121576735.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-10,119344054.0,737810712.0,128902658.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-11,115018820.0,743719134.0,132253699.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-12,114490593.0,751357235.0,153447581.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-13,130443277.0,754697995.0,162590763.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-14,125249362.0,751112808.0,172110118.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-15,125161703.0,751145047.0,150112940.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-16,126045031.0,750540609.0,130746557.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-17,122613060.0,750431502.0,169109798.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-18,114707765.0,752531193.0,186910442.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-19,110563216.0,749542580.0,145507544.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-20,113311054.0,760393465.0,151645793.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-21,113396900.0,757236362.0,162394976.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-22,105953068.0,756925156.0,151089801.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-23,97268124.0,761458855.0,111875999.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-24,131301558.0,761203174.0,133514639.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-25,131180333.0,763872716.0,138925344.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-26,120293483.0,768445854.0,154658428.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-27,111041734.0,757670353.0,156159949.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-28,105343625.0,761461736.0,174451818.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-29,119405681.0,763234642.0,157023751.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-30,137961857.0,765896102.0,147342655.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-01-31,124986873.0,763806799.0,136700949.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-01,123590397.0,771366994.0,153579727.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-02,120480700.0,772109410.0,167459449.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-03,116431393.0,776554049.0,168336318.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-04,118640007.0,776708538.0,166359854.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-05,119048530.0,780163933.0,173113566.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-06,121489621.0,776248193.0,171729813.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-07,117665937.0,776826000.0,185202945.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-08,117736320.0,778659758.0,176811477.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-09,114583555.0,779440585.0,155883351.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-10,115880982.0,783111169.0,165841662.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-11,108582368.0,782781949.0,185981101.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-12,105752192.0,798461820.0,185771194.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-13,105295252.0,807403126.0,188644269.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-14,107177984.0,808161720.0,202275410.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-15,106462991.0,811656876.0,194521931.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-16,107263368.0,815045023.0,189913950.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-17,110665462.0,823174431.0,183989096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-18,112515920.0,839487897.0,184272209.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-19,108530621.0,862946032.0,187686245.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-20,106904567.0,864429757.0,195166464.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-21,105121546.0,869611996.0,171354531.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-22,101837779.0,874500037.0,189211960.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-23,103144123.0,878362760.0,216623200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-24,101081296.0,898973264.0,245046019.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-25,96330067.0,911106390.0,209464076.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-26,98841010.0,966681103.0,213061808.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-27,99324038.0,963424926.0,217570811.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-02-28,98698236.0,973701622.0,216506658.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-01,100291034.0,967644809.0,220941254.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-02,99793616.0,987619703.0,234356230.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-03,96383274.0,982709153.0,222088334.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-04,93703901.0,985910621.0,217611045.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-05,90442678.0,1005187803.0,213492046.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-06,85304729.0,1006241738.0,218680299.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-07,83783544.0,1014451363.0,194588846.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-08,81611521.0,1072722146.0,205777636.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-09,81565839.0,1113422960.0,214100276.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-10,80325083.0,1108755453.0,211107731.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-11,79071419.0,1120384561.0,185032014.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-12,79673888.0,1122646355.75,185636840.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-13,79768997.0,1123203223.5,179169925.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-14,80713838.0,1123624715.25,179019743.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-15,80070199.0,1112525222.0,168819871.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-16,83233258.0,1096322888.0,152820789.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-17,87312627.0,1105197940.0,148694781.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-18,86483985.0,1114189473.0,150744506.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-19,82467604.0,1103526303.0,139665263.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-20,83010352.0,1100572360.0,128770112.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-21,93400304.0,1108256037.0,140166173.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-22,95634964.0,1110864603.0,159230153.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-23,93299050.0,1103717909.0,167517883.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-24,93588987.0,1116600497.0,152625774.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-25,96307576.0,1121060777.0,147492378.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-26,97937944.0,1119046046.0,160694360.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-27,99405974.0,1123426180.0,146654181.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-28,101956632.0,1117852983.0,155772970.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-29,104494520.0,1101618111.0,167733807.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-30,99942544.0,1098517935.0,135642360.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-03-31,100687674.0,1110719955.0,155688357.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-01,100183478.0,1117317629.0,150422580.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-02,101162593.0,1104466970.0,140458739.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-03,102460325.0,1111718989.0,144951592.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-04,103328167.0,1107958136.0,143569407.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-05,101707319.0,1112209529.0,144407728.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-06,101202298.0,1101781840.0,145117468.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-07,99317731.0,1094622084.6666665,140688634.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-08,100627328.0,1099658631.3333335,141620582.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-09,99600315.0,1109675405.0,158916484.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-10,99157774.0,1120388463.0,156959884.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-11,100636735.0,1117910258.0,159609055.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-12,99763260.0,1113905727.0,144113629.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-13,105821971.0,1123322839.0,145450079.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-14,104949167.0,1128132691.0,151044535.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-15,104735993.0,1129051956.0,152088852.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-16,106618342.0,1132386810.0,135001880.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-17,107478199.0,1131954288.0,155864445.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-18,106635846.0,1134675756.0,156613603.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-19,106580691.0,1132212899.0,158788625.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-20,107490707.0,1117180784.0,149344252.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-21,107386392.0,1121229943.0,155173361.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-22,105420204.0,1122688586.4,160689584.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-23,105170238.0,1113601724.8,156811215.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-24,105281374.0,1117540983.2,159297562.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-25,104306092.0,1117604532.6,160627463.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-26,102194810.0,1093975159.0,166018388.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-27,101079710.0,1097282826.0,140635945.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-28,98284122.0,1088057182.0,142403543.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-29,98450946.0,1089514244.0,165658162.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-04-30,94946839.0,1101695086.0,144875233.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-01,91096807.0,1102858859.0,157763841.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-02,91272154.0,1105131012.0,143960049.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-03,93295153.0,1082370160.0,142466493.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-04,93608220.0,1084800194.0,147059594.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-05,94377886.0,1100974405.0,134443429.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-06,92099491.0,1094472097.0,157149054.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-07,90794919.0,1095231430.0,140426781.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-08,91105856.0,1100646201.0,149181138.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-09,90051685.0,1097053213.0,141717770.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-10,87888959.0,1064721002.0,136634993.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-11,85538446.0,1058150719.0,124106781.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-12,78757156.0,1062849381.0,100578036.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-13,76279033.0,1066061958.0,98037716.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
2022-05-14,79767845.0,1054443773.0,100418076.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
