date,Total Active Mcap,Bonds,Precious Metals,Private Credit,Public Equities,Reinsurance,Digital Assets,Private Equity & Venture,Equity Indices,Equity ETFs,Real Estate,Oil,Carbon Credits,Industrial Metals,Commodities,Commodity Baskets,Natural Gas,Agricultural Commodities,Mixed Public Markets,Multi-Asset RWAs,RWA Perps OI
2022-01-12,865846893.0,,751357235.0,,,,,,,,,,114489658.0,,,,,,,,
2022-01-13,885140190.0,,754697995.0,,,,,,,,,,130442195.0,,,,,,,,
2022-01-14,876361127.0,,751112808.0,,,,,,,,,,125248319.0,,,,,,,,
2022-01-15,876305717.0,,751145047.0,,,,,,,,,,125160670.0,,,,,,,,
2022-01-16,876584594.0,,750540609.0,,,,,,,,,,126043985.0,,,,,,,,
2022-01-17,873043565.0,,750431502.0,,,,,,,,,,122612063.0,,,,,,,,
2022-01-18,867238029.0,,752531193.0,,,,,,,,,,114706836.0,,,,,,,,
2022-01-19,860104902.0,,749542580.0,,,,,,,,,,110562322.0,,,,,,,,
2022-01-20,873703592.0,,760393465.0,,,,,,,,,,113310127.0,,,,,,,,
2022-01-21,870632327.0,,757236362.0,,,,,,,,,,113395965.0,,,,,,,,
2022-01-22,862877337.0,,756925156.0,,,,,,,,,,105952181.0,,,,,,,,
2022-01-23,858726163.0,,761458855.0,,,,,,,,,,97267308.0,,,,,,,,
2022-01-24,892503900.0,,761203174.0,,,,,,,,,,131300726.0,,,,,,,,
2022-01-25,895052127.0,,763872716.0,,,,,,,,,,131179411.0,,,,,,,,
2022-01-26,888738454.0,,768445854.0,,,,,,,,,,120292600.0,,,,,,,,
2022-01-27,868711265.0,,757670353.0,,,,,,,,,,111040912.0,,,,,,,,
2022-01-28,866804571.0,,761461736.0,,,,,,,,,,105342835.0,,,,,,,,
2022-01-29,882639379.0,,763234642.0,,,,,,,,,,119404737.0,,,,,,,,
2022-01-30,903856913.0,,765896102.0,,,,,,,,,,137960811.0,,,,,,,,
2022-01-31,888792711.0,,763806799.0,,,,,,,,,,124985912.0,,,,,,,,
2022-02-01,894956492.0,,771366994.0,,,,,,,,,,123589498.0,,,,,,,,
2022-02-02,892589202.0,,772109410.0,,,,,,,,,,120479792.0,,,,,,,,
2022-02-03,892984566.0,,776554049.0,,,,,,,,,,116430517.0,,,,,,,,
2022-02-04,895347647.0,,776708538.0,,,,,,,,,,118639109.0,,,,,,,,
2022-02-05,899211588.0,,780163933.0,,,,,,,,,,119047655.0,,,,,,,,
2022-02-06,897736912.0,,776248193.0,,,,,,,,,,121488719.0,,,,,,,,
2022-02-07,894491070.0,,776826000.0,,,,,,,,,,117665070.0,,,,,,,,
2022-02-08,896395206.0,,778659758.0,,,,,,,,,,117735448.0,,,,,,,,
2022-02-09,894023284.0,,779440585.0,,,,,,,,,,114582699.0,,,,,,,,
2022-02-10,898991292.0,,783111169.0,,,,,,,,,,115880123.0,,,,,,,,
2022-02-11,891363527.0,,782781949.0,,,,,,,,,,108581578.0,,,,,,,,
2022-02-12,904213243.0,,798461820.0,,,,,,,,,,105751423.0,,,,,,,,
2022-02-13,912697612.0,,807403126.0,,,,,,,,,,105294486.0,,,,,,,,
2022-02-14,915338990.0,,808161720.0,,,,,,,,,,107177270.0,,,,,,,,
2022-02-15,918119138.0,,811656876.0,,,,,,,,,,106462262.0,,,,,,,,
2022-02-16,922307646.0,,815045023.0,,,,,,,,,,107262623.0,,,,,,,,
2022-02-17,933839114.0,,823174431.0,,,,,,,,,,110664683.0,,,,,,,,
2022-02-18,952003018.0,,839487897.0,,,,,,,,,,112515121.0,,,,,,,,
2022-02-19,971475891.0,,862946032.0,,,,,,,,,,108529859.0,,,,,,,,
2022-02-20,971333572.0,,864429757.0,,,,,,,,,,106903815.0,,,,,,,,
2022-02-21,974732808.0,,869611996.0,,,,,,,,,,105120812.0,,,,,,,,
2022-02-22,976337109.0,,874500037.0,,,,,,,,,,101837072.0,,,,,,,,
2022-02-23,981506165.0,,878362760.0,,,,,,,,,,103143405.0,,,,,,,,
2022-02-24,1000053861.0,,898973264.0,,,,,,,,,,101080597.0,,,,,,,,
2022-02-25,1007435792.0,,911106390.0,,,,,,,,,,96329402.0,,,,,,,,
2022-02-26,1065521427.0,,966681103.0,,,,,,,,,,98840324.0,,,,,,,,
2022-02-27,1062748280.0,,963424926.0,,,,,,,,,,99323354.0,,,,,,,,
2022-02-28,1072399178.0,,973701622.0,,,,,,,,,,98697556.0,,,,,,,,
2022-03-01,1067935165.0,,967644809.0,,,,,,,,,,100290356.0,,,,,,,,
2022-03-02,1087412642.0,,987619703.0,,,,,,,,,,99792939.0,,,,,,,,
2022-03-03,1079091786.0,,982709153.0,,,,,,,,,,96382633.0,,,,,,,,
2022-03-04,1079613908.0,,985910621.0,,,,,,,,,,93703287.0,,,,,,,,
2022-03-05,1095629892.0,,1005187803.0,,,,,,,,,,90442089.0,,,,,,,,
2022-03-06,1091545924.0,,1006241738.0,,,,,,,,,,85304186.0,,,,,,,,
2022-03-07,1098234372.0,,1014451363.0,,,,,,,,,,83783009.0,,,,,,,,
2022-03-08,1154333160.0,,1072722146.0,,,,,,,,,,81611014.0,,,,,,,,
2022-03-09,1194988299.0,,1113422960.0,,,,,,,,,,81565339.0,,,,,,,,
2022-03-10,1189080536.0,,1108755453.0,,,,,,,,,,80325083.0,,,,,,,,
2022-03-11,1199455980.0,,1120384561.0,,,,,,,,,,79071419.0,,,,,,,,
2022-03-12,1202320243.75,,1122646355.75,,,,,,,,,,79673888.0,,,,,,,,
2022-03-13,1202972220.5,,1123203223.5,,,,,,,,,,79768997.0,,,,,,,,
2022-03-14,1204338553.25,,1123624715.25,,,,,,,,,,80713838.0,,,,,,,,
2022-03-15,1192595421.0,,1112525222.0,,,,,,,,,,80070199.0,,,,,,,,
2022-03-16,1179556146.0,,1096322888.0,,,,,,,,,,83233258.0,,,,,,,,
2022-03-17,1192510567.0,,1105197940.0,,,,,,,,,,87312627.0,,,,,,,,
2022-03-18,1200673458.0,,1114189473.0,,,,,,,,,,86483985.0,,,,,,,,
2022-03-19,1185993907.0,,1103526303.0,,,,,,,,,,82467604.0,,,,,,,,
2022-03-20,1183582712.0,,1100572360.0,,,,,,,,,,83010352.0,,,,,,,,
2022-03-21,1201656341.0,,1108256037.0,,,,,,,,,,93400304.0,,,,,,,,
2022-03-22,1206499567.0,,1110864603.0,,,,,,,,,,95634964.0,,,,,,,,
2022-03-23,1197016959.0,,1103717909.0,,,,,,,,,,93299050.0,,,,,,,,
2022-03-24,1210189484.0,,1116600497.0,,,,,,,,,,93588987.0,,,,,,,,
2022-03-25,1217368353.0,,1121060777.0,,,,,,,,,,96307576.0,,,,,,,,
2022-03-26,1216983990.0,,1119046046.0,,,,,,,,,,97937944.0,,,,,,,,
2022-03-27,1222832154.0,,1123426180.0,,,,,,,,,,99405974.0,,,,,,,,
2022-03-28,1219809615.0,,1117852983.0,,,,,,,,,,101956632.0,,,,,,,,
2022-03-29,1206112631.0,,1101618111.0,,,,,,,,,,104494520.0,,,,,,,,
2022-03-30,1198460479.0,,1098517935.0,,,,,,,,,,99942544.0,,,,,,,,
2022-03-31,1211407629.0,,1110719955.0,,,,,,,,,,100687674.0,,,,,,,,
2022-04-01,1217501107.0,,1117317629.0,,,,,,,,,,100183478.0,,,,,,,,
2022-04-02,1205629563.0,,1104466970.0,,,,,,,,,,101162593.0,,,,,,,,
2022-04-03,1214179314.0,,1111718989.0,,,,,,,,,,102460325.0,,,,,,,,
2022-04-04,1211286303.0,,1107958136.0,,,,,,,,,,103328167.0,,,,,,,,
2022-04-05,1213916848.0,,1112209529.0,,,,,,,,,,101707319.0,,,,,,,,
2022-04-06,1202984138.0,,1101781840.0,,,,,,,,,,101202298.0,,,,,,,,
2022-04-07,1193939815.6666665,,1094622084.6666665,,,,,,,,,,99317731.0,,,,,,,,
2022-04-08,1200285959.3333335,,1099658631.3333335,,,,,,,,,,100627328.0,,,,,,,,
2022-04-09,1209275720.0,,1109675405.0,,,,,,,,,,99600315.0,,,,,,,,
2022-04-10,1219546237.0,,1120388463.0,,,,,,,,,,99157774.0,,,,,,,,
2022-04-11,1218546993.0,,1117910258.0,,,,,,,,,,100636735.0,,,,,,,,
2022-04-12,1213668987.0,,1113905727.0,,,,,,,,,,99763260.0,,,,,,,,
2022-04-13,1229144810.0,,1123322839.0,,,,,,,,,,105821971.0,,,,,,,,
2022-04-14,1233081858.0,,1128132691.0,,,,,,,,,,104949167.0,,,,,,,,
2022-04-15,1233787949.0,,1129051956.0,,,,,,,,,,104735993.0,,,,,,,,
2022-04-16,1239005152.0,,1132386810.0,,,,,,,,,,106618342.0,,,,,,,,
2022-04-17,1239432487.0,,1131954288.0,,,,,,,,,,107478199.0,,,,,,,,
2022-04-18,1241311602.0,,1134675756.0,,,,,,,,,,106635846.0,,,,,,,,
2022-04-19,1238793590.0,,1132212899.0,,,,,,,,,,106580691.0,,,,,,,,
2022-04-20,1224671491.0,,1117180784.0,,,,,,,,,,107490707.0,,,,,,,,
2022-04-21,1228616335.0,,1121229943.0,,,,,,,,,,107386392.0,,,,,,,,
2022-04-22,1228108790.4,,1122688586.4,,,,,,,,,,105420204.0,,,,,,,,
2022-04-23,1218771962.8,,1113601724.8,,,,,,,,,,105170238.0,,,,,,,,
2022-04-24,1222822357.2,,1117540983.2,,,,,,,,,,105281374.0,,,,,,,,
2022-04-25,1221910624.6,,1117604532.6,,,,,,,,,,104306092.0,,,,,,,,
2022-04-26,1196169969.0,,1093975159.0,,,,,,,,,,102194810.0,,,,,,,,
2022-04-27,1198362536.0,,1097282826.0,,,,,,,,,,101079710.0,,,,,,,,
2022-04-28,1186341304.0,,1088057182.0,,,,,,,,,,98284122.0,,,,,,,,
2022-04-29,1187965190.0,,1089514244.0,,,,,,,,,,98450946.0,,,,,,,,
2022-04-30,1196641925.0,,1101695086.0,,,,,,,,,,94946839.0,,,,,,,,
2022-05-01,1193955666.0,,1102858859.0,,,,,,,,,,91096807.0,,,,,,,,
2022-05-02,1196403166.0,,1105131012.0,,,,,,,,,,91272154.0,,,,,,,,
2022-05-03,1175665313.0,,1082370160.0,,,,,,,,,,93295153.0,,,,,,,,
2022-05-04,1178408414.0,,1084800194.0,,,,,,,,,,93608220.0,,,,,,,,
2022-05-05,1195352291.0,,1100974405.0,,,,,,,,,,94377886.0,,,,,,,,
2022-05-06,1186571588.0,,1094472097.0,,,,,,,,,,92099491.0,,,,,,,,
2022-05-07,1186026349.0,,1095231430.0,,,,,,,,,,90794919.0,,,,,,,,
2022-05-08,1191752057.0,,1100646201.0,,,,,,,,,,91105856.0,,,,,,,,
2022-05-09,1187104898.0,,1097053213.0,,,,,,,,,,90051685.0,,,,,,,,
2022-05-10,1152609961.0,,1064721002.0,,,,,,,,,,87888959.0,,,,,,,,
2022-05-11,1143689165.0,,1058150719.0,,,,,,,,,,85538446.0,,,,,,,,
2022-05-12,1141606537.0,,1062849381.0,,,,,,,,,,78757156.0,,,,,,,,
2022-05-13,1142340991.0,,1066061958.0,,,,,,,,,,76279033.0,,,,,,,,
2022-05-14,1134211618.0,,1054443773.0,,,,,,,,,,79767845.0,,,,,,,,
2022-05-15,1144585469.0,,1066164460.0,,,,,,,,,,78421009.0,,,,,,,,
2022-05-16,1144240138.0,,1060802381.0,,,,,,,,,,83437757.0,,,,,,,,
2022-05-17,1152744516.0,,1071496668.0,,,,,,,,,,81247848.0,,,,,,,,
2022-05-18,1153903214.0,,1070796120.0,,,,,,,,,,83107094.0,,,,,,,,
2022-05-19,1149783516.0,,1069242425.0,,,,,,,,,,80541091.0,,,,,,,,
2022-05-20,1157205671.0,,1078546981.0,,,,,,,,,,78658690.0,,,,,,,,
2022-05-21,1162394247.0,,1082954361.0,,,,,,,,,,79439886.0,,,,,,,,
2022-05-22,1163741234.0,,1086231498.0,,,,,,,,,,77509736.0,,,,,,,,
2022-05-23,1163828768.0,,1085277881.0,,,,,,,,,,78550887.0,,,,,,,,
2022-05-24,1162423836.0,,1084817552.0,,,,,,,,,,77606284.0,,,,,,,,
2022-05-25,1171734876.0,,1094076733.0,,,,,,,,,,77658143.0,,,,,,,,
2022-05-26,1157203275.0,,1087486029.0,,,,,,,,,,69717246.0,,,,,,,,
2022-05-27,1158379653.5,,1088583897.5,,,,,,,,,,69795756.0,,,,,,,,
2022-05-28,1157965688.0,,1088531797.0,,,,,,,,,,69433891.0,,,,,,,,
2022-05-29,1159265343.0,,1090114369.0,,,,,,,,,,69150974.0,,,,,,,,
2022-05-30,1157280293.0,,1088348964.0,,,,,,,,,,68931329.0,,,,,,,,
2022-05-31,1159521478.3333335,,1090834229.3333335,,,,,,,,,,68687249.0,,,,,,,,
2022-06-01,1146808455.6666665,,1080079744.6666665,,,,,,,,,,66728711.0,,,,,,,,
2022-06-02,1154383163.0,,1088253510.0,,,,,,,,,,66129653.0,,,,,,,,
2022-06-03,1162889897.0,,1096809896.0,,,,,,,,,,66080001.0,,,,,,,,
2022-06-04,1151709893.0,,1086838587.0,,,,,,,,,,64871306.0,,,,,,,,
2022-06-05,1154871051.0,,1090257013.0,,,,,,,,,,64614038.0,,,,,,,,
2022-06-06,1154109383.5,,1089719061.5,,,,,,,,,,64390322.0,,,,,,,,
2022-06-07,1146297490.0,,1081907908.0,,,,,,,,,,64389582.0,,,,,,,,
2022-06-08,1152543225.0,,1086845165.0,,,,,,,,,,65698060.0,,,,,,,,
2022-06-09,1154320791.0,,1089321835.0,,,,,,,,,,64998956.0,,,,,,,,
2022-06-10,1146272448.0,,1081477928.0,,,,,,,,,,64794520.0,,,,,,,,
2022-06-11,1162607551.0,,1096013712.0,,,,,,,,,,66593839.0,,,,,,,,
2022-06-12,1160673919.0,,1097307877.0,,,,,,,,,,63366042.0,,,,,,,,
2022-06-13,1161360185.0,,1098381624.0,,,,,,,,,,62978561.0,,,,,,,,
2022-06-14,1138547322.0,,1079122451.0,,,,,,,,,,59424871.0,,,,,,,,
2022-06-15,1127369924.0,,1068478677.0,,,,,,,,,,58891247.0,,,,,,,,
2022-06-16,1141589615.0,,1082430989.0,,,,,,,,,,59158626.0,,,,,,,,
2022-06-17,1151703416.0,,1093240263.0,,,,,,,,,,58463153.0,,,,,,,,
2022-06-18,1146068572.0,,1088056766.0,,,,,,,,,,58011806.0,,,,,,,,
2022-06-19,1139105042.0,,1081346927.0,,,,,,,,,,57758115.0,,,,,,,,
2022-06-20,1144960113.0,,1087254935.0,,,,,,,,,,57705178.0,,,,,,,,
2022-06-21,1148330602.0,,1090254807.0,,,,,,,,,,58075795.0,,,,,,,,
2022-06-22,1136883166.0,,1078561589.0,,,,,,,,,,58321577.0,,,,,,,,
2022-06-23,1140472605.0,,1082394085.0,,,,,,,,,,58078520.0,,,,,,,,
2022-06-24,1137908227.0,,1079395416.0,,,,,,,,,,58512811.0,,,,,,,,
2022-06-25,1137654394.0,,1078455480.0,,,,,,,,,,59198914.0,,,,,,,,
2022-06-26,1136114284.0,,1077695182.0,,,,,,,,,,58419102.0,,,,,,,,
2022-06-27,1138452250.0,,1079616743.0,,,,,,,,,,58835507.0,,,,,,,,
2022-06-28,1138814331.0,,1079893815.0,,,,,,,,,,58920516.0,,,,,,,,
2022-06-29,1133861280.0,,1075742651.0,,,,,,,,,,58118629.0,,,,,,,,
2022-06-30,1134536374.0,,1077133187.0,,,,,,,,,,57403187.0,,,,,,,,
2022-07-01,1131695938.0,,1075543883.0,,,,,,,,,,56152055.0,,,,,,,,
2022-07-02,1124920269.0,,1067979157.0,,,,,,,,,,56941112.0,,,,,,,,
2022-07-03,1125202167.0,,1069260854.0,,,,,,,,,,55941313.0,,,,,,,,
2022-07-04,1125534985.0,,1070371089.0,,,,,,,,,,55163896.0,,,,,,,,
2022-07-05,1125700795.0,,1069782671.0,,,,,,,,,,55918124.0,,,,,,,,
2022-07-06,1104227499.0,,1048418301.0,,,,,,,,,,55809198.0,,,,,,,,
2022-07-07,1089104364.0,,1033397776.0,,,,,,,,,,55706588.0,,,,,,,,
2022-07-08,1081305385.0,,1025545513.0,,,,,,,,,,55759872.0,,,,,,,,
2022-07-09,1084197499.0,,1028130950.0,,,,,,,,,,56066549.0,,,,,,,,
2022-07-10,1080431439.0,,1024164613.0,,,,,,,,,,56266826.0,,,,,,,,
2022-07-11,1082185914.0,,1025954062.0,,,,,,,,,,56231852.0,,,,,,,,
