date,Exchange Inflow CDD
2012-07-26,0.00042065
2012-07-27,0.00040952
2012-07-28,0.10277898
2012-07-29,0.00113504
2012-07-30,0.00067484
2012-07-31,0.00616969
2012-08-01,0.96841174
2012-08-02,0.01105855
2012-08-03,0.00145916
2012-08-04,0.00068299
2012-08-05,0.00173693
2012-08-06,0.00182377
2012-08-07,0.00303167
2012-08-08,0.00284646
2012-08-09,0.00154023
2012-08-10,0.0002457
2012-08-11,0.0020186
2012-08-12,0.00041534
2012-08-13,0.00577049
2012-08-14,50.37321386
2012-08-15,6.50578671
2012-08-16,0.44611265
2012-08-17,1.05402686
2012-08-18,4.59228622
2012-08-19,4.81822065
2012-08-20,5.53647997
2012-08-21,7.58705458
2012-08-22,6.75866147
2012-08-23,1.73263338
2012-08-24,0.61114654
2012-08-25,3.46891947
2012-08-26,0.07877084
2012-08-27,1.01706184
2012-08-28,1.95323518
2012-08-29,0.36627546
2012-08-30,9.13458314
2012-08-31,4.77570543
2012-09-01,5.45824463
2012-09-02,2.28811915
2012-09-03,0.03343557
2012-09-04,2.99202068
2012-09-05,0.67030093
2012-09-06,160.50395146
2012-09-07,2.13708912
2012-09-08,0.11378593
2012-09-09,0.02596886
2012-09-10,0.05761433
2012-09-11,0.13963933
2012-09-12,0.82458343
2012-09-13,0.03161452
2012-09-14,5.76969322
2012-09-15,0.03930595
2012-09-16,8.90576707
2012-09-17,1.29127478
2012-09-18,38.05913468
2012-09-19,161.08005591
2012-09-20,0.11561785
2012-09-21,1.5992365
2012-09-22,90.50877817
2012-09-23,6.56820319
2012-09-24,69.82444833
2012-09-25,37.30117618
2012-09-26,1203.01177866
2012-09-27,0.25237031
2012-09-28,0.04937706
2012-09-29,1.93717306
2012-09-30,6.63298018
2012-10-01,0.11427378
2012-10-02,35.52063406
2012-10-03,10.88918437
2012-10-04,0.49110774
2012-10-05,324.26644485
2012-10-06,176.38055185
2012-10-07,2.33452239
2012-10-08,0.2321887
2012-10-09,7.36429505
2012-10-10,1.85794102
2012-10-11,0.97491981
2012-10-12,13.53638362
2012-10-13,7.00643168
2012-10-14,3.98247102
2012-10-15,17.38151608
2012-10-16,475.72812763
2012-10-17,22.83902071
2012-10-18,15.58802006
2012-10-19,0.06437525
2012-10-20,28.7238471
2012-10-21,0.26794455
2012-10-22,2.66890308
2012-10-23,0.0288115
2012-10-24,13.28257578
2012-10-25,5.7027087
2012-10-26,95.32040861
2012-10-27,15.15386288
2012-10-28,2.43531996
2012-10-29,0.03119476
2012-10-30,0.00504655
2012-10-31,6.18695673
2012-11-01,3.87403507
2012-11-02,1.82923281
2012-11-03,26.45381741
2012-11-04,0.38628739
2012-11-05,0.00777571
2012-11-06,54.54278186
2012-11-07,29.99732641
2012-11-08,0.11622941
2012-11-09,0.41739329
2012-11-10,0.09178346
2012-11-11,5.90865624
2012-11-12,0.00591277
2012-11-13,0.11806011
2012-11-14,1.03178791
2012-11-15,1.10658096
2012-11-16,0.72944658
2012-11-17,11.27938852
2012-11-18,2.27747496
2012-11-19,0.93830812
2012-11-20,0.0556805
2012-11-21,5.36843684
2012-11-22,20.80765227
2012-11-23,1.15378892
2012-11-24,0.01645186
2012-11-25,2.55447055
2012-11-26,2.55523646
2012-11-27,26.65166093
2012-11-28,2263.82602617
2012-11-29,1297.63923312
2012-11-30,51.12388958
2012-12-01,0.97558212
2012-12-02,24.65420868
2012-12-03,1.98855449
2012-12-04,153.54829169
2012-12-05,20.10693271
2012-12-06,10.43944345
2012-12-07,0.50733638
2012-12-08,829.26019443
2012-12-09,18.35584251
2012-12-10,11.27633342
2012-12-11,103.59898905
2012-12-12,6.81872357
2012-12-13,1.77919964
2012-12-14,15.15263856
2012-12-15,13.55356347
2012-12-16,14.01330481
2012-12-17,14.43882989
2012-12-18,0.75277778
2012-12-19,7.89114963
2012-12-20,0.00851655
2012-12-21,0.7715163
2012-12-22,3.76259892
2012-12-23,0.03161631
2012-12-24,0.19634273
2012-12-25,1.08244039
2012-12-26,0.29372096
2012-12-27,3.23813214
2012-12-28,4.17247011
2012-12-29,58.18002662
2012-12-30,2.51939631
2012-12-31,10.22473356
2013-01-01,2.6971731
2013-01-02,0.34342238
2013-01-03,9.31292304
2013-01-04,2.9797495
2013-01-05,1.4544238
2013-01-06,0.94091249
2013-01-07,1.68066211
2013-01-08,0.02988067
2013-01-09,2.14956944
2013-01-10,171.54052863
2013-01-11,1.37362077
2013-01-12,0.12262105
2013-01-13,8.83266847
2013-01-14,77.19748624
2013-01-15,0.87962124
2013-01-16,0.15090134
2013-01-17,8.66836013
2013-01-18,2.62215441
2013-01-19,10.42500817
2013-01-20,1.47178694
2013-01-21,45.84817835
2013-01-22,0.71771626
2013-01-23,27.95601296
2013-01-24,0.07352086
2013-01-25,1.06026547
2013-01-26,0.53499906
2013-01-27,0.59470303
2013-01-28,0.2890514
2013-01-29,4.25482249
2013-01-30,2.5471618
2013-01-31,0.03208749
2013-02-01,0.83216742
2013-02-02,17.16591438
2013-02-03,5.19040468
2013-02-04,0.46082686
2013-02-05,76.64999342
2013-02-06,79158.80442308
2013-02-07,84.02950593
2013-02-08,20485.21941468
2013-02-09,1.71835981
2013-02-10,7.93528573
2013-02-11,316.86066643
2013-02-12,11.49073212
2013-02-13,5.38570342
2013-02-14,208.46291375
2013-02-15,0.69253008
2013-02-16,6.30195285
2013-02-17,58.29983068
2013-02-18,1170.5582665
2013-02-19,0.55422785
2013-02-20,3.20206371
2013-02-21,1248.00989122
2013-02-22,0.61310329
2013-02-23,0.6737561
2013-02-24,0.4050288
2013-02-25,16618181.5267856
2013-02-26,10.4881094
2013-02-27,22.63999803
2013-02-28,36.20505924
2013-03-01,967.78813699
2013-03-02,1.88393195
2013-03-03,1.63259416
2013-03-04,301.27392349
2013-03-05,883.54318583
2013-03-06,34.48585391
2013-03-07,1.12326667
2013-03-08,9.23416458
2013-03-09,2341.64209501
2013-03-10,219.92233257
2013-03-11,79.80151232
2013-03-12,336.30858425
2013-03-13,14.0851583
2013-03-14,20.39677318
2013-03-15,15.05102523
2013-03-16,1.93934051
2013-03-17,11.96429067
2013-03-18,27.13690123
2013-03-19,228.22342825
2013-03-20,2947.28213539
2013-03-21,29.1160356
2013-03-22,70.37739721
2013-03-23,14.36421232
2013-03-24,4.9014895
2013-03-25,70.46310174
2013-03-26,134.15332502
2013-03-27,54.66238239
2013-03-28,4420.04386403
2013-03-29,60.01325649
2013-03-30,5.0862709
2013-03-31,22.42828841
2013-04-01,545.52021806
2013-04-02,344.54873006
2013-04-03,820.63451876
2013-04-04,11.01969186
2013-04-05,38.47229091
2013-04-06,1255.41706672
2013-04-07,2267.49968883
2013-04-08,248.20192665
2013-04-09,493.16633874
2013-04-10,119.69876582
2013-04-11,55.47800741
2013-04-12,382.43810771
2013-04-13,466.15415944
2013-04-14,23.9845137
2013-04-15,55.4378736
2013-04-16,130.60727353
2013-04-17,15.62017032
2013-04-18,21.10636012
2013-04-19,223.78264495
2013-04-20,30.73702909
2013-04-21,15.69593202
2013-04-22,27.70940859
2013-04-23,549.53418065
2013-04-24,59.02096188
2013-04-25,15.87280174
2013-04-26,7.93729332
2013-04-27,100.63720663
2013-04-28,39.68788511
2013-04-29,22.8650879
2013-04-30,46.65557207
2013-05-01,316.54817489
2013-05-02,51.59208839
2013-05-03,426.71492334
2013-05-04,110.85691209
2013-05-05,29.73353752
2013-05-06,27.58498937
2013-05-07,87.25850469
2013-05-08,26.29486822
2013-05-09,128.58743602
2013-05-10,8.91722677
2013-05-11,28.35679271
2013-05-12,131.75166553
2013-05-13,16.19643826
2013-05-14,60.94525299
2013-05-15,5213.18851475
2013-05-16,2543.39070882
2013-05-17,228.82867272
2013-05-18,89.89915987
2013-05-19,118.85475204
2013-05-20,1756.50370364
2013-05-21,289.69181048
2013-05-22,707.43700971
2013-05-23,136.79616274
2013-05-24,277.89338307
2013-05-25,299.46353816
2013-05-26,16.64725855
2013-05-27,61.55715686
2013-05-28,257.18802028
2013-05-29,56.93099089
2013-05-30,30.6819278
2013-05-31,59.04367321
2013-06-01,310.01750921
2013-06-02,119.04755159
2013-06-03,408.87604988
2013-06-04,582.64125775
2013-06-05,236.7796545
2013-06-06,569.79719259
2013-06-07,26.14281337
2013-06-08,1429.96335738
2013-06-09,511.91919743
2013-06-10,149.41343034
2013-06-11,149.94100874
2013-06-12,250.45052918
2013-06-13,1975.22264468
2013-06-14,1286.90655813
2013-06-15,802.30277408
2013-06-16,108985.26545727
2013-06-17,867.3776801
2013-06-18,433.52944948
2013-06-19,224.95214767
2013-06-20,1190.96171617
2013-06-21,17671.96552829
2013-06-22,109.29390596
2013-06-23,1438.58215313
2013-06-24,627.7509611
2013-06-25,1302.72152033
2013-06-26,290.21589745
2013-06-27,86.9414675
2013-06-28,320.3235592
2013-06-29,13.03513915
2013-06-30,151.08210804
2013-07-01,50.4393224
2013-07-02,122.18743476
2013-07-03,2327.29087342
2013-07-04,53.81656087
2013-07-05,879.94978088
2013-07-06,96.84881294
2013-07-07,4604.23282574
2013-07-08,91.04913098
2013-07-09,445.84806811
2013-07-10,366.86322087
2013-07-11,519.8222389
2013-07-12,1498.37783799
2013-07-13,57.92785212
2013-07-14,139.40720785
2013-07-15,536.63168708
2013-07-16,469.84248673
2013-07-17,123.81119254
2013-07-18,554.3687099
2013-07-19,3319.1983757
2013-07-20,925.64556332
2013-07-21,310.30592081
2013-07-22,173.42595249
2013-07-23,211.01934683
2013-07-24,104.03494961
2013-07-25,125.79066604
2013-07-26,7206.52343835
2013-07-27,220.85629388
2013-07-28,626.65621924
2013-07-29,273.26510875
2013-07-30,33.47247022
2013-07-31,589.14321909
2013-08-01,98.3902127
2013-08-02,58.93052364
2013-08-03,845.22841654
2013-08-04,512.23039692
2013-08-05,5766.72907818
2013-08-06,425.02477364
2013-08-07,4760.51684372
2013-08-08,70.67139548
2013-08-09,718.4190977
2013-08-10,235.73231995
2013-08-11,10147.02487488
2013-08-12,351.48031623
2013-08-13,3181.08486007
2013-08-14,153137.2677461
2013-08-15,326.43040491
2013-08-16,560.74479554
2013-08-17,1190.69233388
2013-08-18,74.40779135
2013-08-19,57213.47223106
2013-08-20,906.32372926
2013-08-21,124.50094186
2013-08-22,5022.54038969
2013-08-23,165.17310459
2013-08-24,120.80447973
2013-08-25,2068.26774064
2013-08-26,141.96219515
2013-08-27,157897.4592606
2013-08-28,409.96396319
2013-08-29,103.43605055
2013-08-30,166.96174139
2013-08-31,86.01674726
2013-09-01,20.17051264
2013-09-02,68916.66445972
2013-09-03,79.96234069
2013-09-04,545.83289054
2013-09-05,120.57898233
2013-09-06,179.54648029
2013-09-07,92.59688741
2013-09-08,74.03727761
2013-09-09,144.29806763
2013-09-10,424.17062729
2013-09-11,129.7102822
2013-09-12,936.14097836
2013-09-13,1778.31107853
2013-09-14,669.5716705
2013-09-15,35.61625474
2013-09-16,73.1958638
2013-09-17,22568.98748423
2013-09-18,233.73478352
2013-09-19,1726.36776146
2013-09-20,51.5965351
2013-09-21,72.86173821
2013-09-22,65.25125981
2013-09-23,2887.13287937
2013-09-24,81.04390231
2013-09-25,419.93852711
2013-09-26,2504.8793483
2013-09-27,55599.18711247
2013-09-28,1521.22178015
2013-09-29,150.5533408
2013-09-30,52.49803328
2013-10-01,519.16549671
2013-10-02,2101.00858776
2013-10-03,4662.41066662
2013-10-04,392.82335171
2013-10-05,4158.34624534
2013-10-06,197.92805203
2013-10-07,55.00666841
2013-10-08,198.03665222
2013-10-09,2866.05884188
2013-10-10,557.82982584
2013-10-11,2174.93542286
2013-10-12,1300.20111583
2013-10-13,907.89286569
2013-10-14,380.86251823
2013-10-15,249.92532181
2013-10-16,659.89470648
2013-10-17,56.99410185
2013-10-18,398.9804732
2013-10-19,901.3913072
2013-10-20,1465.99634699
2013-10-21,4966.20508524
2013-10-22,9666.27203205
2013-10-23,6541.81350929
2013-10-24,65518.1881733
2013-10-25,5756.7559585
2013-10-26,130.2253932
2013-10-27,152.98247575
2013-10-28,5640.9115544
2013-10-29,590.30857771
2013-10-30,148.36350909
2013-10-31,1779.28734842
2013-11-01,3038.68196244
2013-11-02,14146.16981794
2013-11-03,1481.63793669
2013-11-04,178051.59235794
2013-11-05,28973.23379102
2013-11-06,4164.54486934
2013-11-07,4429.67310907
2013-11-08,173163.77370876
2013-11-09,4489.96673254
2013-11-10,1891.55211334
2013-11-11,8963.89146116
2013-11-12,40905.06222768
2013-11-13,43841.23782778
2013-11-14,38064.39611846
2013-11-15,11679.4703444
2013-11-16,2406.23565085
2013-11-17,4598.80556508
2013-11-18,6708.61345233
2013-11-19,9856.69614823
2013-11-20,8004.05083451
2013-11-21,3126.79432203
2013-11-22,23163.73610387
2013-11-23,2058594.74046204
2013-11-24,3767.2127364
2013-11-25,28837.83978039
2013-11-26,8372504.49884471
2013-11-27,7468.50880822
2013-11-28,59659.61931449
2013-11-29,464614.43837891
2013-11-30,20548.85810958
2013-12-01,3541.20894883
2013-12-02,5997.93909731
2013-12-03,6362.09391442
2013-12-04,8458.21131596
2013-12-05,2663.81941722
2013-12-06,7025.9538355
2013-12-07,4388.58840445
2013-12-08,6837.95524995
2013-12-09,18941.92695908
2013-12-10,3207.07958197
2013-12-11,5824.8401787
2013-12-12,6714.11178356
2013-12-13,13630.36413087
2013-12-14,2697.71337463
2013-12-15,319149.24468341
2013-12-16,5938.7520755
2013-12-17,5347.29144341
2013-12-18,11016.18942033
2013-12-19,8500.77172258
2013-12-20,1270.30282989
2013-12-21,13463.23860766
2013-12-22,871.69732932
2013-12-23,5296.19902732
2013-12-24,1113.09589961
2013-12-25,5554.73108139
2013-12-26,6658.34409513
2013-12-27,3847.06718034
2013-12-28,1509.87857904
2013-12-29,1703.80659811
2013-12-30,10445.23445301
2013-12-31,5412.69135669
2014-01-01,1677.41946138
2014-01-02,1837.5572245
2014-01-03,23617.6080243
2014-01-04,3222.62879423
2014-01-05,4674.06997373
2014-01-06,4595.9800902
2014-01-07,3774.60553627
2014-01-08,2478.64737916
2014-01-09,3354.36826078
2014-01-10,778.3982954
2014-01-11,5635.76668025
2014-01-12,15711.32171708
2014-01-13,108410.60546236
2014-01-14,1204.69884096
2014-01-15,1814.10984333
2014-01-16,19783.37920409
2014-01-17,7149.78407796
2014-01-18,5785.31984467
2014-01-19,6151.15003877
2014-01-20,7107.75507915
2014-01-21,6530.18582789
2014-01-22,2677.32767
2014-01-23,3003.81731817
2014-01-24,1282.83785342
2014-01-25,2505.24591732
2014-01-26,2781.65712347
2014-01-27,9554.5561139
2014-01-28,2722.67789548
2014-01-29,1751.56608839
2014-01-30,1391.42854605
2014-01-31,1638.98415642
2014-02-01,5760.19111451
2014-02-02,4898.33526422
2014-02-03,1942.98518644
2014-02-04,4728.89875697
2014-02-05,3243.38051994
2014-02-06,4396.19346583
2014-02-07,6227.40008493
2014-02-08,7704.38314408
2014-02-09,7937.45852951
2014-02-10,20427.81365681
2014-02-11,11205.26392718
2014-02-12,4111.84971954
2014-02-13,18394.60655523
2014-02-14,7032.6429896
2014-02-15,3019.6351586
2014-02-16,5317.56921329
2014-02-17,13313.46386698
2014-02-18,7722.4011178
2014-02-19,8705.3198754
2014-02-20,29446.59138225
2014-02-21,8332.26320463
2014-02-22,3616.22139767
2014-02-23,3766.76481848
2014-02-24,11221.07471058
2014-02-25,1445094.95443828
2014-02-26,17878.45797872
2014-02-27,35806.25962282
2014-02-28,23433.26999193
2014-03-01,3688.91618317
2014-03-02,331642.52037564
2014-03-03,13337.77041935
2014-03-04,7504.50071455
2014-03-05,22102.96583505
2014-03-06,7251.6681775
2014-03-07,10069.07004836
2014-03-08,7807.11022609
2014-03-09,2536.01477659
2014-03-10,2833.58238655
2014-03-11,2448.65019959
2014-03-12,9533.32393092
2014-03-13,2563.99932086
2014-03-14,26597.24124173
2014-03-15,4585.28006978
2014-03-16,4490.32327357
2014-03-17,117812.71595787
2014-03-18,5839.6766229
2014-03-19,9478.39716073
2014-03-20,4451.52437454
2014-03-21,12632.165025
2014-03-22,7289.52576369
2014-03-23,8247.57821739
2014-03-24,4941.67393621
2014-03-25,2938.00216836
2014-03-26,36958.21654644
2014-03-27,18188.80857432
2014-03-28,11114.16524424
2014-03-29,16182.41702427
2014-03-30,28637.3882356
2014-03-31,32888.96749581
2014-04-01,4373.87421407
2014-04-02,8112.26740913
2014-04-03,280975.91145003
2014-04-04,9735.14148542
2014-04-05,6664.79050195
2014-04-06,3092.25748481
2014-04-07,4229.1784992
2014-04-08,38486.14338833
2014-04-09,4558.65221005
2014-04-10,17845.66849964
2014-04-11,7781.76858674
2014-04-12,7618.36873351
2014-04-13,2673.59874528
2014-04-14,10825.82521744
2014-04-15,35133.32623621
2014-04-16,9413.21610803
2014-04-17,4442.25165189
2014-04-18,9398.79051262
2014-04-19,2720.27239173
2014-04-20,40145.45208468
2014-04-21,9096.96462883
2014-04-22,4189.3355519
2014-04-23,2949.45163581
2014-04-24,9304.23172824
2014-04-25,49566.42740334
2014-04-26,54800.03549902
2014-04-27,20327.36205005
2014-04-28,58285.2526755
2014-04-29,6541.18001791
2014-04-30,6872.05225285
2014-05-01,5590.32882929
2014-05-02,23852.1263021
2014-05-03,1201.51261668
2014-05-04,5351.03393063
2014-05-05,6722.89599862
2014-05-06,11664.27721245
2014-05-07,5850.74893376
2014-05-08,6169.831607
2014-05-09,5249.70779814
2014-05-10,2707.14515338
2014-05-11,6661.55616255
2014-05-12,15335.28675698
2014-05-13,12029.94543718
2014-05-14,19301.21166254
2014-05-15,272791.14144111
2014-05-16,8232.49970248
2014-05-17,3613.18250147
2014-05-18,20846.67799124
2014-05-19,13313.00797861
2014-05-20,12866.07566803
2014-05-21,7607.71566332
2014-05-22,15838.18755138
2014-05-23,18569.83790208
2014-05-24,10333.39452573
2014-05-25,8599.65839239
2014-05-26,14059.03170151
2014-05-27,22645.17232433
2014-05-28,16552.06174386
2014-05-29,18689.69261572
2014-05-30,63489.99905416
2014-05-31,6206.13701929
2014-06-01,10061.63239334
2014-06-02,40504.91018459
2014-06-03,14216.30437528
2014-06-04,10028.5136421
2014-06-05,12610.97642026
2014-06-06,19397.27156157
2014-06-07,8417.12238652
2014-06-08,11594.16291538
2014-06-09,14225.82955352
2014-06-10,2230016.00277124
2014-06-11,5744112.15150179
2014-06-12,6054703.35743429
2014-06-13,19937.83625441
2014-06-14,17095.82035799
2014-06-15,20746.39394642
2014-06-16,35536.95162973
2014-06-17,61409.10232337
2014-06-18,8066.68265279
2014-06-19,16937.79282469
2014-06-20,11521.157764
2014-06-21,14953.84058156
2014-06-22,18435.07526582
2014-06-23,15930.63538981
2014-06-24,31806.14901302
2014-06-25,24561.99667665
2014-06-26,12866.94128773
2014-06-27,9492.93247827
2014-06-28,5456.88952632
2014-06-29,16352.09676521
2014-06-30,22478.57057277
2014-07-01,18079.24349739
2014-07-02,11229.78500264
2014-07-03,17390.63741608
2014-07-04,31515.22297472
2014-07-05,9674.69022637
2014-07-06,5177.12593087
2014-07-07,39110.69838284
2014-07-08,15396.0850739
2014-07-09,13766.32274131
2014-07-10,16764.49012914
2014-07-11,12372.13873521
2014-07-12,46026.34871664
2014-07-13,10269.11320334
2014-07-14,15556.51028477
2014-07-15,31118.00478557
2014-07-16,12893.02408788
2014-07-17,24029.37599949
2014-07-18,12496.1109875
2014-07-19,14084.49969363
2014-07-20,7633.59276667
2014-07-21,9744.60053408
2014-07-22,11709.39881802
2014-07-23,15253.91691056
2014-07-24,18239.48333199
2014-07-25,7313.36951162
2014-07-26,7627.90548438
2014-07-27,11896.04589296
2014-07-28,31698.8183089
2014-07-29,17303.98049037
2014-07-30,27926.31364686
2014-07-31,11862.58883061
2014-08-01,12209.01304598
2014-08-02,10318.74447672
2014-08-03,12840.49236642
2014-08-04,17691.61310503
2014-08-05,21171.67573906
2014-08-06,16077.84546889
2014-08-07,31070.677121
2014-08-08,11101.60965737
2014-08-09,14071.03012502
2014-08-10,6887.94337427
2014-08-11,20209.26948995
2014-08-12,172153.31258297
2014-08-13,45421.35860299
2014-08-14,92392.89624584
2014-08-15,15592.63632525
2014-08-16,12207.06382655
2014-08-17,13349.92944144
2014-08-18,152441.83876329
2014-08-19,11766.55032625
2014-08-20,17435.02075784
2014-08-21,15511.88277179
2014-08-22,375020.55250829
2014-08-23,23519.72064557
2014-08-24,5117.68473439
2014-08-25,12161.91798497
2014-08-26,12546.66220869
2014-08-27,12146.76479391
2014-08-28,42814.57083883
2014-08-29,12967.58962298
2014-08-30,30726.36347763
2014-08-31,17733.45214216
2014-09-01,22274.01737979
2014-09-02,13826.98148632
2014-09-03,12541.01419959
2014-09-04,54383.86456775
2014-09-05,13431.32281152
2014-09-06,10702.19422926
2014-09-07,13183.57121536
2014-09-08,30518.39367491
2014-09-09,23119.35262045
2014-09-10,50123.62345889
2014-09-11,24348.5919405
2014-09-12,24016.63250787
2014-09-13,12705.33608214
2014-09-14,43639.62013053
2014-09-15,36799.69977602
2014-09-16,67153.66446484
2014-09-17,38484.38464042
2014-09-18,88009.74259205
2014-09-19,143374.86394038
2014-09-20,253864.30886469
2014-09-21,343778.47817553
2014-09-22,18701.74560856
2014-09-23,379372.16569551
2014-09-24,36423.52765562
2014-09-25,21942.04862203
2014-09-26,18221.91221127
2014-09-27,276860.81179755
2014-09-28,197985.35189678
2014-09-29,36993.96384276
2014-09-30,22753.88534451
2014-10-01,23104.51316304
2014-10-02,32433.60618377
2014-10-03,946679.67094601
2014-10-04,1007380.01157308
2014-10-05,620000.07625103
2014-10-06,100595.60213402
2014-10-07,288091.22876666
2014-10-08,153664.47088645
2014-10-09,88262.53144882
2014-10-10,280953.060283
2014-10-11,18792.38402058
2014-10-12,32693.53675799
2014-10-13,68598.51578882
2014-10-14,39539.13379398
2014-10-15,143231.15630489
2014-10-16,9787.90202011
2014-10-17,38201.4835845
2014-10-18,13001.2655301
2014-10-19,24231.64723523
2014-10-20,31383.73697886
2014-10-21,28516.34164414
2014-10-22,675805.00799209
2014-10-23,154733.23516914
2014-10-24,117597.50418336
2014-10-25,22988.45142339
2014-10-26,57066.27293242
2014-10-27,35717.28758284
2014-10-28,64182.2727739
2014-10-29,61814.07585132
2014-10-30,44789.24128878
2014-10-31,80433.97820479
2014-11-01,14343.3977314
2014-11-02,52867.95138314
2014-11-03,39113.40622795
2014-11-04,649256.74498122
2014-11-05,15812.94837676
2014-11-06,60416.67041734
2014-11-07,94705.63343805
2014-11-08,1141321.41687795
2014-11-09,346986.8595644
2014-11-10,137536.02472063
2014-11-11,242129.37445526
2014-11-12,89031.06443976
2014-11-13,148529.43385518
2014-11-14,35341.07546491
2014-11-15,34258.69009132
2014-11-16,17924.45450548
2014-11-17,1994197.67240923
2014-11-18,28905.68414307
2014-11-19,22286.91554904
2014-11-20,40626.9410899
2014-11-21,23117.54646223
2014-11-22,16630.46953846
2014-11-23,47787.91712379
2014-11-24,37646.46373842
2014-11-25,67668.52077906
2014-11-26,64274.95643564
2014-11-27,38820.61289118
2014-11-28,42462.73964404
2014-11-29,14956.92670213
2014-11-30,31276.81038789
2014-12-01,33279.8076375
2014-12-02,29019.39100034
2014-12-03,59742.84375677
2014-12-04,25535.26876483
2014-12-05,44977.25913305
2014-12-06,27097.16075936
2014-12-07,30779.74486235
2014-12-08,82324.04773767
2014-12-09,204100.32021855
2014-12-10,93696.31223092
2014-12-11,144171.45168297
2014-12-12,39826.89407686
2014-12-13,21534.16966426
2014-12-14,13188.68008615
2014-12-15,55327.80913718
2014-12-16,58815.36638873
2014-12-17,354993.61602735
2014-12-18,59371.25238121
2014-12-19,17145.51123988
2014-12-20,30831.96117363
2014-12-21,12247.15563709
2014-12-22,61690.89001223
2014-12-23,855929.7444763
2014-12-24,27087.18112351
2014-12-25,30322.79176018
2014-12-26,32954.973748
2014-12-27,47238.30057166
2014-12-28,43832.55062638
2014-12-29,29582.67159113
2014-12-30,42470.17302205
2014-12-31,22232.01530752
2015-01-01,32140.8761442
2015-01-02,23445.1434069
2015-01-03,123342.95343809
2015-01-04,227650.16846699
2015-01-05,97431.19452165
2015-01-06,283837.62255218
2015-01-07,64944.09860599
2015-01-08,41174.46797962
2015-01-09,668422.45579205
2015-01-10,1431897.21444544
2015-01-11,123111.94578608
2015-01-12,169069.63698906
2015-01-13,1781632.3711684
2015-01-14,1677888.72019744
2015-01-15,1467492.44080959
2015-01-16,149141.64090471
2015-01-17,160757.19544891
2015-01-18,58855.98011567
2015-01-19,111156.94416068
2015-01-20,125652.10766675
2015-01-21,4006441.07712501
2015-01-22,114540.0039201
2015-01-23,198174.59761536
2015-01-24,41818.09157463
2015-01-25,68400.07539543
2015-01-26,271179.67309705
2015-01-27,77669.63961979
2015-01-28,418558.55572049
2015-01-29,121797.27651121
2015-01-30,78633.6937294
2015-01-31,38767.2222224
2015-02-01,41494.73232644
2015-02-02,63322.79869078
2015-02-03,447906.7400704
2015-02-04,356057.19439375
2015-02-05,95584.00293875
2015-02-06,138084.71531379
2015-02-07,30095.94812997
2015-02-08,217173.70730546
2015-02-09,81799.5961301
2015-02-10,351670.65322184
2015-02-11,358329.72757208
